SA1_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
30907125204,0,6,0,0,3,9,0,0,0,13,0,0,0,0,3,0,0,0,0,11,16,17,35,36,47,45,8,0,0,206
30907125205,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,20,13,19,27,18,14,0,0,122
30907125206,0,0,0,0,4,0,0,0,0,9,6,0,0,4,9,0,0,0,0,11,22,17,20,44,60,34,13,0,0,207
30907125207,0,0,6,3,3,0,0,0,0,12,3,0,0,0,3,0,0,0,0,13,31,27,38,67,91,49,16,0,0,314
30907125210,4,4,0,3,5,4,0,0,0,21,0,0,0,8,6,0,0,0,0,9,32,33,38,73,84,44,11,0,0,306
30907125211,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,9,9,16,34,44,53,44,7,4,0,214
30907125212,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,3,6,3,9,14,18,12,4,5,0,65
30907125213,4,0,4,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,8,19,16,32,45,47,63,22,7,0,242
30907125214,4,0,4,0,0,11,0,0,0,18,0,4,0,6,4,6,3,0,0,16,16,24,36,65,58,80,10,0,0,295
30907125215,0,0,0,0,3,0,3,0,0,13,0,0,0,0,3,0,0,0,0,3,4,8,23,33,40,30,15,0,0,154
30907125216,0,4,5,3,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,5,24,24,30,55,50,45,17,3,0,246
30907125217,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,0,0,0,0,9,8,10,26,27,31,19,4,0,0,126
30907125218,0,0,0,0,0,0,0,0,0,7,0,0,3,3,7,4,0,0,0,15,16,12,24,47,51,33,3,0,0,183
30907125219,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,15,4,24,30,27,26,17,3,0,145
30907125220,0,0,0,3,3,3,0,0,0,12,0,0,3,0,0,0,0,0,0,3,11,15,37,45,59,31,12,0,0,214
30907125222,0,0,3,5,0,3,0,0,0,6,0,0,0,5,0,0,0,0,0,5,3,12,31,38,44,22,7,0,0,164
30907125223,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,7,8,16,19,27,34,5,3,0,122
30907125224,5,0,0,4,7,5,0,0,0,11,0,0,4,3,0,6,0,0,0,9,14,20,40,51,64,36,12,0,0,235
30907125225,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,13,27,42,43,48,33,9,0,0,223
30907125226,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,4,0,0,0,8,22,8,20,46,46,29,9,0,0,183
30907125227,0,0,0,6,0,0,0,0,0,8,0,6,3,0,3,3,0,0,0,12,16,21,30,25,49,41,9,0,0,189
30907125228,0,0,0,6,0,3,0,0,0,9,0,0,4,4,6,4,0,0,0,16,23,31,45,39,79,53,12,3,0,294
30907125229,0,0,0,0,0,7,0,0,0,8,0,0,0,3,0,0,0,0,0,6,8,8,15,25,34,24,13,0,0,128
30907125230,0,4,0,0,0,0,3,0,0,11,0,0,3,0,7,0,0,0,0,9,18,16,56,62,37,36,11,0,0,242
30907125231,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,21,24,10,12,8,0,0,83
30907125232,0,0,0,3,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,10,26,25,55,44,63,41,14,0,0,273
30907125233,0,0,0,0,3,0,0,0,0,8,0,0,5,0,0,0,5,0,0,9,13,25,41,29,49,32,7,0,0,197
30907125234,0,0,0,7,0,4,0,0,0,9,0,7,0,0,0,0,3,0,0,10,18,18,39,62,53,42,9,0,0,241
30907125235,0,3,0,3,6,0,0,0,0,18,3,3,6,3,4,3,0,0,0,20,44,25,40,60,101,57,9,0,0,342
30907125236,0,5,0,4,0,0,0,0,0,16,0,6,0,0,3,0,0,0,0,18,35,37,22,63,119,54,18,0,0,356
30907125238,5,0,0,4,0,0,0,0,0,13,4,0,3,4,0,4,0,0,0,16,24,19,66,55,61,33,7,0,0,267
30907125239,0,0,0,0,4,0,0,0,0,12,4,7,0,0,11,0,0,0,0,19,36,36,31,75,112,69,16,0,0,373
30907125240,0,0,0,6,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,11,12,16,56,45,43,8,5,0,0,192
30907125241,0,0,0,4,0,0,0,0,0,6,0,0,9,0,3,0,0,0,0,10,12,13,24,36,38,14,4,0,0,147
30907125242,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,7,16,19,25,16,4,0,0,90
30907125243,0,0,5,5,0,0,0,0,0,7,0,0,7,4,6,0,0,0,0,14,17,21,131,106,37,28,4,0,0,343
30907125244,0,0,4,0,4,0,3,0,0,15,4,0,3,8,3,3,3,0,0,29,29,21,34,50,92,58,19,0,0,301
30907125245,0,0,4,0,0,3,0,0,0,4,0,4,11,0,0,0,0,0,0,16,16,36,82,62,40,17,7,0,0,257
30907125246,0,0,0,0,7,0,0,0,0,8,0,0,3,0,0,5,0,0,0,9,6,13,11,22,39,13,4,0,0,100
30907125247,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,11,10,11,49,54,41,27,5,0,0,195
30907125248,0,4,6,4,0,0,0,0,0,15,0,0,8,5,7,10,0,0,0,25,25,23,39,69,107,51,13,0,0,331
30907125302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,12,6,12,13,12,24,32,15,3,0,129
30907125303,0,0,0,0,4,3,4,0,0,8,0,0,0,6,0,7,4,0,0,14,12,9,17,42,52,55,32,8,4,225
30907125304,0,0,0,0,0,4,0,0,0,12,0,0,0,8,0,0,0,0,0,8,8,12,40,63,51,74,20,4,0,271
30907125305,0,0,0,6,3,0,0,0,0,15,0,0,0,4,0,4,0,0,0,4,10,10,31,38,43,35,4,0,0,173
30907125306,0,0,3,5,0,3,0,0,0,10,0,0,5,0,4,0,0,0,0,14,22,14,53,50,57,46,11,0,0,256
30907125307,0,0,0,0,3,0,0,0,0,7,0,0,0,4,7,11,0,0,0,20,20,30,21,43,92,44,18,0,0,272
30907125308,0,0,0,0,3,0,0,0,0,10,0,0,0,0,5,4,0,0,0,8,12,21,15,31,63,56,19,4,0,220
30907125309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30907125310,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,13,11,12,10,27,35,47,38,12,0,191
30907125314,0,0,7,4,3,3,0,0,0,26,0,0,12,6,6,6,0,0,0,25,19,37,104,80,69,65,13,0,0,392
30907125315,0,0,6,0,3,3,0,0,0,13,0,0,4,9,3,0,0,0,0,26,25,27,70,85,70,48,18,8,0,354
30907125316,0,0,3,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,13,12,14,32,38,43,18,0,0,177
30907125319,0,0,0,3,0,0,0,0,0,4,0,0,0,4,7,3,6,0,0,13,17,12,23,25,47,39,23,3,0,188
30907125320,0,0,0,0,0,4,0,0,0,4,0,3,0,0,4,3,3,6,0,20,12,29,29,37,52,58,35,11,0,261
30907125321,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,5,3,4,11,12,23,31,29,7,0,130
30907125323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,13,13,8,3,0,0,49
30907125324,0,0,5,0,0,0,0,0,0,7,0,0,0,0,4,4,0,0,0,6,15,15,13,42,65,57,25,0,0,234
30907125325,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,7,5,14,37,36,49,46,8,3,0,189
30907125326,0,0,0,0,4,3,0,0,0,18,0,0,0,0,7,4,0,0,0,17,12,19,30,48,86,96,43,6,0,353
30907125328,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,8,11,11,16,33,39,47,10,3,0,174
30907125329,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,10,23,19,40,40,22,3,0,161
30907125330,0,0,4,8,4,6,0,0,0,16,0,6,0,7,0,7,0,0,0,20,11,19,83,64,58,60,8,4,0,317
30907125331,0,4,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,8,20,34,34,41,18,5,0,0,159
30907125332,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,5,0,0,0,7,15,14,25,49,59,51,8,0,0,232
30907125333,0,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,0,7,9,12,33,44,52,50,8,4,0,216
30907125334,0,0,0,0,0,0,0,0,0,4,0,0,3,4,5,0,0,0,0,14,15,9,9,27,49,22,17,0,0,152
30907125335,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,10,25,27,29,43,25,3,5,0,165
30907125336,3,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,5,3,13,14,28,35,18,0,0,115
30907125337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,9,3,3,15,16,16,18,0,0,88
30907125338,0,0,5,4,3,3,0,0,0,15,0,0,6,0,3,7,0,0,0,19,24,15,66,81,70,38,9,3,0,313
30907125339,0,0,6,6,7,3,0,0,0,23,0,0,9,4,5,0,4,0,0,25,6,20,35,89,97,53,23,0,0,330
30907125340,0,4,5,0,0,4,0,0,0,12,0,0,7,0,0,0,0,0,0,4,4,9,44,25,45,41,5,0,0,172
30907125341,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,0,24
30907125401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30907125402,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,11,15,34,58,51,38,15,0,0,224
30907125403,0,4,7,3,3,4,0,0,0,16,0,0,11,12,3,4,0,0,0,26,17,16,69,89,75,79,14,4,0,365
30907125404,0,0,4,3,0,5,0,0,0,14,0,0,3,10,3,0,0,0,0,13,7,17,93,91,62,49,8,0,0,340
30907125405,0,6,4,0,0,5,0,0,0,21,0,0,0,0,6,3,0,0,0,14,21,22,51,47,82,66,20,5,0,307
30907125406,0,0,0,4,6,7,0,0,0,18,4,5,3,5,14,10,3,0,0,43,38,33,48,113,153,110,19,0,0,518
30907125407,3,7,7,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,16,8,30,24,48,22,7,6,0,166
30907125408,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,5,8,15,18,18,27,24,11,0,0,115
30907125409,0,0,0,0,0,0,0,0,0,12,0,0,3,10,6,0,0,0,0,15,5,19,38,47,51,41,19,3,0,222
30907125410,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,12,20,15,37,23,9,3,4,127
30907125603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30907125604,0,0,4,0,4,3,0,0,0,12,0,0,4,4,4,0,0,0,0,16,27,20,59,62,65,22,0,4,0,254
30907125605,0,0,0,3,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,19,33,23,44,31,8,0,0,159
30907125606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30907125607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30907125608,0,0,0,0,0,3,0,0,0,6,0,0,0,8,4,0,0,0,0,9,7,15,31,36,31,36,3,0,0,159
30907125609,4,0,0,8,3,0,4,0,0,13,0,0,0,0,0,3,0,0,0,6,29,28,21,71,75,51,12,0,0,283
30907125610,0,0,0,0,4,4,0,0,0,14,0,0,3,3,3,0,0,0,0,16,11,16,49,69,53,32,10,0,0,250
30907125612,0,4,0,0,6,0,0,0,0,13,0,0,5,0,6,4,0,0,0,14,21,33,45,80,75,41,9,0,0,299
30907125613,0,0,3,3,3,0,0,0,0,19,0,0,3,6,0,3,0,0,0,13,13,28,84,61,70,46,5,0,0,304
30907125615,0,0,0,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,10,27,24,43,75,90,41,5,0,0,314
30907125617,0,0,0,0,0,0,0,0,0,6,3,0,4,3,3,3,0,0,0,21,24,29,26,28,66,48,10,0,0,231
30907125618,0,0,0,3,3,3,0,0,0,4,0,0,0,6,0,0,0,0,0,3,9,13,30,40,40,26,3,0,0,168
30907125619,0,0,0,6,4,0,0,0,0,11,0,0,3,3,0,5,0,0,0,12,7,18,43,43,26,27,5,0,0,177
30907125621,0,0,0,4,10,3,0,0,0,16,0,0,0,4,0,0,0,0,0,17,20,20,22,59,64,45,7,0,0,249
30907125622,0,0,0,3,7,3,0,0,0,13,0,0,0,0,4,5,0,0,0,8,14,11,25,57,59,42,18,0,0,230
30907125623,0,0,0,0,4,0,3,0,0,10,0,0,0,4,3,0,0,0,0,16,20,18,44,62,65,36,17,0,0,255
30907125624,0,0,0,0,9,3,0,0,0,17,0,0,0,0,4,0,0,0,0,8,17,10,29,48,67,45,8,0,0,225
30907125625,0,0,4,3,7,0,0,0,0,18,0,0,0,0,3,0,0,0,0,8,13,16,48,57,40,38,7,0,0,225
30907125626,0,0,0,0,0,5,0,0,0,9,0,4,3,0,6,0,0,0,0,14,11,21,26,31,46,44,6,0,0,199
30907125628,0,0,3,6,0,5,0,0,0,16,0,5,5,5,5,0,0,0,0,14,7,32,45,35,53,42,12,3,0,237
30907125629,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,13,12,14,52,42,53,38,9,0,0,220
30907125630,0,0,0,3,9,0,0,0,0,9,5,0,3,5,0,0,0,0,0,14,16,14,35,45,43,37,10,6,0,200
30907125631,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,0,0,0,11,12,9,36,28,53,35,9,4,0,186
30907125632,0,0,5,0,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,11,5,10,25,21,26,24,9,0,0,122
30907125633,0,0,3,0,0,0,0,0,0,7,0,4,4,3,0,0,0,0,0,9,6,9,43,42,37,33,4,0,0,176
30907125634,0,5,4,0,0,0,0,0,0,11,0,0,0,3,5,0,0,0,0,10,7,21,73,50,44,36,12,0,0,234
30907125636,0,3,0,0,3,5,0,0,0,14,3,0,0,0,4,0,0,0,0,10,25,22,29,34,78,51,16,0,0,263
30907125638,0,0,0,6,3,0,0,0,0,14,0,5,0,4,0,0,0,0,0,3,13,23,47,66,54,22,0,0,0,227
30907125639,0,0,7,4,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,4,7,17,31,71,36,25,6,0,0,193
30907125640,0,0,0,3,0,0,0,0,0,6,3,0,3,0,4,0,0,0,0,15,27,15,22,56,45,28,8,0,0,206
30907125641,0,0,0,3,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,9,16,14,26,53,43,22,5,0,0,168
30907125642,0,0,0,5,0,4,0,0,0,16,0,0,0,3,6,4,0,0,0,13,30,28,39,74,87,49,6,6,0,307
30907125643,0,5,5,7,3,3,0,0,0,22,0,0,0,0,3,0,0,0,0,6,32,28,25,79,74,32,7,0,0,277
30907125644,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,13,9,48,72,52,19,3,0,0,207
30907125645,0,0,3,0,0,0,0,0,0,13,0,0,7,4,5,3,0,0,0,20,14,19,38,59,67,50,6,0,0,260
30907125646,0,0,5,7,0,0,0,0,0,16,0,0,6,8,0,0,0,0,0,7,4,21,75,54,43,12,0,0,0,218
30907125647,0,0,0,0,4,0,0,0,0,11,0,0,5,4,0,4,0,0,0,20,13,21,82,86,59,21,5,0,0,282
30907125648,0,0,12,5,5,0,0,0,0,15,0,0,0,6,9,0,0,0,0,17,17,21,63,66,40,23,6,0,0,239
30907125649,0,0,3,3,4,0,0,0,0,12,0,6,0,11,0,5,0,0,0,16,20,21,45,80,53,24,7,0,0,251
30907125650,0,3,0,8,3,0,0,0,0,18,0,0,10,10,3,0,0,0,0,22,26,36,116,145,79,28,6,0,0,432
30907125651,0,0,7,9,0,3,0,0,0,16,0,4,3,5,8,3,0,0,0,22,27,34,118,100,56,35,4,0,0,373
30907125652,0,0,5,0,4,0,0,0,0,8,0,0,0,5,5,0,0,0,0,13,14,13,24,45,53,20,3,0,0,171
30907155201,0,4,12,14,4,0,0,0,0,25,0,7,16,11,4,0,0,0,0,32,27,49,196,162,59,22,9,0,0,524
30907155202,0,0,0,0,0,3,0,0,0,7,0,0,0,6,4,0,5,0,0,14,14,17,49,93,57,33,7,0,0,277
30907155203,4,4,0,0,4,0,0,0,0,10,5,0,7,8,4,3,0,0,0,27,28,28,68,74,57,27,6,0,0,286
30907155204,0,0,7,3,0,0,0,0,0,18,0,0,4,0,4,0,0,0,0,15,20,30,86,82,50,25,0,0,0,285
30907155205,0,0,3,3,0,0,0,0,0,4,0,4,0,3,6,0,3,0,0,14,11,18,45,45,28,25,8,0,0,177
30907155206,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,21,12,37,47,30,17,3,0,0,159
30907155207,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,11,33,48,29,13,4,0,0,142
30907155208,0,3,0,3,4,0,0,0,0,6,0,0,5,5,4,0,0,0,0,15,22,23,49,91,68,36,5,0,0,295
30907155209,3,0,0,3,0,0,0,0,0,6,0,3,5,8,3,0,0,0,0,15,27,26,52,76,53,24,4,4,0,262
30907155210,0,0,4,5,0,4,0,0,0,7,0,0,0,6,0,0,0,0,0,8,29,14,58,91,64,39,3,0,0,297
30907155211,0,0,9,5,0,0,0,0,0,15,0,5,8,8,4,0,0,0,0,24,15,28,101,96,53,25,0,0,0,321
30907155212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30907155213,0,4,4,0,0,3,0,0,0,10,0,0,0,6,4,3,0,0,0,15,31,39,43,70,75,49,4,0,0,309
30907155214,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32,13,29,67,51,15,3,0,0,211
30907155215,0,0,0,5,4,0,0,0,0,16,0,0,3,0,3,0,0,0,0,8,13,21,30,53,63,26,0,0,0,207
30907155216,0,3,0,3,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,10,15,13,29,81,63,21,9,0,0,226
30907155217,0,0,4,0,3,0,0,0,0,12,0,0,3,3,0,4,0,0,0,16,9,18,66,52,27,17,5,0,0,202
30907155218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,0,0,29
30907155219,0,0,0,0,5,0,0,0,0,6,0,0,0,4,3,0,0,0,0,7,25,3,16,50,35,12,0,0,0,157
30907155220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9
30907155221,0,0,4,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,12,20,23,19,22,6,0,0,99
30907155222,0,4,10,7,0,5,0,0,0,21,0,3,11,3,3,4,0,0,0,24,16,54,125,83,53,32,5,0,0,367
30907155223,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,3,5,16,24,17,17,5,0,0,84
30907155224,0,0,4,0,0,0,0,0,0,4,0,0,4,5,5,0,0,0,0,14,14,18,69,55,44,12,4,0,0,211
30907155301,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,8,21,89,50,50,27,8,0,0,259
30907155302,4,0,7,5,11,0,0,0,0,20,0,0,0,0,3,0,0,0,0,4,25,26,27,31,78,28,7,0,0,225
30907155303,0,0,4,0,0,0,0,0,0,9,0,0,9,0,3,0,0,0,0,17,12,26,84,84,33,17,0,0,0,253
30907155304,0,0,3,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,9,19,12,57,60,41,17,0,0,0,210
30907155305,0,0,4,4,0,5,0,0,0,17,0,0,0,6,5,4,0,0,0,13,14,16,23,37,39,50,7,0,0,193
30907155306,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,5,13,16,17,33,17,3,0,0,104
30907155307,0,0,4,6,3,4,0,0,0,19,0,0,3,4,5,0,0,0,0,13,11,30,76,60,44,28,0,0,0,253
30907155308,0,0,5,4,4,3,0,0,0,14,7,3,4,9,10,5,3,0,0,35,49,33,59,134,136,59,7,0,0,482
30907155309,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,15,16,22,41,31,18,3,0,0,150
30907155310,0,0,0,4,0,0,0,0,0,13,0,0,0,3,0,5,0,0,0,11,9,28,17,47,56,57,6,0,0,225
30907155311,0,3,3,4,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,13,18,24,30,59,60,54,0,0,0,248
30907155312,0,0,4,4,7,3,0,0,0,18,0,0,4,8,0,0,0,0,0,13,27,35,75,80,75,53,0,0,0,350
30907155313,0,0,0,5,7,0,0,0,0,7,0,3,0,0,3,3,0,0,0,10,10,11,14,25,27,21,3,0,0,121
30907155314,0,0,5,3,9,0,0,0,0,12,0,0,5,9,5,4,0,0,0,17,30,26,38,86,66,44,8,0,0,293
30907155315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,3,19,35,27,25,3,0,0,134
30907155316,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,9,8,20,20,24,30,5,0,0,118
30907155317,0,4,6,3,0,0,0,0,0,12,0,0,3,4,0,0,0,0,0,11,11,32,80,90,40,14,5,0,0,276
30907155318,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,0,0,0,18
30907155319,0,0,5,5,0,3,0,0,0,15,0,5,4,0,5,4,0,0,0,19,13,22,55,60,57,33,4,4,0,242
30907155320,0,0,0,6,3,3,0,0,0,15,0,0,3,5,4,0,0,0,0,19,24,28,43,88,77,35,9,0,0,306
30907155321,0,0,0,5,0,3,0,0,0,13,0,0,0,3,4,0,0,0,0,8,14,12,26,53,45,28,4,0,0,184
30907155322,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,13,19,20,24,8,0,0,95
30907155323,0,5,4,5,0,0,0,0,0,15,0,0,4,5,3,5,0,0,0,18,15,29,55,92,80,32,8,3,0,312
30907155324,0,0,0,0,0,0,0,0,0,6,0,0,3,0,5,3,0,0,0,13,12,17,29,19,53,28,10,0,0,173
30907155325,0,0,0,0,3,5,0,0,0,11,0,0,0,3,0,0,0,0,0,3,19,8,20,30,51,36,8,0,0,175
30907155326,0,5,0,0,0,4,0,0,0,5,0,4,0,0,4,4,0,0,0,12,28,29,26,56,66,65,29,0,0,297
30907155327,0,0,4,7,6,0,0,0,0,11,0,0,3,3,0,0,0,0,0,13,11,13,65,78,33,15,4,0,0,217
30907155328,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,11,7,6,15,25,42,32,9,3,0,144
30907155329,3,0,3,3,3,6,3,0,0,21,5,0,0,0,0,0,0,0,0,4,23,22,23,28,47,49,12,0,0,211
30907155401,0,0,0,0,7,4,0,0,0,8,3,4,0,3,0,4,4,0,0,15,20,30,29,61,54,56,16,0,0,266
30907155402,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,11,21,40,14,3,0,0,0,92
30907155403,0,0,7,0,0,0,0,0,0,12,0,0,4,3,0,0,0,0,0,4,14,23,61,63,41,19,7,0,0,219
30907155404,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,4,4,9,5,8,17,4,0,0,42
30907155405,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,19,13,26,49,21,6,0,0,148
30907155406,0,0,6,8,0,0,0,0,0,12,0,0,6,5,3,0,0,0,0,14,10,13,126,127,34,18,4,0,0,342
30907155407,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,12,12,4,34,32,9,14,0,0,108
30907155408,0,0,0,4,0,0,0,0,0,8,0,4,7,3,0,0,0,0,0,15,3,29,94,40,15,11,3,0,0,200
30907155409,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,7,5,34,35,41,12,10,0,0,153
30907155410,0,0,3,0,0,0,0,0,0,9,0,0,0,8,5,0,0,0,0,9,23,18,71,66,41,16,4,0,0,232
30907155411,0,0,13,0,4,0,0,0,0,20,0,4,4,3,3,0,0,0,0,15,17,37,110,48,26,10,4,0,0,252
30907155412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30907155413,0,0,4,5,3,0,0,0,0,16,0,0,3,0,0,0,0,0,0,10,12,17,78,66,36,24,8,0,0,232
30907155414,0,0,0,4,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,16,7,16,76,77,20,24,6,0,0,232
30907155415,0,0,4,9,0,0,0,0,0,13,4,0,4,5,6,0,0,0,0,17,15,33,180,131,59,17,9,5,0,434
30907155416,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,3,0,0,0,18,4,6,40,53,27,13,5,0,0,151
30907155417,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,5,20,57,41,16,13,0,0,0,150
30907155418,0,5,6,0,0,0,0,0,0,10,0,3,5,4,0,0,0,0,0,14,16,61,151,59,43,20,3,0,0,351
30907155419,0,0,3,0,0,0,0,0,0,8,3,5,5,0,0,0,0,0,0,10,8,21,37,53,32,21,4,0,0,174
30907155420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,20,7,0,42
30907155421,0,0,0,4,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,8,11,28,83,28,23,17,0,0,0,190
30907155422,0,0,0,0,0,0,0,0,0,7,0,6,0,0,3,0,0,0,0,10,5,17,49,35,22,13,3,0,0,147
30907155423,0,0,5,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,11,6,13,60,65,33,15,0,0,0,184
30907155424,0,6,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,7,11,35,89,36,26,11,0,0,0,211
30907155501,0,0,4,0,3,0,0,0,0,7,0,4,4,3,0,0,0,0,0,10,4,18,76,48,25,15,0,0,0,189
30907155502,0,0,5,6,0,0,0,0,0,8,3,0,7,3,3,0,0,0,0,14,7,31,77,41,39,10,0,0,0,196
30907155503,0,0,6,3,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,15,11,17,110,78,28,15,0,0,0,259
30907155504,0,4,6,0,4,0,0,0,0,19,0,0,14,0,0,3,0,0,0,18,8,21,104,43,24,12,0,0,0,217
30907155505,0,5,3,0,0,0,0,0,0,8,0,3,0,5,0,0,0,0,0,7,13,53,96,38,35,9,0,0,0,246
