SA1_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
30204104218,0,14,0,14,0,3,0,6,0,6,0,7,0,16,3,21,0,21,0,27,0,14,0,15,3,3,0,7,0,3,0,10,0,0,0,0,9,82,9,98,0,11,0,11,0,0,0,0,3,4,0,6,4,18,0,21,0,28,0,24,6,11,0,18,3,5,3,13,0,4,0,4,0,3,0,3,16,79,5,103,0,21,0,21,0,9,0,7,4,11,0,15,6,38,3,43,3,44,3,52,12,23,0,28,4,10,5,16,0,10,0,13,0,5,0,5,26,170,11,205
30204104219,0,5,0,5,0,5,0,5,0,18,0,19,3,25,0,29,5,29,0,30,3,19,0,20,0,13,0,17,3,10,0,13,0,3,0,3,11,133,5,145,0,9,0,9,0,3,0,3,4,15,0,23,8,18,0,22,3,23,0,24,4,19,0,25,11,9,0,21,0,14,0,12,0,4,0,4,31,105,0,138,0,11,0,11,0,12,0,7,4,37,0,44,12,38,0,53,9,41,0,56,10,37,0,47,10,28,0,40,4,22,0,29,0,9,0,9,51,232,4,283
30204104220,0,16,0,15,0,11,0,14,0,30,0,28,0,41,0,46,0,35,0,38,4,23,0,30,0,17,0,20,0,11,3,14,0,5,0,5,13,182,10,211,0,10,0,10,0,9,0,9,0,19,0,22,7,41,0,46,6,33,0,45,3,31,0,31,0,15,0,15,0,10,0,7,0,5,0,8,24,172,3,195,0,26,0,27,0,21,0,20,0,49,0,54,4,82,4,94,14,63,4,82,6,50,0,63,3,32,0,35,5,12,3,23,0,14,0,14,34,357,14,408
30204104221,0,10,0,12,0,14,0,14,0,7,0,7,5,21,0,31,8,21,0,28,7,10,0,17,4,13,0,18,0,4,0,5,0,4,0,4,23,105,3,129,0,6,0,10,3,0,0,9,4,10,0,15,7,20,0,31,7,26,0,35,6,16,0,24,6,11,0,13,3,13,0,13,0,0,0,0,38,113,0,150,3,14,0,20,0,15,0,19,4,19,0,27,8,45,0,60,17,43,0,60,11,29,0,41,9,24,0,33,4,20,0,24,0,3,0,3,60,217,3,279
30204104222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30204104223,0,5,0,5,0,6,0,6,0,10,0,9,0,20,0,20,0,13,0,15,3,10,4,16,4,12,0,17,0,5,0,4,0,0,0,5,11,79,5,96,0,3,0,3,0,0,0,0,0,11,0,13,0,15,0,15,9,11,0,20,3,11,0,13,4,9,4,12,0,11,0,10,0,0,0,0,15,67,3,87,0,7,0,7,0,10,0,10,0,24,0,25,0,34,0,34,8,27,0,36,5,18,4,27,5,20,0,30,4,10,0,17,0,0,0,5,29,149,10,181
30204104224,0,13,0,11,0,13,0,11,0,12,0,12,4,24,0,26,0,18,0,24,7,12,0,17,0,6,0,6,0,3,0,3,0,0,0,0,17,103,6,127,0,6,0,6,0,5,0,7,0,6,0,6,11,26,3,32,10,14,0,27,3,9,0,15,0,11,0,15,0,4,0,4,0,0,0,3,22,81,4,108,0,19,0,23,0,19,0,21,0,24,0,24,11,48,4,62,12,37,0,46,8,22,0,29,0,19,0,16,0,5,0,5,0,0,0,0,37,182,12,232
30204104225,0,11,0,11,0,4,0,4,0,5,0,5,0,13,0,12,8,7,0,15,4,10,0,12,0,5,0,4,0,5,0,5,0,0,0,0,11,61,0,71,0,0,0,0,0,3,0,3,0,5,0,8,3,14,0,16,7,17,0,25,0,12,0,13,4,7,0,10,0,0,0,5,0,0,0,0,13,69,3,86,0,11,0,11,0,9,0,9,0,16,0,20,8,26,0,30,14,28,0,37,3,22,0,21,3,9,5,16,0,10,0,6,0,0,0,0,22,130,3,159
30204104226,0,0,3,3,0,0,0,0,0,0,3,3,0,4,3,9,0,11,8,20,7,24,3,30,5,18,6,22,0,6,0,10,0,3,0,3,12,73,22,106,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,6,5,0,15,5,11,9,21,3,20,6,24,0,8,0,12,0,0,0,0,8,48,23,79,0,0,3,3,0,0,0,0,0,0,5,3,0,13,3,14,9,21,8,32,12,31,12,58,0,39,9,47,0,11,0,14,0,5,0,5,26,120,42,188
30204104227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,7,3,7,0,11,0,0,0,0,0,0,0,0,3,21,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,7,0,4,0,8,4,5,0,10,0,11,0,11,0,4,0,4,5,31,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,12,0,11,5,11,0,18,0,7,0,7,0,4,0,4,8,52,0,60
30204104228,0,4,0,4,0,3,0,3,0,11,0,12,5,21,4,24,8,14,5,22,0,9,0,14,0,7,0,16,0,0,0,0,0,0,0,0,11,85,4,103,0,0,0,0,3,5,0,8,0,15,0,15,3,17,0,23,7,9,0,17,0,11,0,18,4,13,0,11,0,5,0,5,0,0,0,0,17,86,0,102,0,10,0,10,3,9,0,9,0,28,0,30,3,39,3,50,13,26,5,42,4,30,0,32,4,21,0,19,0,6,0,6,0,0,0,0,29,165,6,202
30204104229,0,12,0,12,0,3,0,4,0,18,0,18,3,23,3,26,5,31,0,31,6,26,0,26,0,18,0,18,0,8,0,9,0,0,0,0,8,133,3,148,0,8,0,8,0,6,0,6,4,17,0,24,0,22,0,22,9,33,0,36,7,24,0,33,7,15,0,17,0,9,0,9,0,5,0,5,25,147,0,169,0,18,0,18,0,16,0,17,4,35,0,42,3,44,3,50,6,59,0,68,10,44,0,60,7,35,0,40,0,17,0,21,0,5,0,5,29,277,3,310
30204104230,0,15,0,15,0,10,0,10,0,3,0,3,4,26,0,30,0,26,3,35,0,19,0,15,0,9,0,15,0,3,0,5,0,0,0,0,13,106,8,124,0,4,0,4,0,7,0,7,0,9,5,8,0,27,7,36,7,19,0,25,3,14,0,20,3,14,0,18,0,8,0,5,0,5,0,5,17,102,10,123,0,18,0,18,0,14,0,14,0,5,5,17,7,54,7,62,9,51,5,62,5,31,0,36,5,24,4,29,0,12,0,14,0,5,0,5,27,212,15,254
30204104301,0,8,0,8,0,3,0,7,0,11,0,21,0,14,0,14,5,16,0,24,7,14,0,17,8,8,0,8,0,9,0,6,0,0,0,0,16,74,4,95,0,9,0,8,0,9,0,9,0,7,0,10,0,12,0,15,4,16,0,20,6,11,0,16,4,10,0,15,0,8,0,4,0,0,0,0,15,78,5,99,0,17,0,16,0,11,0,18,4,18,0,26,0,21,0,23,6,38,0,44,10,25,0,34,9,14,0,23,5,9,0,11,0,0,0,0,28,153,11,195
30204104302,0,14,5,19,0,11,0,14,3,23,3,32,9,21,5,33,10,27,3,35,9,31,0,38,8,32,5,47,0,23,4,30,0,12,0,8,32,193,25,256,3,10,0,15,0,10,0,11,0,21,7,27,4,33,0,35,15,26,5,43,7,22,0,32,6,42,3,54,3,29,0,38,0,26,0,26,43,217,19,272,3,27,5,33,0,19,5,19,4,49,7,58,11,57,4,67,20,56,6,87,14,51,4,68,15,75,5,98,3,51,4,63,0,34,0,34,76,413,44,534
30204104303,0,17,0,17,0,4,0,10,3,26,0,28,0,36,0,42,7,56,0,61,5,31,4,32,6,26,0,27,3,3,0,6,0,3,0,3,24,195,9,228,0,17,0,20,0,9,0,13,0,27,0,30,0,34,0,37,10,40,5,53,12,23,0,39,8,21,6,26,4,8,0,15,0,7,0,4,34,186,19,235,0,32,0,36,0,17,0,24,3,49,0,55,0,68,8,77,18,94,3,109,19,49,4,72,6,41,8,56,6,15,0,21,0,8,0,6,49,382,28,464
30204104305,0,8,0,12,0,8,0,7,3,22,0,27,0,22,9,29,4,30,4,38,3,23,0,27,0,17,0,17,4,10,5,13,0,0,0,3,16,142,17,174,0,13,0,13,0,14,0,14,3,21,0,25,4,23,4,31,11,27,0,38,5,25,0,30,0,13,0,15,0,6,0,3,0,5,0,5,23,144,3,165,0,25,0,24,0,17,0,18,5,44,0,52,4,48,7,61,13,54,4,70,11,44,0,51,0,25,0,31,3,15,5,14,0,3,0,7,38,281,18,337
30204104306,0,24,7,25,0,23,0,20,5,30,4,36,8,45,5,54,10,52,3,60,6,36,5,41,5,26,5,31,0,10,0,13,0,0,0,0,23,238,25,286,0,25,0,25,0,11,0,11,5,34,0,41,5,46,3,50,10,57,9,74,14,24,0,36,3,27,0,34,0,18,0,16,0,12,0,12,37,247,13,297,0,47,5,56,0,35,0,36,8,69,4,76,11,87,4,105,15,107,9,139,18,59,5,82,8,52,3,61,3,26,0,25,0,12,0,12,58,490,38,586
30204104307,0,11,0,11,0,6,0,9,6,23,0,31,5,14,0,14,0,11,0,14,4,16,0,14,8,7,0,11,0,3,0,3,0,0,0,0,18,83,6,106,0,8,0,8,0,6,0,10,0,25,0,23,0,10,0,16,3,11,0,17,5,17,0,19,4,13,0,12,0,4,0,5,0,0,0,0,14,96,0,114,0,12,0,12,4,12,0,17,4,46,0,53,8,22,5,35,0,25,0,32,4,27,0,38,7,18,0,22,0,5,0,7,0,4,0,4,30,183,7,224
30204104308,0,10,0,10,0,12,0,12,4,27,4,37,0,47,0,44,3,27,4,35,0,17,0,17,4,14,0,20,0,9,0,9,0,6,0,6,18,167,5,191,0,9,0,11,0,3,0,6,3,29,0,30,8,36,0,47,4,31,4,41,9,21,0,25,7,16,0,18,0,8,0,8,0,3,0,3,30,157,5,191,0,19,0,21,3,15,0,15,5,58,3,69,13,84,4,94,10,56,6,73,6,36,0,47,9,28,0,37,0,15,0,19,0,8,0,8,47,328,13,387
30204104309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,7,0,7,0,0,0,0,0,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,9,0,10,0,3,0,5,0,18,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,19,0,14,3,18,0,5,0,3,0,37,5,45
30204104310,0,10,4,15,0,13,0,13,0,22,0,22,0,25,0,30,6,37,8,48,6,28,0,35,4,21,0,18,0,9,3,6,0,3,0,3,21,164,11,208,0,15,0,16,0,9,0,14,0,24,4,22,7,24,5,29,7,23,0,37,5,30,0,31,5,16,0,23,5,6,5,12,0,3,0,3,27,151,9,190,0,26,4,32,3,24,0,26,0,43,4,46,8,51,5,64,18,62,10,86,13,55,4,68,8,37,0,42,5,16,4,23,0,7,0,7,50,319,24,392
30204104401,0,3,0,3,0,0,0,9,3,11,0,10,0,21,0,23,0,23,4,26,3,22,5,24,0,8,0,12,0,9,0,9,0,3,0,3,9,104,10,121,0,11,0,11,0,9,0,3,0,11,0,12,0,20,0,24,9,19,0,29,7,14,0,22,0,20,0,15,0,7,5,14,0,0,0,0,17,104,5,128,0,9,0,9,0,10,0,11,7,21,0,28,0,35,3,43,4,40,0,53,10,36,3,52,3,23,0,26,0,18,5,17,0,3,0,3,28,207,13,246
30204104402,0,13,0,13,0,3,0,4,0,7,0,8,6,5,0,8,0,17,0,17,4,12,5,20,0,24,0,29,0,12,0,16,0,0,4,0,11,97,4,118,0,7,0,7,0,4,0,9,3,8,0,13,0,6,0,10,5,23,0,24,3,18,0,28,8,20,0,32,4,17,0,20,0,4,0,3,23,115,5,144,0,20,0,20,4,12,0,15,0,17,0,16,4,13,0,14,5,43,0,50,12,32,7,45,8,47,0,59,7,30,3,40,0,3,0,6,38,214,5,259
30204104403,0,18,0,18,0,11,0,7,0,11,0,11,0,17,3,20,9,21,0,26,5,33,4,46,0,31,0,35,0,5,0,5,0,3,0,3,15,143,5,163,0,8,0,8,3,12,0,12,0,10,0,10,0,33,0,33,8,37,0,46,7,28,0,36,3,21,0,25,0,5,0,3,0,3,0,8,27,152,7,186,0,23,0,23,3,18,0,23,0,24,0,24,0,49,3,54,15,52,0,68,17,66,3,82,4,53,0,62,0,7,0,10,0,5,0,13,39,299,9,352
30204104404,0,17,0,17,0,10,0,10,0,7,3,7,0,15,0,15,9,31,0,38,4,18,0,20,5,22,0,21,5,8,0,8,3,3,0,9,17,119,3,147,0,12,0,13,0,3,0,5,0,5,0,9,3,15,3,23,4,34,0,41,7,14,0,22,7,15,0,21,3,12,0,15,0,5,0,6,28,119,9,161,0,25,0,25,0,10,0,13,0,15,0,19,3,33,3,39,9,67,0,83,10,33,0,43,7,33,0,44,9,24,0,25,5,8,0,15,50,239,8,305
30204104405,0,5,0,6,0,4,0,9,0,8,0,8,6,6,0,14,3,21,3,30,3,16,0,25,0,8,0,10,5,10,0,9,0,0,0,0,14,84,8,105,0,18,0,21,0,7,0,4,0,0,0,0,3,17,0,23,6,21,0,30,3,17,0,17,0,8,0,11,0,3,0,9,0,3,0,5,14,96,6,121,0,26,0,27,0,14,0,16,0,8,0,8,8,28,0,38,12,47,5,61,3,39,0,44,3,11,0,14,5,9,0,15,0,3,0,3,34,183,10,227
30204104406,0,0,0,0,0,8,0,9,0,7,0,12,5,13,0,17,5,12,0,14,5,16,0,25,0,18,0,18,0,9,0,14,0,3,0,3,14,85,7,106,0,11,0,10,0,3,0,3,4,13,0,16,3,17,0,23,7,24,0,29,4,28,0,38,6,24,3,33,0,20,4,30,0,7,0,10,23,144,14,192,0,11,0,10,0,10,0,12,0,19,5,28,3,28,0,34,12,37,0,48,12,44,0,58,6,47,3,54,6,32,7,42,0,6,0,11,36,239,24,300
30204104407,0,24,0,24,0,10,0,10,0,24,0,27,3,27,0,22,9,45,5,54,9,39,4,47,4,44,0,50,0,13,0,11,0,6,0,6,27,215,6,248,0,20,0,27,0,10,0,10,5,13,0,17,3,34,0,43,15,46,0,61,13,31,0,50,12,33,4,43,0,9,0,12,0,3,0,5,56,206,8,265,0,45,0,46,0,26,0,26,5,38,6,46,8,53,0,67,23,90,5,116,21,71,4,99,14,72,4,91,0,22,0,29,0,3,0,4,78,423,16,514
30204104408,0,13,0,14,0,7,0,7,4,11,0,14,5,15,5,31,4,30,4,36,4,27,0,41,3,21,0,33,0,6,0,8,0,0,0,0,21,142,14,182,0,12,0,14,0,10,0,10,0,15,0,9,4,22,0,24,8,23,0,32,11,22,0,37,5,13,0,19,0,7,0,6,0,4,0,4,28,117,11,156,0,22,0,26,0,25,0,25,3,20,0,25,3,36,11,46,11,48,3,67,21,53,0,72,11,39,6,53,0,11,0,14,0,3,0,3,52,264,21,341
30204104409,0,8,0,8,0,5,0,7,0,8,0,9,0,16,0,16,0,26,0,24,3,26,4,35,0,24,0,32,6,9,0,13,0,0,0,3,10,129,9,143,0,14,0,14,0,9,0,8,0,15,0,15,4,19,0,26,7,26,0,33,7,30,0,36,0,18,4,26,0,10,3,8,0,5,3,10,23,148,10,175,0,20,0,20,0,12,0,20,0,26,0,21,4,39,0,39,3,48,0,52,13,58,4,69,3,43,3,52,4,13,3,24,0,12,5,14,29,276,14,319
30204104410,0,18,0,17,0,14,0,15,0,11,0,11,4,26,0,29,8,42,0,53,3,34,0,35,5,26,4,34,0,6,0,10,0,0,0,0,23,174,6,204,0,12,0,12,0,6,0,6,0,12,0,19,4,35,0,35,5,40,0,52,9,25,3,41,5,17,0,25,0,8,0,9,0,5,3,10,32,153,8,196,0,28,0,24,0,19,0,12,0,26,0,30,6,57,0,65,17,84,0,101,12,60,3,78,13,49,7,59,0,15,0,17,0,5,6,8,54,327,17,401
30204104411,0,11,0,13,0,6,0,6,0,15,0,15,4,30,0,38,5,42,0,45,8,26,3,33,6,20,0,27,0,10,0,10,0,0,0,0,23,159,6,189,0,5,0,5,0,13,0,13,0,19,0,20,4,29,0,35,10,36,4,49,7,30,0,40,0,21,0,24,8,6,0,8,0,4,0,0,29,161,7,202,0,23,0,20,0,22,0,22,0,36,0,38,13,54,0,74,12,76,4,89,15,55,0,75,8,35,0,46,8,18,0,22,0,5,0,0,55,322,9,387
30204104412,0,10,0,10,0,11,0,11,0,18,0,17,4,22,0,29,12,51,0,63,6,21,0,27,0,15,0,16,0,11,4,11,0,0,0,0,23,161,6,184,0,5,0,5,0,6,0,6,0,13,0,17,4,29,0,35,8,35,0,45,12,19,3,36,8,8,0,15,0,9,0,9,0,3,0,3,31,141,4,181,0,22,0,22,0,23,0,23,5,33,0,34,7,56,0,62,19,81,5,108,19,43,3,62,11,21,0,32,0,17,4,20,0,3,0,3,59,299,12,364
30204104413,0,4,0,3,0,0,0,5,0,9,0,9,0,3,0,3,0,15,0,12,0,9,0,9,0,8,0,8,0,0,0,0,0,0,0,0,3,33,0,38,0,3,0,3,0,0,0,0,0,3,0,3,5,5,0,4,0,8,0,12,5,6,0,12,0,3,0,3,0,0,0,0,0,0,0,0,7,28,0,38,0,10,0,11,0,0,0,5,0,13,0,13,7,4,0,12,3,20,0,22,5,13,0,18,0,10,0,10,0,0,0,0,0,0,0,0,10,63,0,80
30204104414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,30,8,41,5,59,12,74,0,50,11,66,5,145,38,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,28,3,28,3,64,21,90,4,98,34,135,8,192,61,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,0,57,10,72,3,123,32,167,4,150,50,208,9,341,97,447
30204104415,0,17,0,17,0,8,0,8,0,8,0,8,0,16,0,16,4,35,3,39,0,24,0,30,0,6,0,10,0,9,0,9,0,6,0,6,8,126,8,143,0,8,6,12,0,4,0,4,0,8,0,8,0,17,0,22,5,34,0,45,0,16,0,19,0,22,0,26,0,12,0,12,0,0,0,3,18,124,5,147,0,26,0,31,0,14,0,14,0,15,0,15,0,34,0,32,16,67,0,83,7,37,0,47,3,28,4,38,0,23,0,23,0,6,0,5,29,252,12,290
30204104416,0,8,0,8,3,9,0,14,0,3,0,3,3,5,0,11,6,24,0,28,4,9,0,14,0,8,0,8,0,0,0,4,0,0,0,0,12,77,4,96,0,8,0,8,0,3,0,3,0,7,0,9,0,7,0,9,11,22,0,31,10,6,0,11,4,5,0,14,0,10,0,10,0,3,0,3,22,81,0,103,0,22,0,22,3,14,0,19,3,13,0,13,8,14,0,17,13,50,0,63,11,15,0,29,6,14,0,25,0,6,0,12,0,3,0,3,40,153,5,198
30204104417,0,14,0,17,0,6,0,6,0,3,0,3,0,21,0,22,8,20,0,29,9,11,0,13,0,16,0,15,0,3,0,3,0,0,0,0,18,101,0,118,0,7,0,7,0,3,0,3,0,9,0,9,0,17,5,26,6,18,0,27,9,17,0,21,4,4,0,12,0,4,0,4,0,3,0,3,22,82,5,106,0,27,0,27,0,6,0,6,0,14,0,14,8,37,5,44,15,44,0,54,12,26,0,42,6,20,0,23,0,10,0,10,0,5,0,4,39,183,4,220
30204104418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30204104419,0,33,0,36,0,18,0,18,0,21,0,24,0,29,0,27,3,33,0,45,7,24,0,33,3,14,0,17,3,12,0,13,0,0,0,8,24,199,3,226,0,19,0,24,0,14,0,18,5,27,0,33,5,34,0,38,5,48,0,58,5,25,0,36,7,13,0,24,0,11,4,17,0,9,0,7,29,203,9,242,5,55,0,56,0,39,0,39,5,52,0,56,7,63,0,70,14,82,4,102,16,52,3,72,7,26,0,34,3,26,4,31,0,9,3,11,56,398,9,465
30204104501,0,8,0,10,0,5,0,7,0,33,0,35,5,31,0,39,3,14,0,17,0,21,0,23,0,18,0,18,0,8,0,8,0,7,0,6,15,134,3,152,0,14,0,17,0,8,0,9,0,28,4,37,7,19,0,28,12,22,0,31,7,26,0,33,3,15,0,23,3,11,3,14,0,3,0,3,31,153,8,189,4,22,0,23,0,13,0,18,3,61,3,69,12,55,0,63,14,38,0,47,9,44,0,54,3,31,0,33,3,17,3,28,0,7,0,9,47,284,11,339
30204104504,0,8,0,8,0,12,0,20,4,31,0,31,4,32,0,39,6,42,0,45,6,23,0,33,6,24,0,27,0,6,0,9,0,6,0,6,22,185,3,214,0,15,0,14,4,15,0,18,3,28,0,35,8,36,0,43,11,32,0,40,7,34,3,39,4,23,0,31,0,22,0,23,0,4,0,6,35,214,7,254,0,22,0,26,6,33,4,38,4,59,0,63,14,72,0,82,17,70,4,84,13,58,0,72,5,45,6,54,6,32,0,28,0,11,0,10,58,395,13,468
30204104506,0,13,3,12,0,8,0,8,3,37,5,46,5,38,4,48,5,14,0,20,3,19,0,26,0,19,0,26,0,7,0,8,0,3,0,3,18,158,13,191,0,7,0,8,0,17,0,15,3,47,5,53,6,35,4,44,4,22,4,24,9,42,0,50,4,24,0,24,0,9,0,12,0,7,0,6,28,191,13,226,3,19,5,23,0,19,0,28,8,84,13,94,8,69,4,87,5,36,5,42,11,57,0,70,5,43,0,46,0,17,0,16,0,7,0,14,40,351,26,420
30204104508,0,14,0,11,0,13,0,17,6,37,0,40,5,30,0,33,7,30,0,40,10,30,6,42,0,33,0,32,0,15,0,19,0,8,0,9,26,205,3,242,0,7,0,7,0,14,0,11,5,24,0,26,5,29,0,39,10,25,0,32,14,30,0,44,8,31,6,39,7,39,3,41,0,62,13,74,45,251,20,316,0,19,0,25,0,27,0,30,9,62,0,64,9,57,3,71,16,53,0,73,23,60,6,89,8,58,5,72,6,50,3,57,0,72,11,87,69,455,28,559
30204104509,0,19,0,19,0,12,0,12,4,21,0,29,3,19,0,26,9,28,0,35,4,27,0,32,0,10,0,15,0,3,0,4,0,0,0,0,19,141,5,165,0,13,0,16,0,8,0,8,7,23,0,28,5,34,0,42,9,32,0,36,0,28,0,26,0,16,0,15,0,8,0,10,0,6,0,5,25,160,3,189,0,31,0,34,0,23,0,23,8,44,0,54,13,48,0,65,16,58,0,72,6,53,0,64,3,26,0,27,0,9,0,13,0,6,0,5,49,302,7,351
30204104510,0,8,0,8,0,9,0,10,0,11,0,10,0,22,0,20,0,9,0,13,9,29,0,34,0,27,0,26,5,7,0,12,0,4,0,4,13,122,4,140,0,6,0,6,0,8,0,8,0,16,0,21,3,20,0,27,6,6,0,12,9,31,0,43,6,11,0,25,0,16,0,17,0,0,0,0,24,121,6,147,0,10,0,10,0,17,0,15,0,28,0,28,4,49,0,51,4,22,4,30,17,52,0,74,6,41,0,48,4,24,0,29,0,9,0,9,40,243,10,294
30204104514,0,9,0,13,0,7,0,7,3,27,5,36,3,37,0,43,0,17,0,18,5,14,6,23,6,11,0,14,0,6,0,6,0,0,0,0,14,149,8,164,0,12,0,12,0,14,0,11,8,29,0,35,5,34,0,42,3,17,0,29,3,16,0,23,3,12,0,14,4,4,0,11,0,0,0,0,27,148,0,173,0,24,0,24,0,23,0,24,5,60,5,71,10,76,0,83,4,37,0,44,11,32,5,45,8,30,0,34,4,15,0,16,0,0,0,0,43,294,8,341
