SUA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
2021,18,905,62,983,146,2006,145,2298,52,949,72,1073,36,825,62,918,77,2054,114,2255,68,1830,165,2056,89,1900,125,2105,109,1919,105,2133,152,1706,88,1942,169,820,63,1046,156,197,35,386,1068,15093,1034,17199,13,829,42,878,87,1891,121,2099,45,949,65,1055,34,855,45,931,67,2114,111,2292,62,2034,133,2228,95,2174,116,2383,123,2260,106,2497,204,1874,107,2179,231,1006,93,1329,331,269,84,681,1272,16255,1015,18547,28,1732,105,1855,230,3899,269,4397,95,1895,136,2129,67,1680,107,1851,144,4170,227,4543,126,3862,294,4287,181,4072,237,4493,237,4175,208,4622,352,3580,194,4121,397,1821,156,2376,487,464,118,1073,2343,31346,2051,35743
3000,281,18164,1870,20316,2933,42262,4830,50025,1052,18680,2240,21977,651,15096,2751,18496,993,33352,6987,41337,1205,34707,6344,42255,2050,41584,6607,50245,3917,47619,6202,57737,5308,41520,4329,51158,4308,18198,2156,24659,2266,2894,653,5816,24957,314091,44975,384027,186,17179,1756,19125,1438,40440,4353,46223,632,17509,1977,20122,389,14468,2053,16913,801,35754,4813,41370,1079,37659,4422,43166,2161,42858,4670,49692,3767,47922,4584,56267,4306,37745,3348,45399,4599,15797,1848,22238,3664,2854,819,7334,23020,310176,34650,367847,468,35346,3622,39438,4366,82705,9184,96251,1686,36191,4217,42095,1037,29568,4812,35413,1795,69103,11798,82708,2283,72371,10765,85421,4206,84444,11285,99933,7682,95535,10783,114001,9614,79263,7681,96555,8900,33994,4005,46900,5933,5750,1471,13151,47980,624261,79628,751871
3001,6,344,42,386,36,707,61,800,12,280,39,329,6,408,92,512,22,1126,238,1390,11,922,166,1100,21,870,164,1058,44,759,125,924,43,539,88,678,31,184,20,236,12,3,0,23,242,6144,1042,7432,5,310,33,338,20,656,68,743,4,328,34,366,0,515,77,589,7,1226,204,1437,18,958,121,1090,20,816,100,930,27,724,105,856,28,452,51,528,23,127,22,171,22,13,4,29,174,6108,811,7093,10,647,67,728,54,1364,128,1542,15,609,75,697,6,924,169,1103,23,2356,445,2826,33,1875,284,2190,41,1690,258,1991,72,1476,228,1778,75,991,137,1199,55,306,45,405,31,19,8,51,417,12255,1852,14523
3002,1489,70212,3816,75518,11068,147240,8162,166469,3630,70875,3569,78078,2522,78240,5232,85994,3810,163694,12158,179667,3859,157859,9941,171666,5058,142035,8142,155235,6988,113707,5910,126609,9889,82107,4318,96316,10525,38014,2561,51096,6918,7261,1321,15503,65764,1071246,65134,1202144,859,66837,3558,71263,5530,144450,7635,157615,2279,69014,3296,74582,1890,78856,4386,85130,3736,172642,10015,186392,4210,167308,8233,179745,6228,150561,6335,163125,8292,121800,4955,135039,11057,91543,4104,106703,14265,42140,3112,59526,14390,9090,2536,26016,72729,1114231,58170,1245137,2355,137051,7373,146775,16596,291691,15799,324087,5909,139881,6865,152657,4407,157097,9619,171126,7547,336334,22181,366059,8065,325165,18178,351411,11289,292595,14482,318363,15281,235505,10867,261654,20948,173648,8420,203018,24794,80154,5674,110618,21307,16353,3857,41514,138495,2185483,123306,2447280
3003,47,1678,118,1841,421,3957,281,4658,176,1902,115,2197,130,1630,95,1851,181,3457,285,3919,158,3232,263,3653,254,3585,288,4119,448,3838,299,4582,644,3856,219,4722,688,2340,158,3186,399,484,57,940,3539,29966,2165,35669,31,1608,87,1724,229,3859,250,4330,112,1775,99,1988,86,1729,117,1932,145,3784,266,4197,169,3708,217,4094,288,3995,231,4513,460,4457,235,5152,572,4408,227,5210,824,2533,178,3532,756,553,88,1396,3670,32412,1991,38076,73,3286,205,3569,648,7812,526,8993,294,3680,214,4186,214,3354,205,3779,324,7241,557,8114,329,6945,478,7748,541,7580,518,8631,908,8296,531,9736,1215,8266,451,9930,1512,4875,336,6723,1152,1037,144,2337,7210,62377,4161,73747
3004,79,3863,354,4299,578,9191,826,10595,179,4208,432,4815,128,3624,536,4283,200,8333,1254,9790,250,8653,1017,9926,348,9310,1028,10686,514,8230,822,9565,738,5957,603,7301,694,2367,270,3335,381,415,110,908,4085,64159,7257,75504,40,3808,336,4184,264,9024,764,10055,127,4121,354,4610,92,3697,470,4254,170,9352,1161,10689,236,10071,917,11219,386,10165,806,11352,520,8448,652,9627,730,5940,459,7132,853,2337,277,3463,752,437,147,1337,4166,67402,6354,77922,115,7672,692,8486,837,18215,1585,20645,306,8333,789,9428,218,7319,1000,8537,372,17692,2412,20478,488,18723,1937,21147,731,19469,1834,22038,1031,16682,1481,19190,1466,11899,1067,14428,1543,4705,550,6799,1138,852,256,2244,8256,131565,13607,153425
3005,12,508,29,540,89,1050,83,1222,31,444,42,517,11,410,63,481,11,975,139,1122,18,933,153,1103,15,814,95,927,29,626,107,769,29,278,35,349,15,100,17,125,11,12,11,34,273,6149,759,7183,11,498,36,543,43,1130,75,1250,11,393,29,429,11,424,31,465,14,1016,79,1117,24,1018,80,1121,28,742,69,840,19,605,45,670,27,241,30,301,21,88,18,126,12,13,20,47,228,6169,507,6906,19,999,62,1084,132,2183,161,2473,37,840,65,944,21,833,97,947,29,1996,219,2239,40,1952,231,2217,45,1560,158,1763,49,1232,151,1437,56,523,69,646,37,183,27,254,22,31,30,79,500,12318,1267,14089
3006,36,1434,84,1551,287,2963,200,3453,90,1344,82,1519,59,1146,85,1291,70,2671,211,2958,78,2671,245,2996,103,2784,250,3137,171,2596,221,2991,183,1521,115,1825,146,529,58,738,99,91,14,205,1321,19754,1575,22649,15,1379,73,1473,141,3066,214,3411,57,1348,80,1483,33,1160,67,1260,46,2871,203,3113,88,2819,174,3083,144,2841,180,3161,199,2353,125,2678,187,1399,102,1695,223,567,63,851,169,94,47,314,1307,19890,1334,22531,53,2812,158,3023,425,6021,415,6863,147,2689,165,3003,91,2309,152,2553,121,5534,413,6074,178,5485,414,6080,242,5629,432,6301,368,4951,349,5672,374,2920,220,3516,370,1096,120,1585,268,186,63,520,2630,39645,2905,45185
3007,345,17527,1086,18956,2682,38025,2663,43377,865,18243,1097,20201,610,18607,1397,20617,910,40079,3523,44513,934,40590,2912,44442,1299,40127,2809,44239,1876,34771,2312,38957,3058,29033,1936,34031,3760,15177,1278,20220,2565,3096,654,6316,18910,295283,21663,335854,178,16500,1077,17764,1306,37258,2399,40966,566,17977,1084,19631,422,19755,1429,21596,749,43987,3434,48171,936,44427,2854,48221,1554,43637,2553,47737,2142,39089,2259,43486,3199,32901,1908,38005,4763,16193,1520,22476,5006,3559,1111,9674,20826,315291,21623,357741,523,34028,2167,36727,3996,75281,5064,84337,1431,36228,2176,39832,1030,38361,2824,42213,1665,84071,6955,92682,1878,85026,5763,92660,2848,83765,5361,91977,4017,73865,4571,82452,6258,61934,3846,72033,8525,31372,2798,42694,7570,6655,1766,15985,39736,610577,43290,693596
3008,16,553,48,617,180,1220,76,1474,68,656,39,765,41,518,42,600,67,1081,108,1249,71,958,71,1101,107,1053,78,1240,133,1090,76,1301,202,1013,63,1280,204,522,36,765,140,122,24,280,1227,8788,665,10678,6,519,42,568,123,1180,81,1379,51,620,43,714,23,538,30,589,39,1128,69,1239,72,1187,80,1339,122,1255,75,1450,147,1302,52,1500,179,1257,59,1504,259,682,48,992,265,171,41,477,1294,9846,613,11749,23,1069,89,1186,300,2400,153,2855,119,1279,83,1484,58,1054,67,1184,109,2204,178,2489,143,2145,147,2434,226,2311,148,2688,282,2395,130,2806,384,2270,130,2783,469,1211,85,1759,406,286,63,754,2522,18633,1272,22424
3009,29,1059,76,1161,322,2841,209,3372,123,1291,77,1493,72,966,87,1121,116,2009,164,2292,136,2187,175,2496,228,2564,219,3010,400,3104,186,3689,716,3789,269,4768,675,2219,210,3101,316,410,91,823,3129,22443,1763,27335,17,1054,63,1129,149,2901,177,3224,96,1327,79,1496,52,954,58,1054,105,2336,149,2588,129,2710,158,2996,218,3181,205,3601,401,3928,204,4531,629,4381,256,5266,745,2285,263,3293,557,452,178,1190,3082,25516,1783,30383,48,2110,143,2293,471,5739,382,6602,213,2619,152,2986,122,1914,139,2179,225,4347,315,4889,269,4903,327,5498,440,5750,425,6614,799,7032,392,8222,1345,8173,523,10036,1415,4508,470,6389,879,868,269,2010,6212,47955,3548,57722
3010,0,341,20,365,64,627,62,750,20,275,32,330,14,270,26,316,36,633,53,721,23,494,41,557,34,454,39,533,47,493,33,574,69,438,43,551,81,239,25,343,55,56,5,115,451,4333,365,5149,9,299,22,326,32,582,45,670,24,294,18,335,10,323,19,349,25,620,51,694,26,527,36,593,46,528,32,609,52,525,36,616,86,529,37,658,71,273,15,357,110,71,20,204,492,4570,341,5400,6,636,42,684,97,1213,109,1419,43,568,47,661,20,601,39,663,61,1250,103,1412,50,1018,79,1150,81,987,74,1135,105,1021,66,1190,154,970,82,1204,148,511,35,702,166,132,22,315,937,8902,705,10545
3011,62,2456,180,2699,340,5242,406,5986,112,2314,176,2606,85,2270,255,2609,118,4870,666,5652,115,4893,704,5709,160,4726,667,5551,235,4523,588,5346,313,2986,276,3580,361,1239,140,1741,282,243,69,588,2186,35757,4128,42071,33,2302,169,2505,156,5181,426,5763,85,2229,177,2489,58,2266,246,2572,80,5275,529,5883,115,5252,427,5786,172,4959,398,5527,270,4543,310,5124,323,3016,213,3549,482,1465,153,2101,534,341,87,961,2298,36838,3126,42264,94,4757,352,5202,496,10425,832,11749,197,4544,353,5093,140,4536,504,5179,202,10147,1191,11535,226,10145,1123,11493,331,9685,1068,11083,510,9067,894,10470,637,5997,490,7125,842,2704,290,3843,814,585,158,1552,4484,72595,7250,84333
3012,23,519,57,602,163,1320,117,1600,77,705,80,854,55,583,149,788,97,1044,353,1486,90,1063,312,1467,133,1298,173,1612,214,1563,139,1920,312,1634,109,2054,258,801,78,1141,148,141,27,316,1570,10672,1598,13843,11,514,45,565,96,1326,96,1518,55,624,48,726,36,558,41,633,57,1081,88,1232,84,1209,92,1385,138,1445,89,1674,222,1730,104,2053,295,1728,100,2126,304,850,73,1224,253,196,48,509,1552,11261,831,13647,34,1032,100,1164,261,2651,216,3126,131,1326,124,1576,93,1137,193,1423,156,2123,444,2716,174,2278,399,2847,278,2743,263,3279,435,3292,243,3975,609,3357,207,4181,560,1652,156,2369,400,340,83,825,3122,21937,2426,27489
3013,16,769,53,838,51,1261,117,1435,12,560,60,632,11,561,87,659,17,1406,192,1611,20,1121,154,1302,18,977,144,1137,33,894,112,1032,50,385,58,485,47,170,24,243,21,24,7,50,300,8127,999,9427,6,633,48,681,36,1246,98,1379,7,492,38,538,8,586,62,660,13,1505,151,1672,13,1175,133,1321,35,949,100,1083,50,719,76,842,53,336,35,425,64,136,28,224,31,17,13,65,314,7797,783,8892,21,1399,97,1517,83,2503,222,2811,20,1049,102,1170,26,1148,153,1320,31,2913,339,3284,38,2301,283,2625,49,1930,245,2222,76,1612,187,1878,99,722,87,907,109,305,53,465,56,38,19,114,607,15925,1782,18317
3014,77,2345,162,2583,535,4845,354,5730,160,2375,197,2729,111,2196,311,2622,143,4707,771,5623,153,4341,760,5248,200,3905,556,4667,290,3826,400,4517,387,2776,209,3378,426,1240,105,1772,298,290,68,654,2786,32848,3887,39522,45,2154,139,2344,274,4947,370,5586,111,2250,159,2515,72,2300,197,2570,120,5060,352,5536,152,4625,315,5091,230,4274,289,4784,354,4080,218,4651,388,2843,163,3401,631,1490,135,2257,625,334,68,1033,3007,34363,2404,39772,121,4502,300,4925,817,9784,722,11321,268,4621,354,5248,184,4497,513,5190,264,9772,1122,11158,301,8972,1073,10341,428,8185,847,9457,647,7914,614,9174,776,5620,374,6774,1056,2722,239,4028,929,624,130,1683,5789,67214,6289,79293
3015,180,8839,504,9520,1529,21471,1271,24263,529,10280,544,11351,318,8369,552,9242,500,17729,1329,19559,511,20110,1480,22098,687,22490,1547,24729,1160,21396,1300,23858,1774,19470,1094,22345,2216,10142,735,13089,1674,2102,390,4165,11078,162406,10741,184225,86,8434,374,8892,837,20946,1243,23026,328,10144,548,11017,224,8785,534,9539,422,19668,1272,21357,545,22928,1261,24733,895,25151,1261,27306,1309,24990,1244,27537,1830,21751,1082,24665,2772,10922,834,14530,3046,2318,705,6065,12297,176037,10350,198685,268,17272,875,18415,2366,42420,2514,47297,858,20422,1090,22369,543,17152,1085,18780,921,37398,2599,40917,1062,43035,2737,46836,1582,47642,2811,52035,2468,46383,2546,51398,3605,41228,2178,47013,4988,21065,1567,27618,4717,4423,1088,10225,23376,338441,21091,382903
3016,82,3998,209,4290,685,8937,400,10021,250,4405,231,4880,175,4062,252,4484,282,8300,567,9149,299,7468,439,8205,347,7172,464,7987,477,6604,388,7470,709,5466,333,6507,799,2930,192,3918,550,646,109,1298,4653,59983,3575,68213,47,3980,196,4221,348,8864,371,9584,169,4348,191,4706,127,4194,263,4580,225,9052,455,9732,293,8279,402,8974,430,8061,348,8841,590,7529,361,8488,764,6510,343,7619,1104,3554,272,4943,1211,864,193,2261,5309,65245,3394,73944,135,7976,403,8511,1037,17801,771,19608,410,8754,427,9586,302,8250,515,9068,507,17356,1020,18880,589,15751,840,17178,777,15234,812,16826,1073,14131,757,15961,1473,11983,668,14126,1902,6490,468,8861,1753,1505,293,3564,9964,125229,6968,142163
3017,128,5056,358,5542,868,10679,833,12380,269,5272,488,6027,205,6280,1196,7683,307,11488,1695,13490,341,9759,1341,11439,474,9588,1100,11162,640,8414,779,9836,823,5859,444,7135,773,2431,228,3436,396,406,90,894,5239,75235,8547,89017,78,4564,360,5000,406,10573,764,11747,157,5621,400,6178,137,6183,528,6848,253,11743,1068,13068,329,10949,876,12157,513,10412,758,11683,656,9053,526,10233,810,6235,365,7407,1065,2737,258,4059,906,540,166,1611,5315,78608,6072,89995,204,9619,718,10542,1281,21251,1601,24122,425,10897,885,12203,345,12460,1724,14528,561,23236,2763,26559,675,20709,2214,23596,988,20003,1857,22846,1292,17472,1307,20069,1642,12096,812,14540,1841,5161,487,7493,1303,944,260,2506,10555,153843,14620,179011
3018,11,402,30,445,83,848,84,1016,29,425,42,490,22,389,35,452,32,767,63,858,32,586,41,660,56,684,66,802,79,803,69,959,102,819,56,975,99,484,50,631,64,87,25,176,603,6311,546,7455,0,380,29,409,60,889,92,1029,17,408,17,441,4,378,21,405,14,804,48,872,35,687,54,774,54,841,69,959,79,941,69,1088,120,868,65,1050,170,510,56,733,138,118,39,294,684,6827,552,8067,12,781,57,848,142,1736,171,2047,41,830,60,931,32,768,60,854,44,1577,115,1729,66,1278,87,1436,104,1526,132,1765,162,1750,138,2051,220,1689,118,2027,263,998,100,1366,206,206,60,465,1290,13131,1103,15525
3019,16,499,27,544,78,1265,65,1412,25,650,34,709,14,416,41,470,23,920,131,1070,19,1016,141,1176,28,1121,156,1304,75,1187,157,1419,113,972,58,1144,115,460,36,620,86,73,16,178,597,8579,862,10037,3,487,16,505,40,1171,69,1283,18,543,24,576,11,440,41,491,14,1028,80,1116,26,1153,62,1242,35,1233,67,1342,88,1340,83,1508,102,1014,47,1151,148,498,46,689,168,106,26,298,642,9009,556,10206,18,985,40,1044,122,2436,138,2689,38,1190,58,1289,27,855,82,965,29,1945,210,2190,47,2161,204,2410,62,2356,229,2646,159,2523,243,2926,211,1986,106,2302,269,962,76,1310,253,184,44,480,1240,17588,1427,20244
4000,129,6196,427,6748,1019,14405,1132,16557,346,6634,549,7530,215,5732,520,6467,349,12057,1342,13743,334,12778,1477,14586,682,15553,1602,17834,1170,19034,1656,21863,1674,17425,1352,20453,1456,7862,720,10035,1035,1514,263,2817,8406,119200,11033,138635,75,6042,455,6565,569,13937,1078,15585,221,6083,491,6794,156,5014,366,5540,275,12159,993,13424,350,13288,991,14628,667,15794,1172,17628,1186,18526,1274,20978,1481,16070,1137,18687,1747,7518,669,9928,1984,1625,384,3995,8700,116051,9003,133752,198,12236,878,13311,1588,28339,2210,32139,564,12721,1037,14322,372,10748,885,12004,622,24215,2331,27167,673,26069,2467,29212,1348,31343,2774,35468,2354,37562,2929,42841,3152,33494,2487,39144,3206,15371,1388,19968,3020,3144,645,6809,17100,235253,20036,272390
4001,874,35709,1416,38001,6224,72880,3232,82332,1972,36144,1489,39600,1395,42642,1994,46030,2075,89175,4561,95811,2258,83509,4146,89907,3109,77988,3677,84773,4539,71794,3220,79557,6106,56421,2319,64840,6684,27963,1558,36205,6054,6762,791,13606,41279,600989,28398,670670,528,33921,1407,35849,2950,72273,2909,78130,1208,34923,1342,37476,913,41384,1692,43992,1914,90516,3851,96288,2378,86928,3351,92653,3663,80670,2989,87317,5317,77447,2764,85517,6966,64125,2440,73529,10285,32213,1892,44388,12767,8282,1359,22406,48876,622673,25998,697543,1403,69624,2824,73854,9171,145153,6134,160461,3182,71067,2828,77073,2308,84025,3690,90022,3988,179694,8409,192093,4633,170429,7499,182556,6766,158656,6663,172090,9858,149244,5981,165080,13071,120538,4759,138364,16966,60177,3446,80593,18814,15041,2154,36015,90156,1223662,54398,1368209
4002,26,732,45,805,164,1647,121,1933,50,839,50,940,39,713,57,805,62,1572,113,1751,72,1425,84,1583,76,1592,98,1762,124,1638,76,1838,173,1366,82,1621,164,659,58,887,120,160,32,310,1073,12343,820,14233,5,764,45,817,68,1619,109,1796,29,848,51,928,31,724,46,798,55,1699,90,1844,60,1599,100,1760,95,1744,87,1936,129,1789,81,1996,139,1495,89,1727,195,826,79,1101,241,198,74,512,1045,13308,861,15210,35,1491,92,1622,233,3272,223,3733,80,1688,99,1868,68,1437,101,1600,117,3273,201,3586,125,3022,186,3341,176,3337,185,3699,250,3429,165,3837,309,2863,173,3342,363,1486,139,1988,359,359,104,824,2115,25649,1681,29446
4003,18,441,28,487,114,835,82,1028,34,455,37,527,31,445,65,540,35,927,239,1203,57,828,222,1104,62,899,144,1101,99,939,96,1133,121,848,60,1029,154,511,38,702,82,118,14,219,797,7244,1024,9058,5,440,30,479,45,959,73,1073,19,432,30,490,15,469,27,517,47,1007,63,1110,43,833,66,941,74,946,71,1085,132,1064,54,1258,134,922,51,1108,176,556,45,775,194,130,29,348,886,7754,540,9184,26,880,55,964,155,1791,151,2106,55,895,66,1012,46,915,94,1056,79,1929,305,2315,96,1661,289,2040,138,1842,211,2191,234,2001,149,2389,254,1771,111,2132,328,1069,84,1475,274,248,45,570,1685,14996,1564,18243
4004,6,357,43,405,39,742,80,856,16,356,42,413,7,306,96,408,20,802,330,1154,26,602,240,866,39,635,129,801,56,764,87,911,78,539,52,669,85,268,25,381,35,46,10,92,409,5419,1137,6966,5,342,40,386,21,780,75,873,10,303,33,349,10,308,26,339,24,838,66,934,28,668,65,766,34,740,68,836,59,741,60,863,62,565,28,651,97,265,28,392,83,62,12,158,441,5610,492,6548,13,699,86,794,61,1516,145,1730,33,660,76,764,21,619,120,752,44,1643,396,2087,56,1271,307,1628,70,1375,197,1645,121,1506,145,1772,139,1105,82,1324,183,535,50,771,122,107,24,248,849,11029,1631,13515
4005,15,435,30,479,83,945,76,1100,24,422,36,482,15,351,45,419,23,866,97,983,12,835,124,969,29,887,139,1059,41,941,87,1074,66,772,65,904,96,361,37,495,75,86,18,178,485,6897,754,8136,12,420,26,454,24,892,70,997,19,418,29,465,6,388,35,429,23,904,58,986,18,894,63,980,30,950,53,1035,66,965,61,1094,62,842,51,952,97,397,38,531,136,111,18,265,494,7177,495,8166,26,860,55,928,107,1838,144,2094,41,833,70,945,26,743,77,846,48,1763,157,1967,30,1726,187,1949,64,1838,193,2095,113,1904,150,2170,131,1613,111,1851,198,755,73,1022,208,194,36,434,982,14071,1251,16307
4006,10,333,36,377,58,719,70,846,37,358,35,426,24,387,31,438,45,713,54,808,35,575,58,669,55,762,54,871,89,799,47,930,97,636,26,761,113,366,17,503,70,92,13,178,618,5737,446,6807,0,339,25,367,27,681,77,788,16,375,25,418,20,380,24,432,27,711,74,807,29,645,42,717,63,796,54,912,79,799,41,919,118,704,44,868,151,423,26,601,145,104,10,259,686,5952,450,7087,8,672,62,743,90,1403,141,1627,52,733,62,847,44,770,59,875,70,1421,127,1616,60,1224,104,1387,112,1557,112,1778,170,1595,92,1849,215,1339,77,1627,264,790,53,1106,216,193,28,439,1310,11690,894,13896
4007,14,425,17,454,105,1062,51,1217,31,510,18,561,23,363,20,407,53,766,31,846,44,947,47,1038,70,1197,68,1332,146,1670,106,1921,251,2574,101,2928,294,1752,83,2125,223,383,32,637,1244,11643,578,13471,6,389,21,410,43,1062,53,1158,23,502,19,543,22,356,16,392,27,831,31,893,45,1057,49,1152,90,1265,61,1412,140,2098,86,2325,273,3120,128,3522,385,1720,82,2188,486,360,59,902,1548,12739,608,14898,15,808,36,861,149,2124,105,2380,55,1007,39,1100,42,715,40,796,83,1594,72,1744,82,2001,104,2186,161,2459,124,2743,287,3765,193,4250,524,5690,231,6451,680,3465,168,4318,706,742,82,1540,2797,24379,1193,28363
4008,11,544,47,599,98,1144,107,1349,37,572,28,636,31,547,56,637,55,1210,106,1374,48,1039,77,1164,72,1310,112,1492,105,1335,95,1529,129,878,52,1052,131,436,32,601,80,99,15,195,786,9109,727,10617,7,506,34,545,58,1143,99,1299,28,513,39,585,21,523,41,582,44,1205,93,1339,43,1066,93,1188,72,1283,88,1444,112,1229,82,1427,133,870,40,1046,216,545,58,816,131,104,18,260,865,8981,692,10531,16,1047,83,1149,161,2282,208,2648,68,1087,68,1219,49,1075,99,1219,95,2418,196,2710,84,2102,166,2350,143,2596,200,2936,217,2563,172,2957,260,1746,90,2099,341,979,97,1423,211,203,35,449,1648,18089,1415,21154
5000,80,7076,850,8008,726,15249,2030,18007,234,6525,910,7675,164,5756,1410,7326,266,13829,4239,18334,292,14943,4306,19542,470,16730,4092,21290,814,17944,3172,21931,1192,14484,1856,17536,1116,5903,808,7829,636,1039,225,1899,5999,119476,23904,149382,68,6620,781,7463,344,14564,1925,16837,129,6028,775,6931,115,5050,872,6036,228,13654,2151,16031,317,14884,2216,17415,624,15701,2138,18455,929,17002,1927,19866,1141,12670,1337,15145,1235,5164,718,7115,1087,1040,292,2421,6210,112386,15125,133713,147,13693,1625,15469,1069,29813,3957,34842,366,12551,1689,14606,283,10804,2276,13364,492,27487,6385,34362,603,29829,6525,36962,1090,32430,6224,39751,1743,34954,5102,41796,2330,27151,3196,32681,2353,11069,1526,14942,1718,2080,515,4317,12206,231862,39025,283092
5001,17,836,43,899,143,1946,118,2208,58,1027,56,1133,39,736,70,842,66,1650,243,1961,42,1594,223,1856,66,1848,158,2067,115,1990,144,2247,152,1887,123,2155,247,912,69,1229,175,272,36,481,1111,14696,1280,17081,6,805,32,844,72,1966,106,2142,30,960,40,1035,29,703,41,766,55,1676,83,1816,61,1830,95,1985,83,2164,113,2357,131,2284,126,2543,149,2091,116,2360,288,1115,68,1475,311,306,42,654,1217,15896,865,17975,19,1646,76,1741,218,3914,224,4351,90,1986,92,2170,69,1432,105,1611,115,3336,324,3773,96,3420,317,3839,145,4006,271,4425,241,4274,274,4793,301,3977,241,4515,536,2027,144,2701,484,573,74,1133,2321,30588,2143,35053
