SUA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
2016,722,1086,2641,2360,2344,1964,639,101,13,11869,0,26,152,90,70,47,20,0,0,410,0,0,0,4,0,0,0,0,0,3,43,28,79,112,126,109,16,0,0,508,3,7,42,30,33,23,4,0,0,129,10,17,64,52,75,56,10,0,0,286,6,14,32,26,27,24,5,0,0,141,271,177,232,204,230,210,37,3,0,1374,253,128,135,100,102,77,17,0,0,820,0,12,38,32,42,41,16,0,0,186,4,15,17,22,16,8,4,0,0,82,6,19,33,46,41,27,7,0,0,171,0,17,27,31,27,9,0,0,0,115,9,22,142,96,97,73,24,0,0,468,10,37,102,95,76,65,26,0,0,411,3,30,102,122,129,99,22,0,0,500,39,101,325,352,308,265,78,4,0,1459,51,282,826,714,713,622,160,0,0,3360,12,11,20,17,14,6,0,0,0,91,18,47,106,86,99,69,24,0,0,445
2017,161,266,647,535,425,461,153,23,3,2675,4,3,42,24,14,12,15,5,0,122,0,0,0,0,0,0,0,0,0,0,11,5,39,25,13,25,3,0,0,114,0,0,0,0,0,0,3,0,0,9,0,3,12,8,18,13,0,0,0,55,0,7,13,3,7,10,0,0,0,38,43,46,56,46,43,52,10,0,0,294,63,46,50,38,28,30,5,0,0,259,0,3,11,6,10,11,6,0,0,54,4,4,3,4,0,0,0,0,0,14,0,7,10,17,7,6,0,0,0,53,0,3,4,9,6,0,0,0,0,24,5,8,14,24,18,14,4,0,0,86,4,3,18,23,10,13,0,0,0,73,0,11,35,25,34,21,10,3,0,136,4,21,90,79,74,63,18,0,0,351,13,71,166,131,134,131,30,0,0,683,0,0,11,4,0,0,0,0,0,24,3,13,35,20,10,13,0,0,0,87
2018,568,808,2104,1861,1789,1482,431,56,4,9092,3,11,18,26,20,15,14,5,0,99,0,0,3,10,10,8,0,0,0,21,16,15,34,52,43,29,4,0,0,199,9,18,39,51,49,35,0,0,0,189,6,21,42,56,53,31,5,0,0,212,0,4,15,17,16,19,4,0,0,69,211,139,202,157,179,173,36,3,0,1098,264,125,119,83,78,78,19,0,0,759,0,10,20,26,39,43,9,0,0,145,9,19,32,16,14,11,6,4,0,100,0,11,51,49,43,22,0,0,0,184,0,14,26,28,19,15,10,0,0,110,9,24,88,67,33,45,10,0,0,265,10,23,47,64,54,59,12,0,0,270,9,56,233,268,249,155,25,0,0,1000,20,56,225,242,270,196,40,6,0,1049,29,237,709,528,523,459,101,0,0,2591,28,12,21,21,17,12,3,0,0,110,24,33,93,68,61,46,13,0,0,336
2019,332,353,880,880,870,768,265,39,8,4376,0,3,8,5,14,7,9,0,0,48,0,0,0,0,0,0,0,0,0,0,11,10,44,42,39,34,5,0,0,188,0,0,0,0,0,0,0,0,0,3,0,3,24,15,22,17,4,0,0,86,5,5,6,8,13,4,3,0,0,44,113,60,111,91,80,98,23,0,0,582,130,67,76,40,59,32,8,0,0,415,0,5,10,6,22,25,8,0,0,74,4,3,5,7,7,4,0,0,0,27,0,4,20,20,11,18,0,0,0,80,0,6,10,10,11,3,3,0,0,52,5,4,36,39,30,19,11,0,0,148,0,8,25,29,49,38,8,0,0,173,3,7,34,60,74,49,14,0,0,239,12,27,108,151,135,108,23,0,0,561,28,117,351,282,338,327,68,3,0,1524,10,5,8,11,9,0,3,0,0,28,8,18,43,25,28,18,8,0,0,152
2020,555,845,2266,1974,1908,1699,601,137,17,9998,12,29,119,66,70,72,54,24,4,454,0,0,6,0,10,0,0,0,0,15,20,29,96,71,85,55,14,0,0,369,3,3,10,6,16,3,0,0,0,43,6,33,74,65,65,65,18,0,0,330,0,13,35,25,29,27,6,0,0,128,179,145,195,169,184,168,24,0,0,1059,207,96,103,69,61,55,3,0,0,592,8,8,28,27,40,42,12,0,0,165,6,3,16,19,22,12,5,0,0,77,3,15,64,56,45,20,3,3,0,198,4,18,26,23,26,10,13,0,0,121,6,37,118,107,73,67,17,0,0,435,16,17,60,67,65,49,10,0,0,285,3,25,128,108,123,101,23,0,0,517,28,88,327,312,388,290,51,0,0,1494,46,212,595,520,535,485,125,4,0,2527,11,31,23,34,30,26,3,0,0,165,17,46,104,62,97,81,24,4,0,430
2021,638,723,1895,1688,1706,1516,487,73,0,8730,11,14,26,24,17,34,17,9,0,158,0,0,5,5,0,0,0,0,0,8,32,34,122,90,86,61,9,0,0,431,0,5,17,27,18,5,0,0,0,75,0,12,23,33,38,24,11,0,0,136,8,9,21,13,5,27,8,0,0,92,248,150,173,164,209,188,40,0,0,1167,216,109,155,113,88,86,16,0,0,784,3,5,14,18,23,31,4,0,0,98,0,8,10,10,9,12,0,0,0,48,4,8,36,40,29,32,4,0,0,147,0,7,16,29,25,12,10,0,0,91,9,24,74,92,76,51,18,0,0,344,9,24,51,50,48,57,14,0,0,257,8,27,72,96,157,96,15,0,0,478,34,52,230,272,287,217,35,0,0,1137,28,156,582,558,619,592,112,4,0,2659,12,13,32,26,18,14,9,0,0,119,28,38,93,67,58,32,12,5,0,330
3000,9932,12141,28561,30140,34937,33599,12246,2668,303,164524,530,948,2548,2303,2809,2822,1798,629,52,14444,87,369,1012,866,725,395,48,11,0,3513,304,421,958,1070,1162,966,241,23,4,5142,25,60,166,211,210,172,22,4,0,875,96,204,800,963,987,803,195,23,3,4069,95,166,380,439,594,412,103,18,0,2210,2826,1399,2399,2623,3366,2896,700,88,3,16290,3049,1274,2080,1796,1968,1799,439,43,6,12443,99,153,568,779,1019,914,295,25,0,3849,37,45,101,116,123,108,45,0,0,582,54,132,522,534,527,314,65,5,0,2151,53,148,359,407,457,392,175,27,0,2011,192,435,1293,1402,1270,1012,285,40,0,5923,155,359,982,1042,1281,1111,292,24,0,5248,113,409,1448,1898,2160,1632,277,19,3,7955,342,1103,3312,4953,5550,4349,922,68,4,20607,650,1977,5095,5726,7336,7239,1582,86,0,29688,141,147,270,293,315,239,93,12,0,1514,321,417,1094,1049,1025,895,228,16,0,5046
3001,187,383,1031,862,774,569,205,28,0,4039,0,5,9,8,0,4,3,0,0,28,0,12,27,30,20,3,0,0,0,92,0,4,13,21,14,10,4,0,0,68,0,0,4,4,0,4,0,0,0,9,0,0,22,26,21,21,0,0,0,92,0,0,3,4,9,10,0,0,0,30,63,39,76,85,107,66,19,0,0,454,154,254,456,168,116,92,19,0,0,1263,5,32,66,31,33,22,7,3,0,200,0,0,4,3,5,0,0,0,0,19,0,0,6,15,11,13,5,0,0,54,0,5,18,25,20,18,8,0,0,101,0,9,23,47,35,17,4,0,0,145,3,30,70,43,51,36,4,0,0,244,0,3,23,25,19,20,6,0,0,98,6,21,46,82,77,47,11,0,0,291,7,36,89,116,88,59,16,0,0,416,0,3,15,12,4,0,0,0,0,42,10,14,46,48,32,20,3,0,0,168
3002,32692,61083,143453,143190,126221,86085,23075,2872,205,618879,122,250,867,632,649,510,175,48,6,3257,9,172,885,1105,731,337,43,4,0,3280,913,1577,4342,5057,5082,3400,628,59,5,21061,31,171,782,1288,1099,460,74,3,0,3917,338,1177,3814,4267,3534,2149,541,43,3,15867,265,775,2293,2615,2615,1664,381,26,0,10632,9589,10448,12732,9272,9197,6560,1483,118,9,59409,15447,8177,8247,4573,3493,2167,438,34,3,42575,217,1171,3509,4075,3808,2596,514,38,0,15927,229,694,1423,1340,1039,518,121,7,0,5377,149,1375,5524,6503,4888,2330,411,42,7,21239,228,1014,2652,2591,2279,1501,579,89,8,10947,622,4736,13563,12590,9006,4712,1262,137,0,46632,468,2162,5611,4984,4501,2928,713,55,0,21413,238,2092,8037,10576,10464,5871,952,61,4,38294,1842,5243,15335,19477,20856,13473,2621,180,7,79028,2837,13865,35547,33385,30570,22411,4593,233,4,143450,988,1496,2229,1776,1445,836,247,33,0,9054,1136,2586,5933,5066,4536,2717,685,76,0,22739
3003,1045,1315,2938,2805,2997,2580,716,120,9,14536,25,66,257,127,119,85,30,10,0,717,0,3,16,5,15,4,0,0,0,45,21,35,96,96,107,86,20,4,0,471,0,4,6,13,14,16,0,0,0,55,9,12,64,77,75,68,14,3,0,329,0,14,35,30,36,32,8,0,0,146,361,237,314,288,324,278,51,0,0,1863,393,170,175,158,128,117,24,3,0,1167,4,9,25,24,40,54,15,0,0,177,5,10,14,11,7,7,0,0,0,57,3,32,84,64,59,49,7,0,0,300,8,21,56,39,42,27,12,7,0,213,19,48,137,121,77,82,26,5,0,514,8,39,98,71,99,81,25,3,0,426,10,34,114,144,163,108,24,0,0,594,43,77,251,488,543,416,77,11,0,1915,94,413,950,953,1133,965,192,16,0,4708,28,14,21,35,23,16,11,4,0,149,32,59,119,122,112,74,22,0,0,544
3004,2141,2839,7264,7662,8057,6134,1793,239,16,36137,19,13,85,89,82,50,17,10,0,363,0,9,38,50,33,18,3,0,0,151,38,34,99,131,151,107,24,8,0,596,5,6,27,33,47,18,3,0,0,151,24,50,157,231,212,146,42,4,6,876,13,31,56,86,106,104,27,3,0,419,772,456,664,657,745,624,172,10,3,4102,986,512,852,689,595,360,96,7,0,4091,16,59,197,285,343,231,46,9,0,1183,5,24,31,40,32,24,4,3,0,157,0,34,134,161,149,95,24,0,0,592,21,57,123,139,167,147,49,5,0,714,27,145,406,439,421,279,73,6,0,1801,18,60,255,349,362,255,73,9,0,1385,21,119,449,609,651,362,76,5,0,2290,95,187,793,1135,1402,913,192,8,0,4728,117,687,2328,2429,2407,1794,408,26,0,10192,63,52,129,115,106,87,26,0,0,584,88,140,377,379,398,233,72,11,0,1702
3005,318,373,914,897,785,566,145,29,0,4011,3,7,47,20,17,9,4,0,0,109,3,26,50,59,34,24,0,0,0,198,4,8,17,17,11,5,0,0,0,62,0,0,4,6,4,6,0,0,0,13,0,5,19,26,23,18,6,0,0,100,8,11,26,30,8,4,0,0,0,83,96,45,89,97,100,72,14,0,0,518,88,38,57,64,47,34,6,0,0,334,0,12,16,22,12,24,6,0,0,89,0,0,4,3,3,4,0,0,0,18,0,6,16,9,10,7,0,0,0,55,0,9,11,12,15,10,0,0,0,57,5,18,37,40,27,9,5,0,0,142,5,9,26,28,25,19,0,0,0,114,0,21,49,71,55,33,5,0,0,237,11,48,126,171,123,70,11,4,0,563,25,59,138,136,87,67,9,0,0,510,3,0,0,6,5,7,0,0,0,29,15,22,44,30,20,23,3,0,0,155
3006,728,950,2373,2391,2435,1924,380,30,0,11214,3,0,5,0,4,4,0,0,0,24,0,15,29,24,37,14,0,0,0,122,27,58,164,155,138,69,3,0,0,617,0,14,18,17,34,13,4,0,0,109,10,18,105,100,76,58,10,0,0,373,0,6,21,25,22,19,4,0,0,98,239,143,223,204,235,189,33,0,0,1263,315,144,174,136,114,66,12,0,0,952,15,29,86,99,106,70,19,0,0,416,5,3,8,18,3,0,0,0,0,38,3,9,25,29,29,27,0,0,0,126,3,14,34,38,44,29,7,4,0,184,6,26,88,70,92,47,11,6,0,340,5,30,72,97,97,57,12,0,0,368,3,23,127,128,125,74,18,3,0,497,28,71,251,371,428,237,41,3,0,1432,42,166,447,450,453,310,49,0,0,1913,14,3,19,26,10,10,0,0,0,88,22,53,100,95,110,62,16,0,0,446
3007,9343,14782,35043,36512,35006,25661,8493,1257,112,166212,16,35,110,113,132,101,77,14,0,599,0,14,87,81,84,43,6,3,0,318,296,352,806,1031,1167,899,230,23,0,4803,9,26,89,108,132,75,20,0,0,457,82,319,1286,1485,1310,888,255,26,0,5649,45,166,505,594,668,416,130,19,6,2539,2827,3131,3884,3185,3500,2723,755,61,4,20059,4614,2710,3363,2216,1907,1209,354,37,0,16410,48,168,538,617,718,584,193,13,0,2882,94,224,462,379,346,232,48,7,0,1800,38,294,999,1257,1122,685,127,20,0,4553,84,274,866,967,1030,843,312,68,8,4449,118,916,2692,2831,2264,1368,540,47,4,10773,137,526,1494,1615,1674,1254,357,26,6,7092,23,256,1120,1691,1809,1112,219,14,0,6243,393,1187,3795,5233,5482,3416,782,53,5,20349,639,3009,8968,8782,8885,7306,1782,91,4,39470,468,711,1053,865,718,508,126,14,0,4465,304,770,1822,1643,1414,823,234,34,0,7044
3008,357,428,930,803,887,706,195,26,4,4336,0,4,12,26,20,7,3,0,0,79,0,4,0,5,6,0,0,0,0,14,12,19,39,33,51,23,5,0,0,193,0,0,4,6,0,5,0,0,0,8,3,5,27,27,20,28,4,0,0,119,5,4,11,12,6,9,0,4,0,53,102,84,117,122,116,84,18,0,0,643,141,63,74,49,48,33,7,0,0,418,0,9,11,18,17,6,8,0,0,70,0,4,0,0,4,0,0,0,0,12,4,5,17,14,15,13,0,0,0,65,0,5,13,13,23,7,8,0,0,65,5,23,38,39,46,22,8,0,0,189,3,9,26,26,30,34,7,0,0,130,3,5,31,50,44,36,4,0,0,179,7,25,69,152,172,119,23,0,0,574,30,86,207,204,269,255,40,0,0,1096,7,0,4,11,10,4,0,0,0,46,15,22,50,44,35,24,4,0,0,191
3009,652,727,1664,1864,2027,1799,488,49,6,9270,0,0,6,5,12,15,10,0,0,46,0,0,0,6,6,6,3,0,0,17,22,14,28,32,55,31,4,0,0,190,6,0,7,5,10,5,0,0,0,27,6,17,49,40,79,52,16,0,0,259,4,0,14,18,15,18,3,0,0,74,237,122,212,201,240,216,39,3,0,1270,302,114,160,141,147,130,30,3,0,1034,0,0,17,25,41,35,9,0,0,129,0,14,12,5,10,8,3,0,0,49,3,11,16,33,38,30,6,0,0,134,3,11,25,27,57,60,13,0,0,194,11,29,77,91,76,77,25,3,0,382,17,20,50,69,84,82,23,0,0,343,9,13,83,118,142,83,20,0,0,464,13,40,200,370,412,257,58,0,0,1349,58,236,656,757,877,781,154,7,0,3535,8,4,13,18,19,16,7,0,0,89,20,33,89,93,97,58,9,0,0,406
3010,159,231,574,442,389,357,99,19,0,2271,4,3,0,6,11,9,5,0,0,34,0,0,4,0,4,0,0,0,0,9,5,22,54,27,22,24,3,0,0,162,3,3,4,5,5,3,0,0,0,20,3,13,8,10,9,0,0,0,0,48,0,3,4,4,3,0,0,0,0,18,78,32,63,46,50,44,11,0,0,317,51,20,35,28,22,12,0,0,0,162,0,0,4,3,5,3,3,0,0,27,0,0,3,0,5,0,0,0,0,10,3,0,7,7,9,5,0,0,0,25,0,6,4,0,5,6,0,0,0,17,0,15,12,13,12,7,6,0,0,68,0,3,14,15,11,10,3,0,0,52,3,15,24,34,24,15,6,0,0,113,0,24,60,87,80,64,14,0,0,332,9,72,132,121,110,122,24,0,0,589,0,3,6,0,6,0,0,0,0,13,10,6,22,15,14,10,10,0,0,82
3011,1395,1977,4494,4550,4343,3603,935,97,7,21392,3,0,15,17,19,23,11,3,0,90,19,101,267,167,161,74,8,0,0,799,46,47,92,126,130,100,14,0,0,555,0,4,29,20,31,22,0,0,0,107,18,47,114,159,144,94,20,5,0,602,17,41,88,110,92,67,9,0,0,430,470,256,439,453,449,377,101,7,0,2548,535,215,287,267,228,170,48,0,0,1745,9,25,89,122,130,99,15,7,0,498,0,14,23,16,14,3,0,0,0,78,6,29,72,98,85,47,4,0,0,336,11,47,51,81,73,76,22,0,0,363,31,117,233,250,160,98,21,3,0,919,22,57,175,180,179,102,24,4,0,737,0,48,186,227,242,143,26,0,0,871,44,137,417,650,706,430,94,4,0,2487,108,470,1210,1089,1140,923,200,8,0,5143,34,20,38,46,42,29,10,0,0,211,71,109,240,196,173,80,26,3,0,891
3012,331,426,818,848,1013,902,230,33,5,4600,0,0,11,24,11,14,6,0,0,65,0,3,3,4,3,0,0,0,0,12,13,23,25,32,29,23,7,0,0,146,0,0,4,10,12,7,0,0,0,38,3,0,19,19,22,16,4,0,0,88,0,3,5,4,5,9,0,0,0,30,133,69,97,102,110,77,18,0,0,610,122,49,49,46,50,32,9,0,0,360,4,5,7,13,31,27,13,0,0,95,0,11,8,15,9,10,0,0,0,51,0,0,14,12,18,9,3,0,0,60,0,4,10,14,8,13,0,0,0,53,0,13,35,27,24,29,10,0,0,138,11,7,37,34,47,36,5,0,0,165,5,9,58,76,90,63,11,0,0,304,0,23,79,160,206,166,33,3,0,677,22,101,223,253,347,364,60,4,0,1383,4,7,12,8,5,6,3,0,0,39,6,16,47,34,40,32,4,0,0,183
3013,316,472,1266,1013,870,731,166,25,4,4853,0,0,5,3,3,0,0,0,0,13,16,54,162,126,95,50,8,0,0,505,9,12,19,18,16,9,0,0,0,77,0,0,4,6,4,4,0,0,0,17,0,7,16,19,16,8,3,0,0,72,0,15,16,14,11,4,3,0,0,59,84,58,83,77,76,53,17,3,0,447,70,39,62,67,46,35,14,0,0,330,4,8,21,13,24,21,13,4,0,101,3,0,3,0,4,4,3,0,0,23,4,0,8,6,9,7,0,0,0,41,4,3,19,19,12,9,0,0,0,66,5,5,29,18,13,17,0,0,0,89,7,14,39,39,36,18,5,0,0,155,9,30,102,78,74,50,3,0,0,349,4,60,188,167,129,81,24,3,0,653,25,103,274,221,164,150,17,0,0,966,5,0,6,0,4,3,0,0,0,22,9,23,51,38,40,16,6,0,0,177
3014,1357,1833,4122,3880,3440,2909,689,70,8,18321,17,11,12,24,25,19,18,6,0,128,3,30,59,45,39,22,0,0,0,198,37,52,110,142,109,72,12,0,0,545,3,21,113,105,71,31,5,0,0,345,17,29,85,88,87,93,17,0,0,415,10,29,48,54,50,43,4,0,0,234,399,301,392,314,345,280,69,6,0,2112,495,248,228,163,180,109,23,3,0,1456,0,24,135,106,93,66,14,0,0,439,4,12,16,10,8,4,0,0,0,59,3,27,78,81,64,33,5,0,0,291,14,37,64,52,40,32,8,0,0,244,16,76,158,161,128,93,23,0,0,661,14,34,118,107,131,94,15,0,0,525,16,58,245,263,267,182,29,3,0,1056,66,180,539,700,716,482,109,6,0,2796,101,512,1255,1124,1029,942,179,9,0,5150,24,18,33,35,17,13,4,0,0,137,40,84,205,155,122,97,21,0,0,731
3015,5889,7044,15855,18414,19983,15401,4801,665,47,88093,30,65,144,156,172,184,112,30,0,886,3,16,74,86,76,38,4,0,0,294,230,192,436,509,598,415,108,5,0,2486,10,11,79,118,110,59,14,0,0,408,69,147,564,801,766,539,141,11,0,3031,40,82,187,267,337,220,45,8,0,1181,1775,1317,1616,1584,1936,1715,421,33,3,10400,2947,1305,1422,1093,1029,780,191,14,0,8791,20,92,187,241,368,292,88,12,0,1302,30,73,117,146,162,80,28,3,0,646,27,223,629,656,684,411,74,5,0,2714,32,104,322,404,536,405,159,19,0,1983,99,355,1148,1465,1399,833,238,18,0,5552,109,209,550,721,891,703,163,10,0,3358,24,82,453,820,920,641,115,3,0,3046,187,457,1555,2863,3405,2311,414,22,0,11205,377,1714,4767,5232,5904,5095,991,50,0,24124,202,203,349,324,294,204,78,4,0,1652,219,364,825,828,861,481,129,13,0,3712
3016,2312,3387,7412,6745,6337,5124,1507,232,25,33088,35,57,115,129,117,89,50,11,4,603,0,3,24,22,18,6,6,0,0,84,86,83,221,212,222,150,42,0,0,1020,9,5,24,25,27,35,0,0,0,123,23,50,194,212,176,139,34,5,0,836,10,35,86,75,89,71,24,0,0,393,679,481,683,565,583,466,113,12,0,3582,898,386,380,262,207,153,42,4,0,2329,16,32,81,88,128,106,36,3,0,492,18,25,37,32,25,17,3,0,0,150,16,110,285,246,235,130,18,0,0,1037,16,53,95,90,105,60,27,3,0,450,63,204,425,401,324,177,53,8,0,1653,27,81,178,171,192,170,37,6,0,856,21,89,364,400,412,262,54,8,0,1605,128,311,976,1243,1395,1051,232,21,0,5366,220,1042,2409,2090,2071,1690,377,13,0,9912,53,56,75,84,57,30,13,5,0,375,82,145,333,268,243,180,56,7,0,1309
3017,2849,5307,10254,8704,8405,6464,1678,165,4,43837,9,11,17,20,27,32,21,0,0,143,5,24,72,73,62,48,8,0,0,294,77,73,148,185,185,156,29,5,0,857,10,6,67,108,86,34,10,0,0,320,26,63,209,276,275,207,54,8,0,1117,13,42,99,109,101,95,18,0,0,474,933,792,894,715,768,585,150,9,0,4846,1394,685,607,441,399,263,79,0,0,3862,21,45,163,209,179,176,41,4,0,843,13,44,82,54,48,29,4,0,0,278,14,68,195,223,176,101,13,0,0,787,18,83,145,166,135,102,31,10,0,690,41,234,531,512,357,262,62,10,0,2009,37,124,284,288,296,239,42,0,0,1307,67,430,1081,1014,961,552,90,8,0,4202,145,449,1147,1511,1700,1050,249,24,0,6276,229,1258,3055,2695,2567,2010,418,19,0,12252,115,114,108,101,74,52,23,3,0,587,121,222,420,365,287,205,54,8,0,1688
3018,265,317,676,518,587,608,217,40,4,3238,4,0,8,9,12,17,5,4,0,66,0,0,0,7,3,5,0,0,0,14,4,14,52,45,47,37,14,0,0,214,0,0,0,3,5,0,0,0,0,11,0,4,19,7,11,16,6,0,0,58,0,3,3,4,3,10,0,0,0,32,74,59,88,79,84,82,21,0,0,493,108,42,57,30,38,26,10,0,0,312,0,5,18,7,19,23,9,3,0,80,0,7,3,4,0,5,0,0,0,14,0,9,13,15,7,10,3,0,0,52,0,8,3,3,11,4,3,0,0,36,5,16,31,17,19,18,4,0,0,113,0,3,11,14,17,20,0,0,0,58,0,8,15,30,38,29,9,0,0,130,3,10,53,103,130,105,20,0,0,431,24,70,165,140,173,178,37,0,0,786,0,0,10,3,6,0,0,0,0,21,9,20,31,22,17,12,3,0,0,117
3019,373,364,844,942,1004,859,236,28,3,4650,4,0,9,7,8,10,6,0,0,43,6,15,37,27,20,12,3,0,0,113,10,7,10,22,17,17,3,0,0,78,3,0,4,12,14,4,0,0,0,40,4,11,40,44,36,18,5,0,0,156,0,4,12,8,13,10,0,0,0,44,79,53,81,91,110,89,17,4,0,504,169,58,75,66,63,52,12,3,0,497,3,4,16,17,23,15,6,0,0,83,0,4,3,4,3,0,0,0,0,16,0,13,13,24,18,16,4,0,0,91,4,13,21,15,25,10,5,0,0,87,5,21,40,47,40,42,10,0,0,190,0,7,25,41,35,35,8,0,0,153,4,11,70,73,85,67,5,0,0,320,12,44,128,223,237,180,37,0,0,857,29,88,202,191,244,238,43,0,0,1050,8,14,5,12,12,9,0,0,0,64,14,15,44,31,42,20,7,0,0,181
