SUA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
3002,..,2837,7389,1633,1474,1646,1717,948,519,834,19008,..,1863,6828,2176,2106,2242,2417,996,409,661,19705,..,13,121,74,120,266,487,351,258,147,1843,..,6,17,12,10,18,38,40,21,23,177,..,1889,6962,2261,2240,2526,2945,1390,683,830,21726,..,0,27,5,3,4,16,8,6,60,133,..,4730,14373,3902,3716,4178,4677,2345,1213,1729,40870,6793,13101,5636,742,776,893,1054,591,299,787,30670,2693,9098,8019,2301,2752,3724,4999,1966,257,580,36390,77,77,163,137,158,263,543,196,57,66,1727,5,25,12,4,5,10,10,7,0,18,92,2777,9199,8192,2437,2912,3992,5547,2167,314,661,38201,13,18,21,3,8,8,17,6,3,177,271,9578,22320,13853,3185,3699,4889,6613,2767,609,1628,69144,16291,8493,8576,1778,1793,2024,2107,1041,365,941,43411,8441,13766,18569,5080,5482,6672,7740,2444,529,947,69654,237,592,1491,532,567,808,1211,382,81,167,6068,11,24,24,8,4,12,20,7,0,18,127,8688,14385
3003,..,29,88,14,21,15,18,14,4,11,216,..,17,62,7,19,24,22,23,11,10,196,..,0,0,0,0,0,3,5,0,0,13,..,0,0,0,0,0,0,0,0,0,6,..,17,62,10,19,28,28,29,12,13,210,..,0,0,0,0,0,0,0,0,0,0,..,51,145,23,41,39,44,41,23,22,429,54,96,53,3,10,10,13,6,0,9,256,20,40,67,6,22,26,44,30,6,13,259,4,0,6,0,6,6,18,8,0,5,46,0,0,0,0,0,0,0,0,0,0,0,20,39,67,6,23,26,62,36,6,15,308,0,0,0,0,0,0,0,3,0,0,8,69,138,124,15,32,36,77,41,5,19,571,147,73,80,30,19,21,33,20,0,5,423,43,63,155,61,68,77,153,60,17,16,704,6,10,42,16,28,34,89,24,5,3,265,0,0,0,0,0,0,0,3,0,0,7,45,77
3004,..,159,352,77,79,55,97,38,27,36,919,..,105,293,78,79,109,135,49,10,42,903,..,0,10,0,3,6,32,17,7,10,94,..,0,0,0,0,5,5,0,0,5,19,..,108,303,78,86,121,171,69,21,58,1018,..,0,0,0,0,0,0,0,0,5,5,..,265,657,153,164,173,268,108,48,105,1939,247,466,250,41,47,36,47,22,18,33,1210,91,372,325,79,75,106,154,62,10,39,1306,5,10,6,0,4,12,18,5,0,5,58,0,0,6,0,0,0,0,0,0,0,6,95,382,332,76,84,109,172,67,14,44,1372,0,0,6,0,0,0,0,4,0,0,13,342,844,590,121,136,149,221,92,31,74,2595,596,386,512,99,139,142,128,66,27,41,2142,261,445,848,223,216,255,405,153,35,40,2880,6,21,79,26,24,27,39,8,0,3,225,0,0,0,0,0,0,0,0,0,4,16,271,470
3005,..,14,36,11,9,5,13,5,4,8,100,..,4,20,8,15,10,7,6,3,0,69,..,0,0,0,0,0,3,0,0,4,3,..,0,0,0,0,0,0,0,0,0,0,..,4,20,8,15,10,10,7,3,3,76,..,0,0,0,0,0,0,0,0,0,0,..,20,56,21,19,12,23,12,5,11,171,19,41,22,0,5,0,0,6,8,6,105,4,32,25,3,12,13,10,3,0,3,104,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,32,25,3,12,13,18,3,3,3,110,0,0,0,0,0,0,0,0,0,0,0,19,75,46,7,12,10,16,6,4,4,211,40,45,42,8,7,3,9,5,11,6,172,3,31,56,9,16,23,38,15,3,4,211,3,0,5,6,3,3,20,0,3,0,42,0,0,0,0,0,0,0,0,0,0,3,10,31
3006,..,40,107,25,18,29,19,9,9,14,269,..,17,97,21,24,19,21,9,4,4,219,..,0,0,0,5,0,4,0,5,0,11,..,0,0,0,0,0,0,0,0,0,0,..,17,97,21,31,21,25,17,10,4,232,..,0,0,0,0,0,0,0,0,0,0,..,59,197,52,44,54,41,26,14,25,507,58,131,107,4,3,15,9,6,12,8,351,6,69,90,28,18,15,19,3,0,0,245,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,72,91,28,18,12,19,3,0,0,252,0,0,0,0,0,0,0,0,0,0,0,63,207,196,31,24,21,29,13,9,11,601,123,87,93,22,18,14,16,9,0,8,391,24,72,128,28,29,35,49,11,8,5,390,0,3,3,3,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,24,80
3007,..,893,2171,499,426,499,539,340,178,244,5790,..,281,1048,330,362,377,441,224,68,119,3259,..,0,7,10,13,27,84,53,32,30,256,..,0,3,0,0,3,8,7,8,3,30,..,281,1064,340,376,407,532,282,110,151,3543,..,0,0,0,0,0,0,4,4,15,24,..,1176,3235,844,802,908,1078,623,289,409,9359,1835,4100,1960,273,307,368,401,241,131,240,9863,515,1303,1192,411,521,692,880,387,65,113,6076,8,12,35,14,25,32,61,35,0,7,230,0,0,0,0,0,0,0,0,0,4,12,527,1313,1229,430,546,721,949,415,62,127,6316,0,0,3,3,0,0,0,0,0,28,48,2366,5417,3195,700,850,1089,1351,657,198,392,16223,4311,2879,3093,706,662,738,756,356,128,352,13981,1211,2056,4033,1487,1546,1823,2030,603,107,249,15151,36,42,234,64,93,112,197,62,5,18,866,0,3,0,5,3,0,0,0,0,3,23,1260,2099
3008,..,3,21,5,11,6,4,0,0,5,56,..,0,9,5,0,0,5,0,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,9,5,0,0,5,0,0,0,21,..,0,0,0,0,0,0,0,0,0,0,..,3,25,14,9,6,9,3,3,5,74,18,34,24,0,0,5,5,0,0,7,91,0,9,6,0,5,5,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,6,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,23,43,29,0,6,12,5,3,0,4,126,34,21,20,4,4,5,7,0,0,8,102,11,18,30,15,18,11,11,3,4,5,125,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,18
3009,..,40,89,17,12,18,21,27,9,10,239,..,4,50,14,12,13,25,12,6,6,137,..,0,0,0,0,0,4,0,4,0,7,..,0,0,0,0,0,0,0,0,0,0,..,4,50,14,12,13,29,16,8,6,149,..,0,0,0,0,3,0,0,0,0,3,..,43,135,32,25,34,45,42,19,13,387,54,126,58,10,4,6,5,13,0,6,279,10,16,25,8,17,11,7,0,0,5,96,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,16,23,8,17,11,7,4,0,5,96,0,0,0,0,0,0,0,0,0,0,0,64,145,78,14,20,16,12,18,0,8,377,131,69,68,21,17,19,28,15,0,8,376,18,39,90,29,34,31,31,19,3,7,302,0,4,0,6,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,39
3010,..,8,3,0,11,0,9,0,0,0,33,..,4,6,0,0,5,5,3,3,0,26,..,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,6,0,0,5,5,4,0,0,26,..,0,0,0,0,0,0,0,0,0,0,..,6,14,0,14,6,13,4,0,3,65,10,13,0,0,0,0,0,3,0,0,34,0,13,14,0,0,0,3,0,4,0,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,12,3,4,0,48,0,0,0,0,0,0,0,0,0,0,0,11,24,18,3,0,5,8,9,4,0,82,22,10,5,0,0,3,3,8,0,3,61,7,8,20,8,10,18,18,15,18,0,125,0,0,0,0,0,13,17,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,7,8
3011,..,54,183,26,28,30,50,33,15,9,428,..,34,124,37,39,33,77,25,14,3,383,..,0,5,0,3,3,5,4,6,4,29,..,0,4,0,0,0,3,3,0,0,5,..,36,122,37,46,35,91,30,17,10,419,..,0,0,0,0,0,0,0,0,5,5,..,86,302,70,73,62,138,64,31,13,850,77,252,127,11,22,14,21,8,6,6,539,14,172,156,41,31,23,30,15,6,9,501,0,0,4,0,3,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,15,178,156,39,32,30,41,15,0,7,519,0,0,0,0,0,0,0,0,0,6,7,92,430,290,51,56,38,56,19,10,18,1064,229,227,199,35,52,37,52,22,6,17,880,59,191,281,86,83,99,103,50,18,14,988,0,5,10,3,8,0,12,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,61,198
3012,..,7,20,6,0,5,0,0,0,4,43,..,8,10,5,4,3,6,0,0,0,34,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,8,10,5,4,3,6,0,0,3,33,..,0,0,0,0,0,0,0,0,0,0,..,10,25,14,9,8,9,0,0,4,76,9,11,11,0,3,0,4,0,0,5,43,0,7,5,8,7,3,5,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,5,4,5,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,10,17,19,6,7,3,11,0,0,11,83,34,11,12,3,3,3,3,0,0,0,80,3,10,17,6,11,4,6,4,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
3013,..,13,53,4,9,8,7,11,5,5,117,..,7,25,5,7,10,23,11,8,5,108,..,0,0,0,0,0,4,3,8,0,12,..,0,0,0,0,0,0,0,0,0,0,..,7,25,5,7,10,23,18,20,9,117,..,0,0,0,0,0,0,0,0,0,0,..,19,79,8,15,15,35,26,26,17,236,19,53,67,3,9,4,8,0,0,8,172,5,34,43,4,9,13,9,5,3,3,127,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,34,43,4,11,13,12,5,3,3,127,0,0,0,0,0,0,0,0,0,0,0,17,86,102,6,21,17,20,5,0,15,305,72,68,92,13,13,7,19,9,11,7,308,40,56,78,18,28,29,33,13,17,7,307,0,0,4,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,40,56
3014,..,41,95,23,21,3,35,23,10,12,278,..,20,63,32,30,28,47,20,12,5,258,..,0,0,0,0,0,15,5,9,0,31,..,0,0,0,0,0,0,0,0,0,4,..,26,63,36,30,32,62,32,18,8,291,..,0,0,0,0,0,0,0,0,5,3,..,65,163,62,50,36,94,52,27,22,576,47,119,54,8,6,8,15,10,0,13,282,10,160,143,35,40,45,34,25,5,5,506,0,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,10,168,143,34,40,48,38,25,5,6,512,0,0,0,0,0,0,0,0,0,6,8,60,283,198,45,44,63,49,36,5,20,798,122,114,94,23,23,21,31,8,4,6,453,31,129,232,60,89,83,106,40,18,16,811,8,12,32,9,7,24,27,14,4,11,131,0,0,0,0,0,0,0,0,0,0,0,38,138
3015,..,422,1192,321,267,280,305,208,112,114,3228,..,81,350,129,150,156,170,76,34,46,1188,..,0,6,8,3,9,16,16,8,11,75,..,0,0,0,0,0,0,4,0,0,9,..,79,357,132,157,164,184,99,39,57,1275,..,0,0,0,0,0,0,0,0,15,17,..,499,1552,456,426,444,491,315,152,184,4513,719,1848,794,119,105,102,125,93,29,105,4047,78,298,280,86,124,200,164,90,13,26,1354,0,0,0,3,0,7,6,3,5,4,27,0,0,0,0,0,0,0,0,0,0,5,78,299,281,86,125,205,174,94,18,30,1376,0,0,0,0,0,0,0,0,0,7,14,798,2151,1074,204,227,308,300,193,44,143,5438,1554,1024,1191,247,257,221,309,130,43,129,5101,201,437,1232,420,481,448,490,147,25,73,3953,15,11,37,33,17,35,38,11,0,12,209,0,0,4,0,0,0,0,0,0,0,10,214,449
3016,..,77,213,41,47,43,44,30,16,29,539,..,51,266,88,172,233,338,66,24,49,1286,..,3,3,3,10,74,125,32,13,32,299,..,0,0,0,0,0,6,0,0,0,11,..,52,274,89,184,306,467,104,32,80,1592,..,0,0,0,0,3,0,0,0,6,8,..,134,480,127,233,352,511,132,49,111,2135,154,307,138,19,18,15,23,13,7,13,714,99,267,345,67,172,261,364,119,10,29,1728,6,3,0,4,3,44,117,13,6,7,203,0,0,0,0,0,5,0,0,0,7,12,101,273,351,70,175,308,483,132,13,35,1943,0,0,0,0,0,0,0,0,0,4,9,255,581,495,91,186,331,511,142,22,52,2665,401,224,201,31,56,50,36,25,5,16,1051,134,323,679,180,280,291,360,122,25,27,2424,21,6,40,13,44,73,130,27,4,0,361,0,0,0,0,0,0,3,4,0,0,7,161,330
3017,..,117,254,56,48,79,55,35,18,42,693,..,69,201,77,66,125,132,42,13,25,751,..,0,6,0,5,20,54,26,8,15,133,..,0,0,0,0,0,0,0,0,0,7,..,66,209,76,72,148,182,75,30,39,894,..,0,0,0,0,0,0,0,0,0,3,..,187,458,126,118,228,237,106,46,83,1591,238,531,226,36,33,42,50,32,20,38,1239,91,509,369,60,78,116,164,79,10,24,1485,4,4,4,0,3,13,24,8,0,3,58,0,0,0,0,0,0,0,0,0,0,0,88,512,375,64,80,133,184,81,10,26,1542,0,0,0,0,0,0,0,0,0,9,9,329,1039,598,99,115,172,238,115,23,67,2792,606,347,385,59,60,80,113,56,20,42,1768,187,336,516,147,160,212,276,123,18,37,2002,0,4,36,16,18,20,23,13,3,6,143,0,0,0,0,0,0,5,0,0,0,10,188,343
3018,..,0,4,5,0,0,0,5,0,5,14,..,0,6,3,7,0,5,0,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,6,3,7,0,5,0,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,14,5,4,0,5,5,0,5,30,10,19,13,4,0,0,0,0,0,0,40,3,8,8,0,0,9,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,9,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,11,23,16,3,0,6,8,0,0,0,81,22,8,10,4,0,7,3,3,0,0,58,7,7,25,7,4,11,24,7,0,0,92,4,0,0,0,0,4,11,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,12,7
3019,..,6,28,3,0,12,12,3,5,4,87,..,6,10,4,15,5,8,0,0,0,46,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,6,10,4,15,11,14,0,0,0,54,..,0,0,0,0,0,0,0,0,0,0,..,16,43,4,14,25,24,4,5,5,135,16,39,33,4,3,0,6,0,0,5,106,3,14,13,0,5,4,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,13,0,5,4,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,13,53,41,3,7,4,12,0,0,6,146,60,21,35,12,12,8,8,9,0,0,161,9,5,17,3,7,11,9,4,0,6,64,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,4
4000,..,62,176,33,46,52,36,15,12,30,456,..,19,111,30,53,55,54,32,10,11,371,..,0,4,0,0,5,16,5,12,0,41,..,0,0,0,0,0,0,0,0,0,5,..,18,114,26,56,56,74,37,20,14,417,..,0,0,0,0,0,0,0,0,0,8,..,86,284,64,102,106,105,50,37,40,874,115,301,109,18,16,17,31,15,3,23,645,24,92,120,38,69,61,98,48,11,21,587,0,0,3,4,4,8,15,8,8,9,65,0,0,0,0,0,0,0,3,0,0,4,24,95,121,45,75,72,115,57,22,36,659,0,0,0,0,0,0,0,0,0,8,8,137,396,237,65,86,88,148,72,23,69,1320,321,193,224,46,45,58,65,36,6,41,1039,58,183,404,148,147,191,331,118,30,29,1643,6,6,25,26,20,24,45,17,23,27,229,0,3,0,0,0,0,0,0,0,3,10,61,191
4001,..,893,2319,500,546,679,647,399,170,239,6399,..,1028,3961,1445,1383,1674,1806,734,157,350,12534,..,8,68,48,82,166,385,232,139,88,1217,..,0,4,3,8,10,16,23,12,7,91,..,1036,4030,1494,1469,1850,2206,987,308,446,13833,..,3,3,6,0,6,7,4,0,17,45,..,1929,6357,2007,2017,2532,2860,1397,479,704,20279,1900,4620,1860,263,279,341,388,251,61,186,10143,1201,5398,5334,1877,2188,2805,3709,1809,112,340,24777,28,33,130,94,132,208,308,140,63,34,1181,5,3,6,0,0,5,5,0,0,6,36,1234,5437,5469,1978,2318,3015,4027,1949,180,380,25991,0,7,7,0,0,0,4,8,0,63,99,3138,10070,7334,2241,2600,3355,4415,2206,245,635,36233,4560,2657,2121,534,526,640,716,392,127,261,12531,3366,7907,11625,3827,4309,5020,5613,1853,270,518,44304,61,361,1054,354,386,437,516,160,61,55,3450,9,4,17,0,5,4,7,0,0,9,58,3434,8270
4002,..,11,40,3,4,4,3,0,0,5,65,..,12,53,8,12,21,17,3,3,0,137,..,0,4,0,3,0,9,3,0,3,20,..,0,0,0,0,0,0,0,0,0,0,..,12,53,8,18,21,26,7,3,3,161,..,0,0,0,0,0,0,0,0,0,0,..,25,91,17,17,31,27,10,3,5,230,19,27,7,0,4,0,4,3,0,0,68,3,65,55,3,18,9,19,0,4,3,182,0,0,5,0,3,0,9,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,3,65,61,3,17,8,22,4,0,7,196,0,0,0,0,0,0,0,0,0,3,3,21,95,63,8,19,8,21,3,0,13,263,48,18,15,6,0,4,6,5,0,10,111,12,26,66,26,31,30,22,5,0,6,213,0,14,20,0,7,9,9,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,12,36
4003,..,4,19,0,0,4,3,0,0,8,42,..,6,22,12,28,20,11,5,0,3,97,..,0,0,0,4,0,6,3,3,0,19,..,0,0,0,0,0,0,0,0,0,0,..,6,22,16,25,18,17,8,3,0,113,..,0,0,0,0,0,0,0,0,0,0,..,13,39,12,25,24,17,8,3,10,161,8,28,21,0,0,0,0,0,0,7,54,4,47,53,7,8,7,17,0,0,0,148,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,47,53,7,8,7,21,0,0,0,152,0,0,0,0,0,0,0,0,0,3,3,10,67,72,7,8,7,18,0,0,7,213,27,10,19,5,0,0,0,0,0,3,61,8,35,56,22,26,21,38,8,4,3,212,0,4,25,7,3,3,6,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,8,33
4004,..,0,0,0,4,0,3,0,0,0,11,..,0,15,0,0,0,6,3,0,0,28,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,15,0,0,0,10,9,0,0,29,..,0,0,0,0,0,0,0,0,0,0,..,5,13,0,4,0,11,9,0,0,46,3,0,0,0,0,0,6,0,0,0,8,0,0,5,0,8,8,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,8,3,5,0,0,37,0,0,0,0,0,0,0,0,0,5,5,3,3,5,0,8,9,4,5,0,5,51,15,10,10,0,4,5,8,0,3,0,49,5,5,35,12,38,37,40,14,5,4,195,0,0,0,0,0,0,4,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,5,5
4005,..,4,14,5,0,3,4,0,0,0,35,..,4,3,0,6,0,3,0,0,0,24,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,3,0,6,0,8,3,0,0,27,..,0,0,0,0,0,0,0,0,0,0,..,7,19,5,6,6,7,0,0,0,54,9,15,8,0,0,4,0,0,0,0,39,0,3,3,3,3,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,22,12,3,3,3,6,0,0,3,72,7,9,16,5,4,0,3,0,0,0,45,8,12,24,11,9,8,9,7,0,3,87,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,12
4006,..,3,5,0,0,0,4,0,0,0,19,..,0,15,9,4,0,6,4,0,0,32,..,0,0,0,0,0,5,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,15,9,4,0,10,4,0,0,36,..,0,0,0,0,0,0,0,0,0,0,..,3,20,6,9,4,9,9,0,0,56,5,6,10,0,0,0,0,0,0,0,22,7,3,9,0,0,5,3,0,0,0,26,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,5,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,11,10,14,4,0,5,3,5,0,0,49,5,6,3,0,0,5,0,0,0,3,28,7,14,24,8,10,4,11,3,0,0,81,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,14
