SUA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
5004,5,16,0,19,0,0,31,0,13,0,8,0,0,24,0,176,19,25,21,0,241,19,105,31,33,18,4,212,22,34,6,68,24,0,147,31,57,13,84,31,0,212,240,42,11,199,44,0,534,771,20,0,365,33,4,1193,443,0,0,120,10,4,578,112,0,0,33,0,0,145,30,0,0,9,0,0,42,5,0,0,0,0,0,5,3,0,0,0,0,0,6,4,0,0,3,0,0,13,25,20,3,47,27,3,127,1707,477,92,1015,217,15,3517
5005,0,11,0,4,4,0,21,0,5,0,3,0,0,14,8,65,24,24,11,0,132,34,24,13,44,9,3,128,37,19,4,47,9,0,119,79,43,4,80,22,0,232,134,9,6,141,13,0,304,133,0,0,114,7,0,256,23,0,0,12,3,0,41,4,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,18,10,3,55,466,190,49,499,95,18,1314
5006,4,20,0,7,0,0,29,4,27,0,10,7,0,42,45,157,19,75,9,0,303,210,114,39,132,32,10,534,208,37,11,192,35,4,481,385,66,10,256,50,3,762,636,69,22,293,53,0,1074,416,7,0,162,20,0,606,84,3,0,28,6,0,115,17,0,0,6,0,0,25,6,0,0,3,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,33,32,8,57,25,6,163,2044,524,107,1230,242,25,4170
5007,0,8,0,4,5,0,15,3,23,0,4,14,0,44,21,126,40,28,55,9,277,22,78,13,43,61,4,226,64,69,0,68,60,0,256,189,117,5,108,78,3,497,538,58,0,165,70,0,832,625,18,0,168,29,0,849,261,6,0,45,8,0,322,119,4,0,19,6,0,145,30,0,0,3,0,0,37,7,0,0,0,3,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,8,29,17,8,32,37,7,137,1922,525,66,692,424,27,3668
5008,11,8,0,0,422,0,442,0,6,0,0,17,0,25,5,55,0,0,74,0,145,8,26,0,3,56,0,104,16,57,0,7,77,0,155,20,86,0,13,122,0,242,66,114,4,15,134,0,328,134,20,6,43,84,0,277,176,7,0,25,52,0,263,179,0,0,12,30,0,227,133,4,0,10,18,0,172,97,6,0,17,16,0,135,73,0,0,6,15,0,97,115,0,0,4,30,0,155,56,33,0,18,166,3,281,1094,422,18,177,1314,5,3035
5009,131,694,82,247,35,14,1198,38,1139,147,178,40,12,1546,434,7211,613,1470,247,73,10043,1399,3357,1386,2197,357,71,8764,2646,1295,378,2631,325,51,7326,9452,1776,551,5357,1104,60,18318,29110,1290,376,12822,1495,146,45243,45782,556,289,15084,1534,163,63412,20123,93,63,5340,429,43,26096,7225,18,11,1749,107,15,9136,3162,21,15,752,52,7,4006,1668,19,4,400,40,0,2143,929,12,5,202,23,0,1171,1505,8,4,352,45,11,1918,1774,1105,292,2333,529,474,6508,125382,18604,4220,51111,6360,1154,206827
5010,31,17,0,7,413,0,471,5,31,0,0,35,0,72,3,85,5,4,431,0,527,15,89,4,4,80,0,193,15,70,12,9,73,0,172,27,105,16,11,75,0,238,60,71,18,16,46,0,216,172,37,8,29,28,0,285,233,11,0,25,13,0,286,140,0,0,7,9,0,165,79,0,0,3,10,0,96,49,0,0,7,9,0,57,44,0,0,4,4,0,52,59,0,0,8,14,0,84,59,48,9,16,170,5,305,987,563,79,155,1407,15,3208
6000,11,33,13,97,152,3,317,4,74,29,65,22,6,202,88,446,110,353,134,10,1145,360,219,132,619,151,27,1506,370,83,52,649,113,14,1285,877,97,21,872,114,18,2003,1319,48,12,943,104,16,2438,814,3,3,524,54,7,1407,183,5,0,91,6,0,280,53,0,0,24,5,0,74,10,0,0,6,0,0,15,3,0,0,3,0,0,10,0,0,0,0,0,0,3,0,0,0,13,3,0,16,77,51,8,261,178,34,609,4173,1060,396,4517,1036,135,11321
6001,0,18,5,6,3,0,33,0,50,0,3,0,0,56,38,240,47,45,26,0,392,192,187,73,118,33,4,606,151,101,34,154,24,4,456,489,133,26,215,33,9,905,516,36,7,204,32,0,782,202,7,0,52,10,0,277,40,0,0,13,0,0,52,9,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,15,36,9,32,9,10,117,1656,797,202,852,161,28,3696
6002,0,33,3,7,0,0,44,0,48,12,4,4,0,67,12,266,30,60,8,0,375,65,214,53,103,24,3,468,89,139,59,121,20,4,433,398,173,48,309,48,10,992,613,49,18,346,45,9,1077,194,6,7,101,20,3,331,16,0,4,15,4,0,39,6,0,0,3,0,0,12,0,3,0,0,0,0,6,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60,10,31,17,15,159,1420,995,242,1104,196,46,3998
6003,10,120,16,36,9,0,189,10,201,31,22,3,3,263,61,1469,155,178,39,19,1913,171,881,395,404,69,19,1929,201,431,140,379,38,7,1195,639,489,186,732,83,20,2148,2108,319,134,1453,151,21,4195,4693,156,54,1942,215,24,7081,2765,21,20,926,113,8,3843,1135,3,3,337,23,5,1502,358,3,6,137,11,0,520,141,4,0,55,5,0,204,57,0,0,23,5,0,84,50,0,0,44,3,0,95,166,201,48,227,68,64,775,12566,4296,1176,6890,834,192,25952
6004,3,29,11,17,8,0,72,7,75,37,24,8,0,147,56,457,99,145,22,15,800,320,312,202,295,51,9,1185,366,151,103,345,17,0,986,999,165,194,553,55,11,1968,1919,73,38,723,62,10,2831,1729,20,10,476,52,7,2285,481,6,0,117,12,4,611,101,0,0,20,7,0,124,28,0,0,7,0,0,37,8,0,0,5,0,0,16,5,0,0,0,0,0,6,0,0,0,0,0,0,0,81,65,34,93,24,29,328,6099,1347,729,2817,311,80,11389
6005,0,9,7,5,3,0,23,0,12,3,3,6,0,25,4,93,6,23,14,3,139,28,57,14,51,3,5,156,39,34,32,72,5,0,185,104,65,13,123,16,4,329,153,13,0,164,14,3,347,70,0,5,56,4,0,131,12,0,0,5,0,0,18,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,6,18,0,9,58,414,317,87,520,61,22,1412
7000,5,1361,851,20,376,42,2657,0,754,299,0,201,18,1280,10,698,273,31,236,4,1254,20,469,130,49,169,7,846,18,159,59,38,118,0,389,41,145,32,80,237,5,541,130,53,21,120,94,0,416,274,37,8,170,60,0,546,198,14,0,95,47,0,365,100,6,0,32,19,0,147,29,0,0,14,7,0,59,20,0,0,6,7,0,38,0,0,0,3,4,0,12,8,0,0,9,0,0,24,43,272,140,81,496,24,1060,902,3975,1818,756,2070,112,9627
7001,4,66,9,0,8,0,91,0,143,7,0,4,0,150,0,219,30,17,28,3,295,8,99,24,31,27,0,190,12,49,15,33,14,0,123,70,54,18,51,22,0,214,296,31,19,98,22,0,465,519,21,4,199,19,4,770,427,10,0,200,27,0,665,220,3,0,99,14,0,340,97,0,0,32,4,0,133,39,0,0,18,3,0,64,19,0,0,8,0,0,28,17,0,0,11,0,0,33,45,85,9,35,96,8,271,1783,781,127,828,305,18,3838
7002,6,133,17,7,9,0,174,9,353,7,8,0,3,379,33,682,45,61,29,3,853,104,388,26,132,26,6,675,163,152,41,165,38,3,563,655,213,44,258,707,14,1883,1869,163,36,662,311,12,3044,3308,93,15,1038,204,16,4672,2667,64,3,655,110,9,3515,1616,12,0,292,47,3,1970,706,3,0,117,8,3,841,273,0,0,60,9,0,343,126,5,0,20,3,0,154,111,4,0,29,8,0,152,209,327,28,166,134,41,903,11850,2583,264,3672,1642,121,20131
8000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,0,4,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,3,0,0,18,4,0,0,11,6,0,16,4,0,0,0,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,13,13,0,23,17,0,76
8001,11,433,15,43,14,0,517,0,500,46,24,9,10,583,51,3360,122,185,46,9,3774,147,1282,227,349,74,11,2084,221,638,97,352,61,5,1368,710,693,131,552,580,6,2667,1672,650,195,1032,649,14,4210,7376,700,199,2798,735,19,11825,10185,272,50,2811,379,12,13705,6137,48,16,1574,217,9,8002,2650,16,8,648,89,8,3415,994,11,3,307,41,0,1349,425,10,0,99,14,3,545,574,8,3,157,11,4,752,419,509,65,460,185,126,1761,31572,9117,1179,11374,3104,237,56574
9000,0,16,24,5,35,0,84,0,19,6,7,7,0,29,0,28,3,23,9,0,61,15,29,0,25,13,0,78,8,0,0,36,0,0,55,18,14,3,33,7,0,79,35,8,0,30,4,0,79,21,0,0,20,4,0,50,6,0,3,7,4,0,18,4,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,5,21,0,43,111,139,42,198,104,0,600
