SUA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
2021,0,9,0,0,0,0,0,0,0,13,5,67,0,0,0,0,4,0,0,79,58,174,15,7,14,3,0,4,0,273,4,11,0,3,0,0,0,0,0,13,19,81,5,17,3,0,0,3,0,125,9,21,0,11,3,0,0,0,0,43,184,620,68,65,63,41,13,64,8,1136,0,0,0,0,0,0,0,0,0,0,60,54,35,27,19,14,17,19,3,252,101,69,84,96,32,29,21,48,13,487,382,90,1238,166,94,136,243,327,48,2723,8,6,12,10,4,12,16,33,0,90,15,0,17,14,5,9,13,16,4,87,3,6,7,6,0,0,6,7,0,31,19,11,14,6,5,10,16,39,12,133,860,1205,1496,420,253,252,353,564,91,5499,4,13,0,0,0,0,0,0,0,14,10,46,0,0,3,0,0,0,0,64,54,278,4,17,13,0,0,0,4,372,0,11,0,4,0,0,0,0,0,15
3000,11,31,0,0,0,0,0,0,0,51,101,406,7,6,14,10,5,8,4,558,595,1151,111,94,99,37,43,109,27,2274,19,45,11,4,4,0,0,0,0,79,215,576,65,88,37,19,25,32,9,1067,127,111,19,41,24,9,12,11,7,356,2800,5357,878,854,454,278,341,981,149,12090,20,6,19,13,5,4,6,6,7,85,1219,764,627,372,173,118,262,287,70,3901,1939,959,1208,1067,385,277,570,678,148,7235,8560,1785,27208,2238,1444,1674,9169,7063,1371,60510,328,108,453,172,97,223,450,779,38,2646,606,152,335,165,93,143,570,544,46,2652,153,99,137,48,25,29,121,144,23,780,611,203,505,182,106,150,785,934,546,4029,17306,11743,31583,5349,2962,2971,12368,11578,2452,98306,20,96,5,0,15,0,0,0,0,137,88,460,13,15,18,7,5,0,9,600,644,2310,58,187,275,60,12,131,41,3717,38,156,8,9,13,6,0,0,0,232
3001,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,18,24,24,3,12,0,3,4,8,0,81,0,0,0,0,0,0,0,0,0,4,10,7,0,3,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,7,78,145,56,72,15,17,25,62,8,474,0,0,3,0,0,0,0,0,0,0,45,34,35,15,3,7,12,12,3,173,64,30,73,41,9,6,24,25,0,278,195,91,727,72,25,36,140,147,16,1450,16,16,11,13,4,5,13,19,0,100,12,6,13,7,3,4,7,16,0,74,0,7,4,3,0,0,3,8,0,33,8,6,20,9,3,3,9,10,10,76,450,382,951,254,76,83,245,303,42,2785,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,14,28,46,4,13,9,8,0,12,0,121,0,7,0,0,0,0,0,0,0,7
3002,110,354,20,14,38,10,3,8,3,560,1157,7887,160,88,159,59,67,70,81,9731,10001,21256,1612,1264,2612,1319,1240,925,553,40785,284,687,46,60,98,40,40,24,18,1293,1887,5411,372,495,622,189,154,145,96,9376,1029,1778,186,218,372,93,39,59,38,3815,23706,64723,8296,6562,9234,5151,4206,4670,1511,128054,41,48,70,60,17,30,31,37,12,343,4350,4302,3647,1717,1540,936,1302,1059,250,19120,8273,7018,7780,5612,4041,2747,3264,3035,574,42340,17479,7110,69773,9253,8077,6847,16478,16031,2804,153848,632,386,1284,725,551,848,1232,1761,85,7507,1319,931,1446,828,702,832,1455,1342,131,8975,603,948,504,275,252,217,385,366,97,3643,1010,1106,1239,580,482,485,1133,1127,1572,8729,71884,123938,96436,27767,28804,19800,31018,30665,7822,438133,131,649,8,34,78,19,6,3,7,925,839,6708,110,141,260,40,7,23,51,8182,6542,25318,809,2768,4418,1291,160,733,501,42529,264,1089,10,112,184,30,3,29,28,1753
3003,0,9,0,0,0,0,0,0,0,7,10,81,0,0,0,0,0,0,0,92,63,189,10,11,15,6,3,6,5,305,0,10,0,0,0,0,0,0,0,17,17,58,5,17,4,0,3,0,0,112,15,23,5,5,0,3,0,0,3,54,241,874,69,102,70,31,34,89,14,1519,0,0,0,5,0,0,0,0,0,10,64,81,39,45,17,18,16,17,6,290,150,110,104,113,50,37,46,53,12,676,554,147,2228,386,184,257,579,609,88,5034,19,4,47,32,12,32,36,117,3,301,32,10,27,28,9,23,41,52,3,223,8,15,13,3,4,5,5,10,3,67,34,13,32,25,6,20,24,65,43,262,1205,1637,2591,764,365,420,790,1015,171,8968,6,15,0,0,0,0,0,0,0,22,0,53,0,0,0,0,0,0,0,60,34,279,8,20,23,4,0,8,4,371,0,20,0,0,0,0,0,0,0,20
3004,3,15,0,0,0,0,0,0,0,17,34,320,3,4,5,0,0,5,0,372,274,624,38,62,58,33,29,15,11,1145,6,34,0,3,4,0,0,3,4,51,76,285,19,42,21,3,5,11,4,468,43,71,12,9,13,4,0,3,0,153,786,2614,396,494,253,190,154,208,63,5153,0,3,3,5,0,0,3,3,0,21,253,352,247,173,80,58,85,59,16,1329,485,419,500,474,207,113,145,150,40,2527,1240,500,5601,887,464,561,1090,1153,187,11695,58,43,110,73,29,69,66,133,3,582,77,56,101,98,25,57,73,86,12,575,37,41,35,27,6,7,15,28,9,198,62,69,114,74,18,42,67,87,108,635,3421,5441,7178,2428,1181,1140,1740,1943,454,24924,0,45,0,3,0,0,0,0,0,57,21,254,5,7,14,4,0,0,0,310,238,1168,29,133,139,45,10,27,15,1807,11,66,0,5,0,3,0,0,0,93
3005,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,23,39,4,5,0,3,0,0,0,74,0,0,0,0,0,0,0,0,0,5,13,13,0,0,0,0,0,0,0,31,0,0,0,0,6,0,0,0,0,6,49,170,30,16,14,5,18,14,3,316,0,0,0,0,0,0,0,0,0,0,25,11,7,0,0,7,18,7,3,77,47,19,34,15,9,7,36,7,5,177,158,54,838,21,38,32,368,79,36,1621,11,3,18,7,3,6,8,13,0,80,7,3,17,5,0,5,14,12,0,62,3,4,6,0,0,0,0,9,0,18,3,6,11,4,5,0,17,19,4,79,341,345,976,75,68,68,479,150,55,2559,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,13,64,4,5,6,5,0,3,0,102,0,3,0,0,0,0,0,0,0,8
3006,0,3,0,0,0,0,0,0,0,8,7,27,5,0,0,0,0,0,0,37,65,131,20,11,18,10,9,0,0,249,0,0,0,0,0,0,0,0,0,6,20,57,9,3,6,0,4,0,0,102,13,15,10,0,0,0,0,0,4,44,148,581,111,65,43,16,44,27,14,1050,0,0,0,0,0,0,0,0,0,0,53,75,72,18,19,8,13,9,8,268,108,82,142,45,43,15,49,38,7,528,322,159,2614,145,139,102,769,424,140,4814,13,12,30,23,5,38,50,63,0,241,17,11,33,9,6,7,33,27,3,145,4,11,19,3,5,0,11,5,0,61,13,13,30,4,5,8,45,31,25,164,781,1171,3086,331,295,192,1031,627,197,7717,0,6,0,0,4,0,0,0,0,6,4,20,3,3,0,0,0,0,0,29,22,178,10,13,9,6,0,0,0,248,0,7,0,0,0,0,0,0,0,11
3007,34,106,4,0,3,0,5,0,4,159,151,1346,21,23,16,11,10,13,13,1601,1799,3640,353,315,412,352,224,238,122,7456,55,152,13,10,16,11,8,7,3,277,302,1056,71,135,97,57,40,46,26,1831,155,277,31,45,43,20,10,17,0,595,5120,12263,2112,1852,1464,1494,916,1193,380,26797,17,16,26,17,11,11,8,13,3,118,1457,1288,1029,597,326,389,312,328,76,5810,2458,1956,2475,1717,883,1044,740,1005,181,12456,6287,2008,23259,2757,1853,2581,3994,5336,1005,49083,165,107,317,224,81,251,202,451,24,1820,466,309,475,313,158,343,324,464,42,2898,178,213,182,91,60,67,86,107,33,1011,391,351,475,226,111,191,268,336,476,2832,19026,25084,30843,8330,5530,6842,7133,9551,2390,114739,19,215,5,10,16,13,0,0,7,288,118,1128,12,29,47,13,0,6,15,1372,1281,5542,148,595,823,363,36,147,116,9062,56,275,4,22,29,14,4,11,0,415
3008,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,14,33,0,4,3,0,4,0,0,54,0,4,0,0,0,0,0,0,0,4,3,19,6,0,0,0,0,6,0,34,0,3,0,0,0,0,0,0,0,13,50,184,22,23,19,11,7,17,3,345,0,0,0,0,0,0,0,0,0,5,22,23,12,10,8,0,3,4,0,79,35,40,30,37,14,15,10,17,4,204,149,41,720,94,47,86,229,269,36,1676,7,0,18,6,4,12,10,39,0,102,3,3,13,4,0,12,8,13,0,65,0,6,3,0,6,0,3,6,0,19,14,5,14,0,5,4,13,18,9,72,297,375,840,189,101,145,298,383,55,2690,0,4,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,13,8,68,0,12,7,0,0,0,0,101,0,7,0,0,0,0,0,0,0,9
3009,0,5,0,0,0,0,0,0,0,5,6,69,0,0,0,0,0,0,0,76,49,186,9,7,4,0,0,9,0,267,0,8,0,0,0,0,0,0,0,13,3,74,3,7,3,0,0,0,0,98,3,11,0,0,0,0,0,0,0,23,141,601,70,73,39,31,23,22,9,1005,0,0,4,0,0,0,0,0,0,6,60,59,50,41,14,14,17,17,3,269,90,79,85,159,47,33,22,34,12,560,330,117,1432,367,103,188,296,379,57,3272,17,7,28,20,7,27,29,51,0,183,18,11,26,31,3,18,25,25,5,165,8,8,7,6,0,3,5,5,0,38,18,17,28,17,0,14,14,30,23,155,738,1258,1742,739,224,325,435,574,114,6138,0,11,0,0,0,0,0,0,0,13,5,32,0,0,4,0,0,0,0,37,46,257,4,17,18,4,0,3,3,351,0,19,0,0,4,0,0,0,0,18
3010,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,9,31,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,12,0,5,0,0,3,0,0,0,0,8,35,114,13,14,7,7,4,28,4,224,0,0,0,0,0,0,0,0,0,0,10,10,14,10,0,0,3,0,0,53,23,12,21,37,6,7,3,14,3,123,80,21,366,34,20,34,88,114,16,779,7,0,0,4,3,6,5,18,0,53,0,0,3,4,0,0,10,19,0,38,0,0,0,0,3,0,3,0,0,16,7,0,3,4,0,3,3,12,6,37,178,206,424,111,51,61,123,208,28,1389,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,51,0,7,6,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
3011,6,7,0,0,0,0,0,0,0,13,8,101,0,3,0,0,0,0,0,110,96,282,25,16,19,10,15,3,9,467,5,11,0,0,0,0,0,0,0,19,33,98,23,7,10,4,3,3,0,178,20,31,6,3,4,0,7,0,0,70,317,1161,210,137,69,41,76,53,13,2089,5,0,0,0,0,0,0,0,0,5,86,104,112,44,31,14,33,22,14,455,206,152,257,107,70,38,91,36,16,979,793,315,4771,245,267,236,1319,584,210,8745,15,10,67,23,9,38,58,69,4,293,30,24,52,18,9,27,69,32,5,268,12,23,21,6,0,4,18,14,4,107,32,21,62,23,4,17,68,41,40,310,1648,2342,5616,634,505,426,1760,864,317,14102,0,14,0,0,5,0,0,0,0,23,3,72,0,0,0,0,0,0,5,78,64,389,9,21,40,14,7,4,0,542,0,24,0,3,3,0,0,0,0,34
3012,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,12,10,36,0,7,4,3,0,0,0,64,0,3,0,0,0,0,0,0,0,3,9,17,0,3,0,0,0,0,0,27,4,5,0,0,0,0,0,0,0,14,34,176,16,27,21,11,5,4,0,291,0,0,0,0,0,0,0,0,0,0,21,25,20,11,12,4,3,6,0,105,47,33,52,55,22,19,17,12,9,267,170,49,754,170,69,80,231,231,41,1800,5,0,4,5,8,13,22,29,0,91,4,4,6,12,0,9,10,13,0,62,0,0,0,4,0,0,0,0,0,19,13,3,12,6,0,9,16,25,11,105,330,365,876,308,144,152,299,332,68,2870,0,4,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,10,8,56,0,7,7,0,0,0,0,79,3,0,0,0,0,0,0,0,0,3
3013,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,14,29,73,6,5,4,6,3,3,0,132,3,0,0,0,0,0,0,0,0,3,12,17,0,6,0,0,0,0,0,32,6,9,0,0,0,0,0,0,0,20,45,250,39,30,8,7,23,11,0,417,0,0,0,0,0,0,0,0,0,0,6,18,14,14,0,0,15,3,0,74,24,25,47,39,9,9,22,10,0,184,129,54,1194,43,38,28,376,92,41,1985,4,0,16,4,5,5,21,15,0,64,3,3,14,4,0,0,15,5,0,48,0,5,4,0,0,0,3,0,0,26,8,8,16,6,4,4,18,8,16,91,270,478,1353,156,65,50,500,141,66,3087,6,3,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,10,26,126,8,10,8,3,0,0,0,178,0,10,0,0,0,0,0,0,0,9
3014,0,3,0,0,0,0,0,0,0,9,13,142,4,0,4,0,0,0,0,156,76,274,23,31,17,9,24,12,11,476,0,15,0,0,0,0,0,0,0,23,24,98,8,15,7,0,0,6,0,162,21,40,3,8,7,0,3,0,0,83,260,1060,179,137,91,45,61,66,14,1903,3,0,0,3,0,0,0,0,0,6,68,79,94,51,24,4,25,16,7,365,157,113,196,176,57,27,57,42,19,844,492,202,3233,438,195,219,898,586,114,6380,13,10,62,41,15,47,49,96,5,343,22,6,38,39,17,23,61,55,0,272,7,9,16,3,0,0,9,12,0,65,20,18,41,22,11,16,59,60,43,284,1177,2074,3906,962,433,400,1245,952,214,11363,0,19,0,0,0,0,0,0,0,26,7,101,0,0,0,0,0,0,0,111,70,368,13,22,33,12,0,8,4,527,0,20,0,0,5,0,0,0,0,32
3015,16,42,3,3,6,0,0,0,0,74,95,645,7,5,8,5,0,6,7,785,829,1706,110,168,137,87,62,81,36,3207,20,75,0,0,10,4,5,6,3,127,201,643,56,71,58,36,21,26,11,1126,88,174,19,29,18,15,4,7,4,360,2565,6925,972,923,656,612,303,483,168,13621,10,9,9,5,0,3,3,9,4,44,786,799,544,331,176,214,141,180,48,3217,1216,975,1239,838,385,405,288,411,80,5834,3811,1160,14073,1592,1022,1433,2460,3222,511,29285,90,53,175,111,48,142,120,269,11,1014,234,170,200,167,87,170,172,266,26,1487,92,120,78,35,22,32,39,65,8,496,175,144,256,106,39,110,122,171,215,1347,10235,13636,17748,4390,2668,3262,3734,5197,1143,62008,18,108,0,9,9,3,0,0,0,148,71,645,7,12,26,3,0,6,4,779,566,2721,60,266,284,84,6,57,44,4096,26,156,4,20,11,4,0,0,4,231
3016,4,19,0,0,0,0,0,0,0,23,31,415,4,8,4,3,6,10,0,484,298,753,69,83,56,48,53,81,22,1457,3,25,3,3,0,3,0,5,0,46,55,235,16,39,25,9,12,11,0,396,42,110,11,10,18,0,5,8,0,199,734,2529,335,350,253,151,119,242,44,4756,3,0,3,3,0,0,0,0,0,11,190,201,152,95,58,40,57,49,15,859,398,340,424,332,176,100,153,122,35,2088,1160,358,4947,784,478,494,1059,1054,157,10491,34,16,87,50,39,87,74,153,12,550,71,27,75,62,34,42,74,73,9,462,18,36,27,14,10,3,13,18,0,146,48,41,52,60,24,26,39,71,55,417,3098,5108,6208,1893,1169,1007,1667,1896,353,22393,4,22,0,0,0,0,0,0,0,27,42,247,0,7,3,0,0,0,3,312,179,1106,32,150,102,33,0,38,12,1653,8,47,5,0,4,5,0,0,0,67
3017,9,16,0,0,0,0,0,0,0,21,68,431,19,7,4,5,5,0,0,532,309,705,58,73,67,33,37,25,16,1325,9,27,0,4,4,0,0,0,0,47,71,234,17,38,30,9,6,5,3,413,36,66,12,13,9,0,4,5,0,141,906,3048,377,452,276,126,166,159,41,5557,0,0,0,3,0,0,0,0,0,15,220,218,238,173,87,28,67,61,14,1088,523,357,467,562,201,113,165,121,45,2553,1394,584,6892,1483,518,538,1708,1197,231,14548,49,31,96,126,34,81,109,144,8,679,76,38,101,89,42,47,108,98,14,610,24,33,38,26,17,5,19,16,4,182,62,53,101,63,26,27,86,85,98,599,3748,5830,8411,3113,1306,1004,2481,1923,475,28301,7,45,0,6,0,0,0,0,0,59,35,396,4,5,15,9,0,0,0,471,237,1196,45,102,97,26,4,22,19,1756,10,73,0,9,14,3,0,0,0,107
3018,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,15,22,0,4,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,0,35,0,5,0,0,0,0,0,0,0,11,26,136,22,25,9,8,11,24,4,265,0,0,0,0,0,0,0,0,0,0,8,11,7,14,3,0,5,6,4,52,34,13,23,13,12,17,12,11,4,141,138,19,417,56,38,62,159,178,26,1096,6,0,8,9,0,11,12,20,0,62,3,3,5,3,0,5,4,16,0,52,6,5,0,0,0,0,3,4,0,18,0,6,7,3,0,0,9,26,5,63,240,251,505,117,75,107,219,278,56,1843,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,17,52,3,5,0,0,0,6,0,73,0,0,0,0,0,0,0,0,0,6
3019,0,0,0,0,0,0,0,0,0,5,6,29,0,0,0,0,0,0,0,30,24,55,5,4,16,0,6,0,0,108,0,0,0,0,0,0,0,0,0,0,11,28,3,8,3,0,0,0,0,55,8,10,3,0,0,0,0,0,0,29,67,254,52,27,24,12,12,7,3,463,0,0,0,0,0,0,0,0,0,0,30,30,29,16,3,5,11,6,0,132,45,40,48,49,8,6,22,13,0,231,177,58,956,94,39,44,301,134,36,1835,0,0,14,10,3,9,4,24,0,60,14,6,13,8,0,12,20,6,0,84,0,3,7,3,0,0,9,0,0,30,4,0,14,8,3,0,24,13,10,82,400,529,1147,230,110,89,399,203,56,3153,0,6,0,0,0,0,0,0,0,6,5,27,0,0,0,0,0,0,0,36,17,120,0,8,7,3,0,0,3,165,0,5,0,0,0,0,0,0,0,13
4000,6,11,0,3,0,0,0,0,0,30,68,166,10,0,3,0,0,3,4,257,240,398,46,27,40,35,20,30,12,848,14,18,3,0,0,0,0,0,0,35,125,194,20,26,19,3,13,18,8,416,42,41,9,10,6,0,0,6,4,115,1431,2224,327,258,181,118,120,375,64,5089,7,0,0,3,0,0,3,5,5,21,599,296,229,200,82,57,67,143,15,1684,886,386,373,236,148,132,157,220,39,2573,4272,679,8791,751,557,699,2338,2927,412,21434,252,35,153,65,33,78,139,292,17,1065,413,67,148,74,41,61,149,236,30,1211,82,35,32,21,19,14,40,65,3,305,350,71,173,64,40,73,217,316,165,1463,8786,4622,10312,1744,1167,1273,3258,4634,766,36558,18,46,0,0,0,0,0,0,0,66,49,200,3,7,21,0,0,3,0,278,235,868,25,89,88,36,7,41,17,1399,7,52,0,0,4,6,0,0,0,72
4001,71,201,10,20,23,7,9,3,6,348,660,4404,102,63,105,13,24,55,36,5458,4527,9789,1068,1399,1774,759,983,952,283,21538,144,377,40,56,51,25,37,27,13,766,996,2852,197,282,366,104,86,104,49,5030,487,668,70,104,152,36,13,25,19,1570,11190,32264,4782,4653,5002,2742,2480,3232,796,67149,24,10,37,31,14,3,19,10,6,161,2455,2717,1981,1474,899,549,632,651,151,11524,4005,3626,3844,2660,1766,1194,1561,1427,305,20398,9621,3963,37571,6212,4494,3840,7489,7816,1555,82554,378,260,758,457,326,438,579,841,56,4088,790,503,718,613,407,439,526,551,105,4660,280,466,320,206,136,109,175,248,51,1992,561,542,654,404,244,269,602,607,676,4565,36187,62648,52153,18651,15773,10523,15200,16557,4108,231788,75,458,7,48,40,7,0,0,11,644,508,3670,80,92,183,25,3,17,29,4606,2986,12898,568,2990,2392,649,99,758,262,23608,133,615,14,97,85,29,0,29,18,1026
4002,0,0,0,0,0,0,0,0,0,3,6,15,0,0,0,0,0,0,0,23,33,54,3,13,4,6,0,6,3,125,0,3,0,0,0,0,0,0,0,6,15,32,5,3,0,0,0,0,0,58,3,4,4,5,0,0,0,0,0,24,110,287,24,46,26,13,15,34,0,555,0,0,0,0,0,0,0,0,0,3,40,26,15,15,8,9,4,12,0,134,54,51,35,36,19,15,20,13,7,250,279,79,1160,202,74,127,317,232,45,2508,8,3,18,8,5,11,14,22,0,88,8,10,11,10,11,5,16,11,0,89,7,7,4,0,3,0,5,3,0,28,12,3,20,13,3,13,17,26,17,124,576,589,1289,359,148,201,413,361,68,4003,0,7,0,0,0,0,0,0,0,7,5,23,0,0,0,0,0,0,0,24,22,108,0,9,9,0,0,0,0,150,0,7,0,5,0,0,0,0,0,10
