UCL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL222009,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,9,14,23,17,9,27,23,11,21,11,147
UCL222010,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,7,37,24,21,35,47,7,19,0,192
UCL222011,0,4,0,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,0,9,11,33,27,13,29,38,12,29,3,200
UCL222012,0,3,0,0,5,0,0,4,0,12,0,0,0,0,3,0,0,0,3,15,15,29,15,15,26,44,15,19,3,190
UCL222013,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,12,11,14,9,18,20,0,18,0,102
UCL222014,0,4,0,0,3,5,0,0,0,14,0,0,0,0,4,0,5,0,0,7,14,25,16,12,36,51,23,21,5,211
UCL222015,0,4,0,0,5,7,0,0,0,16,0,6,0,0,5,0,4,0,0,11,10,21,26,12,43,37,12,23,6,189
UCL222016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,8,12,13,10,5,29,22,9,15,0,111
UCL222017,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,14,13,0,11,6,4,5,0,59
UCL222018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,18,11,15,15,11,0,9,3,91
UCL222019,0,5,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,7,14,27,17,17,31,37,11,19,5,193
UCL222020,0,0,0,0,4,5,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,17,6,3,20,25,11,24,5,112
UCL222021,0,0,0,0,3,5,0,0,0,8,0,4,0,0,6,0,0,0,0,13,19,27,11,8,26,26,7,14,0,138
UCL222022,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,11,13,9,26,20,6,11,0,108
UCL222023,0,0,6,0,3,0,0,0,0,11,0,0,0,0,3,4,0,6,0,11,24,26,33,16,48,36,11,29,3,231
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,54,30,13,34,15,7,35,11,202
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,10,12,15,9,10,3,85
UCL222026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,8,22,21,14,51,21,14,19,0,170
UCL222027,0,4,0,0,5,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,7,22,14,16,24,32,6,29,3,164
UCL222028,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,7,31,19,9,26,25,12,20,6,149
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,6,9,12,11,15,3,73
UCL222030,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,10,19,15,9,7,9,5,9,3,91
UCL222031,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,13,9,16,30,5,21,4,117
UCL222032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,30,18,15,20,30,4,15,4,170
UCL222033,0,3,0,0,5,0,0,3,0,12,0,0,0,0,0,0,0,0,0,6,17,27,31,11,23,28,14,26,0,174
UCL222034,0,3,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,15,13,26,16,12,31,16,13,12,3,133
UCL222035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,21,8,7,14,12,3,18,0,86
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,14,13,9,22,15,6,3,3,95
UCL222037,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,3,0,4,0,11,13,10,13,14,23,34,6,13,0,128
UCL222038,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,7,14,18,9,9,22,27,8,14,0,116
UCL222039,0,0,0,0,4,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,9,17,25,17,32,29,8,29,4,159
UCL222040,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,7,15,24,31,21,28,34,10,18,3,187
UCL222041,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,6,21,15,13,31,38,4,17,4,144
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,12,10,8,12,20,7,8,0,97
UCL222043,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,6,14,7,16,22,13,35,35,13,14,9,158
UCL222044,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,8,3,28,17,12,13,21,9,12,0,118
UCL222045,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,12,15,5,18,31,10,18,0,123
UCL222046,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,3,11,8,30,22,14,18,17,7,13,6,135
UCL222047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,17,12,7,6,7,0,6,3,67
UCL222048,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,8,7,13,3,6,14,16,8,20,5,87
UCL222049,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,6,32,18,5,29,15,3,9,4,125
UCL222050,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,3,0,0,0,5,28,35,20,28,36,44,15,24,4,221
UCL222051,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,27,24,22,32,18,6,14,0,175
UCL222052,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,4,4,6,25,17,19,28,43,14,27,9,179
UCL222053,0,0,0,5,0,0,0,0,0,12,3,0,3,0,3,0,0,5,0,15,6,16,18,14,43,32,14,17,7,166
UCL222054,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,6,15,14,22,12,28,21,7,10,0,125
UCL222055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,23,7,28,17,3,18,8,127
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,33,30,14,29,23,7,24,10,166
UCL222057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,12,13,14,14,20,15,38,18,24,0,158
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,15,8,9,22,7,9,4,90
UCL222059,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,4,13,15,24,12,8,12,3,88
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,17,15,8,12,15,8,18,0,92
UCL222061,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,22,15,11,37,22,7,9,3,124
UCL222062,0,0,0,3,7,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,19,29,23,23,36,41,3,23,3,206
UCL222063,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,9,16,43,21,18,27,26,8,24,4,190
UCL222064,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,6,21,9,14,12,24,9,24,0,120
UCL222065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,20,15,4,15,25,4,18,4,102
UCL222066,0,0,0,0,0,5,0,0,0,9,0,6,0,0,0,0,0,0,6,14,0,18,11,8,28,22,5,13,3,110
UCL222067,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,20,24,5,16,17,6,16,4,115
UCL222068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,10,9,23,21,7,5,0,111
UCL222069,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,23,27,11,25,33,9,18,0,155
UCL222070,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,4,0,14,11,13,16,9,9,18,6,18,7,103
UCL222071,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,10,9,41,17,11,35,31,11,24,3,183
UCL222072,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,15,8,7,20,15,8,18,3,105
UCL222073,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,13,26,14,15,15,19,5,17,8,129
UCL222074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,14,15,8,20,18,7,4,7,101
UCL222075,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,3,0,8,11,24,28,9,32,54,17,21,9,213
UCL222076,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,5,9,0,23,22,26,21,26,18,25,11,169
UCL222077,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,5,12,4,28,23,20,25,37,13,27,3,164
UCL222078,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,7,11,8,10,20,9,4,5,0,84
UCL222079,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,11,19,36,33,28,33,48,6,33,6,246
UCL222080,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,11,21,15,11,14,28,13,12,3,117
UCL222081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,25,6,8,17,11,5,13,4,101
UCL222082,0,0,0,0,0,0,0,4,0,5,0,0,4,3,0,0,0,0,0,6,4,21,22,8,17,18,3,23,5,120
UCL222083,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,3,0,0,0,3,3,17,10,11,24,33,3,11,3,119
UCL222084,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,6,22,20,9,22,26,9,20,9,141
UCL222085,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,14,30,23,18,13,26,5,23,0,157
UCL222086,4,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,32,25,19,28,35,12,17,4,188
UCL222087,0,0,0,0,3,0,0,0,0,9,0,5,0,0,0,0,0,0,7,6,16,24,20,17,33,32,23,21,6,196
UCL222088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,6,11,16,21,6,7,0,90
UCL222089,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,12,14,0,21,16,12,15,4,93
UCL222090,0,0,0,0,0,0,0,0,0,5,0,4,0,0,5,4,0,0,7,13,8,13,12,11,22,32,0,12,3,110
UCL222091,0,0,0,0,0,4,0,0,0,9,0,3,0,0,0,0,6,0,0,9,18,24,14,22,32,37,8,30,0,197
UCL222092,0,0,5,0,0,0,0,4,0,11,0,0,0,0,6,0,0,3,0,10,10,25,15,9,42,39,15,26,0,171
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,12,6,14,27,0,12,0,138
UCL222094,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,8,24,10,6,27,27,0,15,4,124
UCL222095,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,10,14,10,8,16,20,5,16,0,98
UCL222096,3,0,0,0,0,4,0,0,4,9,0,0,0,6,0,6,0,0,6,11,18,24,36,21,34,42,18,29,10,220
UCL222097,3,0,0,0,0,5,0,0,3,14,0,0,0,0,0,0,0,0,0,6,16,18,20,14,34,33,16,21,4,172
UCL222098,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,31,27,26,22,24,7,18,3,172
UCL222099,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,6,8,12,12,11,24,13,3,6,0,87
UCL222100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,20,7,11,10,8,3,5,5,64
UCL222101,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,6,0,5,10,7,19,9,26,22,12,14,0,109
UCL222102,0,0,5,0,0,0,0,0,0,9,4,0,0,0,0,0,3,0,5,16,16,31,23,14,34,34,11,12,3,186
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,7,12,17,5,21,0,115
UCL222104,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,3,0,0,6,11,11,14,8,15,26,31,0,6,3,128
UCL222105,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,5,9,7,10,18,32,12,11,4,108
UCL231001,459,1257,908,544,1227,1597,373,1064,123,7549,554,1194,797,505,1181,1628,405,1092,2017,9381,11764,32233,24778,16930,30606,40115,11640,37299,5376,210724
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15
UCL299994,7,4,5,3,11,15,0,0,4,56,20,10,10,8,17,19,0,7,36,126,164,300,218,132,329,340,91,164,69,1797
UCL301001,6697,5665,4464,2785,8847,7694,2206,4024,409,42790,2359,4976,4155,2716,10630,10070,2319,5017,8185,50425,87144,146505,122052,83379,255511,233998,65977,132455,17019,1144039
UCL302001,2046,1838,1366,824,2150,2042,527,1156,178,12128,775,1719,1485,919,2679,2839,599,1523,2484,15020,24690,43615,36115,25104,59256,54345,14661,33297,5409,296490
UCL302002,989,816,570,376,882,810,209,440,56,5142,332,731,519,358,939,944,206,598,990,5618,11915,21185,16720,11766,23943,22579,6650,15571,2139,132470
UCL303001,104,449,390,293,767,665,223,386,27,3309,112,317,255,160,481,399,90,285,553,2658,3642,10152,8784,6796,16735,13119,3925,8803,1191,73155
UCL303002,69,321,248,172,469,385,146,255,23,2087,68,196,144,88,295,331,107,221,293,1749,2020,6698,5862,4324,10956,8915,3112,6563,681,49134
UCL303003,111,424,367,252,817,716,192,432,18,3323,77,349,232,137,585,491,128,338,605,2949,3946,10565,8761,6688,18911,17022,5657,12090,1319,84967
UCL311001,19,124,119,63,185,163,46,125,6,855,39,126,77,50,193,138,43,113,216,999,884,2817,2516,2015,4739,3429,1178,2646,441,20659
UCL311002,41,135,109,83,190,164,39,63,7,840,38,102,65,65,136,105,23,61,172,769,998,2931,2680,2016,4274,3151,973,2180,392,19593
UCL311003,69,203,172,122,502,372,195,331,16,1978,47,141,103,96,298,300,108,243,307,1645,1703,4620,3858,2970,7870,7212,2881,7671,690,39485
UCL311004,44,153,127,101,326,297,76,158,13,1289,27,120,62,36,186,166,36,105,220,948,1409,3587,3098,2354,7112,5295,1698,4089,529,29163
UCL312001,46,38,23,16,47,41,15,20,3,249,23,46,25,17,44,39,8,33,59,280,628,1003,730,518,1115,925,276,717,132,6047
UCL312002,16,96,77,66,134,118,47,88,6,650,29,70,44,49,129,108,50,130,127,731,804,1963,1693,1124,2717,2906,1482,2963,274,15928
UCL312003,14,58,52,22,55,62,16,31,0,313,17,57,27,13,68,55,12,34,81,363,354,1141,983,673,1714,1054,346,716,175,7152
UCL312004,71,67,24,24,78,75,20,26,5,392,26,44,40,24,67,65,18,35,84,402,834,1425,1193,924,1921,1567,504,929,184,9481
UCL313001,6,39,45,20,45,43,11,20,0,244,7,31,13,12,32,33,7,29,45,217,253,743,692,482,1010,988,347,976,101,5598
UCL313002,5,30,28,21,39,24,5,24,0,180,5,26,21,16,14,28,3,16,20,139,248,731,583,460,1080,963,327,742,68,5203
UCL313003,3,48,32,22,54,55,23,47,5,284,11,27,19,5,46,50,19,53,34,258,241,752,568,422,1106,1002,359,997,87,5538
UCL313004,10,48,31,29,55,75,40,91,4,382,14,21,14,6,46,41,9,59,63,276,315,855,738,482,1182,1215,585,1986,144,7505
UCL313005,5,29,28,12,53,44,19,31,7,232,7,21,12,13,24,21,10,32,53,192,284,608,555,401,1124,825,285,885,119,5094
UCL313006,19,68,30,20,96,79,15,43,3,377,11,43,35,24,50,51,18,29,71,332,359,1139,954,762,1464,1106,396,943,167,7283
UCL313007,8,17,24,8,26,33,13,24,0,155,4,28,7,9,22,23,4,21,5,133,241,743,539,370,930,943,337,787,23,4917
UCL313008,8,28,12,13,35,32,11,15,0,157,16,11,17,12,34,19,7,15,39,180,198,556,498,409,1026,696,225,563,89,4249
UCL313009,6,37,31,22,64,81,38,79,7,362,19,17,14,11,49,47,22,48,92,319,436,697,619,424,1460,1723,1437,1948,228,8965
UCL313010,9,29,24,13,51,62,17,23,0,232,18,33,29,13,41,35,10,30,49,269,263,850,662,537,1214,973,339,746,103,5688
UCL313011,37,21,14,11,44,29,10,15,4,176,14,27,17,14,58,57,4,16,46,257,309,455,423,305,1035,851,225,435,91,4128
UCL313012,8,40,44,25,63,52,28,52,3,314,11,42,23,27,46,36,11,42,58,301,487,1178,944,673,1696,1416,538,1576,150,8667
UCL314001,3,20,10,12,21,31,7,13,0,119,0,12,17,10,15,26,3,5,38,139,128,436,348,280,585,463,146,399,93,2893
UCL314002,0,31,18,16,44,39,11,20,4,182,4,13,13,7,21,25,7,25,36,160,134,427,378,294,739,629,291,715,88,3696
UCL314003,16,16,10,13,29,23,11,15,0,128,12,20,13,12,32,29,15,19,47,193,219,432,318,238,598,474,188,379,88,2929
UCL314004,10,25,8,8,21,28,9,13,0,113,5,9,3,12,17,23,4,15,30,119,205,363,332,240,517,406,142,323,48,2581
UCL314005,4,27,11,3,23,19,12,16,3,119,6,11,7,4,15,13,7,11,21,90,156,326,235,167,503,513,228,518,61,2701
UCL314006,0,19,20,10,16,28,9,17,3,118,9,12,22,6,53,29,5,31,44,218,175,475,457,326,799,717,256,838,129,4171
UCL314007,4,18,9,6,25,29,9,12,6,114,5,14,9,4,17,18,12,22,33,132,144,386,293,235,545,524,178,654,86,3048
UCL314008,8,11,8,8,9,15,10,25,0,101,9,17,9,4,11,25,7,65,14,157,129,342,259,163,354,499,163,772,60,2741
UCL314009,24,23,17,7,38,33,11,17,0,179,0,12,14,9,55,35,14,30,32,193,235,432,361,267,851,763,254,500,77,3741
UCL314010,18,6,5,5,10,11,7,10,0,75,11,20,18,11,29,32,7,9,41,177,163,359,356,324,623,634,186,347,73,3071
UCL314011,3,14,18,11,28,38,17,30,0,156,9,5,0,7,15,32,7,19,23,127,99,309,266,207,411,473,212,544,54,2574
UCL314012,5,19,18,10,34,29,7,28,0,152,8,16,9,8,21,21,0,17,29,133,122,325,338,255,611,519,170,425,48,2817
UCL314013,0,21,11,8,20,20,0,13,3,98,3,23,25,19,21,16,9,4,31,142,95,383,355,289,665,452,123,289,71,2715
UCL314014,21,13,9,14,29,22,5,17,0,130,0,17,11,11,28,32,13,24,31,166,181,319,298,204,573,511,184,400,52,2720
UCL314015,15,14,5,8,28,18,3,11,0,112,7,15,14,13,28,14,9,10,15,112,201,300,241,183,607,433,172,346,35,2522
UCL314016,6,27,15,8,22,30,6,19,4,139,3,16,10,10,39,19,7,4,38,158,157,370,351,278,813,638,183,418,102,3304
UCL314017,7,21,9,8,26,36,14,31,0,150,4,14,11,9,9,23,5,30,44,141,236,445,315,190,489,676,445,1631,89,4529
UCL314018,26,22,14,9,26,38,10,14,0,159,0,14,9,13,39,43,11,26,13,171,303,450,371,257,781,878,237,541,31,3843
UCL314019,15,13,8,4,12,16,0,10,0,73,7,15,12,11,17,15,8,13,26,126,204,332,282,231,458,413,128,274,49,2372
UCL314020,5,21,8,7,36,36,14,41,0,171,5,15,12,0,34,25,7,42,41,183,134,344,285,205,743,658,227,656,70,3304
UCL314021,40,28,12,13,25,29,11,10,0,177,19,25,14,7,37,29,8,21,22,187,383,525,438,296,716,549,206,496,62,3675
UCL314022,24,18,13,5,17,23,9,5,0,116,13,28,9,9,25,22,8,28,25,160,366,608,446,289,481,609,174,430,69,3464
UCL314023,6,22,14,14,22,27,8,10,0,134,15,21,19,8,34,38,18,34,35,222,234,586,503,300,686,826,576,875,74,4648
UCL315001,0,5,0,3,7,3,0,6,0,17,0,0,0,4,0,3,0,0,0,22,28,72,59,43,70,59,25,85,11,454
UCL315002,0,15,5,0,9,12,3,8,4,66,4,0,0,3,11,9,0,5,5,46,76,172,124,124,299,272,93,263,24,1440
UCL315003,0,0,0,0,4,7,0,4,0,16,0,0,0,0,4,3,4,0,4,14,20,51,57,35,73,73,37,95,13,448
UCL315004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,5,42,16,23,26,7,16,8,152
UCL315005,0,0,0,0,5,0,0,0,0,12,4,3,0,0,0,3,0,0,8,19,18,46,48,34,80,72,17,53,16,396
UCL315006,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,0,16,18,28,31,38,29,119,73,20,71,20,438
UCL315007,3,6,6,0,11,5,0,6,0,41,0,0,8,5,24,20,5,12,16,89,94,166,145,90,283,211,56,139,24,1217
UCL315008,0,4,9,5,11,13,6,23,0,72,0,0,0,0,11,3,4,16,16,57,130,201,179,85,240,338,206,837,54,2266
UCL315009,7,10,5,0,6,3,0,14,0,47,4,4,6,0,9,4,0,4,10,49,90,144,132,91,160,161,67,147,23,1006
UCL315010,0,3,6,5,11,6,6,4,0,45,0,4,3,0,7,8,0,11,15,56,55,135,147,76,218,173,60,149,32,1048
UCL315011,0,3,0,0,0,0,0,0,0,7,0,8,0,0,7,3,0,0,10,22,16,56,46,22,39,42,14,41,11,283
UCL315012,0,9,10,10,18,15,11,11,0,79,5,9,11,4,13,11,13,27,17,102,91,221,175,109,289,314,202,408,39,1839
UCL315013,3,8,0,0,12,12,4,0,0,45,4,5,0,0,16,9,7,6,11,48,48,84,103,75,211,166,48,135,14,883
UCL315014,0,0,0,0,4,0,0,0,0,8,6,0,0,3,0,8,0,4,6,25,34,61,48,41,60,38,13,74,12,388
UCL315015,3,10,5,0,13,11,0,8,0,56,0,0,3,3,7,12,0,6,12,47,65,125,110,96,214,224,58,185,28,1101
UCL315016,10,9,6,3,19,18,6,12,0,87,4,13,4,5,19,14,6,12,8,82,107,186,160,114,343,340,117,247,20,1632
UCL315017,0,0,6,3,4,21,0,3,3,46,0,10,3,0,17,8,0,5,10,66,57,114,104,79,298,250,52,179,23,1157
UCL315018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,19,19,17,70,32,3,16,6,185
UCL315019,0,0,5,0,7,0,0,6,0,16,0,4,4,3,0,0,0,3,15,21,22,57,66,35,93,72,19,67,41,463
UCL315020,3,13,6,0,3,7,0,3,0,39,0,9,0,0,7,3,0,4,6,25,70,121,82,57,110,154,63,354,19,1036
UCL315021,0,4,3,0,8,0,0,0,0,18,3,4,3,0,5,3,0,0,8,26,28,57,46,21,72,74,23,55,10,391
UCL315022,0,4,3,0,3,12,4,18,4,53,4,0,0,5,4,5,0,9,39,62,70,99,78,66,168,222,73,355,59,1188
UCL315023,0,0,6,0,8,0,0,0,0,19,3,0,3,0,0,3,0,0,5,18,34,64,71,37,47,62,15,172,10,511
UCL315024,0,7,0,0,12,0,0,0,0,24,0,0,0,0,4,0,0,0,8,10,52,70,65,60,171,130,40,82,24,701
UCL315025,0,5,0,0,3,7,0,9,0,32,0,3,3,4,7,3,0,4,9,39,58,136,118,76,99,80,24,92,26,708
UCL315026,7,9,13,10,20,16,3,10,3,85,3,14,6,4,13,8,3,3,8,62,129,280,217,141,253,252,59,157,25,1512
UCL315027,0,0,4,0,4,3,0,3,0,20,0,8,3,0,5,4,4,4,5,33,20,89,54,56,97,69,18,68,16,492
UCL315028,4,0,0,0,3,6,0,6,0,24,8,0,5,4,4,10,4,0,0,38,59,73,71,47,110,114,45,99,9,628
UCL315029,0,3,0,3,9,10,6,6,0,45,0,0,3,0,8,7,3,3,7,31,91,145,117,84,206,209,72,150,13,1082
UCL315030,0,7,0,5,4,3,0,0,0,19,0,0,0,0,0,0,0,5,9,11,6,40,18,30,40,50,8,32,8,234
UCL315031,0,12,3,0,6,10,6,16,0,45,0,3,3,0,3,0,0,14,8,36,91,126,119,39,119,165,85,528,34,1304
UCL315032,6,14,11,3,25,9,0,8,3,79,0,7,0,10,17,9,0,7,19,72,110,261,226,148,343,278,102,328,44,1827
UCL315033,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,4,6,16,44,69,59,35,56,57,16,52,8,383
UCL315034,3,3,0,9,6,5,4,9,0,31,6,0,3,0,4,0,0,0,4,19,68,87,81,50,89,71,28,74,4,545
UCL315035,12,8,5,0,12,4,3,9,0,48,0,3,4,0,21,15,9,6,6,66,95,191,139,101,331,255,88,195,14,1416
UCL315036,0,6,4,4,8,6,0,3,0,26,0,7,10,0,9,5,0,0,8,24,22,105,83,50,138,109,36,93,22,653
UCL315037,3,11,14,0,14,11,0,11,0,68,4,19,8,0,19,10,4,11,7,84,145,282,229,146,375,325,126,246,25,1888
UCL315038,0,0,11,6,12,11,5,11,0,61,0,4,0,3,4,10,3,6,0,38,53,130,121,93,223,208,87,163,15,1090
UCL315039,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,7,7,12,34,16,7,68,27,12,27,7,213
UCL315040,0,0,0,5,8,0,0,0,0,12,4,0,0,4,10,3,4,0,3,31,61,57,67,104,668,171,35,54,10,1234
UCL315041,0,3,0,4,6,4,11,6,0,35,0,3,0,0,6,11,0,8,6,32,33,54,39,26,101,113,54,145,14,581
UCL315042,0,4,0,7,7,10,4,4,0,35,4,7,3,4,8,3,5,0,11,52,52,137,99,83,198,190,85,239,18,1100
UCL315043,0,6,0,0,0,0,0,0,0,8,0,3,0,0,0,4,0,0,3,9,17,51,39,30,59,34,4,22,6,262
UCL315044,4,15,9,7,20,19,0,12,0,80,8,7,4,6,9,8,0,10,23,67,68,249,192,143,296,298,109,285,47,1680
UCL315045,13,8,10,10,8,9,5,10,0,66,10,5,7,3,14,17,4,12,22,101,128,159,148,111,277,304,100,257,42,1526
UCL315046,5,0,6,5,6,3,0,10,3,34,0,10,6,0,12,9,0,7,18,57,45,159,104,82,319,133,64,111,35,1039
UCL315047,5,9,4,0,6,13,5,11,0,43,0,6,0,3,10,7,3,3,10,34,62,100,97,68,210,168,63,142,12,922
UCL315048,4,0,4,3,4,7,0,5,0,22,3,8,3,5,10,0,3,3,4,41,44,73,55,39,100,73,18,66,15,495
UCL315049,0,3,5,5,8,0,0,0,0,24,5,5,7,6,3,9,0,3,3,46,60,183,147,98,185,153,31,115,17,989
UCL315050,10,6,0,0,3,7,3,0,0,34,5,17,0,5,18,3,4,12,14,70,91,191,157,101,247,181,64,119,24,1176
UCL315051,14,15,9,10,21,24,4,7,0,103,5,10,8,5,30,15,4,13,16,105,165,317,293,179,475,379,113,292,33,2245
UCL315052,3,8,10,4,14,10,3,13,0,67,4,11,8,3,16,20,3,12,17,87,125,200,126,134,339,325,104,264,38,1651
UCL315053,4,5,6,9,16,16,4,16,0,76,5,7,7,3,0,11,0,13,21,70,54,143,106,98,300,334,96,262,39,1433
