UCL_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
UCL112012,0,5,6,18,0,0,0,0,0,32,0,0,0,4,0,0,5,0,0,10,0,0,0,0,0,3,3,0,0,6,0,7,9,54,27,19,25,13,5,155,42,119,137,258,87,102,75,75,69,965,691,1627,1644,3523,1791,1934,1669,1058,547,14488,0,0,0,0,0,0,0,0,0,0,1341,3006,2944,5455,2855,3024,2590,1435,633,23275,0,4,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,13,6,3,0,0,0,23,0,0,0,0,0,0,3,0,0,3,0,3,5,13,16,8,4,4,0,61,0,0,0,8,0,4,0,4,0,12,0,0,3,27,0,6,3,3,0,47,0,0,0,5,0,0,4,3,0,12,0,8,0,14,5,0,0,0,0,31,3,5,20,79,85,137,120,94,42,589,0,0,4,3,5,3,0,0,0,20,0,0,0,11,4,9,7,4,0,31
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,14,10,15,12,24,17,13,6,6,0,105,91,159,127,318,161,157,116,51,11,1193,0,0,0,0,0,0,0,0,0,0,162,315,242,498,248,248,192,78,25,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112014,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,3,13,0,0,7,12,3,0,4,0,0,28,0,6,13,30,26,27,28,30,15,182,18,33,38,87,46,51,77,58,34,446,644,1277,1192,2501,1226,1454,1449,1150,582,11467,0,0,0,3,0,0,0,0,0,4,1256,2426,2184,4176,1937,2116,2043,1472,684,18291,0,3,0,16,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,11,0,0,0,3,0,4,0,0,0,4,0,0,4,5,4,0,6,0,0,25,0,0,0,5,6,0,0,5,0,17,0,0,0,6,6,6,3,6,3,33,0,0,0,0,0,0,5,4,3,15,0,0,0,4,0,0,6,0,4,16,0,14,18,54,85,153,162,176,68,721,0,0,0,10,12,5,14,4,0,45,0,0,0,0,0,0,4,0,0,14
UCL112015,0,0,4,18,3,0,0,0,0,21,0,0,0,0,0,3,3,12,0,21,0,0,0,7,0,0,0,0,0,6,4,13,7,49,26,31,44,22,15,204,73,182,139,335,152,117,103,76,41,1214,1057,2153,1824,4265,1906,1942,1931,1202,590,16872,0,0,0,3,0,0,0,0,0,3,1989,3768,3299,6879,2964,2900,2686,1576,677,26740,0,5,0,17,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,7,0,0,0,12,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,7,0,0,0,21,14,10,8,3,0,50,0,0,0,3,4,7,7,10,3,30,0,11,9,52,28,16,10,5,5,136,0,0,0,3,0,3,6,10,4,33,0,0,0,6,0,8,8,3,0,26,0,25,29,97,121,247,275,260,102,1147,0,0,6,18,3,9,4,4,4,42,0,0,0,0,0,3,0,5,3,15
UCL112016,0,0,0,15,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,3,6,24,12,9,0,0,0,59,0,20,12,89,28,20,26,16,14,234,68,146,114,307,114,114,109,98,99,1176,1330,2825,2338,5649,2379,2240,2035,1297,629,20719,0,0,0,3,0,3,0,0,0,12,2704,5291,4187,8357,3803,3477,3078,1818,713,33442,0,0,0,25,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,5,14,0,0,0,0,0,19,0,3,0,3,0,0,0,0,0,7,0,0,7,33,11,4,0,0,0,58,0,0,0,0,0,0,0,0,0,9,0,5,10,66,35,27,27,25,6,177,0,0,0,0,0,9,8,3,3,26,0,0,0,5,0,0,0,3,0,7,4,16,25,105,70,146,116,117,42,639,0,0,0,14,10,14,7,0,0,47,0,0,0,13,7,4,7,3,0,20
UCL112017,0,0,3,23,7,9,5,0,0,46,0,0,8,8,0,8,5,7,0,29,0,0,0,8,4,4,9,5,0,29,5,11,24,80,54,48,63,53,12,353,36,101,96,206,119,138,172,176,126,1176,963,2642,2590,4914,3084,3411,3605,2668,1315,25190,0,0,0,3,0,0,0,0,0,6,1939,4974,4596,7478,4600,4981,5168,3415,1512,38660,0,0,4,9,0,0,0,0,0,14,0,0,0,5,0,3,4,0,0,15,0,4,0,19,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,10,3,45,22,12,7,8,0,110,0,0,0,4,10,0,6,5,0,26,5,5,10,70,22,25,9,4,3,140,0,0,0,0,0,8,17,11,6,36,0,4,4,3,11,7,10,4,0,50,4,53,64,187,262,354,466,529,233,2152,0,0,4,13,6,12,3,8,0,45,0,7,4,19,20,7,6,3,0,63
UCL112018,0,39,15,107,6,4,0,0,0,170,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,17,5,7,4,41,4,14,10,11,7,94,71,210,186,365,138,142,137,159,111,1507,1042,2373,2175,4720,2000,2109,1856,1400,713,18390,0,0,0,4,0,0,0,0,0,3,2035,4144,3721,6626,3139,3352,2899,2014,864,28800,0,4,0,25,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,10,0,0,0,11,0,8,7,0,0,23,0,0,0,0,0,0,0,0,0,3,4,13,6,153,15,17,14,0,0,223,0,0,0,0,6,4,0,0,0,3,0,8,0,22,0,0,0,0,0,33,0,5,6,34,40,81,92,78,35,370,0,6,11,68,8,4,0,0,0,98,0,7,7,5,5,0,0,0,0,15
UCL112019,0,0,0,22,0,0,0,0,0,23,0,0,3,0,0,3,0,0,0,10,0,4,0,9,4,4,0,0,0,29,4,30,26,135,39,26,37,24,10,323,62,164,148,332,143,139,144,109,81,1311,1592,3247,3333,6661,2929,3006,2589,1592,821,25765,0,3,7,20,8,6,0,0,0,39,3001,5689,5642,9880,4636,4832,4089,2369,1035,41189,3,10,5,47,8,0,0,0,0,73,0,0,0,5,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,3,13,10,4,8,3,0,42,0,0,0,8,0,0,4,0,0,18,3,28,13,140,26,24,17,0,0,254,0,0,0,0,3,4,0,4,0,19,0,16,16,40,19,12,10,0,0,118,0,21,11,88,75,115,127,104,49,598,0,0,12,70,6,10,4,0,0,103,0,0,0,4,6,5,0,0,0,17
UCL113001,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,3,5,3,0,17,0,0,0,0,4,3,0,0,0,9,5,3,0,42,7,17,18,13,8,113,21,58,36,113,73,77,112,106,133,721,361,827,732,1819,1113,1347,1691,1175,752,9821,0,0,0,0,0,0,0,0,0,0,710,1528,1360,2653,1683,2042,2495,1607,836,14914,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,29,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,21,8,8,11,3,0,57,0,0,0,4,0,0,0,0,0,9,0,0,0,11,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,17,79,50,89,152,149,68,602,0,0,0,5,5,6,5,4,0,24,0,0,0,10,0,0,7,0,0,22
UCL113002,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,4,0,21,15,12,25,23,10,108,19,45,37,101,56,67,84,69,44,535,242,625,489,1128,722,982,1080,732,341,6339,0,0,0,0,0,0,0,0,0,0,475,1077,910,1685,1084,1386,1485,850,358,9313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,5,6,4,3,4,4,0,22,0,0,0,4,0,3,3,0,0,15,0,0,0,14,13,9,3,0,0,39,0,0,0,0,0,10,20,18,3,53,0,0,0,0,0,4,0,0,0,0,0,3,3,15,48,121,192,138,57,586,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,11
UCL113003,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,11,7,6,7,0,0,33,28,107,71,179,75,87,76,94,87,796,478,1015,867,2079,989,1312,1107,731,388,8960,0,0,0,0,0,0,0,0,0,0,880,1766,1631,3397,1700,2260,1901,1042,431,15006,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,18,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,0,0,0,0,3,0,5,5,17,17,32,40,27,3,138,0,3,0,0,4,0,0,0,0,9,0,0,0,3,0,0,4,0,0,4
UCL113004,0,0,0,4,0,3,0,0,0,6,0,0,4,4,0,0,4,0,0,13,0,0,0,0,0,3,3,0,0,3,0,6,29,245,21,14,19,4,0,341,10,36,60,166,50,52,30,17,16,450,220,486,521,1948,666,681,569,240,121,5445,0,0,0,0,0,0,0,0,0,0,402,808,653,1807,863,918,804,316,110,6683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,13,3,0,0,0,161,0,0,0,0,0,0,0,0,0,6,0,0,5,35,13,11,6,0,0,73,0,0,0,45,4,0,0,0,0,47,0,5,0,9,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,15,38,198,103,91,94,42,13,602,0,0,0,0,0,0,0,0,0,7,0,0,12,82,8,13,0,6,0,127
UCL113005,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,8,18,8,4,6,4,6,55,30,75,69,155,78,57,69,51,37,624,479,1055,918,2002,1025,1099,1049,809,466,8897,0,0,0,0,0,0,0,0,0,0,922,2056,1798,3162,1641,1810,1705,1204,592,14895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,3,8,6,0,0,0,0,11,0,0,0,0,0,0,4,0,0,5,0,0,0,5,3,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,25,18,52,55,44,23,229,0,0,0,4,0,4,5,0,0,11,0,0,0,0,0,3,5,6,0,8
UCL113006,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,3,22,41,77,67,145,65,71,53,50,18,586,296,729,639,1193,621,700,657,431,196,5464,0,0,0,0,0,0,0,0,0,0,535,1240,1222,2208,1002,1109,1025,618,234,9200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,7,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,17,13,4,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,39,40,45,13,160,0,0,0,6,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0
UCL113007,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,3,4,0,13,0,0,0,0,3,3,0,0,0,13,0,8,7,19,21,25,22,20,9,137,9,26,22,63,37,36,38,35,18,281,337,821,664,1546,896,1148,1191,647,321,7581,0,0,0,0,0,0,0,0,0,4,686,1563,1230,2437,1346,1654,1701,867,373,11859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,3,3,24,10,4,3,0,0,49,0,0,0,4,0,3,0,0,0,11,0,0,6,23,9,7,14,0,0,67,0,0,0,0,0,5,5,5,0,14,0,0,0,0,0,0,3,0,0,17,8,21,26,88,105,170,196,152,43,807,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10
UCL113008,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,10,11,4,56,16,42,30,86,47,44,43,54,28,386,252,617,520,1203,688,807,791,583,248,5709,0,0,0,0,0,0,0,0,0,0,485,1188,993,1954,1073,1269,1147,766,285,9158,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,7,0,0,0,7,0,5,0,0,0,8,0,0,0,10,10,6,17,4,0,47,0,0,0,0,0,4,6,5,0,8,0,0,0,0,0,0,4,0,0,4,0,0,4,11,32,62,76,59,23,264,0,0,0,0,3,3,4,0,0,14,0,0,0,0,0,0,4,4,0,11
UCL113009,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,6,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,6,3,7,11,3,0,28,4,15,13,25,14,10,19,3,3,106,332,799,576,1301,711,604,451,207,37,5019,0,0,0,0,0,0,0,0,0,0,655,1575,1130,2218,1163,1012,726,310,53,8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,16,44,66,67,66,42,5,325,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5
UCL113010,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,0,5,14,3,5,6,9,8,50,18,44,19,81,37,37,27,24,34,328,415,800,598,1606,668,637,558,437,224,5930,0,0,0,0,0,0,0,0,0,0,809,1493,1158,2653,1105,1036,841,608,250,9943,0,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,6,7,7,0,0,0,0,20,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,5,28,38,42,47,45,26,242,0,0,0,4,5,0,0,0,0,12,0,0,0,7,0,0,3,0,0,11
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,22,5,7,5,0,0,51,7,60,34,92,35,36,32,21,19,331,324,786,620,1463,695,642,490,255,114,5389,0,0,0,0,0,0,0,0,0,0,681,1489,1181,2404,1112,1094,776,399,138,9279,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,3,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,17,12,0,4,0,0,29,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,13,18,31,37,16,0,113,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,4,0,0,4
UCL113012,0,0,0,6,0,0,0,0,0,7,0,3,0,4,8,0,9,4,0,23,0,0,0,0,0,3,0,0,0,6,0,5,4,28,20,28,30,24,6,143,6,17,27,52,26,44,62,54,22,317,257,738,647,1309,932,1206,1324,793,364,7565,0,0,0,0,0,0,0,0,0,0,475,1349,1184,1896,1348,1741,1815,1031,423,11253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,10,8,3,14,3,0,40,0,0,0,4,3,7,9,3,0,26,0,5,4,12,14,6,8,0,3,44,0,0,0,0,0,7,15,24,11,49,0,0,0,0,0,0,3,4,0,9,12,24,20,69,107,160,214,196,37,842,0,0,0,6,3,6,4,0,0,16,0,0,0,4,6,5,3,0,0,17
UCL113013,0,5,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,18,11,7,7,5,0,62,20,61,27,110,53,44,40,34,15,406,410,956,865,1795,895,887,725,425,165,7130,0,0,0,0,0,0,0,0,0,0,763,1862,1665,3013,1472,1419,1109,583,194,12089,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,4,6,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,4,0,0,0,18,0,0,0,0,3,0,5,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,20,23,69,63,45,20,240,0,0,0,3,0,4,5,5,0,11,0,0,0,0,0,0,0,3,0,7
UCL113014,0,5,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,4,19,11,5,7,3,0,50,15,41,38,80,35,38,35,24,15,315,481,1054,800,1976,922,781,593,354,179,7151,0,0,0,0,0,0,0,0,0,0,930,1949,1517,3294,1480,1320,950,519,246,12205,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,36,47,31,32,12,215,0,0,4,20,7,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0
UCL113015,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,20,14,3,73,18,40,30,89,32,47,46,44,15,362,259,572,510,1142,654,803,933,552,179,5595,0,0,0,0,0,0,0,0,0,0,521,1081,974,1851,1014,1168,1283,698,199,8792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,10,0,0,8,0,0,6,4,9,0,3,0,0,21,0,0,0,0,5,5,13,11,0,35,0,0,0,0,0,4,4,0,0,9,0,0,4,40,35,118,164,132,34,523,0,0,0,0,0,0,3,4,0,15,0,0,0,0,0,6,5,0,0,12
UCL113016,0,5,0,8,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,4,3,0,0,9,0,11,0,6,9,12,7,11,7,62,34,115,62,177,84,81,105,97,51,804,491,1108,953,1980,1031,1217,1214,979,549,9520,0,0,0,0,0,0,0,0,0,0,874,1980,1763,3014,1612,1872,1807,1392,656,14970,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,6,4,0,3,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,5,19,4,3,10,0,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,5,0,18,0,9,5,19,18,77,97,87,49,350,0,4,0,4,0,5,0,0,0,16,0,0,0,0,0,3,0,4,0,12
UCL113017,0,0,0,5,7,0,4,0,0,15,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,0,3,0,0,0,0,0,6,20,15,16,26,19,4,106,14,27,39,74,49,79,64,56,30,434,333,718,542,1384,811,1187,1367,770,300,7411,0,0,0,0,0,0,0,0,0,0,645,1395,1037,2228,1252,1715,1958,1016,355,11602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,5,4,0,0,27,0,0,0,5,0,3,0,0,0,17,0,0,3,5,6,6,0,7,0,28,0,0,0,0,0,5,5,3,0,20,0,0,0,0,0,0,3,0,0,5,0,15,4,46,39,119,181,171,31,615,0,0,0,0,5,4,0,0,0,6,0,0,0,6,0,3,3,0,0,11
UCL113018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,8,9,11,19,14,22,28,12,9,123,52,126,106,218,134,179,232,144,40,1228,0,0,0,0,0,0,0,0,0,0,103,236,173,338,232,270,371,228,61,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,21,25,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,3,3,0,30,3,6,7,19,15,7,25,16,15,115,109,297,206,527,334,369,432,358,217,2851,0,0,0,0,0,0,0,0,0,0,219,546,395,781,492,559,611,480,278,4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,6,0,0,0,12,0,0,3,0,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,28,13,37,47,54,27,216,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5
UCL114002,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,7,5,9,3,37,0,11,11,18,17,38,63,60,18,228,80,293,216,457,351,733,989,707,350,4172,0,0,0,0,0,0,0,0,0,0,165,530,436,714,588,1099,1549,1047,475,6599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,14,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,25,54,132,124,47,399,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,4
