UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL222102,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,13,7,0,0,27,0,0,0,27,4,0,31,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,30,8,0,0,43,0,0,0,43,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,5,0,5,0,0,0,5,0,0,5,30,8,5,0,45,0,0,0,45,4,0,48,8,4,0,0,10,0,0,0,10,4,0,19,0,3,0,0,3,0,0,0,3,0,0,3,36,20,5,0,61,0,0,0,61,8,0,68
UCL222103,4,0,0,0,4,0,0,4,11,0,0,0,14,0,0,0,14,0,0,14,36,0,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,48,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,48,0,0,0,48,0,0,48,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,57,0,0,0,57,0,0,57
UCL222104,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,3,0,16,10,5,0,0,16,0,0,0,16,0,0,16,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,5,32,0,0,0,32,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,5,32,0,0,0,32,3,0,40,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,5,32,0,0,0,32,8,0,41
UCL222105,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,10,0,0,13,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,15,0,0,21,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,23,0,0,24
UCL231001,1189,8,6,12,1202,114,4,1320,17653,1782,376,143,19953,116,39,159,20111,911,39,21057,27775,3603,578,298,32261,154,45,196,32454,995,32,33484,2720,390,423,70,3603,15,0,16,3618,153,6,3772,391,78,13,556,1033,12,4,12,1048,59,46,1148,48537,5855,1390,1066,56848,296,86,384,57229,2118,117,59464,171,30,6,9,213,37,3,44,260,37,0,291,361,68,11,11,460,20,6,30,488,16,0,502,538,99,19,20,673,56,13,67,742,50,0,798,49071,5954,1403,1089,57517,354,99,455,57970,2172,117,60259,8513,1280,355,369,10522,173,36,210,10729,1612,41,12382,110,15,10,36,172,4,0,4,172,19,308,500,57694,7251,1773,1492,68211,525,130,662,68875,3798,465,73138
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,7896,185,60,251,8147,1102,36,9288,109466,13250,3249,527,126490,1997,494,2491,128984,6863,191,136032,110188,17943,3089,688,131906,1409,388,1799,133711,5061,202,138967,21367,3338,3145,214,28064,274,71,351,28406,1107,34,29551,1153,185,42,1279,2658,47,13,59,2720,252,248,3219,242179,34716,9519,2705,289118,3734,969,4700,293822,13274,681,307777,2779,611,101,84,3575,527,62,595,4167,367,3,4539,4415,810,130,123,5474,394,152,547,6028,401,30,6454,7194,1419,236,204,9056,922,216,1141,10197,763,29,10991,249369,36132,9756,2910,298173,4659,1186,5845,304017,14041,710,318763,56678,11115,2813,1639,72249,2421,612,3034,75278,12510,327,88113,454,107,19,599,1169,17,6,18,1186,92,1092,2371,306494,47356,12584,5146,371586,7098,1802,8899,380481,26638,2132,409251
UCL302001,1633,52,15,63,1695,221,5,1920,23181,3167,750,161,27262,386,149,542,27801,1602,50,29451,27883,5522,962,226,34598,457,122,570,35168,1408,75,36651,4913,940,790,70,6717,84,16,106,6821,349,4,7180,388,54,14,385,839,7,0,8,850,60,77,990,56366,9689,2520,847,69411,937,291,1225,70644,3418,210,74265,498,109,18,18,640,132,5,136,774,79,0,853,993,210,46,37,1281,95,24,121,1398,111,0,1513,1483,317,62,58,1918,229,28,261,2179,188,0,2374,57851,10004,2580,905,71332,1167,317,1484,72821,3605,210,76639,11667,2696,728,360,15455,523,151,672,16124,2620,62,18814,106,29,0,166,306,3,0,3,305,15,293,618,69628,12724,3315,1425,87092,1689,475,2161,89252,6243,572,96069
UCL302002,500,0,6,4,502,65,0,571,9512,1581,397,63,11554,164,52,215,11769,649,14,12431,13732,3017,598,101,17451,140,62,200,17648,697,21,18360,2224,431,428,32,3119,25,4,36,3149,105,0,3261,155,27,10,157,351,6,0,7,353,19,43,419,25621,5055,1437,361,32474,331,118,452,32922,1475,73,34473,171,36,0,5,211,22,4,26,232,30,0,265,485,66,33,19,597,22,7,31,630,45,0,676,652,97,34,23,807,46,10,57,863,76,0,938,26275,5160,1473,381,33283,372,134,507,33788,1547,73,35407,4779,920,323,136,6157,129,43,167,6329,862,27,7215,53,11,0,30,95,3,0,3,102,9,130,237,31112,6084,1794,551,39538,507,175,679,40219,2415,231,42863
UCL303001,162,8,0,8,164,24,0,197,5729,902,163,37,6833,113,40,154,6985,405,11,7398,6125,1435,195,57,7818,85,25,110,7930,427,9,8359,723,173,150,9,1052,12,0,11,1068,45,4,1118,57,16,3,68,145,7,0,7,152,19,8,182,12640,2525,510,164,15842,216,70,286,16131,898,26,17053,99,28,0,5,129,24,7,32,163,31,0,194,189,65,9,0,263,30,29,61,329,18,0,345,282,91,13,5,397,62,33,98,488,50,0,545,12920,2616,528,176,16239,270,104,382,16615,948,26,17594,2350,723,166,108,3347,140,33,173,3516,803,13,4335,26,11,0,19,56,0,3,3,54,3,69,127,15299,3350,690,296,19636,415,142,556,20191,1751,108,22054
UCL303002,145,0,5,6,150,52,3,198,3642,534,58,11,4245,49,5,58,4295,235,9,4547,4722,773,106,26,5624,58,16,69,5692,222,0,5916,483,81,39,0,607,16,3,13,624,33,0,650,54,3,0,40,100,0,0,0,98,3,0,107,8900,1393,194,81,10571,120,27,142,10712,502,11,11220,78,11,3,3,93,30,7,34,129,26,0,154,174,48,0,7,234,14,12,34,268,8,0,275,255,61,5,14,329,45,19,68,396,34,0,427,9151,1454,199,96,10900,165,41,210,11110,531,11,11652,2313,577,89,67,3047,149,86,241,3286,1082,13,4374,9,4,0,10,28,0,0,0,28,15,58,106,11480,2039,287,166,13974,318,135,443,14419,1631,83,16130
UCL303003,267,3,3,8,272,27,0,303,8134,793,173,65,9163,112,36,145,9309,565,18,9895,7289,866,185,49,8389,102,32,136,8522,400,7,8931,936,147,160,12,1255,17,0,17,1276,64,0,1336,71,14,0,84,172,0,0,0,170,23,13,208,16433,1815,520,211,18978,229,71,302,19278,1053,39,20370,114,16,0,10,143,24,4,26,169,39,0,205,189,29,3,6,229,25,26,47,272,26,6,313,309,48,5,9,369,45,27,73,442,63,11,517,16741,1863,525,220,19349,276,101,373,19723,1118,51,20890,3030,528,120,90,3760,148,45,191,3957,838,11,4802,21,0,9,19,45,0,0,0,45,5,47,98,19791,2388,652,318,23155,422,143,568,23722,1968,108,25792
UCL311001,36,0,4,4,37,0,0,39,1618,219,33,10,1880,29,3,34,1910,131,5,2048,1699,370,30,21,2123,26,15,38,2164,120,3,2290,207,41,36,5,299,0,7,5,302,15,0,320,18,0,0,37,59,0,4,6,64,4,0,75,3544,632,102,71,4353,57,26,87,4441,278,14,4731,43,15,0,0,53,15,9,19,77,14,0,90,54,26,0,16,97,12,5,13,101,0,0,109,94,38,3,16,149,22,7,33,179,23,0,202,3639,668,110,82,4504,83,36,119,4627,293,12,4930,910,226,43,43,1226,69,23,95,1322,343,4,1668,4,3,0,3,18,0,0,0,18,3,21,38,4560,901,153,132,5752,155,59,213,5964,642,38,6637
UCL311002,27,0,0,5,28,12,0,36,1445,286,55,19,1806,24,27,47,1850,182,9,2040,1643,449,67,27,2190,46,19,63,2253,154,3,2409,162,38,37,0,236,0,0,0,236,20,0,254,14,3,0,38,56,4,0,9,61,9,7,77,3266,774,154,88,4283,63,51,114,4400,364,22,4781,34,0,0,0,40,21,0,21,57,15,0,71,57,9,14,0,76,11,9,16,90,10,0,97,93,8,14,0,109,32,9,35,145,26,0,166,3358,781,168,88,4395,99,53,149,4548,388,22,4952,761,192,36,46,1036,47,12,59,1101,415,0,1516,5,0,0,10,13,0,0,0,16,0,12,29,4123,974,207,143,5446,150,62,210,5658,806,39,6500
UCL311003,69,0,0,0,69,6,0,73,3178,278,70,25,3548,47,0,50,3597,97,0,3698,4337,329,86,53,4809,48,12,64,4876,120,5,5004,428,22,86,0,536,5,0,5,537,11,0,550,33,6,0,60,94,0,0,0,99,6,10,116,7973,638,246,139,8994,101,14,113,9111,239,18,9362,44,5,0,0,50,7,0,7,60,5,0,66,113,16,5,7,143,3,0,11,151,3,0,153,163,22,5,7,196,19,0,18,211,12,0,224,8131,659,249,143,9185,114,18,130,9317,249,18,9586,1644,154,73,82,1952,30,18,56,2003,183,5,2193,12,3,0,16,29,0,0,0,29,0,25,54,9787,815,326,239,11164,150,35,186,11352,434,50,11839
UCL311004,76,0,0,0,74,14,0,87,2656,271,81,18,3022,17,6,20,3043,119,6,3165,2767,284,102,17,3172,38,12,48,3221,114,11,3342,365,41,63,4,472,3,0,3,471,5,0,477,39,0,0,47,85,5,0,5,93,5,14,114,5837,591,240,86,6751,64,14,75,6829,247,30,7102,38,4,0,0,43,12,5,14,59,5,0,62,73,19,6,5,104,6,5,12,110,4,0,114,112,21,6,5,147,18,5,24,166,13,0,176,5942,612,246,93,6900,76,20,98,6995,257,30,7279,1086,213,47,39,1381,49,3,54,1436,222,4,1665,8,0,0,9,17,0,0,0,17,0,26,43,7042,824,295,143,8303,126,23,150,8451,482,54,8984
UCL312001,20,0,0,0,20,10,0,25,309,45,10,0,364,16,3,18,379,32,0,411,393,80,13,8,488,18,3,21,513,61,4,576,71,15,21,6,108,0,0,0,108,10,0,122,6,0,4,5,16,0,0,0,16,3,0,15,780,135,43,20,975,29,4,41,1013,109,4,1124,5,3,4,0,10,0,0,0,8,0,0,15,15,0,0,0,16,0,0,0,16,0,0,16,23,3,3,0,32,0,0,0,35,0,0,30,806,138,41,20,1006,34,4,40,1044,107,4,1155,169,24,12,0,207,14,0,11,222,89,4,315,0,0,0,0,0,0,0,0,0,0,6,6,974,167,56,19,1213,44,7,54,1262,195,17,1476
UCL312002,23,0,0,0,24,0,0,26,1324,80,51,10,1466,22,0,29,1495,42,0,1533,1769,152,52,16,1983,35,7,38,2024,58,0,2081,198,13,31,7,252,0,0,0,253,10,0,264,4,4,0,21,32,0,0,0,32,3,0,31,3297,250,131,50,3730,61,11,63,3797,108,0,3911,45,4,0,3,52,13,0,13,71,5,0,69,78,13,4,0,98,0,0,0,104,6,0,108,125,18,3,3,153,17,0,17,169,8,0,177,3425,267,139,56,3883,73,11,84,3971,122,0,4091,1076,154,52,21,1307,47,23,68,1369,180,7,1555,10,0,0,10,19,3,0,3,26,0,12,38,4511,420,187,87,5211,119,32,154,5359,298,22,5681
UCL312003,10,0,0,0,12,4,0,15,418,82,8,3,515,6,5,14,528,44,0,575,575,119,27,6,729,14,3,19,748,78,0,828,53,3,21,4,81,0,0,0,84,6,0,88,10,6,0,12,25,0,0,0,25,11,0,35,1058,207,63,24,1349,20,11,35,1389,139,0,1525,14,0,0,0,20,14,0,14,36,3,0,40,9,18,0,4,27,0,0,0,27,0,0,25,24,21,0,4,49,14,0,14,59,3,0,63,1078,224,67,28,1397,39,11,52,1451,149,0,1594,318,74,6,13,407,35,8,41,450,242,3,692,0,0,0,0,0,0,0,0,0,0,12,11,1401,296,67,43,1804,75,18,92,1900,384,13,2301
UCL312004,26,0,0,0,26,4,0,25,518,138,23,4,682,3,4,4,690,59,0,756,977,181,51,9,1223,4,5,13,1232,69,0,1296,173,39,25,3,234,0,3,3,241,9,0,247,8,0,0,15,30,0,0,0,24,0,5,32,1677,361,98,24,2166,11,14,26,2190,135,10,2337,3,7,0,0,8,5,0,5,11,3,0,12,31,11,0,0,48,0,0,0,51,0,0,49,39,16,0,0,55,5,0,5,62,3,0,68,1719,374,98,29,2221,14,14,28,2250,143,10,2401,481,90,42,11,625,21,0,21,645,89,0,739,10,0,0,10,21,0,0,0,21,0,0,27,2214,469,141,43,2864,34,14,51,2916,234,15,3158
UCL313001,0,0,0,0,0,0,0,0,339,42,10,0,393,3,0,3,397,16,0,415,423,49,18,5,499,0,4,4,496,24,4,522,33,5,7,0,46,0,0,0,46,0,0,46,3,4,0,4,9,0,0,0,9,0,6,15,799,97,38,8,946,3,3,8,956,43,9,1002,7,3,0,0,13,0,0,0,13,0,0,16,20,3,0,0,28,0,0,0,28,0,0,28,35,7,0,0,35,0,0,0,35,5,0,44,832,108,38,8,984,3,3,8,994,46,9,1044,135,21,7,3,173,5,5,9,179,24,0,204,0,0,0,0,0,0,0,0,0,0,6,5,971,123,41,14,1157,10,4,19,1176,71,9,1251
UCL313002,15,0,0,0,15,4,0,23,516,75,8,4,602,7,0,12,613,32,0,643,528,83,10,3,630,4,4,4,639,45,0,679,67,10,5,0,81,0,0,0,81,3,0,83,12,0,0,5,21,0,0,0,21,0,3,20,1121,170,24,15,1334,10,6,11,1349,79,3,1431,6,0,0,0,10,0,0,0,10,0,0,10,15,0,0,0,16,0,0,0,16,0,0,15,22,0,0,0,27,0,0,0,27,0,0,24,1147,171,24,18,1359,10,6,11,1373,83,3,1460,198,22,3,4,226,19,3,21,248,54,3,312,0,3,0,3,12,0,0,0,12,0,0,12,1345,195,36,23,1598,31,5,37,1633,140,6,1782
UCL313003,7,0,0,0,7,0,0,7,490,31,17,0,537,0,7,7,537,34,0,571,672,67,16,7,756,6,0,6,761,32,0,789,74,6,8,0,87,0,0,0,87,3,0,92,0,0,0,6,5,0,0,0,5,0,0,10,1236,102,38,18,1387,6,7,11,1393,73,0,1466,5,0,0,0,5,0,0,0,10,3,0,12,19,5,0,0,20,6,4,7,35,0,0,34,27,5,0,0,33,4,4,11,43,8,0,48,1261,109,38,18,1421,10,12,19,1439,72,0,1513,322,48,23,6,393,10,0,10,406,70,5,478,6,0,0,4,6,0,0,0,6,0,0,6,1589,152,66,21,1817,24,12,31,1851,147,5,2000
UCL313004,5,0,0,0,3,0,0,3,752,40,11,13,816,10,4,12,822,34,0,858,1066,76,14,15,1175,3,7,13,1185,27,0,1214,90,6,13,0,107,0,0,0,107,0,0,107,10,3,0,14,27,0,0,0,27,0,3,31,1916,120,41,46,2125,11,11,21,2144,64,3,2211,15,0,0,0,17,6,0,6,15,0,0,15,18,3,0,0,23,0,0,0,23,0,0,23,31,0,0,0,33,6,0,6,37,0,0,37,1953,127,41,46,2158,15,11,21,2187,64,3,2245,485,31,11,7,538,16,0,15,554,21,4,576,4,0,0,7,14,0,0,0,14,0,9,20,2440,159,47,60,2706,28,7,41,2742,85,14,2839
UCL313005,4,0,0,0,4,0,0,4,451,55,16,10,532,13,0,14,543,25,0,569,601,34,14,5,660,21,0,21,682,37,0,720,59,11,12,0,80,5,0,5,86,5,0,91,8,0,0,16,20,0,0,0,27,0,3,32,1122,100,42,35,1300,34,0,38,1338,61,7,1404,11,0,0,0,11,3,0,3,8,11,0,20,18,0,0,0,23,0,0,0,21,0,0,25,24,0,0,0,31,0,0,0,34,7,0,44,1151,105,42,35,1330,39,0,39,1370,71,7,1447,332,58,25,26,440,4,3,4,445,52,4,500,0,0,0,0,0,0,0,0,0,0,10,10,1477,164,69,54,1769,42,7,44,1818,120,24,1959
UCL313006,13,0,0,0,13,0,0,14,419,86,8,5,509,7,6,12,523,51,0,573,623,134,31,9,797,4,11,15,811,54,0,863,55,13,15,0,86,0,0,0,85,9,0,100,11,0,0,11,25,0,0,0,25,10,0,34,1108,234,53,22,1417,15,11,31,1447,129,0,1574,13,0,0,0,13,3,0,3,15,0,0,14,29,3,0,0,32,0,8,7,40,3,0,40,41,3,0,3,41,6,8,13,58,4,0,62,1148,235,53,27,1459,22,15,41,1501,132,0,1634,460,92,12,15,577,18,11,25,601,188,0,792,0,0,0,5,5,0,0,0,5,0,9,12,1607,325,64,42,2039,36,29,68,2107,321,8,2440
UCL313007,15,0,0,0,15,3,0,23,668,57,9,0,734,0,4,9,737,25,0,759,857,85,12,3,956,4,0,5,964,19,0,982,86,8,15,0,111,0,0,0,116,0,0,113,4,7,4,0,8,0,0,0,8,0,0,8,1619,153,40,3,1820,9,3,13,1828,46,0,1878,12,0,0,0,12,3,0,3,19,4,0,18,18,0,0,0,18,0,0,0,18,0,0,19,33,0,0,0,33,3,0,3,34,7,0,44,1651,153,40,3,1855,12,3,16,1868,53,0,1914,260,12,0,5,276,0,9,9,281,20,0,294,0,0,0,0,0,0,0,0,0,0,0,0,1904,169,40,11,2130,12,7,23,2150,65,0,2214
UCL313008,5,0,0,0,5,0,0,5,329,20,7,0,356,4,0,4,364,39,0,402,409,66,22,3,499,13,6,23,522,19,4,540,40,8,14,0,56,0,0,0,56,0,0,56,4,0,0,6,12,0,0,0,12,6,0,17,789,90,37,8,926,22,6,30,953,52,4,1010,4,9,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,15,9,0,0,18,0,0,0,18,0,0,18,799,95,37,8,947,22,6,30,971,52,4,1032,248,29,27,11,311,11,7,20,330,54,0,388,0,0,0,0,0,0,0,0,0,0,3,6,1055,129,63,16,1260,30,11,40,1306,110,10,1421
UCL313009,5,0,0,0,5,0,0,6,1059,53,23,3,1134,6,0,6,1141,37,3,1186,797,29,13,4,844,7,0,9,848,26,0,883,114,8,23,0,144,3,0,3,151,0,0,148,12,3,0,36,50,4,0,4,50,0,0,50,1979,93,57,39,2171,19,0,21,2191,68,6,2264,7,0,0,0,7,0,0,0,9,0,0,9,16,0,0,0,16,0,0,0,18,4,4,21,26,0,0,0,26,0,0,7,26,4,4,35,2006,93,57,39,2198,21,5,23,2223,67,9,2299,528,54,13,21,617,26,0,28,640,79,0,722,7,0,0,0,7,0,0,0,7,0,15,21,2541,146,71,56,2816,45,7,51,2866,144,25,3037
UCL313010,3,0,0,0,3,0,0,3,359,22,3,0,391,6,8,7,397,32,0,428,566,76,13,0,657,4,0,4,661,51,0,715,56,20,9,0,89,0,0,0,92,0,0,92,6,0,0,10,13,0,0,0,13,0,3,14,991,119,31,9,1147,14,8,15,1165,82,0,1249,13,0,0,0,13,0,0,0,16,4,0,18,16,0,0,3,20,0,0,0,20,0,0,20,28,0,0,3,33,0,0,0,36,4,0,39,1020,119,31,11,1179,14,8,16,1201,82,0,1290,297,74,27,0,401,9,10,25,426,86,0,513,3,5,0,0,12,0,0,0,12,0,4,18,1322,196,58,20,1598,27,14,41,1640,164,12,1817
UCL313011,8,0,0,0,8,4,0,11,456,69,13,7,542,10,0,16,557,30,0,590,421,80,3,0,513,5,0,5,521,40,0,555,113,19,31,0,169,0,0,0,169,0,0,169,4,0,0,3,12,0,0,0,12,0,11,25,1001,170,48,17,1240,12,4,21,1258,73,11,1338,15,0,0,4,16,8,0,8,27,4,0,28,42,7,4,4,49,0,0,0,49,0,0,50,55,7,4,5,70,8,0,8,78,4,0,84,1053,177,49,23,1306,22,4,28,1336,76,11,1423,522,100,31,14,673,36,0,37,714,88,4,811,0,0,0,0,0,0,0,0,0,3,20,28,1574,282,85,41,1983,61,7,68,2048,168,45,2257
UCL313012,20,0,0,0,20,0,0,23,734,51,18,10,814,10,0,10,820,27,3,853,834,108,33,14,994,3,3,3,993,25,0,1022,135,9,19,0,164,0,0,0,164,5,0,172,10,0,0,16,25,0,0,0,24,6,0,27,1714,168,73,36,1991,13,3,16,2009,59,3,2071,10,4,0,0,10,0,0,0,10,0,0,10,47,0,0,0,47,0,0,0,47,0,0,42,51,4,0,0,52,0,0,0,52,0,0,55,1764,166,73,36,2047,13,3,16,2062,59,3,2126,272,25,24,3,331,10,4,17,341,42,0,384,11,0,0,4,13,0,0,0,13,0,3,14,2051,192,91,45,2385,28,4,30,2418,97,11,2521
UCL314001,0,0,0,0,0,0,0,0,168,16,8,0,195,10,0,10,199,8,0,212,272,52,7,0,328,4,3,7,332,3,0,338,20,8,5,0,33,0,0,0,33,5,0,39,5,3,0,7,15,0,0,0,15,0,0,15,470,79,17,10,574,12,3,13,584,20,0,605,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,14,0,0,0,14,0,0,14,14,0,0,0,19,0,0,0,19,0,0,19,482,80,17,11,592,12,3,13,607,20,0,622,116,25,14,0,155,5,0,8,167,34,0,195,0,0,0,0,0,0,0,0,0,0,4,4,597,101,31,16,746,11,5,19,770,52,4,824
