UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL222092,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,38,18,13,26,31,15,9,3,0,153,..,0,11,40,34,24,23,9,0,139,..,0,4,7,9,6,0,0,0,30,..,0,0,4,0,0,0,0,0,7,86,..,..,..,..,..,..,..,..,86,..,10,..,..,..,..,..,..,..,10,..,13,5,0,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,0,..,0,4,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,4,89,28,28,51,51,36,26,5,0,330
UCL222093,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,16,16,9,0,41,0,0,0,0,0,0,0,0,0,4,30,19,10,16,19,38,40,19,3,189,..,0,6,6,20,20,37,27,0,125,..,5,8,7,3,3,0,0,0,30,..,0,0,8,12,3,0,0,0,28,53,..,..,..,..,..,..,..,..,53,..,6,..,..,..,..,..,..,..,6,..,16,3,3,0,4,0,0,0,19,..,0,0,0,0,0,6,0,0,7,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,6,3,6,6,25,33,10,8,91,4,0,0,0,3,0,0,0,0,7,56,36,26,32,38,60,80,43,12,377
UCL222094,..,0,0,0,0,3,0,0,0,4,..,0,0,0,3,5,3,0,0,19,0,0,0,0,0,0,0,0,0,6,29,14,20,10,13,38,24,14,0,152,..,0,8,6,7,31,37,16,0,108,..,8,16,5,5,7,0,0,0,35,..,0,6,3,8,6,4,0,0,20,56,..,..,..,..,..,..,..,..,56,..,4,..,..,..,..,..,..,..,4,..,11,4,7,0,4,0,0,0,27,..,0,0,0,0,7,0,3,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,11,..,0,0,0,9,15,6,9,5,45,3,0,0,0,0,0,0,0,0,7,59,25,33,21,34,69,55,22,5,313
UCL222095,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,15,7,9,8,14,8,13,4,0,85,..,0,7,10,13,14,20,8,0,67,..,0,13,3,4,0,0,0,0,19,..,0,0,0,6,0,0,0,0,8,32,..,..,..,..,..,..,..,..,32,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,3,0,0,21,0,0,4,0,0,0,0,0,0,5,32,20,28,16,20,23,27,10,0,172
UCL222096,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,10,4,0,17,0,0,0,0,0,0,0,0,0,7,50,24,24,32,30,26,21,8,3,216,..,0,3,44,37,28,25,3,0,149,..,0,17,12,16,4,4,0,0,56,..,0,0,0,4,4,0,3,0,13,93,..,..,..,..,..,..,..,..,93,..,18,..,..,..,..,..,..,..,18,..,10,10,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,5,9,11,15,0,0,36,0,0,3,0,0,0,0,0,0,3,93,32,42,61,65,43,46,10,3,390
UCL222097,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,0,7,11,0,0,0,0,0,0,0,0,0,0,34,27,17,17,19,25,5,3,6,163,..,0,11,22,30,35,10,10,4,116,..,5,11,7,4,6,0,0,0,30,..,0,5,0,5,0,0,0,0,10,65,..,..,..,..,..,..,..,..,65,..,20,..,..,..,..,..,..,..,20,..,18,10,3,0,0,0,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,6,7,5,0,7,18,0,0,0,0,0,0,0,0,0,0,65,47,38,27,45,45,18,10,7,306
UCL222098,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,4,4,4,5,14,0,0,0,0,0,4,0,0,0,4,35,16,8,28,24,28,18,12,0,171,..,0,9,30,29,29,30,7,0,138,..,0,8,11,13,13,0,3,0,40,..,0,0,3,5,0,0,0,0,11,74,..,..,..,..,..,..,..,..,74,..,13,..,..,..,..,..,..,..,13,..,10,6,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,6,3,3,0,23,0,0,0,0,0,0,3,0,0,9,74,27,25,53,49,52,37,17,8,335
UCL222099,..,0,0,0,0,5,0,0,0,4,..,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,18,10,23,9,6,24,9,7,0,108,..,0,7,10,7,30,11,7,0,67,..,0,12,3,0,0,0,0,0,29,..,0,0,3,5,0,0,4,0,11,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,10,4,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,5,..,0,0,3,3,0,6,5,0,18,0,0,0,0,0,0,0,0,0,5,50,14,36,23,23,40,17,12,0,202
UCL222100,..,0,0,0,0,0,0,0,0,6,..,0,0,0,5,0,3,5,3,17,0,0,0,0,0,0,0,0,0,0,8,6,8,7,15,16,22,18,3,100,..,0,3,3,8,19,28,8,0,73,..,4,0,0,0,4,3,0,0,17,..,0,0,0,4,4,0,9,0,18,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,5,5,4,4,0,0,0,0,15,..,0,0,0,0,0,0,5,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,4,0,10,..,0,0,0,13,15,11,10,3,52,0,0,0,0,0,0,0,0,0,5,14,17,9,10,31,46,42,37,5,212
UCL222101,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,0,0,17,0,0,0,0,0,0,0,0,0,4,30,11,16,14,20,19,18,8,0,130,..,0,6,24,13,28,19,11,0,96,..,5,5,3,8,0,0,0,0,25,..,0,3,3,9,0,0,0,0,13,62,..,..,..,..,..,..,..,..,62,..,10,..,..,..,..,..,..,..,10,..,7,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,12,4,0,27,6,0,0,0,0,0,0,0,0,11,63,23,19,28,26,33,29,15,3,254
UCL222102,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,9,4,0,0,28,0,0,0,0,0,0,0,0,0,3,37,18,20,22,22,39,21,9,0,195,..,0,8,24,27,40,26,13,0,143,..,5,14,12,5,11,0,0,0,40,..,0,0,3,5,5,0,0,0,14,71,..,..,..,..,..,..,..,..,71,..,12,..,..,..,..,..,..,..,12,..,13,3,0,0,0,0,0,0,14,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,4,0,0,4,7,0,0,0,16,..,0,4,8,5,16,13,6,4,54,0,3,0,0,0,0,3,0,0,10,71,36,39,48,44,70,44,19,0,375
UCL222103,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,29,8,5,14,18,10,10,15,0,97,..,0,3,23,28,24,9,19,0,106,..,0,0,0,4,0,0,0,0,6,..,0,0,0,3,0,0,0,0,3,45,..,..,..,..,..,..,..,..,45,..,18,..,..,..,..,..,..,..,18,..,13,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,4,0,3,0,6,0,0,0,0,0,0,0,6,45,32,6,18,38,24,12,22,0,204
UCL222104,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,5,3,3,0,8,0,0,0,0,0,0,0,0,0,0,22,12,18,16,15,17,23,10,3,133,..,0,5,16,12,20,34,8,4,105,..,4,7,6,0,4,8,3,0,27,..,0,0,5,3,0,3,0,0,17,53,..,..,..,..,..,..,..,..,53,..,10,..,..,..,..,..,..,..,10,..,14,9,0,0,0,0,0,0,30,..,0,0,0,5,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,6,0,3,0,0,0,6,..,0,3,3,3,7,4,7,3,31,0,3,0,0,0,0,0,0,0,5,53,31,34,35,26,41,47,18,7,281
UCL222105,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,4,6,0,0,10,0,0,0,0,0,0,0,0,0,0,12,12,15,10,16,18,13,4,0,101,..,0,8,9,17,15,14,7,0,74,..,3,9,4,3,4,0,0,0,26,..,0,0,0,0,0,0,0,0,8,26,..,..,..,..,..,..,..,..,26,..,8,..,..,..,..,..,..,..,8,..,11,3,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,3,6,0,0,8,..,5,0,0,3,9,11,0,0,29,0,0,0,0,0,0,0,0,0,3,26,21,24,20,27,39,22,16,4,202
UCL231001,..,242,495,208,451,690,545,192,22,2847,..,274,604,665,1431,3139,3572,2388,1014,13101,340,620,417,235,326,500,410,136,51,3033,32513,19125,16709,21446,28851,32265,24694,10213,2530,188345,..,370,10736,25912,36545,43373,36366,14410,1994,169718,..,2167,8741,7366,8521,7228,3565,817,58,38459,..,205,1131,2155,3223,2191,1151,841,562,11458,66431,..,..,..,..,..,..,..,..,66431,..,18997,..,..,..,..,..,..,..,18997,..,14418,6845,2263,1668,862,152,7,0,26221,..,1042,598,301,563,1168,1310,997,611,6590,..,989,993,402,443,408,273,96,23,3628,..,577,1155,589,959,1372,1186,437,57,6341,..,645,1746,2112,4120,7776,8412,4780,1676,31271,694,1292,1042,629,816,1081,899,329,95,6874,67115,40706,32989,41732,56866,65463,53316,22711,5083,385982
UCL279997,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,155,184,266,138,122,139,54,18,6,1091,155,184,266,138,122,139,54,18,6,1091,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,317,352,576,397,348,277,167,41,6,2477,317,352,576,397,348,277,167,41,6,2477
UCL301001,..,14285,14314,3372,2979,3380,2211,810,164,41510,..,4917,13513,10667,12788,19135,22746,18283,8956,111005,2191,4322,3246,1605,1458,1716,1436,680,329,16985,205212,141247,167885,162357,145562,118156,91086,49213,16740,1097468,..,4394,99859,185362,167774,136190,104327,50238,9226,757364,..,27782,85005,44785,29908,17214,7171,1977,236,214082,..,2824,14124,25897,29992,15489,7245,4548,2815,102928,417735,..,..,..,..,..,..,..,..,417735,..,113032,..,..,..,..,..,..,..,113032,..,66732,36026,12057,7877,3913,764,39,0,127410,..,14322,11430,4317,4545,7758,8200,5257,2593,58433,..,10328,11691,3988,2762,1928,978,313,69,32067,..,28544,33633,9121,7202,7259,4718,1685,347,92512,..,9306,28333,24953,27760,34118,35439,25739,12087,197735,4549,7917,6830,3872,3190,3031,2468,1099,449,33418,422288,285186,326938,314360,281008,226898,171299,90896,27839,2146717
UCL302001,..,3579,4349,1131,998,1382,977,423,84,12916,..,995,2673,2331,3103,5688,7403,5810,2661,30671,499,1072,818,404,439,570,524,241,111,4668,49150,34372,40678,40401,39659,34588,29561,16522,5294,290231,..,856,21097,42541,43016,37277,32922,17663,3122,198490,..,6296,22571,13143,9313,5919,3129,1065,173,61607,..,493,3212,7070,8822,4413,2019,1339,945,28306,100051,..,..,..,..,..,..,..,..,100051,..,26837,..,..,..,..,..,..,..,26837,..,18033,8789,2984,2147,1315,318,12,0,33603,..,2849,2345,1018,1115,1942,2294,1546,861,13961,..,2793,3425,1202,909,678,398,139,32,9585,..,6502,9214,2737,2386,2842,2132,958,188,26964,..,1901,5476,5430,6962,9843,11333,8337,3718,53003,987,1855,1704,983,958,1073,898,413,157,9030,101037,68414,77824,77107,75630,65301,55456,31464,9194,561426
UCL302002,..,1449,1583,376,446,692,461,190,42,5247,..,317,861,865,1517,3152,4198,3914,1858,16690,267,493,350,181,259,400,361,151,44,2504,22043,14234,15109,17408,18904,18682,17271,10391,3390,137426,..,359,8440,18932,20979,20252,20667,11565,2418,103616,..,2237,7891,5277,4321,3389,1956,674,104,25839,..,179,1214,3002,3915,1896,775,574,429,11979,45030,..,..,..,..,..,..,..,..,45030,..,11776,..,..,..,..,..,..,..,11776,..,7756,3199,1131,841,574,145,5,0,13645,..,988,707,302,374,669,805,553,340,4733,..,1147,1357,456,369,301,146,43,10,3831,..,2447,3238,914,945,1291,942,406,76,10265,..,590,1760,1985,3025,5135,6271,5373,2552,26686,486,854,706,426,512,699,640,257,70,4650,45517,28326,28505,32426,35279,34208,32338,19443,5998,262039
UCL303001,..,527,717,303,314,367,244,59,16,2549,..,318,782,722,1167,1771,1792,1149,434,8132,262,362,222,148,172,208,162,57,16,1614,13156,7754,9233,10160,10377,8744,6450,2971,855,69707,..,204,4446,9187,10002,8780,6829,2971,507,42925,..,1627,5270,3523,2847,1845,778,190,24,16099,..,217,1154,2157,2288,1087,527,270,138,7841,26341,..,..,..,..,..,..,..,..,26341,..,5798,..,..,..,..,..,..,..,5798,..,4204,1687,646,429,217,46,0,0,7232,..,851,556,240,320,532,535,339,155,3520,..,520,589,243,231,147,84,26,7,1858,..,950,1533,688,725,795,572,175,27,5454,..,590,1604,1720,2423,3339,3154,1804,644,15280,506,637,469,333,358,363,289,85,31,3066,26849,15592,17315,18746,19627,17101,12810,5855,1526,135416
UCL303002,..,579,411,125,131,168,114,36,9,1574,..,342,778,524,769,1378,1753,1612,933,8092,158,247,159,93,109,126,128,66,29,1108,9459,6520,7229,6340,6197,5953,5565,3679,1412,52357,..,405,4813,6667,6296,6112,5934,3588,729,34541,..,1682,3081,1369,1026,718,318,109,11,8312,..,223,908,1430,1442,657,348,268,163,5448,18934,..,..,..,..,..,..,..,..,18934,..,4245,..,..,..,..,..,..,..,4245,..,3014,1281,470,381,230,37,0,0,5416,..,690,448,171,175,310,328,165,88,2374,..,465,318,127,91,51,25,12,4,1090,..,1121,1050,329,313,357,218,82,16,3478,..,664,1592,1202,1559,2320,2586,2167,1190,13272,295,445,338,201,202,226,219,96,48,2068,19226,12960,13825,11962,11485,10975,10004,6485,2248,99173
UCL303003,..,1239,743,191,256,279,171,63,13,2956,..,572,1054,760,1066,1729,1748,1375,601,8915,213,367,245,136,187,195,160,88,22,1617,15116,11092,11547,10826,10449,9183,6698,3578,1094,79580,..,377,6436,10497,10625,9726,7516,3463,521,49158,..,3290,6742,3358,2431,1563,650,191,16,18236,..,328,1480,2415,2349,1057,504,336,196,8661,30863,..,..,..,..,..,..,..,..,30863,..,6947,..,..,..,..,..,..,..,6947,..,4827,2023,812,524,303,53,4,0,8545,..,1187,587,277,343,558,520,303,174,3950,..,717,585,213,186,133,54,20,3,1913,..,2306,1852,522,551,607,360,143,26,6358,..,1195,2363,1813,2382,3262,2982,2008,793,16803,469,671,503,314,359,342,276,128,35,3091,31332,21839,22577,20220,19754,17545,12914,6589,1767,154528
UCL311001,..,154,180,47,87,114,85,42,10,727,..,114,190,174,327,660,811,931,481,3685,82,105,75,26,46,75,59,36,17,519,4250,2833,2975,2754,2932,3144,3081,2275,805,25048,..,157,1721,2549,2648,3078,3344,2254,462,16212,..,766,1356,727,693,439,295,119,28,4423,..,124,538,771,718,368,206,166,99,2990,8627,..,..,..,..,..,..,..,..,8627,..,1709,..,..,..,..,..,..,..,1709,..,1694,647,296,242,167,21,0,0,3064,..,269,194,82,136,198,173,157,81,1299,..,277,217,86,69,52,24,7,0,739,..,312,408,139,205,237,188,93,11,1607,..,225,468,427,650,1226,1360,1334,662,6361,154,199,155,84,98,120,106,65,20,997,8778,5741,5706,5165,5469,5875,5732,4195,1379,48024
UCL311002,..,112,121,66,134,180,172,83,14,883,..,59,148,124,319,732,1115,983,404,3890,51,77,45,46,61,95,98,42,20,540,4156,2420,2424,2835,3345,4212,4858,2920,772,27939,..,87,1330,2565,3107,4254,5707,3352,571,20975,..,480,1152,818,729,769,561,236,41,4788,..,84,483,749,743,364,234,199,113,2958,8349,..,..,..,..,..,..,..,..,8349,..,1760,..,..,..,..,..,..,..,1760,..,1513,610,322,311,188,28,0,0,2974,..,254,120,52,102,224,261,179,81,1276,..,202,155,90,91,88,51,12,4,681,..,205,263,131,236,341,354,167,28,1730,..,121,286,313,618,1213,1812,1487,555,6404,102,144,111,91,129,164,175,89,33,1038,8451,4850,4520,5130,6066,7603,9175,5725,1420,52938
UCL311003,..,236,272,93,116,115,69,30,4,937,..,186,346,281,425,779,776,745,380,3923,77,179,118,59,77,116,65,40,17,739,7339,4327,5056,5074,4813,4471,3132,1784,627,36635,..,161,3060,5222,5149,5054,3710,1643,340,24338,..,1240,2857,1515,1136,793,278,90,9,7920,..,149,665,1022,945,427,211,136,99,3658,14909,..,..,..,..,..,..,..,..,14909,..,2832,..,..,..,..,..,..,..,2832,..,2505,821,374,247,133,24,0,0,4109,..,439,246,111,162,243,222,172,57,1652,..,289,240,116,76,54,27,6,0,815,..,499,633,254,280,255,140,59,13,2134,..,398,881,828,1040,1560,1389,1075,507,7686,179,330,237,148,149,179,130,63,22,1437,15085,8839,9643,9586,9192,8710,6134,3246,1052,71489
UCL311004,..,221,172,74,79,102,55,18,5,733,..,196,347,231,364,677,717,744,367,3654,100,138,88,50,56,74,50,36,18,600,5584,3626,4082,3707,3591,3486,2599,1753,643,29065,..,164,2607,3844,3552,3673,2959,1550,323,18672,..,972,1940,965,721,516,181,66,16,5368,..,136,633,866,837,416,200,160,117,3359,11313,..,..,..,..,..,..,..,..,11313,..,2284,..,..,..,..,..,..,..,2284,..,1977,773,327,269,138,27,4,0,3508,..,456,220,88,147,230,202,126,66,1532,..,277,212,83,75,52,11,9,9,729,..,459,503,234,214,207,117,40,10,1775,..,359,820,605,834,1292,1289,1037,515,6759,220,276,215,110,133,127,97,71,21,1273,11535,7348,7927,7120,6780,6635,5081,3061,1075,56565
UCL312001,..,8,13,4,32,75,83,49,5,270,..,6,24,36,106,321,577,560,251,1879,16,26,10,11,17,38,42,12,7,170,920,546,440,686,1056,1916,2553,1599,440,10145,..,16,211,566,1004,2016,3132,1861,299,9103,..,69,209,223,271,300,331,136,8,1568,..,11,78,179,206,143,74,84,52,826,1745,..,..,..,..,..,..,..,..,1745,..,504,..,..,..,..,..,..,..,504,..,415,214,130,90,82,17,0,0,946,..,55,15,13,37,70,82,51,35,358,..,57,34,18,32,18,23,0,7,189,..,14,30,27,54,126,166,86,14,519,..,20,51,85,224,553,963,834,371,3094,30,49,31,36,43,66,85,18,10,358,1778,1205,870,1278,1962,3375,4877,3080,784,19204
UCL312002,..,153,72,35,61,56,30,18,0,418,..,124,213,138,230,330,309,226,79,1655,48,73,38,32,50,47,23,21,0,321,3513,2069,2331,2229,2161,1819,1140,590,158,16006,..,81,1424,2279,2267,2096,1344,554,96,10140,..,623,1248,699,524,340,98,28,3,3559,..,100,386,518,450,185,76,53,34,1808,7029,..,..,..,..,..,..,..,..,7029,..,1316,..,..,..,..,..,..,..,1316,..,1014,337,125,71,60,3,0,0,1618,..,185,109,43,74,103,82,46,17,661,..,100,84,44,26,16,11,0,0,290,..,306,236,85,117,112,74,29,3,980,..,255,559,431,609,789,615,344,127,3736,108,129,113,70,89,78,41,23,6,670,7136,4113,4502,4304,4238,3785,2357,1086,293,31808
UCL312003,..,38,26,20,53,69,50,22,4,287,..,31,49,69,152,325,443,390,209,1677,29,24,26,22,29,48,33,11,4,229,1591,1054,929,1034,1244,1570,1675,985,340,10423,..,64,488,807,1040,1451,1839,1006,180,6871,..,260,418,311,262,267,196,54,10,1782,..,71,229,310,336,168,119,95,46,1384,3174,..,..,..,..,..,..,..,..,3174,..,670,..,..,..,..,..,..,..,670,..,748,315,144,142,78,6,0,0,1441,..,109,54,19,61,99,84,52,31,506,..,103,56,39,37,31,10,4,0,290,..,80,71,58,110,152,128,54,11,670,..,76,173,186,330,646,754,595,283,3035,56,66,55,53,53,73,59,22,9,446,3228,2244,1862,1934,2371,2966,3202,1880,564,20263
UCL312004,..,52,47,28,29,54,34,15,0,262,..,12,53,72,172,291,322,271,146,1340,24,47,24,14,10,26,22,8,5,178,1816,1130,1265,1306,1364,1308,1018,714,252,10166,..,81,886,1325,1199,1137,1019,658,174,6470,..,237,719,408,326,247,93,45,5,2075,..,23,145,296,358,187,85,62,26,1179,3675,..,..,..,..,..,..,..,..,3675,..,793,..,..,..,..,..,..,..,793,..,727,301,112,98,56,11,0,0,1304,..,93,62,38,45,74,81,60,30,477,..,101,70,45,36,28,14,6,3,304,..,95,143,53,86,109,81,33,0,600,..,33,137,196,328,486,485,376,188,2230,37,65,48,35,36,43,37,11,3,319,3715,2261,2506,2496,2512,2360,1892,1250,433,19432
UCL313001,..,73,104,26,22,19,15,5,0,267,..,40,60,50,76,110,95,40,6,481,12,9,26,11,10,4,5,9,0,93,794,500,743,759,618,560,375,121,22,4496,..,5,248,633,525,554,454,138,11,2583,..,166,493,336,227,125,66,20,4,1446,..,8,65,144,120,55,23,11,10,439,1653,..,..,..,..,..,..,..,..,1653,..,261,..,..,..,..,..,..,..,261,..,203,69,34,16,11,0,0,0,331,..,31,36,12,19,31,24,10,4,162,..,51,86,21,22,12,5,3,0,202,..,112,219,76,76,55,32,12,0,595,..,65,152,140,201,254,194,79,6,1092,31,28,37,28,26,19,14,6,0,187,1681,939,1412,1438,1233,1120,809,286,40,8952
UCL313002,..,14,33,8,12,33,26,9,0,139,..,10,31,34,70,136,229,221,85,811,19,9,12,5,9,22,26,8,0,124,961,497,535,702,775,931,1086,649,132,6281,..,15,330,793,939,1074,1409,828,112,5498,..,84,283,166,173,163,126,41,4,1035,..,12,59,130,110,65,35,32,14,456,1939,..,..,..,..,..,..,..,..,1939,..,449,..,..,..,..,..,..,..,449,..,297,131,51,44,23,4,0,0,540,..,37,19,19,16,21,27,31,3,174,..,25,23,8,19,13,8,0,3,100,..,27,55,17,32,56,61,12,0,250,..,17,61,61,128,200,334,306,113,1226,31,31,34,24,24,37,50,26,4,254,1967,996,1000,1261,1473,1651,2048,1274,258,11925
