UCL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL214016,0,3,0,0,0,3,3,7,13,78,98,19,195,11,8,16,214,225,16,451
UCL214017,0,0,0,0,0,0,0,0,0,47,34,5,82,0,4,4,87,42,0,129
UCL214018,0,0,0,0,0,0,6,3,8,50,69,15,133,3,3,12,146,156,4,310
UCL214019,0,3,0,0,0,4,0,4,12,89,104,25,214,8,15,22,240,176,4,423
UCL214020,0,0,0,0,0,0,6,5,10,47,60,9,119,0,0,0,117,116,4,243
UCL214021,0,0,0,0,0,0,0,0,3,97,73,11,187,4,0,5,192,110,0,303
UCL214022,0,3,0,0,0,3,4,7,17,88,117,16,227,14,9,25,255,226,7,495
UCL215001,0,0,0,0,0,0,0,0,0,13,15,4,33,0,0,0,33,11,0,42
UCL215002,0,0,0,0,0,0,3,0,8,27,26,3,48,3,4,8,57,47,4,105
UCL215003,0,0,0,0,0,0,0,0,0,22,21,5,51,0,0,0,48,23,0,77
UCL215004,0,0,0,0,0,0,0,0,0,10,23,6,37,0,0,5,45,15,0,57
UCL215005,0,0,0,0,0,0,0,0,0,7,9,0,18,3,0,4,19,33,0,60
UCL215006,0,0,0,0,0,0,0,0,0,40,30,3,80,0,0,0,83,58,0,137
UCL215007,0,0,0,0,0,0,0,0,0,27,19,0,56,0,3,4,59,19,0,80
UCL215008,0,0,0,0,0,0,0,0,6,26,14,0,40,0,0,0,40,9,0,47
UCL215009,0,0,0,0,0,0,0,3,3,8,13,0,23,0,0,0,25,15,6,38
UCL215010,0,0,0,0,0,0,0,0,0,14,6,5,30,0,0,0,28,9,0,40
UCL215011,0,0,0,0,0,0,0,4,3,11,11,0,23,0,0,0,30,31,4,61
UCL215012,0,0,0,0,0,0,0,4,4,36,49,11,96,0,4,4,98,48,8,150
UCL215013,0,0,0,0,0,0,0,4,0,50,23,4,76,4,4,6,81,42,0,130
UCL215014,0,0,0,0,0,0,0,0,0,17,16,5,31,0,0,0,31,13,4,50
UCL215015,0,0,0,0,0,0,0,0,0,23,27,3,55,0,0,0,55,29,3,87
UCL215016,0,3,0,0,0,3,0,4,5,61,63,10,135,4,0,6,141,96,7,237
UCL215017,0,3,0,0,0,3,0,0,3,23,27,3,54,3,0,3,58,28,0,80
UCL215018,0,0,0,0,0,0,0,0,0,22,40,0,66,0,0,3,68,55,4,121
UCL215019,0,0,0,0,0,0,0,3,3,31,24,3,57,0,0,0,66,11,3,75
UCL215020,0,0,0,0,0,0,0,0,0,14,11,0,24,0,0,0,24,22,4,51
UCL215021,0,0,0,0,0,0,4,0,8,9,0,3,19,0,0,0,14,22,0,46
UCL215022,0,0,0,0,0,0,3,0,4,62,77,12,144,8,10,23,168,147,5,315
UCL215023,0,0,0,0,0,0,0,0,0,12,21,6,39,0,6,6,43,26,0,71
UCL215024,0,0,0,0,0,0,0,0,0,11,16,0,26,0,0,0,27,35,0,66
UCL215025,0,0,0,0,0,0,0,0,0,12,12,0,23,0,0,0,23,28,0,49
UCL215026,0,0,0,0,0,0,0,0,3,11,13,3,29,0,0,0,29,21,0,51
UCL215027,0,0,0,0,0,0,0,0,0,13,14,4,29,0,0,0,31,7,0,37
UCL215028,0,0,0,0,0,0,0,0,0,27,32,5,65,4,0,3,70,50,0,121
UCL215029,0,0,0,0,0,0,3,4,3,34,55,0,92,0,3,8,95,78,3,180
UCL215030,0,0,0,0,0,0,0,0,0,12,11,3,30,0,0,0,28,30,0,60
UCL215031,0,0,0,0,0,0,0,0,0,14,7,0,23,0,0,0,28,23,0,49
UCL215032,0,0,0,0,0,0,3,0,6,39,40,11,84,4,0,3,89,80,3,173
UCL215033,0,0,0,0,0,0,0,0,0,24,13,3,42,0,0,0,44,30,0,76
UCL215034,0,0,0,0,0,0,0,3,4,12,12,9,25,0,3,0,28,20,3,46
UCL215035,0,0,0,0,0,0,0,0,0,11,13,3,27,3,3,3,31,17,0,44
UCL215036,0,0,0,0,0,0,0,0,6,17,23,3,41,0,0,0,41,10,0,49
UCL215037,0,0,0,0,0,0,0,0,6,13,23,0,37,0,0,0,35,33,0,71
UCL215038,0,0,0,0,0,0,0,0,4,7,15,5,24,0,5,4,27,47,0,79
UCL215039,0,0,0,0,0,0,0,0,0,17,21,3,41,0,6,0,43,18,0,68
UCL215040,0,0,0,0,0,0,0,3,3,20,24,4,46,0,0,3,51,21,3,76
UCL215041,0,0,0,0,0,0,7,0,10,29,26,5,61,9,3,8,68,89,0,160
UCL215042,0,0,0,0,0,0,0,0,0,6,11,0,20,0,0,0,21,18,5,43
UCL215043,0,0,0,0,0,0,0,3,0,52,51,4,106,0,3,5,106,44,3,156
UCL215044,0,0,0,0,0,0,0,0,3,18,29,6,52,0,4,5,52,22,0,75
UCL215045,0,0,0,0,0,0,0,0,3,48,68,4,119,3,8,8,127,66,3,195
UCL215046,0,0,0,0,0,0,0,0,0,27,22,0,51,0,0,0,55,30,3,86
UCL215047,0,0,0,0,0,0,0,0,0,23,20,5,43,0,0,3,46,32,0,77
UCL215048,0,0,0,0,0,0,4,0,6,34,23,4,65,3,4,7,76,37,0,114
UCL215049,0,0,0,0,0,0,0,0,0,10,8,6,21,0,0,0,21,11,0,35
UCL215050,0,0,0,0,0,0,0,0,0,18,21,3,43,0,0,0,44,25,0,67
UCL215051,3,6,0,0,0,6,3,0,5,51,68,10,127,0,6,8,139,86,7,223
UCL215052,0,0,0,0,0,0,3,0,3,15,12,4,24,0,0,0,29,24,0,50
UCL215053,0,0,0,0,0,0,0,0,0,38,60,9,108,0,0,0,113,62,0,173
UCL215054,0,6,0,0,0,6,0,0,5,28,26,5,61,8,0,6,64,46,0,111
UCL215055,0,0,0,0,0,0,0,0,0,10,12,0,29,0,0,0,29,17,0,44
UCL215056,0,0,0,0,0,0,0,0,5,26,29,5,62,3,0,3,60,53,0,119
UCL215057,0,0,0,0,0,0,0,0,0,20,30,5,53,0,0,0,53,16,0,71
UCL215058,0,0,0,0,0,0,0,0,0,18,27,0,38,0,0,0,44,12,0,59
UCL215059,0,0,0,0,0,0,0,0,0,22,19,0,41,0,0,0,41,30,0,70
UCL215060,0,0,0,0,0,0,0,0,0,29,41,7,75,0,4,4,78,47,0,130
UCL215061,0,0,0,0,0,0,5,0,3,18,15,3,35,7,0,6,43,38,0,78
UCL215062,0,0,0,0,0,0,0,0,0,26,24,0,48,0,0,0,47,32,5,80
UCL215063,0,0,0,0,0,0,0,0,0,5,9,0,18,0,0,0,19,12,0,32
UCL215064,0,0,0,0,0,0,0,0,4,14,22,3,33,0,0,0,35,26,0,65
UCL215065,0,3,0,0,0,3,5,0,11,45,71,7,122,4,0,4,125,70,0,202
UCL215066,0,0,0,0,0,0,5,3,8,12,32,3,49,0,0,0,52,38,3,91
UCL215067,0,0,0,0,0,0,0,0,0,7,10,0,19,5,0,5,21,12,0,33
UCL215068,0,0,0,0,0,0,0,0,5,27,31,14,71,0,0,4,71,44,5,121
UCL215069,0,0,0,0,0,0,0,0,7,29,26,3,66,5,3,8,72,32,3,109
UCL215070,0,0,0,0,0,0,0,0,8,32,37,4,77,3,4,7,82,81,5,167
UCL215071,0,0,0,0,0,0,0,3,3,40,42,3,87,0,7,7,90,37,3,129
UCL215072,0,0,0,0,0,0,0,0,0,14,15,0,26,0,7,4,31,53,5,88
UCL215073,0,0,0,0,0,0,0,4,4,24,31,11,63,0,0,0,61,54,3,115
UCL215074,0,0,0,0,0,0,0,0,0,49,44,6,96,3,8,5,108,72,0,175
UCL215075,0,0,0,0,0,0,0,0,4,14,18,0,31,0,0,0,32,28,0,59
UCL215076,0,0,0,0,0,0,5,0,5,42,24,0,65,0,3,3,65,44,0,106
UCL215077,0,0,0,0,0,0,0,0,0,12,17,0,25,5,0,4,28,26,0,46
UCL215078,0,0,0,0,0,0,0,0,0,22,31,0,50,0,0,0,50,17,0,67
UCL215079,0,0,0,0,0,0,0,0,0,21,30,0,53,4,7,5,55,40,4,98
UCL215080,0,0,0,0,0,0,0,0,0,19,23,0,48,0,0,3,50,29,0,79
UCL215081,0,0,0,0,0,0,4,3,7,48,37,5,93,0,0,0,90,69,4,167
UCL215082,0,0,0,0,0,0,0,0,0,12,9,3,31,0,4,4,30,12,5,50
UCL215083,0,0,0,0,0,0,0,0,0,16,25,7,53,0,3,6,52,42,3,96
UCL215084,0,0,0,0,0,0,0,3,3,19,17,5,38,0,3,9,46,30,3,73
UCL215085,0,0,0,0,0,0,5,0,5,13,15,0,29,0,0,0,29,11,0,43
UCL215086,0,0,0,0,0,0,0,3,8,58,62,10,124,8,3,12,133,61,5,205
UCL215087,0,0,0,0,0,0,0,0,0,10,12,7,24,0,0,0,24,17,0,46
UCL215088,0,0,0,0,0,0,0,0,0,20,34,7,64,0,0,6,66,43,0,112
UCL215089,0,0,0,0,0,0,0,0,4,18,29,8,58,0,0,0,58,48,3,106
UCL215090,0,0,0,0,0,0,0,0,0,16,22,6,40,0,0,0,40,51,0,87
UCL215091,0,0,0,0,0,0,0,0,0,10,8,0,16,0,0,0,19,8,0,27
UCL215092,0,0,0,0,0,0,0,0,5,81,66,3,153,0,0,4,156,74,4,236
UCL215093,0,0,0,0,0,0,3,0,3,62,62,9,132,5,6,9,135,66,0,200
UCL215094,0,0,0,0,0,0,0,0,0,8,6,3,21,0,0,0,18,18,0,39
UCL215095,0,0,0,0,0,0,0,0,0,11,11,7,28,0,0,0,28,22,0,51
UCL215096,0,0,0,0,0,0,0,0,3,32,32,5,68,4,0,7,75,20,0,98
UCL215097,0,0,0,0,0,0,4,0,11,35,46,12,93,0,6,0,95,58,3,164
UCL215098,0,0,0,0,0,0,0,0,0,11,15,3,36,0,0,5,39,13,0,52
UCL215099,0,0,0,0,0,0,0,0,4,11,27,0,45,4,0,4,46,43,4,93
UCL215100,0,0,0,0,0,0,0,0,0,8,28,5,38,0,0,4,38,29,0,72
UCL221001,0,0,0,0,0,0,0,0,0,18,7,0,21,0,0,0,21,9,0,29
UCL221002,0,0,0,0,0,0,0,0,0,16,11,3,27,0,0,0,27,13,0,41
UCL221003,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,9,4,0,11
UCL221004,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,12,5,0,19
UCL221005,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,9,14,0,23
UCL221006,0,0,0,0,0,0,0,0,0,12,8,0,17,0,0,0,17,3,0,15
UCL221007,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,18,11,0,23
UCL221008,0,0,0,0,0,0,0,0,0,6,7,3,17,0,0,0,15,15,0,27
UCL221009,0,0,0,0,0,0,0,0,0,7,11,0,16,0,0,0,19,11,0,28
UCL221010,0,0,0,0,0,0,0,0,0,6,12,0,21,0,5,5,23,11,0,34
UCL221011,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,12,4,0,13
UCL221012,0,0,0,0,0,0,0,0,0,6,7,0,11,0,0,0,11,5,0,17
UCL221013,0,0,0,0,0,0,0,0,0,6,12,4,21,0,0,0,21,3,0,23
UCL221014,0,0,0,0,0,0,0,0,0,9,5,0,17,0,0,0,17,10,0,28
UCL221015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,9
UCL221016,0,0,0,0,0,0,0,0,0,13,6,4,24,0,0,0,24,6,0,32
UCL221017,0,0,0,0,0,0,0,0,0,4,10,0,13,3,0,4,18,15,6,32
UCL221018,0,0,0,0,0,0,0,0,3,11,8,0,23,0,4,5,22,16,0,36
UCL221019,0,0,0,0,0,0,0,0,0,8,16,4,27,6,0,6,31,22,0,52
UCL221020,0,0,0,0,0,0,0,0,0,11,21,0,26,0,0,0,29,15,0,46
UCL221021,0,0,0,0,0,0,0,0,0,7,17,0,25,4,0,4,28,9,0,35
UCL221022,0,0,0,0,0,0,0,0,0,9,9,0,14,0,0,0,14,0,0,17
UCL221023,0,0,0,0,0,0,0,0,0,3,7,0,15,0,0,4,21,27,0,46
UCL221024,0,0,0,0,0,0,0,0,0,8,7,4,11,4,0,4,13,23,0,41
UCL221025,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,11,12,0,22
UCL221026,0,0,0,0,0,0,0,4,4,3,10,0,20,0,0,0,15,13,4,34
UCL221027,0,0,0,0,0,0,0,0,0,5,15,3,21,0,0,0,20,20,0,42
UCL221028,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,8,6,0,19
UCL221029,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,12,10,0,19
UCL221030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,0,12
UCL221031,0,0,0,0,0,0,0,0,0,3,6,4,15,0,0,0,15,8,0,21
UCL221032,0,0,0,0,0,0,0,0,0,9,12,0,22,0,0,0,22,14,0,31
UCL221033,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,8,5,0,12
UCL221034,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,7,0,10
UCL221035,0,0,0,0,0,0,0,0,0,8,3,0,19,0,0,0,19,15,0,32
UCL221036,0,0,0,0,0,0,0,0,0,5,10,0,11,0,0,0,11,7,0,22
UCL221037,0,0,0,0,0,0,0,0,0,5,12,0,16,0,3,4,22,7,0,28
UCL221038,0,0,0,0,0,0,0,0,0,14,6,0,16,0,0,0,19,13,0,29
UCL221039,0,0,0,0,0,0,0,0,0,10,4,0,12,0,0,0,13,6,0,27
UCL221040,0,0,0,0,0,0,0,0,0,7,7,5,19,0,0,0,19,16,0,29
UCL221041,0,0,0,0,0,0,0,0,0,10,7,0,15,0,0,0,15,8,0,20
UCL221042,0,0,0,0,0,0,0,0,0,5,7,0,13,0,0,0,13,4,0,14
UCL221043,0,0,0,0,0,0,0,0,0,7,4,0,7,0,3,5,12,25,0,38
UCL221044,0,0,0,0,0,0,0,0,0,3,10,0,17,0,0,0,17,13,0,30
UCL221045,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,10,12,0,17
UCL221046,0,0,0,0,0,0,0,0,0,21,10,0,32,0,0,0,32,7,0,33
UCL221047,0,0,0,0,0,0,0,0,0,5,7,0,11,0,0,0,11,4,0,15
UCL221048,0,0,0,0,0,0,0,0,0,9,7,0,17,0,0,0,17,9,0,24
UCL221049,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,11,0,0,9
UCL221050,0,0,0,0,0,0,0,0,0,6,15,0,21,0,0,0,21,7,0,27
UCL221051,0,0,0,0,0,0,0,0,0,7,9,0,16,0,0,0,16,19,0,42
UCL221052,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,14,12,0,24
UCL221053,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,4,12,0,21
UCL221054,0,0,0,0,0,0,0,0,0,11,10,3,25,0,0,0,25,10,0,32
UCL221055,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,3,0,9
UCL221056,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,16,0,27
UCL221057,0,0,0,0,0,0,0,0,0,8,3,4,16,0,0,0,17,11,0,28
UCL221058,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,11,3,0,13
UCL221059,0,0,0,0,0,0,0,0,0,6,12,0,12,0,0,0,17,7,0,20
UCL221060,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,11,0,11
UCL221061,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,10,9,0,15
UCL221062,0,0,0,0,0,0,0,0,0,7,14,0,24,0,0,0,24,20,0,42
UCL221063,0,0,0,0,0,0,0,0,0,5,9,0,14,0,0,0,15,8,0,28
UCL221064,0,0,0,0,0,0,0,0,0,8,3,0,14,0,0,0,14,9,0,20
UCL221065,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,9
UCL221066,0,0,0,0,0,0,0,0,0,6,4,0,14,0,0,0,14,9,0,25
UCL221067,0,0,0,0,0,0,0,0,0,5,8,0,9,0,0,4,9,12,0,24
UCL221068,0,0,0,0,0,0,0,0,0,5,9,6,18,0,0,0,18,13,0,35
UCL221069,0,0,0,0,0,0,0,0,0,9,10,6,27,0,0,0,26,27,0,55
UCL221070,0,0,0,0,0,0,0,0,0,7,11,4,19,0,0,0,16,19,4,40
UCL221071,0,0,0,0,0,0,0,0,0,12,15,0,24,0,0,0,28,14,0,37
UCL221072,0,0,0,0,0,0,0,0,0,4,4,0,16,0,0,0,13,10,0,21
UCL221073,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,3,0,9
UCL221074,0,0,0,0,0,0,0,0,0,7,4,0,14,0,0,4,12,3,0,19
UCL221075,0,0,0,0,0,0,0,0,0,4,8,3,20,0,0,0,19,7,0,28
UCL221076,0,0,0,0,0,0,0,0,0,3,10,0,12,0,0,0,17,15,0,27
UCL221077,0,0,0,0,0,0,0,0,0,7,13,0,15,0,0,0,17,15,0,33
UCL221078,0,0,0,0,0,0,0,0,0,11,6,0,12,0,0,0,12,3,0,13
UCL221079,0,0,0,0,0,0,0,0,3,4,5,0,8,0,0,0,8,18,0,25
UCL221080,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,0,10,10,0,23
UCL221081,0,0,0,0,0,0,0,0,0,0,8,0,7,0,5,4,12,12,0,23
UCL221082,0,0,0,0,0,0,0,5,5,12,0,0,15,0,0,6,26,5,5,29
UCL221083,0,0,0,0,0,0,0,0,0,18,11,0,31,0,0,0,29,7,4,42
UCL221084,0,0,0,0,0,0,0,0,0,9,6,0,19,0,0,0,19,6,0,29
UCL222001,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
UCL222002,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,9
UCL222003,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,5,0,11
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL222006,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,10,5,0,9
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
UCL222008,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,11,6,0,19
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,13
UCL222010,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,9,7,0,15
UCL222011,0,0,0,0,0,0,0,0,0,4,9,0,10,0,0,0,10,0,0,10
UCL222012,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,4,0,12
UCL222013,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,6
UCL222014,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,11,3,0,14
UCL222015,0,0,0,0,0,0,0,0,0,4,9,0,6,0,0,0,10,5,0,11
UCL222016,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,4
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
UCL222018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL222019,0,0,0,0,0,0,0,0,0,6,6,3,8,0,0,0,10,9,0,16
UCL222020,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,11,5,0,18
UCL222021,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,9,0,15
UCL222022,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,3,0,7
UCL222023,0,0,0,0,0,0,0,4,5,4,3,0,7,0,0,0,10,3,4,17
UCL222024,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,8
UCL222025,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,6,0,0,12
UCL222026,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,5
UCL222027,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,8,8,0,16
UCL222028,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,8,0,0,8
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,10,0,11
UCL222030,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,10,8,0,19
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,17
UCL222032,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,7,0,0,8
UCL222033,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,9,0,13
UCL222034,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,3,13,11,0,21
UCL222035,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,11,0,18
UCL222036,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,6,8,0,15
UCL222037,0,0,0,0,0,0,0,0,0,7,5,3,13,0,0,0,13,4,0,20
UCL222038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
UCL222039,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,4
UCL222040,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,11
UCL222041,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,7,3,0,10
UCL222042,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,7,4,0,12
UCL222043,0,0,0,0,0,0,0,0,4,3,3,0,7,0,0,0,5,12,0,18
UCL222044,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,7,8,0,11
UCL222045,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,9,7,0,9
UCL222046,0,0,0,0,0,0,0,0,6,6,6,3,12,0,0,0,18,12,3,30
UCL222047,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,9,4,0,11
UCL222048,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,9,0,9
UCL222049,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,10
UCL222050,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,9,0,0,8
UCL222051,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,8
UCL222052,0,0,0,0,0,0,0,0,0,7,7,0,10,0,0,0,10,17,0,25
UCL222053,0,0,0,0,0,0,0,0,0,8,4,0,15,0,0,0,15,10,0,28
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL222055,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,13,10,0,20
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222059,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,12
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,7
UCL222061,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,8
UCL222062,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,9,0,0,10
UCL222063,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,10,8,0,19
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
UCL222065,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,9,0,12
UCL222066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
UCL222067,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,10
UCL222068,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,3,0,8
UCL222069,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,6,0,15
UCL222070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222071,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,0,10
UCL222072,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,7
UCL222073,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,13,0,0,13
UCL222074,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,0,0,10
UCL222075,0,0,0,0,0,0,0,0,4,3,9,0,12,0,0,0,14,14,3,25
UCL222076,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,9,14,0,23
UCL222077,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,11,0,17
UCL222078,0,0,0,0,0,0,0,0,0,0,8,5,7,0,0,3,11,11,0,17
UCL222079,0,0,0,0,0,0,0,0,0,8,6,0,17,0,0,0,17,0,0,18
UCL222080,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,8,0,16
UCL222081,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,5,0,11
UCL222082,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3
UCL222083,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,10,0,13
UCL222084,0,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,11,14,0,29
UCL222085,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,5
UCL222086,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,13,5,0,14
UCL222087,0,0,0,0,0,0,0,0,0,8,10,4,19,0,0,0,20,5,0,28
UCL222088,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,10,0,13
UCL222089,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,7,7,0,19
UCL222090,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,0,3
UCL222091,0,0,0,0,0,0,0,0,0,10,9,3,17,0,0,0,19,4,0,22
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6
UCL222093,0,0,0,0,0,0,0,0,0,10,7,0,12,0,0,0,15,10,0,24
UCL222094,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,16,8,0,20
UCL222095,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,0,6
UCL222096,0,0,0,0,0,0,0,0,0,4,0,5,11,0,0,0,11,5,0,14
UCL222097,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,12,4,0,13
UCL222098,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,3,0,0,8
UCL222099,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,9,0,9
UCL222100,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,8,0,16
UCL222101,0,0,0,0,0,0,0,0,0,4,6,0,9,0,0,0,9,0,0,11
UCL222102,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,7,4,0,11
UCL222103,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,6,0,0,6
UCL222104,0,0,0,0,0,0,0,0,0,7,9,0,11,0,0,0,8,4,0,16
UCL222105,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,11
UCL231001,31,81,0,0,3,84,98,93,272,3318,2761,523,6603,163,151,315,6919,4364,182,11459
