UCL_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
UCL422062,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL422063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,5,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL431001,415,656,1530,1956,2498,2796,1800,565,56,12280,15,57,242,281,285,224,36,5,0,1144,185,264,486,632,895,821,256,28,3,3571,15,26,95,146,181,180,36,3,0,676,301,484,814,945,1070,1094,262,19,0,4995,60,78,132,197,278,250,80,14,0,1095,397,216,250,232,336,305,123,16,0,1886,367,150,154,102,167,180,77,14,0,1206,33,73,202,312,547,613,207,27,0,2017,8,14,18,31,34,33,17,4,0,158,3,11,35,78,96,61,22,3,0,297,4,12,20,36,61,75,42,12,0,261,20,60,134,245,278,295,146,20,0,1204,36,57,130,130,214,224,75,11,0,878,26,85,205,304,491,470,85,7,0,1671,19,66,131,177,254,286,130,20,0,1089,28,44,109,165,275,340,114,11,0,1099,30,34,49,55,68,91,42,10,0,379,116,151,221,250,298,302,98,12,0,1448,108,129,195,188,337,336,171,69,11,1547
UCL479997,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,10,3,9,3,0,0,0,19,0,0,5,5,3,4,0,0,0,18,0,3,5,5,7,3,0,0,0,27,0,0,3,0,0,0,0,0,0,3,0,0,7,19,13,10,3,0,0,57,0,5,0,4,0,0,0,0,0,8,4,0,16,3,0,0,0,0,0,28,3,3,7,0,9,5,4,0,0,32,0,6,10,8,13,7,3,0,0,49,0,0,3,0,0,0,0,0,0,5,0,0,3,0,5,4,0,0,0,10,0,0,3,0,0,0,0,0,0,10,0,0,7,15,6,0,0,0,0,25,3,3,8,6,11,4,0,0,0,35,0,0,3,8,4,3,0,0,0,16,0,0,0,5,3,5,0,0,0,10,0,0,13,0,0,4,0,0,0,25,0,0,4,0,3,0,0,0,0,8,0,0,6,0,0,0,0,0,0,13,0,3,3,8,8,4,0,5,0,31
UCL501001,159,289,694,702,704,648,354,119,11,3685,324,2408,12678,15190,12564,7389,1350,79,3,51988,1268,2878,7564,9162,9188,7181,1710,189,8,39152,114,350,1598,2108,1968,1507,291,20,0,7958,2862,6734,18672,18669,14986,10825,2544,200,17,75508,492,1213,3664,4386,4174,3065,818,101,10,17915,5818,7407,8461,6339,5049,3816,1495,203,13,38615,8585,5636,6452,4319,2591,1989,592,73,3,30246,671,2252,7348,8255,7610,7088,2220,192,4,35653,207,510,1269,1440,1111,702,210,38,0,5488,54,580,2433,3198,2854,1759,592,118,8,11597,110,418,1286,1561,1577,1261,729,188,21,7159,364,2946,10462,13151,10173,6426,2467,385,28,46400,544,1515,3443,3276,2891,2517,904,124,10,15220,290,1754,6651,7684,7702,6300,1600,166,8,32147,871,1799,4730,4909,4789,4578,1745,186,12,23622,378,2311,7104,7261,6168,5007,1877,244,9,30366,1177,1384,2019,1596,1216,944,405,81,6,8819,980,2097,4558,4047,3621,3004,1102,158,11,19575,1311,2991,7245,7129,6014,4237,1362,268,52,30609
UCL511001,23,27,68,53,63,61,36,11,0,338,20,120,487,633,581,394,58,0,0,2301,92,206,526,645,592,396,68,3,0,2538,9,24,97,130,148,138,24,0,0,577,136,341,716,732,634,540,143,11,0,3255,14,43,77,109,106,76,10,0,0,438,234,168,266,197,174,156,45,7,0,1247,399,93,139,100,59,54,11,0,0,863,11,57,148,196,266,286,88,8,0,1068,11,14,32,21,20,13,10,0,0,112,3,7,22,25,53,32,12,6,0,159,9,7,32,28,44,37,18,5,3,172,14,29,130,139,133,101,61,7,0,620,15,29,64,80,76,73,29,0,0,370,12,43,131,164,205,205,51,3,0,807,10,25,91,115,143,144,67,0,0,598,17,59,192,209,195,184,54,6,0,924,24,9,23,17,16,20,6,0,0,121,43,86,147,140,138,112,34,5,0,709,59,75,183,171,147,123,38,8,4,808
UCL512001,18,30,71,67,77,89,55,9,3,435,0,8,77,75,74,43,11,0,0,283,38,70,142,103,114,71,19,0,0,560,0,6,13,31,34,30,3,0,0,121,73,115,260,209,204,185,44,3,0,1088,0,26,43,45,74,41,16,0,0,249,128,93,121,106,99,100,39,3,0,692,165,61,83,63,40,26,21,0,0,474,3,16,42,72,104,123,37,9,0,404,3,3,8,8,8,9,3,0,0,45,0,3,5,14,20,16,8,0,0,73,0,0,22,17,14,17,11,3,0,75,8,10,35,49,42,56,22,5,0,230,3,8,28,35,34,42,11,0,0,170,5,11,59,104,139,138,25,4,0,496,11,9,62,69,90,79,26,4,0,357,5,21,89,99,119,130,38,3,0,504,6,7,16,12,13,9,6,3,0,68,21,35,67,52,52,63,25,3,0,310,31,27,54,51,52,42,21,4,0,279
UCL512002,11,15,41,47,32,55,23,8,5,230,9,26,138,228,222,116,19,0,0,757,20,38,75,106,93,83,22,0,0,438,0,0,15,24,37,23,5,0,0,107,57,107,231,245,246,187,48,6,0,1121,5,0,13,19,28,14,6,0,0,95,102,61,100,98,87,92,35,5,0,578,182,63,103,94,64,53,23,0,0,578,13,13,21,29,75,78,41,3,0,270,3,0,3,0,11,6,4,0,0,28,0,0,11,15,19,13,3,0,0,59,0,3,6,11,19,10,8,4,0,70,0,0,31,37,53,44,28,7,0,199,9,17,28,41,50,55,16,3,0,217,8,3,35,64,89,63,25,0,0,287,3,3,27,44,59,57,16,0,0,219,10,11,54,67,83,95,26,3,0,338,14,3,8,11,8,14,6,0,0,64,14,26,33,42,51,24,18,0,0,217,15,17,46,42,51,38,15,5,5,232
UCL512003,13,36,64,62,76,65,38,16,0,370,10,50,172,205,203,133,19,0,0,797,27,29,59,51,53,52,17,3,0,282,3,6,18,24,30,36,7,0,0,127,73,138,252,218,176,201,52,3,0,1115,12,20,54,69,67,55,11,3,0,294,126,96,126,105,87,58,25,5,0,645,151,57,78,48,28,27,13,4,0,405,8,20,121,127,207,206,65,4,0,756,8,4,10,10,4,15,0,0,0,52,0,4,9,15,18,14,10,0,0,60,0,3,10,7,11,17,7,0,0,61,7,16,58,56,78,60,24,4,0,290,11,14,32,46,42,49,11,3,0,200,0,16,66,103,141,123,36,0,0,495,8,11,51,73,85,88,21,4,0,347,11,13,81,87,107,79,30,0,0,415,6,9,4,10,10,9,0,0,0,44,24,41,83,71,50,56,21,4,0,349,20,33,76,55,67,52,25,3,4,345
UCL512004,0,0,4,4,0,0,4,0,0,18,78,255,818,765,640,492,77,3,0,3124,18,40,114,127,82,87,19,0,0,478,6,11,23,34,30,35,7,0,0,136,45,88,205,165,144,148,34,3,0,841,3,27,70,72,58,41,10,0,0,284,84,63,54,57,46,40,12,4,0,364,96,39,44,43,20,31,5,4,0,284,6,36,84,96,158,150,68,0,0,600,0,3,8,8,7,0,0,0,0,28,0,0,0,10,13,4,0,0,0,29,7,16,35,18,20,25,10,0,0,128,18,34,67,49,56,38,14,0,0,273,3,11,21,13,19,16,5,0,0,98,8,14,81,82,84,82,24,0,0,376,4,13,49,37,43,43,18,0,0,196,8,19,52,60,46,37,11,3,0,231,5,6,4,5,0,6,3,0,0,28,31,62,91,85,89,51,10,0,0,424,31,46,98,83,73,60,21,0,0,401
UCL513001,9,16,27,21,11,10,6,4,0,94,0,9,49,59,41,23,3,0,0,187,7,11,16,18,16,9,5,0,0,73,0,0,13,20,27,11,3,0,0,72,14,35,89,115,109,59,26,0,0,447,0,4,8,11,10,11,4,0,0,47,47,24,46,45,41,37,15,0,0,251,33,24,96,50,36,34,9,3,0,284,3,19,85,78,58,45,26,3,0,321,0,3,8,12,5,5,0,0,0,31,0,0,4,0,5,4,0,0,0,17,0,0,10,8,12,7,0,3,0,39,6,0,20,19,25,19,4,0,0,92,12,7,16,27,42,21,13,0,0,131,0,11,66,100,94,56,12,0,0,336,3,4,39,63,54,32,11,0,0,208,0,14,74,75,65,59,21,0,0,319,3,0,6,9,11,3,6,0,0,45,3,19,38,45,27,14,6,0,0,155,6,15,48,66,44,21,9,0,0,213
UCL513002,9,12,60,52,69,46,27,6,4,282,0,10,31,33,38,31,5,0,0,152,9,10,23,16,18,9,3,0,0,92,4,0,11,18,19,12,0,0,0,54,30,37,68,65,43,60,15,0,0,327,7,5,31,36,40,39,3,0,0,168,29,22,39,33,28,22,9,0,0,175,45,20,21,10,11,18,7,0,0,125,3,14,60,76,88,81,20,0,0,341,0,0,0,0,3,0,0,0,0,8,0,0,3,10,4,4,0,0,0,26,0,0,0,4,7,5,0,0,0,16,5,0,7,7,8,14,10,0,0,45,0,6,14,5,6,12,0,0,0,43,0,5,25,35,41,24,4,0,0,129,0,5,15,28,23,28,3,0,0,109,0,3,15,11,16,19,4,0,0,77,0,0,0,0,0,0,0,0,0,8,10,17,39,29,29,21,5,0,0,148,11,19,27,14,22,24,5,3,0,130
UCL513003,0,0,0,4,0,0,0,0,0,9,13,62,347,507,317,149,18,0,0,1418,11,13,56,69,42,20,0,0,0,226,4,10,33,36,30,29,7,0,0,152,32,74,260,225,136,94,18,0,0,846,7,4,24,29,24,17,4,0,0,105,59,25,47,40,14,16,9,0,0,205,70,18,43,51,22,14,7,0,0,217,9,15,68,99,109,49,16,0,0,358,0,3,7,9,0,0,0,0,0,14,0,0,0,6,3,0,0,0,0,5,3,5,21,19,24,13,0,0,0,88,0,5,30,33,22,14,0,0,0,109,12,15,43,32,28,18,5,0,0,146,0,14,51,75,80,58,7,0,0,287,0,8,28,38,33,13,5,0,0,131,4,5,26,15,11,15,8,0,0,86,9,5,5,4,4,4,0,0,0,23,18,26,40,49,34,13,3,0,0,186,12,29,92,90,56,46,3,0,0,333
UCL513004,3,0,3,0,0,4,0,0,0,8,25,61,378,501,294,202,22,0,0,1483,3,15,88,64,43,21,4,0,0,240,9,8,16,21,22,25,3,0,0,102,15,29,126,67,82,66,12,0,0,402,8,12,39,46,19,21,0,0,0,149,34,20,29,21,24,24,4,0,0,153,34,13,23,18,14,10,0,0,0,112,15,21,124,160,148,118,23,0,0,620,0,4,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,13,13,17,10,0,0,0,65,4,5,20,36,10,8,0,0,0,78,4,11,27,24,13,14,0,0,0,83,11,13,56,52,34,28,9,0,0,194,0,6,46,17,18,26,7,0,0,106,5,0,23,13,19,21,8,0,0,100,0,0,0,3,0,0,0,0,0,9,19,20,34,34,24,16,3,0,0,148,18,23,43,45,43,32,6,0,0,212
UCL513005,3,6,28,7,8,13,0,0,0,64,3,22,107,143,102,54,0,0,0,432,8,12,23,32,42,13,5,4,0,139,0,5,3,5,11,7,0,0,0,26,21,51,146,134,103,79,12,0,0,546,4,5,18,16,18,10,0,0,0,74,18,26,35,26,32,14,3,3,0,155,38,16,25,19,12,11,3,0,0,120,4,0,21,18,33,28,5,0,0,107,0,3,5,5,0,4,0,0,0,19,0,0,6,9,7,6,0,0,0,30,0,0,5,4,9,4,3,0,0,30,0,6,19,19,24,14,5,0,0,95,3,5,16,11,18,20,3,0,0,73,0,3,31,35,52,12,7,0,0,136,6,4,6,16,25,22,0,0,0,80,8,5,9,31,27,28,8,0,0,102,7,4,3,7,4,5,0,0,0,29,0,6,24,17,12,19,4,0,0,81,7,17,33,21,31,10,5,0,0,133
UCL514001,0,0,5,0,0,5,0,0,0,17,8,30,80,77,106,86,17,0,0,402,4,10,37,38,31,20,5,0,0,143,5,14,23,34,32,25,4,0,0,136,17,14,40,30,30,28,3,0,0,163,0,0,3,4,3,0,0,0,0,11,10,12,14,11,10,9,0,0,0,69,30,10,14,6,5,0,6,0,0,74,0,0,3,8,8,14,9,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,5,6,5,3,5,3,0,0,26,0,0,7,8,6,10,4,0,0,32,0,3,8,14,15,17,9,0,0,72,0,0,5,4,5,8,0,0,0,23,0,4,8,7,5,8,3,0,0,31,0,0,0,0,3,0,0,0,0,8,5,9,17,17,11,7,0,0,0,64,3,12,12,14,8,12,4,5,0,67
UCL514002,0,5,3,3,9,11,3,5,0,36,0,6,33,78,71,21,7,0,0,219,16,7,29,42,25,26,5,0,0,154,0,0,3,4,6,3,0,0,0,18,23,15,73,115,95,54,11,0,0,388,0,0,7,4,15,0,4,0,0,34,19,9,10,19,19,20,7,0,0,105,35,20,47,54,24,19,10,0,0,220,0,0,5,4,12,4,9,0,0,37,0,0,3,4,0,3,0,0,0,5,0,0,0,3,8,4,5,0,0,28,0,0,0,8,10,13,3,0,0,37,0,0,13,17,35,22,12,0,0,100,0,0,6,18,17,19,3,0,0,67,0,0,5,7,12,8,4,0,0,46,0,0,7,16,12,8,5,0,0,49,3,0,8,14,16,16,5,0,0,61,9,0,4,5,8,0,0,0,0,27,8,0,11,11,8,7,6,0,0,40,6,8,3,20,24,14,4,4,0,86
UCL514003,0,8,42,31,38,8,8,5,0,137,0,0,42,80,72,14,7,0,0,222,9,13,59,60,55,24,8,0,0,221,0,0,5,7,11,6,0,0,0,32,25,15,68,95,67,46,10,0,0,321,0,5,0,10,18,7,4,0,0,44,25,22,24,16,29,20,7,0,0,143,42,21,64,56,25,16,8,0,0,233,0,0,4,9,14,16,14,0,0,57,0,0,3,4,6,0,0,0,0,11,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,4,0,0,14,0,0,15,17,11,15,8,0,0,58,4,0,17,14,20,15,3,0,0,80,0,0,9,17,12,16,0,0,0,57,0,0,8,25,24,16,4,0,0,80,0,0,11,13,15,8,5,0,0,61,4,0,3,4,6,4,3,0,0,29,4,7,12,21,13,8,0,0,0,62,0,4,18,15,26,8,6,0,0,84
UCL514004,3,4,13,5,7,6,7,0,0,57,0,6,13,13,16,19,5,0,0,71,12,15,22,10,23,17,4,0,0,97,0,4,7,12,18,10,4,0,0,56,9,25,32,38,35,30,11,0,0,178,0,9,12,8,17,11,0,0,0,57,26,14,27,17,13,19,4,0,0,122,24,10,12,10,8,5,3,0,0,72,0,3,20,10,24,39,15,0,0,121,0,0,0,4,0,6,5,0,0,11,0,0,0,3,0,5,0,0,0,11,0,0,0,0,0,8,4,0,0,10,0,0,13,8,9,6,0,0,0,31,0,0,10,4,8,4,6,0,0,31,3,3,16,20,23,39,8,0,0,119,0,3,10,17,20,13,4,0,0,72,3,0,10,22,7,28,8,0,0,82,0,0,0,3,0,3,0,3,0,15,0,12,12,11,7,11,6,0,0,65,3,8,14,14,21,13,6,0,0,73
UCL515001,0,0,6,5,4,3,0,0,0,25,0,0,4,3,4,0,0,0,0,12,0,0,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,6,6,9,10,3,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,13,0,0,4,4,4,0,0,3,0,20,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,7,5,0,0,0,15,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,5,0,0,0,10,0,0,0,0,5,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,11
UCL515002,0,0,10,5,0,4,3,0,0,15,3,5,7,15,19,14,0,0,0,58,5,0,7,13,17,17,0,0,0,60,0,0,3,0,0,0,0,0,0,9,3,6,10,16,20,9,3,0,0,62,0,0,4,3,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,13,7,0,0,0,0,7,0,0,0,5,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,6,0,0,0,15,0,0,0,4,0,5,5,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,0,0,8
UCL515003,4,0,6,5,0,6,4,0,0,24,0,3,19,31,22,19,0,0,0,105,0,4,9,7,11,8,3,0,0,27,0,0,0,6,9,9,0,0,0,27,3,9,8,3,12,16,4,0,0,50,0,0,0,5,6,0,6,0,0,16,0,3,5,3,9,9,6,0,0,29,3,0,4,0,0,3,0,0,0,21,0,0,0,0,0,11,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,4,4,3,0,0,0,8,0,0,7,7,6,9,3,0,0,31,0,0,0,4,9,0,3,0,0,15,3,0,0,5,5,4,4,0,0,23,0,0,0,0,0,4,5,0,0,7,0,0,4,0,4,3,0,0,0,16,0,4,5,4,0,4,0,0,0,18
UCL515004,0,0,0,3,0,0,0,0,0,11,0,10,31,20,14,9,0,0,0,77,3,0,10,17,10,10,4,0,0,51,4,0,0,0,0,3,0,0,0,6,7,3,29,21,22,6,4,0,0,83,0,4,6,3,4,4,0,0,0,20,10,9,8,7,5,3,0,0,0,39,8,0,0,0,5,0,0,0,0,14,9,0,11,11,11,0,4,0,0,46,0,0,4,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16,0,0,7,0,3,6,3,0,0,17,0,42,37,3,10,5,0,0,0,99,0,0,0,0,3,0,0,0,0,6,0,3,6,6,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,3,0,11,3,5,0,4,3,0,0,26,0,3,11,7,3,6,0,0,0,28
UCL515005,5,0,8,10,8,4,4,5,0,41,0,5,14,12,18,15,4,0,0,74,0,8,3,3,17,3,3,0,0,37,0,4,4,0,3,3,0,0,0,22,4,14,23,31,24,12,0,0,0,109,0,0,0,6,0,0,0,0,0,6,8,0,4,9,7,3,0,0,0,35,9,0,0,0,0,4,0,0,0,15,0,0,3,7,13,14,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,11,0,0,3,3,3,0,0,0,0,16,0,10,3,8,9,8,0,0,0,37,0,0,0,8,3,9,0,0,0,21,0,0,0,4,6,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,5,3,4,6,0,0,0,23,6,0,8,12,5,10,0,0,0,40
UCL515006,5,5,17,29,13,20,11,5,0,112,5,5,20,19,29,16,3,0,0,84,0,4,4,3,4,6,4,0,0,21,0,0,5,3,8,10,0,0,0,29,10,13,20,8,26,19,8,0,0,103,0,0,0,4,0,0,0,0,0,12,5,15,8,9,16,9,0,0,0,63,0,5,8,3,14,8,0,0,0,35,0,0,11,5,12,22,7,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,3,0,0,0,7,0,4,0,0,0,0,0,0,0,9,0,0,9,0,11,6,3,0,0,34,4,0,17,22,12,12,3,0,0,77,0,0,6,7,8,9,4,0,0,36,0,4,10,9,15,15,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,4,0,0,33,5,0,9,7,8,5,7,0,0,45
UCL515007,4,0,5,4,7,9,0,0,0,24,0,0,17,41,19,12,0,0,0,89,3,0,7,24,14,4,7,0,0,66,0,0,0,5,4,0,0,0,0,5,9,4,9,35,20,15,4,0,0,98,0,0,0,3,0,0,0,0,0,9,4,3,0,4,3,4,0,0,0,17,9,3,3,19,9,0,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,10,6,7,0,0,0,16,0,0,0,7,5,4,0,0,0,18,0,0,0,8,10,6,0,0,0,27,0,0,4,3,8,9,0,0,0,21,0,0,4,9,5,0,4,0,0,20,0,0,0,4,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,14,0,0,0,7,6,4,0,0,0,24
