UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL114002,42,4,0,0,0,46,13,7,0,0,0,22,16,0,0,0,0,18,34,9,0,0,0,39,22,3,0,0,0,28,78,5,3,0,0,91,102,6,0,0,0,104,115,4,0,0,0,120,34,0,0,0,0,34,25,0,0,0,0,31,13,0,0,0,0,13,22,4,0,0,0,29,520,42,13,0,0,578
UCL114003,36,3,3,0,0,41,28,4,0,0,0,35,23,0,0,0,0,28,79,0,0,0,0,80,123,3,0,0,0,133,345,5,5,0,0,354,193,4,0,0,0,199,82,0,0,0,0,82,16,0,0,0,0,16,12,0,0,0,0,12,6,0,0,0,0,6,43,0,0,0,0,46,1003,17,9,5,0,1037
UCL114004,36,0,0,0,0,42,25,0,0,0,0,23,19,0,0,0,0,20,55,0,0,0,0,56,67,0,0,0,0,67,205,3,0,0,0,210,135,0,0,0,0,135,98,0,0,0,0,100,21,0,0,0,0,27,16,0,0,0,0,16,8,0,0,0,0,10,39,0,0,0,0,39,733,12,0,0,0,748
UCL114005,22,0,0,0,0,22,20,0,0,0,0,23,21,0,0,0,0,21,57,0,0,0,0,56,89,0,0,0,0,94,159,4,0,0,0,162,79,0,0,0,0,79,44,0,0,0,0,44,8,0,0,0,0,8,9,0,0,0,0,9,8,0,0,0,0,8,26,0,0,0,0,27,550,11,0,0,0,561
UCL114006,22,0,0,0,0,24,21,0,0,0,0,24,10,0,0,0,0,9,43,13,0,0,0,53,82,4,0,0,0,88,164,5,0,0,0,168,105,0,0,0,0,107,63,0,0,0,0,65,12,0,0,0,0,12,11,0,0,0,0,11,9,0,0,0,0,14,46,5,0,0,0,47,594,32,0,5,0,627
UCL114007,32,4,0,0,0,41,31,6,0,0,0,32,23,0,0,0,0,23,68,4,0,0,0,72,128,0,0,0,0,128,222,0,0,0,0,218,154,0,0,0,0,157,80,0,0,0,0,82,23,0,0,0,0,23,10,0,0,0,0,10,8,0,0,0,0,8,52,0,0,0,0,53,825,11,3,0,0,848
UCL114008,29,7,0,0,0,29,28,0,0,0,0,32,40,0,0,0,0,42,93,4,0,0,0,99,125,0,0,0,0,131,185,0,3,0,0,188,112,0,0,0,0,111,64,0,0,0,0,64,11,0,0,0,0,11,11,0,0,0,0,11,5,0,0,0,0,5,29,0,0,0,0,29,732,7,6,0,0,746
UCL114009,17,0,0,0,0,16,10,0,0,0,0,10,6,0,0,0,0,10,13,3,0,0,0,18,27,0,0,0,0,27,111,0,0,0,0,116,253,5,0,0,0,260,354,0,0,0,0,353,62,0,0,0,0,62,36,0,0,0,0,36,29,0,0,0,0,27,38,0,0,0,0,37,963,17,0,0,0,980
UCL114010,28,0,0,0,0,29,24,0,0,0,0,26,31,0,0,0,0,31,74,0,0,0,0,83,100,0,0,0,0,109,213,4,0,0,0,222,140,4,0,0,0,145,92,0,0,0,0,92,24,0,0,0,0,24,17,0,0,0,0,15,0,0,0,0,0,0,35,0,0,0,0,35,782,14,5,3,0,803
UCL114011,26,0,0,0,0,26,28,0,0,0,0,28,20,0,0,0,0,20,86,0,0,0,0,86,85,0,0,0,0,84,131,0,0,0,0,130,42,0,0,0,0,46,30,0,0,0,0,29,11,0,0,0,0,11,6,0,0,0,0,6,7,0,0,0,0,7,34,0,0,0,0,33,495,0,0,4,0,499
UCL114012,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,3,18,0,0,0,0,18,40,9,0,0,0,46,83,22,3,0,0,108,308,20,6,0,0,331,396,3,0,0,0,396,287,7,0,0,0,296,111,0,0,0,0,111,37,3,0,0,0,45,1301,70,10,0,0,1381
UCL114013,24,6,0,0,0,28,19,0,0,0,0,19,18,0,0,0,0,18,47,0,0,0,0,49,84,0,0,0,0,84,248,3,0,0,0,250,229,6,0,0,0,234,122,0,0,0,0,127,36,0,0,0,0,34,19,0,0,0,0,19,12,0,0,0,0,16,52,3,0,0,0,53,909,18,0,0,0,940
UCL114014,33,0,0,0,0,35,6,0,0,0,0,5,8,0,6,0,0,12,8,0,0,0,0,12,25,0,8,0,0,29,58,0,4,0,0,71,100,4,20,0,0,124,168,10,35,0,0,218,177,4,22,0,0,214,214,8,12,0,0,239,104,0,3,0,0,108,55,0,5,0,0,64,965,31,125,0,4,1126
UCL114015,29,0,0,0,0,32,20,0,0,4,0,23,41,0,0,0,0,41,82,3,0,0,0,85,134,0,0,0,0,136,339,6,0,0,0,348,134,0,0,0,0,140,84,0,0,0,0,84,19,0,0,0,0,19,6,0,0,0,0,6,9,0,0,0,0,9,39,0,0,0,0,39,941,14,0,9,4,961
UCL114016,31,0,3,0,0,32,20,0,0,0,0,21,25,0,0,0,0,24,46,0,7,0,0,54,81,0,8,0,0,94,203,3,10,3,0,220,123,0,0,0,0,125,118,0,0,0,0,120,30,0,0,0,0,30,22,0,0,0,0,24,11,0,0,0,0,11,57,0,0,0,0,57,767,8,24,10,3,814
UCL114017,34,4,5,0,0,42,12,5,0,0,0,10,9,5,0,0,0,10,18,6,0,0,0,19,27,4,0,0,0,28,64,10,3,0,0,79,81,9,4,0,0,95,144,43,4,0,0,194,121,18,4,0,0,145,146,21,0,0,0,169,76,18,3,0,0,92,53,11,0,0,0,63,777,155,26,0,0,964
UCL114018,31,9,3,0,0,41,20,7,0,0,0,29,7,0,3,0,0,16,26,3,11,0,0,36,32,4,11,0,0,52,92,30,24,0,0,142,120,17,6,0,0,144,167,6,7,0,3,185,66,0,0,0,0,72,39,3,0,0,0,47,33,5,3,0,0,42,40,5,6,0,0,48,682,91,78,0,11,857
UCL114019,14,0,0,0,0,14,14,4,0,0,0,17,18,0,0,0,0,19,33,0,0,0,0,33,49,0,0,0,0,54,163,12,0,0,0,174,129,3,0,0,0,134,55,3,0,0,0,60,23,0,0,0,0,22,19,0,0,0,0,19,10,0,0,0,0,11,38,0,0,0,0,37,571,25,0,5,0,600
UCL114020,52,0,0,0,0,54,14,0,0,0,0,13,14,0,0,0,0,17,23,0,0,0,0,26,32,0,0,0,0,40,114,12,0,0,0,118,141,3,5,0,0,150,253,6,3,0,0,263,166,0,0,0,0,167,111,3,0,0,0,118,69,0,0,0,0,69,45,5,0,0,0,48,1032,36,13,5,0,1078
UCL114021,48,0,0,0,0,45,23,0,0,0,0,26,21,0,3,0,0,27,35,4,3,0,0,42,39,6,0,0,0,44,160,3,0,0,0,165,253,3,6,0,0,262,330,3,0,0,0,342,89,0,0,0,0,86,58,0,0,0,0,58,19,0,0,0,0,19,74,0,4,0,0,79,1149,24,18,3,0,1197
UCL114022,24,0,0,0,0,28,20,0,0,0,0,19,18,6,0,0,0,25,28,5,4,0,0,30,40,0,4,0,0,43,85,11,6,3,0,101,90,3,3,0,0,101,62,0,0,0,0,70,21,0,0,0,0,19,7,0,7,0,0,16,5,0,4,0,0,5,23,6,0,0,0,21,425,31,22,3,0,479
UCL114023,17,4,0,0,0,14,6,0,0,0,0,6,9,0,0,0,0,10,26,0,0,0,0,30,63,0,0,0,0,62,175,0,0,0,0,175,143,0,0,0,0,144,74,0,0,0,0,74,21,0,0,0,0,21,15,0,0,0,0,15,9,0,0,0,0,9,36,0,0,0,0,31,590,12,0,0,0,602
UCL114024,34,0,0,0,0,33,24,0,0,0,0,26,35,0,0,0,0,36,90,0,0,0,0,94,142,0,0,0,0,142,358,0,0,0,0,367,204,0,0,0,3,215,140,0,0,0,0,147,32,0,0,0,0,33,25,0,0,0,0,24,17,0,0,0,0,17,66,0,0,0,0,70,1170,9,9,5,4,1193
UCL114025,28,5,3,0,0,43,22,3,0,0,0,24,8,0,0,0,0,16,13,3,0,0,0,15,36,5,0,0,0,38,76,11,0,0,0,87,92,31,7,0,0,129,206,25,0,0,0,237,149,14,0,0,0,163,99,5,0,0,0,108,37,0,0,0,0,37,49,7,0,0,0,60,825,119,21,0,0,965
UCL114026,30,0,0,0,0,36,3,0,0,0,0,3,9,0,0,0,0,12,19,0,0,0,0,14,7,6,0,0,0,15,34,16,0,0,0,56,68,32,0,0,0,99,113,26,0,0,0,138,128,14,0,0,0,137,122,0,0,0,0,122,56,4,0,0,0,61,44,12,0,0,0,56,630,111,5,0,6,754
UCL114027,25,4,0,0,0,28,8,0,0,0,0,14,7,3,0,0,0,8,18,4,5,0,0,33,15,6,0,0,0,26,54,15,3,0,0,74,63,9,3,0,0,74,89,13,5,0,0,112,55,10,0,0,0,62,43,8,0,0,0,46,28,8,0,0,0,36,26,9,0,0,0,36,436,81,26,0,0,550
UCL114028,25,0,0,0,0,28,10,0,0,0,0,9,9,0,0,0,0,9,15,0,0,0,0,15,39,8,0,0,0,40,137,6,0,0,0,144,154,3,0,0,0,154,125,4,0,0,0,132,44,0,0,0,0,44,23,0,0,0,0,23,12,0,0,0,0,12,31,5,0,0,0,38,620,22,3,0,0,642
UCL114029,32,0,0,0,0,32,9,0,0,0,0,9,11,0,0,0,0,11,15,0,0,0,0,15,21,0,0,0,0,21,81,0,0,0,0,81,104,0,0,0,0,104,197,0,0,0,0,200,182,0,0,0,0,182,169,0,0,0,0,172,106,0,0,0,0,106,65,0,0,0,0,68,988,0,0,0,0,992
UCL114030,19,0,0,0,0,19,11,0,3,0,0,13,10,4,0,0,0,14,22,0,3,0,0,25,31,0,3,0,0,36,70,4,11,0,0,81,98,0,6,0,0,109,97,0,0,0,0,97,32,0,0,0,0,32,21,0,0,0,0,21,5,0,0,0,0,5,16,0,4,0,0,15,433,7,32,0,0,471
UCL114031,48,0,0,0,0,46,16,0,0,0,0,16,17,0,0,0,0,17,31,0,0,0,0,31,32,0,0,0,0,32,124,0,3,0,0,127,189,0,0,0,0,194,242,0,0,0,0,244,115,0,0,0,0,115,59,0,0,0,0,59,18,0,0,0,0,18,67,0,0,0,0,64,954,0,8,0,0,965
UCL114032,23,0,0,0,0,23,9,0,0,0,0,11,10,0,0,0,0,10,12,4,0,0,0,14,13,0,0,0,0,16,70,5,0,0,0,73,98,13,0,0,0,112,211,7,0,0,0,216,108,0,0,0,0,114,72,0,0,0,0,78,24,0,0,0,0,24,34,0,0,0,0,37,681,31,3,0,0,719
UCL114033,20,0,0,0,0,27,22,0,0,0,0,23,11,0,0,0,0,11,41,6,0,0,0,45,68,7,0,0,0,75,211,7,0,0,0,220,158,0,0,0,0,158,87,0,0,0,0,87,22,0,0,0,0,22,17,0,0,0,0,17,10,0,0,0,0,10,39,0,0,0,0,36,713,18,0,0,0,733
UCL114034,25,5,0,0,0,29,17,3,0,0,0,22,16,4,0,0,0,14,27,0,0,0,0,30,42,0,0,0,0,42,161,10,0,0,0,173,219,16,0,0,0,236,195,6,0,0,0,202,58,0,0,0,0,58,21,0,0,0,0,20,6,0,0,0,0,6,52,3,0,0,0,55,846,44,5,0,0,895
UCL114035,25,3,0,0,0,30,13,0,0,0,0,13,9,0,0,0,0,9,19,0,0,0,0,19,20,0,0,0,0,14,69,7,0,0,0,75,64,5,0,0,0,67,128,3,0,0,0,133,45,0,0,0,0,45,22,0,0,0,0,24,8,0,0,0,0,8,36,4,0,0,0,39,450,25,0,0,0,481
UCL114036,21,3,0,0,0,22,13,0,0,0,0,13,12,4,0,0,0,10,18,3,0,0,0,23,24,6,0,0,0,37,59,19,0,4,0,78,68,9,5,0,0,83,91,3,3,5,0,104,32,4,0,0,0,40,21,0,0,0,0,25,14,0,0,0,0,17,30,12,0,0,0,41,407,60,12,3,3,487
UCL114037,30,0,0,0,0,29,15,3,0,0,0,21,9,0,0,0,0,9,29,3,0,0,0,30,34,0,0,0,0,32,118,3,0,0,0,130,181,7,0,0,0,190,219,4,0,0,3,223,78,0,0,0,0,76,47,0,0,0,0,50,19,0,0,0,0,18,31,0,0,0,0,28,805,22,4,0,3,838
UCL114038,33,5,0,0,0,38,13,5,0,0,0,20,21,0,0,0,0,21,62,5,0,0,0,69,100,7,5,0,0,111,229,7,0,0,0,239,127,0,0,0,0,124,75,0,0,0,0,75,18,0,0,0,0,19,10,0,0,0,0,10,3,0,0,0,0,3,32,0,0,0,0,31,739,31,9,0,0,775
UCL115001,10,0,0,0,0,10,8,0,0,0,0,8,5,0,0,0,0,5,10,0,0,0,0,7,15,0,0,0,0,15,70,0,0,0,0,70,69,0,0,0,0,69,49,0,0,0,0,51,13,0,0,0,0,13,7,0,0,0,0,10,3,0,0,0,0,3,18,0,0,0,0,19,276,0,0,0,0,280
UCL115002,30,0,0,0,0,30,3,0,0,0,0,9,9,5,0,0,0,15,22,0,0,0,0,17,21,4,0,0,0,23,67,10,0,0,0,69,75,23,0,0,0,100,128,15,0,0,0,150,70,0,0,0,0,72,38,0,0,0,0,41,16,0,0,0,0,19,26,6,0,0,0,27,506,69,0,3,0,567
UCL115003,4,0,0,0,0,9,6,0,0,0,0,6,4,0,0,0,0,4,8,0,0,0,0,8,12,0,0,0,0,12,31,0,0,0,0,31,41,0,0,0,0,41,103,5,0,0,0,108,137,4,0,0,0,140,92,0,0,0,0,92,33,0,0,0,0,33,30,0,0,0,0,34,505,5,0,0,0,513
UCL115004,14,0,0,0,0,14,3,0,0,0,0,8,3,0,0,0,0,10,4,0,0,0,0,12,3,0,0,0,0,3,19,0,0,0,0,17,24,0,0,0,0,28,28,0,0,0,0,28,18,0,0,0,0,15,9,0,0,0,0,10,8,0,0,0,0,5,6,0,0,0,0,6,151,5,0,6,0,159
UCL115005,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,13,0,0,0,0,13,12,0,0,0,0,12,22,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,94,0,0,0,0,94
UCL115006,20,0,0,0,0,20,6,0,0,0,0,8,12,0,0,0,0,10,9,0,0,0,0,9,12,0,0,0,0,12,26,0,0,0,0,26,44,0,0,0,0,43,48,0,0,0,0,51,39,0,0,0,0,42,52,3,0,0,0,51,42,0,0,0,0,42,17,0,0,0,0,17,306,7,0,5,0,321
UCL115007,18,0,0,0,0,18,17,0,0,0,0,12,3,0,0,0,0,4,10,0,0,0,0,10,16,0,0,0,0,16,44,0,0,0,0,47,66,0,0,0,0,64,149,0,0,0,0,149,100,0,0,0,0,100,57,0,0,0,0,60,23,0,0,0,0,23,26,0,0,0,0,26,529,6,0,0,0,535
UCL115008,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,6,19,0,0,0,0,19,27,3,0,0,0,28,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,81,3,0,0,0,87
UCL115009,5,0,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,4,15,0,0,0,0,14,13,0,0,0,0,13,73,0,0,0,0,69,41,0,0,0,0,41,44,0,0,0,0,44,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,230,7,0,0,0,234
UCL115010,10,0,0,0,0,10,10,0,0,0,0,10,9,0,0,0,0,9,15,0,0,0,0,15,12,0,0,0,0,12,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,89,0,0,0,0,89
UCL115011,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,11,27,0,0,0,0,27,36,0,0,0,0,36,51,0,0,0,0,51,55,0,0,0,0,55,16,0,0,0,0,14,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,8,238,0,0,0,0,234
UCL115012,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,24,0,0,0,0,27,28,0,0,0,0,28,22,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,115,0,0,3,0,115
UCL115013,15,0,0,0,0,14,8,0,0,0,0,12,9,0,0,0,0,14,19,0,0,0,0,19,29,5,0,0,0,35,119,3,0,0,0,124,102,0,0,0,0,100,62,0,0,0,0,63,14,0,0,0,0,14,6,0,0,0,0,7,5,0,0,0,0,5,18,0,0,0,0,17,419,15,0,0,5,436
UCL115014,20,0,0,0,0,27,15,0,0,0,0,15,11,3,0,0,0,14,13,0,0,0,0,10,34,0,0,0,0,34,79,0,0,0,0,84,66,0,0,0,0,66,80,0,0,0,0,81,26,0,0,0,0,30,15,0,0,0,0,13,3,0,0,0,0,3,24,0,0,0,0,19,380,8,0,0,3,397
UCL115015,6,0,0,0,0,6,4,0,5,0,0,11,0,0,0,0,0,0,10,0,0,0,0,9,9,0,0,0,0,9,22,0,3,0,0,30,29,0,0,0,0,29,26,7,0,0,0,32,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,4,5,0,0,0,0,5,134,6,8,0,0,147
UCL115016,11,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,13,5,0,0,0,20,32,0,0,0,0,36,21,0,0,0,0,21,16,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,123,7,0,0,0,136
UCL115017,12,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,13,4,0,0,0,0,4,20,0,0,0,0,21,25,0,0,0,0,26,43,0,0,0,0,43,39,0,0,0,0,44,32,0,0,0,0,33,25,0,0,0,0,25,7,0,0,0,0,7,224,7,3,0,0,242
UCL115018,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,7,0,0,0,0,7,19,0,0,0,0,19,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,67,0,0,0,0,72
UCL115019,33,0,0,0,0,35,24,0,0,0,0,24,13,0,0,0,0,13,28,0,0,0,0,29,34,0,0,0,0,34,76,0,0,0,0,74,103,0,0,0,0,100,144,0,0,0,0,144,66,0,0,0,0,66,47,0,0,0,0,49,24,0,0,0,0,24,20,0,0,0,0,20,602,4,0,0,0,610
UCL115020,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,22,0,0,0,0,24,31,4,0,0,0,33,115,0,0,0,0,116,86,0,0,0,0,86,48,0,0,0,0,46,12,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,4,14,0,0,0,0,14,355,5,0,4,0,371
UCL115021,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,17,0,0,0,0,17,24,0,0,0,0,24,54,0,0,0,0,49,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,141,0,0,0,0,140
UCL115022,23,0,0,0,0,20,4,0,0,0,0,4,8,0,0,0,0,9,9,0,0,0,0,9,13,0,0,0,0,14,39,0,0,0,0,39,58,0,0,0,0,58,84,0,0,0,0,83,39,0,0,0,0,39,23,0,0,0,0,23,14,0,0,0,0,14,22,0,0,0,0,22,329,0,0,0,0,329
UCL115023,8,0,0,0,0,8,8,0,0,0,0,8,7,0,0,0,0,7,11,0,0,0,0,10,15,0,0,0,0,15,38,0,0,0,0,38,27,0,0,0,0,27,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,143,0,0,0,0,141
UCL115024,6,0,0,0,0,6,9,0,0,0,0,9,6,0,0,0,0,6,17,0,0,0,0,17,21,0,0,0,0,21,20,0,0,0,0,20,18,0,0,0,0,19,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,110,0,0,0,0,112
UCL115025,16,0,0,0,0,16,8,0,0,0,0,8,4,0,0,0,0,4,12,0,0,0,0,12,11,0,0,0,0,11,30,0,0,0,0,30,34,0,0,0,0,34,96,0,0,0,0,96,63,0,0,0,0,63,34,0,0,0,0,34,10,0,0,0,0,10,18,0,0,0,0,18,324,0,0,0,0,324
UCL115026,6,0,0,0,0,6,7,0,0,0,0,7,5,0,0,0,0,5,3,3,0,0,0,9,8,0,0,0,0,8,24,3,0,0,0,27,29,0,0,0,0,29,36,0,0,0,0,38,8,0,0,0,0,8,11,0,0,0,0,13,3,0,0,0,0,3,8,0,0,0,0,8,146,7,0,5,0,152
UCL115027,17,0,0,0,0,23,7,0,0,0,0,7,5,0,0,0,0,5,14,0,0,0,0,10,13,0,0,0,0,14,68,10,0,0,0,79,123,8,0,0,0,132,116,9,0,0,0,124,42,0,0,0,0,43,24,0,0,0,0,24,11,0,0,0,0,11,24,0,0,0,0,23,449,37,3,0,0,482
UCL115028,11,0,0,0,0,13,8,3,0,0,0,9,7,0,0,0,0,10,9,0,0,0,0,8,13,0,0,0,0,10,41,0,0,0,0,42,36,5,0,0,0,42,64,0,0,0,0,62,25,0,0,0,0,28,21,0,0,0,0,21,12,0,0,0,0,12,15,0,0,0,0,15,247,13,5,0,0,262
UCL115029,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,4,4,0,0,0,0,4,14,0,0,0,0,12,16,0,0,0,0,16,13,0,0,0,0,17,18,0,0,0,0,20,14,0,0,4,0,19,11,0,0,0,0,13,5,0,0,0,0,5,108,3,6,4,0,125
UCL115030,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,0,8,16,0,0,0,0,16,22,0,0,0,0,25,14,0,0,0,0,14,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,104,0,0,0,0,101
UCL115031,26,0,0,0,0,26,6,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,13,18,0,0,0,0,18,30,0,0,0,0,30,36,0,0,0,0,36,44,0,0,0,0,44,41,0,0,0,0,41,27,0,0,0,0,28,19,0,0,0,0,19,19,0,0,0,0,15,283,0,0,0,0,285
UCL115032,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,12,0,0,0,0,12,23,0,0,0,0,23,39,0,4,0,0,39,43,0,0,0,0,44,63,0,0,0,0,64,43,0,0,0,0,50,13,0,0,0,0,13,279,0,7,0,0,290
UCL115033,22,4,0,0,0,23,13,0,0,0,0,13,7,0,0,0,0,7,7,0,0,0,0,7,18,0,0,0,0,18,39,0,0,0,0,41,75,4,3,0,0,82,196,4,0,0,0,206,174,5,0,0,0,180,150,4,0,0,0,155,46,0,0,0,0,46,26,0,0,0,0,26,777,13,13,3,0,805
UCL115034,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,29,0,0,0,0,29,55,0,0,0,0,55,112,0,0,0,0,112,56,0,0,0,0,56,24,0,0,0,0,24,7,0,0,0,0,7,21,0,0,0,0,25,357,0,0,0,0,357
UCL115035,10,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,14,12,0,0,0,0,17,38,0,0,0,0,38,123,0,0,0,0,123,156,0,0,0,0,158,138,0,0,0,0,138,48,0,0,0,0,48,19,0,0,0,0,19,15,0,0,0,0,14,29,0,0,0,0,29,599,3,0,0,0,601
UCL115036,21,0,0,0,0,18,5,0,0,0,0,5,4,0,0,0,0,4,13,0,0,0,0,13,9,0,0,0,0,13,41,0,0,0,0,47,46,0,0,0,0,46,51,0,0,0,0,56,38,0,0,0,0,38,24,0,0,0,0,24,10,0,0,0,0,10,18,0,0,0,0,18,284,5,3,0,0,290
UCL115037,8,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,9,0,0,0,0,9,22,0,0,0,0,22,23,0,0,0,0,25,47,0,0,0,0,47,24,0,0,0,0,24,20,0,0,0,0,20,5,0,0,0,0,5,6,0,0,0,0,6,174,0,0,0,0,182
UCL115038,5,0,0,0,0,5,9,0,0,0,0,9,12,0,0,0,0,12,20,0,0,0,0,22,14,0,0,0,0,10,39,0,0,0,0,39,15,0,0,0,0,15,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,134,3,0,0,0,139
UCL115039,12,0,0,0,0,12,11,0,0,0,0,11,22,0,0,0,0,22,30,0,0,0,0,36,48,0,0,0,0,48,79,0,0,0,0,76,35,0,0,0,0,37,31,0,4,0,0,34,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,7,15,0,0,0,0,15,304,0,5,5,0,319
UCL115040,9,0,0,0,0,9,4,0,0,0,0,4,9,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,6,25,0,0,0,0,25,30,0,0,0,0,30,71,0,0,0,0,67,40,0,0,0,0,39,23,0,0,0,0,23,12,0,0,0,0,12,20,0,0,0,0,20,241,0,0,0,0,248
UCL115041,17,0,0,0,0,17,16,0,0,0,0,12,17,0,0,0,0,14,43,0,0,0,0,43,42,0,0,0,0,42,53,0,0,0,0,53,18,0,0,0,0,23,13,0,0,0,0,13,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,18,238,0,0,5,0,245
