UCL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL314023,4,0,5,6,15,31,65,74,25,227,0,0,5,0,6,0,10,0,4,17,20,20,55,61,81,83,70,34,23,451,242,400,1074,1249,1485,1390,868,344,88,7145
UCL315001,0,0,0,4,3,6,9,5,4,23,0,0,0,0,0,0,0,0,0,0,9,0,20,27,35,27,26,9,0,142,24,31,101,138,190,244,203,52,15,1003
UCL315002,0,0,5,0,4,0,12,14,3,41,0,0,0,0,0,0,0,0,0,0,3,6,5,19,16,4,3,3,0,60,59,131,302,387,389,328,215,69,12,1889
UCL315003,4,0,0,0,3,3,24,31,9,87,0,0,0,0,0,0,0,0,0,4,8,4,12,4,16,19,11,11,3,92,23,34,76,96,146,254,264,129,29,1063
UCL315004,25,6,8,4,6,14,14,4,0,75,0,0,6,3,0,0,0,0,0,6,9,6,22,13,15,7,3,0,0,76,96,90,187,142,156,105,44,5,0,828
UCL315005,0,0,0,0,3,12,18,30,19,78,0,0,0,0,0,0,3,0,0,8,4,12,13,17,10,10,16,7,4,95,22,43,97,129,127,174,173,99,32,893
UCL315006,0,0,0,0,0,3,16,3,0,23,0,0,0,0,0,0,0,0,0,0,11,3,18,23,18,16,10,0,0,92,52,94,170,149,119,101,47,8,0,737
UCL315007,0,0,3,6,8,24,48,57,31,185,0,0,0,0,3,3,6,0,0,4,17,9,16,25,22,19,29,23,15,161,91,128,251,366,407,525,564,301,106,2728
UCL315008,0,0,8,8,13,13,29,11,0,79,0,6,0,0,0,0,0,0,0,10,43,72,140,136,93,73,26,4,3,592,159,326,830,788,619,402,156,41,7,3325
UCL315009,0,0,0,6,3,12,55,86,88,256,0,0,4,0,0,3,0,0,3,16,8,5,22,13,18,16,25,35,27,162,82,95,294,246,272,367,413,287,186,2232
UCL315010,0,0,0,3,7,30,58,66,13,173,0,0,0,0,0,0,5,0,0,9,3,6,14,21,31,34,34,16,6,161,54,109,197,250,346,567,620,263,44,2456
UCL315011,0,0,0,0,3,9,41,51,22,121,0,0,0,0,0,0,0,0,0,0,4,4,0,8,6,29,36,27,7,115,11,21,40,49,129,331,544,256,55,1431
UCL315012,3,0,5,0,7,6,43,39,5,114,0,0,0,0,0,0,0,0,0,5,13,17,54,35,31,28,20,14,0,194,124,206,675,634,483,382,286,96,26,2904
UCL315013,5,0,0,4,7,6,22,19,3,63,0,0,0,0,0,0,0,0,0,0,5,12,37,13,13,11,11,14,0,113,47,162,399,189,181,164,105,59,9,1311
UCL315014,0,0,0,3,4,13,21,40,14,96,0,0,0,0,0,0,4,0,0,12,0,3,10,10,13,25,32,11,5,114,24,38,89,76,121,253,286,153,63,1100
UCL315015,0,0,0,3,4,8,13,10,4,46,0,0,0,0,0,0,0,0,0,5,8,0,12,10,11,11,9,4,4,68,67,126,245,244,344,290,176,81,19,1592
UCL315016,0,0,9,8,6,12,21,8,5,70,0,0,0,0,0,0,0,0,0,11,9,5,15,20,13,17,13,5,0,99,114,159,388,481,474,308,186,64,20,2205
UCL315017,0,0,0,7,10,27,54,52,43,192,0,0,0,0,0,5,0,0,3,7,18,21,59,28,42,63,31,10,13,286,66,149,391,250,277,413,293,132,86,2056
UCL315018,4,5,6,9,12,23,20,13,3,84,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,5,0,0,0,31,80,91,165,126,120,106,33,16,5,739
UCL315019,0,0,3,4,8,6,24,43,24,118,0,0,0,0,0,0,0,0,0,7,9,9,21,20,19,21,25,25,17,173,41,73,161,109,146,177,181,174,67,1128
UCL315020,0,0,0,3,5,7,23,37,15,98,0,0,5,0,0,0,0,0,0,11,10,10,30,31,15,21,13,13,4,140,40,137,326,285,212,248,142,98,46,1536
UCL315021,0,0,0,0,4,5,21,32,20,90,0,0,0,0,0,0,0,0,0,4,3,10,3,9,14,10,9,22,8,86,39,50,111,111,122,157,208,145,75,1016
UCL315022,4,0,5,0,11,22,37,15,7,110,0,0,3,0,5,4,4,3,0,17,15,28,71,41,35,53,30,15,0,289,75,194,439,337,260,321,180,64,22,1889
UCL315023,0,0,0,4,3,6,14,25,11,66,0,0,0,0,0,3,0,0,0,8,4,4,31,17,23,39,24,10,4,169,36,53,190,128,191,199,149,68,23,1041
UCL315024,0,0,0,3,3,15,12,14,4,51,0,0,0,0,0,3,3,0,0,6,14,17,33,36,38,34,27,13,5,223,65,85,184,220,239,258,229,98,13,1395
UCL315025,0,0,0,7,8,16,74,77,17,209,0,0,0,0,0,4,0,0,0,11,15,3,15,16,34,52,39,51,7,224,58,51,151,200,321,526,852,368,54,2579
UCL315026,0,3,0,3,3,10,30,50,40,152,0,0,0,5,0,0,0,3,0,9,8,10,18,33,27,23,43,37,71,265,99,152,305,422,447,427,467,316,168,2803
UCL315027,0,0,0,3,0,12,34,61,15,133,0,0,0,0,0,0,0,0,4,6,9,6,16,21,24,40,46,72,79,306,38,60,139,126,173,261,334,284,127,1550
UCL315028,0,0,0,0,3,6,13,16,4,41,0,0,0,0,0,0,0,4,0,7,4,0,7,8,6,3,11,0,0,43,42,51,196,171,185,140,143,47,11,989
UCL315029,0,0,0,0,0,0,16,15,10,42,0,0,0,0,0,0,0,3,0,4,8,0,12,20,20,9,14,3,0,89,58,85,232,311,330,275,225,71,22,1606
UCL315030,9,7,9,10,12,19,12,3,0,81,13,5,5,3,4,3,6,0,0,33,0,0,19,11,7,16,6,0,0,59,102,129,244,159,137,109,34,6,4,927
UCL315031,0,0,0,3,5,5,7,4,0,26,0,0,0,0,0,4,3,0,0,6,19,81,169,100,86,55,29,9,0,543,66,225,519,423,393,301,114,25,4,2075
UCL315032,4,0,3,7,8,6,74,93,26,225,0,0,0,0,0,0,0,0,3,3,13,10,36,61,54,49,58,45,41,367,125,146,460,524,540,751,760,424,140,3865
UCL315033,0,0,0,3,0,13,27,24,11,83,0,0,0,0,0,0,0,0,0,4,0,0,6,3,8,11,29,14,5,78,14,37,72,93,139,230,298,159,32,1076
UCL315034,0,0,0,0,0,0,6,5,4,13,0,0,0,0,0,0,0,0,0,0,10,4,8,8,16,9,11,0,3,68,28,37,118,144,182,153,115,41,8,831
UCL315035,0,5,0,5,8,9,33,22,4,84,4,0,0,0,0,0,0,0,0,5,9,6,20,19,24,21,13,13,0,121,78,127,432,479,401,337,249,86,13,2207
UCL315036,0,0,0,3,11,10,35,43,16,117,0,0,0,0,0,3,0,0,0,6,11,22,29,30,23,26,39,21,13,209,47,109,186,158,193,217,244,167,52,1381
UCL315037,0,0,0,5,3,10,33,46,21,120,0,0,0,0,3,0,0,0,0,16,13,3,30,21,20,23,24,20,0,162,118,176,436,546,535,526,480,231,64,3109
UCL315038,0,0,0,0,6,9,7,13,3,32,0,0,0,0,0,0,0,0,0,0,8,0,9,15,8,8,3,7,0,63,66,81,223,299,276,284,144,57,12,1437
UCL315039,17,5,15,14,17,19,12,10,0,114,0,0,0,3,4,0,3,6,0,22,6,8,26,20,16,8,10,5,0,86,88,87,146,150,126,91,36,24,0,758
UCL315040,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,56,89,56,39,57,35,9,0,356,83,328,648,212,150,146,85,19,0,1675
UCL315041,0,0,0,3,8,9,16,19,0,47,0,0,0,0,0,6,0,0,0,5,5,12,18,25,26,31,15,10,0,143,42,53,151,176,190,212,155,56,11,1046
UCL315042,0,0,0,0,9,15,65,70,56,216,0,0,0,0,0,0,3,0,0,7,19,15,21,24,36,37,19,31,15,223,94,111,244,253,330,393,406,231,129,2198
UCL315043,3,0,3,3,11,10,33,22,10,96,0,0,0,0,0,0,3,3,0,10,0,3,6,0,10,13,20,10,9,72,20,42,63,66,121,169,228,120,46,879
UCL315044,0,0,6,4,16,24,73,136,112,383,0,0,0,3,6,0,5,4,6,25,18,33,47,44,57,66,54,50,28,399,111,221,436,393,499,633,542,447,250,3527
UCL315045,0,0,0,3,11,16,38,28,6,105,0,0,0,0,0,0,0,0,0,3,5,5,17,19,21,17,12,0,8,96,68,124,324,388,456,431,307,117,17,2247
UCL315046,0,0,5,4,7,8,19,40,29,115,0,0,5,3,0,0,0,0,3,13,19,11,41,75,31,30,26,20,16,280,63,86,371,394,228,252,239,129,64,1832
UCL315047,0,3,0,11,10,12,29,25,6,87,0,0,0,0,0,0,3,0,0,6,4,4,11,3,25,13,13,6,0,87,52,111,284,256,273,226,159,85,22,1456
UCL315048,0,0,0,3,7,12,26,13,7,64,0,0,0,0,0,0,0,0,0,0,3,10,10,17,31,17,26,14,3,124,40,54,100,151,256,296,320,136,28,1367
UCL315049,4,0,0,3,7,8,5,14,7,40,0,0,0,5,0,0,0,0,0,10,16,10,35,41,37,61,31,27,4,258,56,67,197,324,348,422,323,166,34,1950
UCL315050,0,0,8,12,14,31,88,120,77,346,0,3,0,0,0,4,4,0,0,14,13,16,42,28,40,50,48,67,44,343,111,244,421,391,433,467,528,367,174,3134
UCL315051,0,0,0,3,9,13,33,38,19,117,0,0,0,0,0,0,0,0,0,3,11,10,23,36,25,33,23,19,9,177,114,288,588,541,683,620,499,261,70,3650
UCL315052,0,0,3,4,0,9,38,31,12,103,0,0,0,8,3,0,0,4,0,19,8,9,34,23,35,18,21,12,3,156,92,183,401,456,479,413,429,236,42,2727
UCL315053,0,0,3,5,5,19,44,33,17,127,0,0,0,0,0,0,3,0,0,5,23,23,42,45,33,61,31,35,38,326,78,180,380,351,296,381,265,134,79,2145
UCL315054,3,0,10,13,11,24,81,79,28,240,0,0,3,0,0,6,5,0,0,17,25,12,34,38,38,32,30,34,21,266,136,215,417,418,462,526,450,233,59,2910
UCL315055,4,0,3,8,15,17,56,51,19,176,0,0,0,0,0,4,0,0,0,11,14,5,26,29,32,52,75,44,16,298,58,49,143,207,369,689,887,402,82,2900
UCL315056,0,0,0,3,0,4,14,27,8,66,0,0,0,0,0,0,0,0,0,4,7,3,11,8,6,18,27,31,37,155,37,43,117,165,208,245,268,177,77,1331
UCL315057,0,0,0,0,0,6,12,27,21,71,0,0,0,0,0,0,0,0,0,3,9,5,11,13,16,27,27,23,21,148,50,78,170,241,352,455,640,408,168,2549
UCL315058,0,0,0,3,3,5,19,14,0,61,0,0,0,0,0,0,0,0,0,3,7,13,49,49,58,36,14,5,5,238,89,207,568,611,448,298,162,64,9,2454
UCL315059,0,0,0,0,0,4,3,5,3,24,0,0,0,0,0,0,0,0,0,0,0,3,11,4,7,8,20,28,25,107,42,75,145,217,234,129,107,125,40,1125
UCL315060,0,0,0,3,0,11,7,11,0,35,0,0,0,0,0,0,0,0,0,0,0,3,3,15,5,13,4,0,0,44,45,98,347,388,271,237,130,54,11,1575
UCL315061,0,0,0,0,0,0,8,0,0,9,0,0,0,0,3,0,0,0,0,6,19,88,209,114,95,65,12,0,0,606,30,172,455,332,278,179,31,0,0,1490
UCL315062,0,0,0,0,4,11,18,40,19,99,0,0,0,0,0,0,0,0,0,6,19,10,19,23,23,21,16,18,19,171,67,81,190,140,161,138,127,103,58,1071
UCL315063,0,0,4,4,3,6,24,46,8,96,0,0,7,0,5,3,0,0,0,11,3,5,28,6,16,16,13,15,13,115,30,47,178,148,170,172,156,125,34,1072
UCL315064,0,0,3,0,3,6,16,20,5,54,0,0,0,0,0,0,4,3,0,4,19,19,28,46,28,19,17,11,3,191,49,95,209,211,170,134,123,69,39,1092
UCL315065,0,0,0,0,3,5,24,41,40,116,0,0,0,0,0,0,0,0,0,5,9,6,6,3,8,13,19,15,12,94,34,54,86,75,124,162,159,106,79,871
UCL315066,0,0,0,0,0,3,16,23,0,52,0,0,0,0,0,0,0,0,0,3,16,4,30,52,43,21,18,9,3,198,91,153,352,458,460,411,316,143,32,2416
UCL315067,0,0,7,0,8,16,37,29,12,104,0,0,0,0,0,0,0,0,0,3,5,7,11,18,23,22,35,19,0,144,53,78,160,197,309,396,432,177,31,1831
UCL315068,0,0,0,0,4,8,25,25,16,80,0,0,0,3,0,0,0,0,0,11,15,10,17,18,28,21,23,14,5,154,54,73,172,184,230,232,206,113,47,1317
UCL315069,0,0,0,8,19,28,74,65,25,228,0,0,0,0,0,3,3,5,0,18,16,17,44,44,55,73,63,38,20,379,67,119,181,219,333,457,444,219,66,2106
UCL315070,0,0,0,0,0,8,33,18,8,76,0,0,0,0,0,0,3,0,0,3,20,19,64,52,49,24,16,18,0,268,56,127,290,248,200,190,145,67,18,1335
UCL315071,0,0,0,5,0,7,6,13,0,29,0,0,0,0,0,5,0,0,0,0,0,0,4,17,4,20,5,0,0,55,24,37,98,157,134,175,104,41,6,769
UCL315072,0,5,11,5,3,7,14,39,21,99,0,0,3,0,0,0,3,0,0,9,6,7,40,17,10,20,12,12,7,136,32,68,222,99,108,127,105,89,44,891
UCL315073,0,0,4,5,6,16,45,61,46,181,0,0,0,0,0,0,0,3,0,9,12,14,19,22,23,36,23,22,3,181,54,117,190,161,218,259,270,174,94,1540
UCL315074,0,4,3,9,14,31,85,100,23,272,0,0,0,0,0,0,5,3,6,8,23,13,40,34,40,50,74,47,18,346,84,124,285,307,402,502,648,352,102,2815
UCL315075,0,0,0,0,3,0,7,8,0,19,0,0,0,0,0,0,0,0,0,0,12,5,14,12,14,34,20,10,3,126,18,18,96,126,143,262,262,108,28,1054
UCL315076,4,5,5,19,27,28,75,105,40,302,0,0,0,7,0,5,4,4,3,24,8,14,30,37,39,32,23,44,19,238,135,240,463,481,570,514,455,300,114,3280
UCL315077,20,7,7,9,18,42,37,16,0,158,0,0,3,0,0,0,0,0,0,7,6,13,31,8,23,17,10,0,0,119,116,176,318,226,243,203,91,19,0,1407
UCL315078,0,0,5,5,4,8,36,77,53,187,0,0,4,0,0,0,0,0,0,8,11,18,24,16,19,23,31,58,96,293,88,157,287,292,311,278,327,264,197,2200
UCL315079,0,0,0,0,3,9,12,18,12,45,0,0,0,0,0,3,0,0,0,6,0,3,12,10,14,13,14,11,0,84,23,69,135,201,263,318,245,114,23,1390
UCL315080,0,4,0,3,7,11,12,20,8,57,0,0,0,0,0,0,5,4,3,12,15,48,163,74,54,98,101,71,18,632,67,216,895,605,590,711,631,301,64,4080
UCL315081,3,0,5,4,7,18,43,80,51,203,0,0,0,0,0,6,5,4,0,13,9,12,26,30,24,29,30,27,11,196,107,171,342,373,434,433,376,293,128,2659
UCL315082,0,0,0,0,0,6,14,7,0,34,0,0,0,6,0,0,0,0,0,3,11,4,15,11,14,27,18,11,0,112,16,32,79,111,166,257,239,102,10,1022
UCL315083,0,0,0,0,0,7,5,14,4,34,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,9,4,0,0,32,42,49,92,136,169,201,109,32,9,840
UCL315084,0,0,3,0,10,13,31,14,10,85,0,0,0,0,0,3,4,3,0,9,0,0,3,8,11,15,22,13,6,80,34,85,157,180,273,453,396,128,23,1729
UCL315085,0,0,0,9,9,19,36,52,22,146,0,0,0,0,3,0,0,0,0,12,21,14,38,24,32,29,26,40,48,276,88,211,348,338,343,392,341,196,84,2352
UCL315086,0,0,7,10,21,35,63,49,10,200,0,0,0,0,3,3,4,0,0,7,17,13,15,33,72,84,89,50,9,365,75,92,167,278,521,836,866,403,49,3292
UCL315087,0,0,0,0,0,5,4,12,3,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,13,4,4,0,36,71,149,159,293,472,444,299,114,23,2022
UCL315088,3,5,3,4,6,26,53,74,35,202,0,0,0,0,0,0,0,0,0,7,20,19,65,73,40,51,43,29,27,371,107,202,405,435,388,461,373,188,85,2643
UCL315089,3,0,4,8,10,19,40,41,12,139,0,0,0,0,0,4,10,3,0,20,9,16,45,24,35,48,23,25,20,242,88,151,366,261,293,318,246,128,45,1902
UCL315090,4,0,8,7,13,26,84,143,88,375,0,0,4,5,0,6,3,5,9,37,13,16,54,36,34,57,76,50,25,372,114,182,493,467,543,625,804,523,213,3973
UCL315091,0,0,0,0,0,16,22,29,8,75,0,0,0,0,3,0,5,0,0,14,13,20,33,33,45,32,31,9,0,212,115,198,423,381,328,287,141,48,12,1937
UCL315092,0,0,0,4,6,18,68,68,20,182,0,0,0,0,0,0,4,0,3,9,9,0,6,23,24,31,64,47,24,215,33,45,80,107,211,461,701,374,102,2104
UCL315093,0,0,0,6,4,12,26,39,21,108,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,13,14,7,47,23,27,66,68,106,145,195,143,48,813
UCL315094,0,0,0,0,4,10,31,32,6,80,0,0,0,0,0,0,0,0,0,7,7,8,10,16,10,19,26,9,7,96,39,71,159,219,273,396,505,216,28,1909
UCL315095,0,5,8,6,7,10,25,48,36,145,0,0,4,3,0,0,0,0,5,15,17,16,84,49,43,32,36,26,14,317,70,131,380,261,254,249,217,162,74,1817
UCL315096,6,0,3,0,0,19,40,48,14,122,0,0,5,0,0,0,3,0,0,10,14,32,41,46,60,49,28,13,9,292,104,218,525,425,458,451,285,123,46,2636
UCL315097,0,0,0,0,4,3,19,17,4,54,0,0,0,0,0,0,0,0,5,7,5,3,24,14,8,11,17,10,0,89,57,127,306,226,240,203,178,63,14,1409
UCL315098,0,0,3,9,3,7,9,8,0,33,0,5,0,0,0,0,0,0,0,3,26,53,117,84,69,57,13,6,3,424,104,309,797,636,572,364,91,31,10,2902
UCL315099,0,0,0,0,0,10,34,26,4,71,0,0,0,4,4,3,0,0,0,6,7,5,22,11,20,13,5,0,0,87,124,192,506,597,527,355,243,82,13,2630
UCL315100,0,0,0,9,0,0,32,11,0,59,0,0,0,0,0,4,0,0,0,5,3,7,6,16,5,8,26,10,0,81,45,67,138,169,162,175,175,63,9,1004
UCL315101,4,0,0,0,7,5,9,17,0,44,0,0,0,3,0,7,0,0,0,3,0,0,8,7,5,0,6,0,0,33,52,67,195,283,234,248,143,59,12,1285
UCL315102,0,0,0,0,6,18,44,48,50,180,0,0,0,0,0,5,0,0,0,4,3,6,7,5,18,25,23,41,20,150,36,83,166,131,202,253,282,240,87,1484
UCL315103,0,0,0,3,0,0,11,11,0,29,0,0,4,0,0,0,0,0,0,5,4,6,33,24,21,19,19,8,5,139,16,37,134,151,180,232,220,84,13,1068
UCL315104,3,8,24,18,11,8,35,41,27,176,0,0,0,5,8,0,0,0,0,13,3,20,75,84,49,20,25,16,21,313,70,287,865,637,442,381,351,160,81,3276
UCL315105,0,0,4,0,0,8,17,25,10,70,0,0,0,0,0,4,0,0,0,10,0,0,3,4,11,28,30,15,0,98,10,16,61,63,114,320,464,176,30,1256
UCL315106,0,0,5,0,0,7,23,20,0,52,0,0,0,0,0,0,0,0,0,0,5,6,15,3,9,5,8,4,0,51,50,123,383,267,175,165,110,39,8,1319
UCL315107,0,0,3,6,8,7,11,20,9,67,0,0,0,7,4,3,0,0,0,18,6,5,14,13,23,19,13,7,7,105,52,141,468,329,321,302,245,108,30,1988
UCL315108,9,0,0,0,4,4,8,6,3,45,0,0,0,0,0,0,0,0,0,0,8,0,6,7,4,0,3,0,0,25,102,104,212,136,125,101,51,11,5,843
UCL315109,0,0,0,0,0,0,19,16,9,38,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,12,13,8,3,58,23,29,69,100,139,167,209,109,30,877
UCL321001,0,0,0,0,3,8,14,9,0,35,0,0,0,0,0,0,0,0,0,0,6,4,0,9,3,13,5,5,0,42,23,42,48,65,71,91,91,43,9,489
UCL321002,0,0,0,0,0,3,15,25,29,85,0,0,0,0,0,0,0,4,0,4,4,0,9,6,12,5,13,7,6,59,16,43,77,64,81,113,141,90,55,685
UCL321003,0,0,0,0,3,3,15,12,5,39,0,0,0,0,0,0,0,0,0,0,5,5,9,10,13,9,12,9,0,68,13,21,57,53,87,99,103,50,4,481
UCL321004,3,0,0,0,0,3,11,15,5,35,0,0,0,0,0,0,0,0,0,0,4,0,10,3,10,13,0,8,8,60,20,19,60,67,46,89,59,45,20,423
UCL321005,0,0,0,0,0,0,9,9,0,20,0,0,0,0,0,0,0,0,0,0,4,0,13,20,13,8,5,5,0,71,17,27,85,107,113,82,78,36,3,551
UCL321006,0,0,0,4,0,15,13,14,0,44,0,0,0,0,0,0,0,0,0,3,0,0,9,10,6,9,4,0,0,45,33,51,88,109,71,61,29,9,0,449
UCL321007,0,0,0,3,8,15,20,18,0,61,0,0,0,0,0,0,0,0,0,3,5,14,45,29,35,40,22,11,0,202,44,88,287,235,207,188,108,43,3,1206
UCL321008,0,0,0,0,0,10,21,23,0,63,0,0,0,0,0,0,0,0,0,0,3,4,7,13,25,20,21,16,0,113,13,31,51,76,140,210,235,107,9,864
UCL321009,0,0,0,0,0,4,18,28,17,72,0,0,0,0,0,0,0,0,3,5,10,8,10,14,18,16,13,26,9,117,42,60,151,133,166,154,126,113,40,984
UCL321010,0,0,0,3,0,0,6,9,3,31,0,0,0,5,0,4,0,0,0,12,6,4,5,3,8,5,14,7,0,52,26,35,139,109,74,118,91,49,9,647
UCL321011,0,0,0,3,4,4,0,7,0,16,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,14,4,4,0,31,25,22,49,115,140,120,60,31,0,558
UCL321012,0,0,0,0,12,9,20,26,16,80,0,0,0,0,0,0,0,0,0,5,10,4,4,11,9,6,16,24,3,87,21,27,36,43,74,89,130,111,28,560
UCL321013,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,6,0,3,10,12,7,12,0,0,46,20,23,52,89,135,129,134,63,0,647
UCL321014,0,0,0,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,4,4,4,0,27,13,25,86,83,66,52,37,15,0,380
UCL321015,0,0,5,0,9,14,28,36,11,104,0,0,0,0,0,0,0,0,0,8,5,5,3,4,4,21,15,17,24,97,20,53,105,96,109,172,177,104,50,886
UCL321016,0,0,0,0,5,8,22,19,8,62,0,0,0,0,0,0,3,0,0,7,0,4,6,5,8,10,16,17,5,59,15,22,37,44,56,96,163,76,19,523
UCL321017,0,0,0,0,0,0,9,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,8,6,0,33,15,36,77,111,119,184,134,81,6,759
UCL321018,0,0,0,4,0,0,17,3,5,31,0,0,0,0,0,0,0,0,0,3,0,0,11,9,8,7,3,0,0,41,12,13,88,99,93,98,81,33,4,525
UCL321019,0,0,0,0,0,5,4,7,0,16,0,0,0,0,0,3,0,0,0,4,0,3,7,14,9,0,0,0,0,39,35,40,100,181,152,129,77,18,4,741
UCL321020,0,0,0,0,0,4,16,15,3,41,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,9,13,5,29,22,30,80,88,124,149,116,62,10,683
UCL321021,0,0,0,0,0,3,17,21,3,40,0,0,0,0,0,0,0,0,0,11,8,7,10,18,10,22,8,7,0,95,8,26,76,104,102,130,98,51,9,595
UCL321022,0,0,0,0,5,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,6,9,13,0,0,0,42,21,31,45,100,126,77,64,22,6,488
UCL321023,0,0,0,0,0,3,9,16,6,33,0,0,0,0,0,0,0,0,0,4,0,0,14,11,5,16,14,3,7,69,17,30,76,80,96,129,121,46,14,601
UCL321024,0,0,0,0,0,0,7,9,0,22,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,6,4,0,3,22,18,31,64,67,74,72,58,30,8,421
UCL321025,0,0,0,0,0,0,3,12,3,31,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,9,4,0,29,9,12,31,44,52,156,138,50,10,491
UCL321026,0,0,0,0,0,0,9,10,4,17,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,3,8,5,0,33,14,20,55,69,59,81,72,26,5,400
UCL321027,0,0,0,0,0,0,6,10,0,17,0,0,0,0,0,0,0,0,0,0,6,0,6,11,12,8,3,10,0,56,22,23,77,117,130,112,68,46,9,616
UCL321028,0,0,0,0,3,0,9,9,0,22,0,0,0,0,0,4,6,0,0,8,10,19,26,21,15,22,16,10,5,135,30,55,146,125,99,109,85,32,9,692
UCL321029,0,0,0,0,0,6,7,4,0,25,0,0,0,0,0,0,0,0,0,4,0,0,3,3,10,16,8,15,7,64,13,21,28,45,108,209,230,100,25,775
UCL321030,0,0,0,0,0,6,15,11,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,8,0,0,24,15,20,30,54,86,99,79,33,4,421
UCL321031,0,0,0,0,4,6,4,6,0,20,0,0,0,0,0,0,0,0,0,0,4,4,16,10,13,15,7,5,0,67,24,35,99,135,142,161,118,52,9,789
UCL321032,0,0,0,0,3,3,12,16,0,39,0,0,0,0,0,0,0,0,0,0,8,5,4,17,33,11,10,10,0,94,64,77,134,217,336,325,255,109,6,1525
UCL321033,0,0,5,4,0,6,10,8,0,25,0,0,0,0,0,0,0,0,0,0,4,0,7,10,15,15,15,0,0,70,14,33,106,144,160,175,129,40,0,798
UCL321034,0,4,3,6,8,16,34,31,15,107,0,0,0,0,0,0,0,3,0,6,3,6,6,11,11,19,13,4,0,69,28,59,122,112,138,155,121,61,31,829
UCL321035,0,0,3,6,4,17,26,21,0,81,0,0,0,0,0,0,3,0,0,3,7,0,12,23,19,13,19,9,0,101,47,69,186,219,259,336,288,112,14,1530
UCL321036,0,0,0,0,5,3,9,11,0,28,0,0,0,0,0,0,0,0,0,0,5,4,12,8,12,6,0,0,0,49,22,51,163,137,157,120,100,38,9,805
UCL321037,0,0,0,0,5,5,10,18,3,39,0,0,0,0,0,0,0,4,0,6,5,9,5,8,10,6,7,0,0,61,22,38,60,79,110,113,129,57,15,629
UCL321038,0,0,0,0,3,0,16,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,7,13,5,0,43,24,22,69,79,110,191,170,72,13,739
UCL321039,0,0,0,0,0,0,4,12,5,23,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,9,4,0,3,45,19,29,69,78,117,199,207,110,45,869
UCL321040,0,0,0,3,0,3,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,7,6,0,0,27,19,26,41,92,92,145,66,25,10,517
UCL321041,0,0,0,0,0,10,35,32,15,88,0,0,0,0,0,0,0,0,0,0,11,7,8,3,9,18,14,13,3,88,24,52,90,73,104,135,146,88,40,747
UCL321042,0,0,0,0,3,11,3,14,0,30,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,7,5,5,0,30,19,49,62,68,94,98,63,40,9,512
UCL321043,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,3,0,0,0,17,18,48,40,87,128,133,72,35,4,561
UCL321044,0,0,0,3,9,20,45,22,5,104,0,0,0,0,0,4,0,0,0,6,16,11,12,22,21,65,52,29,0,227,43,63,121,164,275,484,432,135,18,1747
