UCL_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
UCL321019,11,0,26,10,5,45,80,80,22,0,30,23,5,10,83,11,49,625,38,940,0,0,0,0,0,0,0,0,0,0,0,0,43,39,91,80,27,0,31,33,4,8,98,11,73,633,80,1026,3,0,0,0,0,0,0,0,3,0,0,10,0,14,18,4,3,0,6,6,0,0,17,0,12,22,3,57,17,4,3,0,5,6,0,0,23,0,12,26,4,75,70,59,24,0,27,22,5,8,72,11,46,397,25,657,0,0,0,0,0,0,0,0,0,0,0,0,32,32,90,62,27,0,31,33,4,8,90,11,57,425,66,765
UCL321020,27,7,25,0,5,83,81,69,24,0,28,35,4,22,82,5,63,423,48,739,4,0,0,0,0,0,0,0,0,0,0,3,26,38,123,82,34,6,39,45,12,37,109,11,85,432,78,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,0,3,10,0,6,11,4,6,15,3,42,19,3,4,0,3,10,0,6,11,4,6,19,3,47,106,70,31,10,37,41,9,28,96,11,68,304,42,645,0,0,0,0,0,0,0,0,0,0,0,0,24,24,123,73,34,6,41,44,12,37,109,11,78,324,59,710
UCL321021,5,3,4,9,0,29,75,54,24,0,42,41,9,19,54,3,27,369,20,623,0,0,0,0,0,0,0,0,0,0,0,5,97,104,84,59,26,4,48,56,11,25,60,5,32,385,123,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,6,4,0,6,0,3,3,12,0,27,8,4,3,0,6,4,0,6,0,3,3,11,0,27,79,45,23,0,44,48,11,21,51,3,28,267,13,507,4,7,0,0,0,0,0,0,0,0,0,6,83,89,84,54,26,4,48,52,11,27,59,5,30,285,94,621
UCL321022,3,5,13,3,0,31,50,45,10,0,10,21,0,9,56,5,45,392,14,594,0,0,0,0,0,0,0,0,0,0,0,4,54,60,58,58,17,5,19,27,3,15,60,5,61,394,72,677,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,7,0,6,11,0,26,9,0,5,0,0,3,0,0,13,0,8,11,0,32,56,45,11,5,19,29,3,13,45,6,47,260,13,444,0,0,0,0,0,0,0,0,0,0,0,0,42,48,58,50,16,5,17,27,3,12,56,7,51,279,56,525
UCL321023,6,3,15,0,0,36,77,58,29,0,51,42,9,16,40,7,39,386,33,651,0,0,3,0,0,5,0,0,0,0,3,5,52,61,88,58,31,7,58,51,10,21,45,14,58,394,89,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,7,11,0,0,5,0,3,10,0,29,6,0,3,0,7,11,0,0,5,0,3,10,0,29,78,51,27,7,48,40,5,21,41,14,52,283,27,540,3,4,0,0,0,0,0,0,0,0,0,5,42,57,88,52,31,7,58,50,10,21,41,14,56,295,68,620
UCL321024,14,4,15,3,0,48,46,75,16,0,20,18,0,13,52,0,38,277,22,486,3,3,0,0,0,0,0,0,3,0,0,0,16,24,69,84,23,6,35,25,6,25,73,3,60,281,42,560,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,7,4,3,4,8,0,3,3,3,26,7,0,0,0,3,4,3,4,8,0,9,7,3,27,59,74,18,5,30,21,3,19,62,3,49,179,9,386,3,0,0,0,0,0,0,0,0,0,0,0,16,18,69,74,23,5,35,25,6,25,69,3,54,183,30,438
UCL321025,22,0,19,6,0,54,105,41,27,0,36,36,10,13,65,9,58,248,10,497,0,0,0,0,0,0,0,0,0,0,0,0,25,25,140,49,36,0,42,44,19,23,86,7,79,253,35,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,9,7,0,0,12,0,7,7,0,33,10,4,3,0,9,7,0,0,12,0,7,7,0,33,124,48,30,0,35,43,15,22,69,8,62,188,13,449,0,0,0,0,0,0,0,0,0,0,0,0,19,28,140,46,32,0,42,44,19,23,82,7,69,195,33,505
UCL321026,3,0,10,5,0,20,43,30,19,0,23,16,7,10,30,3,22,296,24,462,0,0,0,0,0,0,0,0,0,0,0,0,18,21,47,34,19,5,26,22,7,13,37,3,33,304,43,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,12,0,23,4,3,6,0,0,0,0,0,0,0,0,12,0,23,47,30,14,5,26,14,7,13,38,3,31,214,16,373,0,0,0,0,0,0,0,0,0,0,0,4,24,30,47,31,19,5,26,14,7,13,34,3,33,223,43,417
UCL321027,15,0,12,3,0,42,72,47,26,0,28,33,8,23,59,0,53,434,26,690,0,0,0,0,0,0,0,0,0,0,0,11,49,55,84,53,31,5,33,36,6,25,75,5,67,445,76,793,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,0,5,0,9,5,0,6,5,0,3,11,5,34,13,0,5,0,9,5,0,6,5,0,3,19,5,41,74,39,25,5,30,32,7,26,67,5,64,307,22,559,0,0,0,0,0,0,0,0,0,0,0,7,44,49,84,42,31,5,33,36,6,25,71,5,62,330,63,646
UCL321028,11,4,6,3,0,27,42,64,21,0,32,22,11,13,43,4,30,563,23,782,0,0,0,0,0,0,0,0,0,0,0,8,156,163,48,67,21,0,38,23,8,16,53,7,38,575,185,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,3,0,4,0,0,10,0,20,4,0,0,0,5,3,3,0,4,0,0,14,0,19,48,55,19,0,36,22,8,19,43,7,26,370,25,580,0,0,0,0,0,0,0,0,0,0,0,0,110,118,48,55,21,0,38,24,8,16,48,7,31,387,131,721
UCL321029,32,10,42,8,0,90,121,65,47,0,62,56,10,35,76,11,79,325,28,700,0,0,0,0,0,0,0,0,3,0,3,3,57,68,153,70,57,4,79,70,16,51,111,15,126,337,85,850,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,8,0,9,4,0,3,12,0,9,17,0,52,12,5,9,0,9,4,0,3,12,0,9,17,0,51,145,63,50,4,70,63,16,47,96,15,109,272,22,680,0,0,0,0,0,0,0,0,0,0,0,5,48,50,153,71,57,4,79,70,16,49,111,15,118,292,72,785
UCL321030,23,5,26,7,0,61,78,59,19,0,36,18,3,20,63,8,41,222,14,433,0,3,0,0,0,0,0,0,0,0,0,0,17,23,106,74,30,9,46,29,12,28,88,10,71,234,29,513,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,0,6,0,3,3,0,7,3,0,10,4,0,28,16,0,3,0,3,3,0,7,3,0,10,10,0,36,89,64,22,4,38,26,9,23,82,10,58,159,10,387,0,0,0,0,0,0,0,0,0,0,0,7,13,20,106,67,30,9,46,26,12,28,85,10,68,174,23,440
UCL321031,21,3,10,5,0,45,83,96,30,6,25,44,6,24,92,5,63,558,29,893,6,0,0,0,0,0,0,0,0,0,0,3,70,79,103,103,33,5,34,52,9,37,112,8,80,567,103,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,5,10,3,7,6,4,0,14,0,39,8,6,3,0,5,10,3,7,6,4,0,15,0,39,97,92,26,5,25,44,8,32,105,7,67,393,26,729,0,0,0,0,0,0,0,0,0,0,0,4,48,53,103,98,33,5,28,52,9,37,111,8,69,410,75,822
UCL321032,48,8,54,10,0,114,156,154,68,0,51,71,9,39,160,15,123,1086,75,1758,3,0,0,0,0,0,0,0,0,0,0,5,110,121,187,174,83,4,67,96,15,54,204,24,174,1101,187,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,7,0,10,12,0,3,13,5,12,16,0,53,13,3,7,0,10,12,0,3,13,5,12,16,0,53,174,138,79,4,60,82,15,50,169,20,148,786,62,1452,0,0,0,0,0,0,0,0,0,0,0,4,86,88,187,144,87,4,72,96,15,54,188,24,159,808,143,1598
UCL321033,13,4,15,3,0,43,71,64,19,0,32,35,4,16,62,3,48,628,33,917,0,0,0,0,0,0,0,0,0,0,0,6,73,87,87,70,23,3,39,45,8,20,78,7,63,633,106,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,3,0,0,0,0,0,5,0,21,6,3,3,0,3,3,0,0,0,0,0,5,0,21,83,58,19,3,38,40,8,14,70,6,55,438,32,741,0,0,0,0,0,0,0,0,0,0,0,0,52,62,87,59,23,3,43,44,8,20,74,7,59,453,81,822
UCL321034,17,11,23,4,0,75,84,140,21,0,80,43,13,27,68,6,62,595,38,989,0,0,0,0,0,5,0,0,0,0,0,6,45,63,125,159,24,12,103,54,25,40,86,18,83,600,84,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,4,0,0,3,12,0,24,7,0,0,0,3,0,0,4,0,0,3,15,0,22,113,124,28,12,96,56,23,36,75,18,70,383,23,778,5,5,0,0,0,0,0,0,0,0,0,10,34,53,125,126,24,12,100,54,22,35,77,18,71,413,59,856
UCL321035,94,9,118,17,7,245,182,154,56,0,83,73,17,49,194,13,127,898,83,1600,3,3,0,0,4,0,0,0,3,0,0,11,97,119,271,200,83,3,125,107,27,84,291,23,248,925,182,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,10,0,12,10,4,13,12,0,11,19,0,72,27,12,10,0,12,10,4,13,12,0,11,19,0,72,240,156,67,3,106,92,23,71,258,24,201,646,64,1430,4,3,0,0,8,3,0,4,0,0,5,13,68,89,271,167,83,3,125,107,26,84,273,23,214,675,136,1596
UCL321036,26,3,34,5,3,69,86,74,26,0,23,27,5,11,72,3,61,603,47,948,0,0,0,0,0,0,0,0,0,0,0,9,52,58,102,81,38,0,29,38,7,21,98,9,98,614,108,1074,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,8,0,0,9,0,0,13,3,31,4,0,3,0,0,8,0,0,9,0,0,19,3,35,91,65,34,0,29,31,5,17,86,9,71,425,34,758,0,0,0,0,0,3,0,0,0,0,0,3,47,48,100,69,38,0,29,38,7,21,91,9,76,442,79,844
UCL321037,21,3,18,3,0,57,60,66,29,0,38,31,3,16,53,4,41,393,20,654,0,0,0,0,3,0,0,0,0,0,0,6,71,77,76,79,28,10,54,48,13,22,77,9,63,399,95,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,5,4,0,3,0,0,11,0,28,6,0,3,0,5,5,4,0,3,0,0,11,0,28,65,64,23,8,49,42,11,22,66,6,50,280,13,545,0,6,3,0,7,0,0,0,0,0,0,3,54,72,77,68,28,10,54,48,13,22,73,9,57,293,67,644
UCL321038,22,8,34,4,0,73,121,76,38,0,42,47,3,22,85,10,54,431,37,794,0,0,0,0,0,4,0,0,0,0,0,0,36,44,143,81,51,7,57,59,11,33,104,16,94,434,76,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,12,9,0,0,10,0,13,12,0,52,24,0,6,0,12,9,0,0,10,0,13,12,0,52,122,72,42,0,47,55,9,30,87,15,70,314,32,679,0,0,0,0,0,0,0,0,0,0,0,4,34,39,148,72,51,7,57,59,9,33,96,16,82,332,71,773
UCL321039,14,7,22,5,0,60,106,62,40,0,36,50,6,22,67,16,82,538,32,886,0,0,0,0,0,0,0,0,0,0,0,6,33,43,133,69,46,10,47,66,13,26,81,25,104,547,68,992,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,4,0,4,11,3,3,10,0,11,21,3,62,14,7,4,0,4,11,3,3,10,0,11,23,3,59,114,64,41,8,41,50,10,20,75,25,86,439,27,797,0,0,0,0,0,0,0,0,0,0,0,3,35,37,133,64,46,10,47,66,13,26,81,25,103,468,59,892
UCL321040,21,0,22,4,0,31,54,40,21,0,16,20,3,15,44,3,48,379,31,589,0,0,0,0,0,0,0,0,0,0,0,0,33,30,64,48,23,3,18,22,11,15,58,4,62,377,64,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,3,0,0,8,0,19,7,0,5,0,0,0,0,0,3,0,0,8,0,24,62,42,22,3,22,24,9,15,51,4,60,284,17,490,0,0,0,0,0,0,0,0,0,0,0,3,25,26,64,44,23,3,18,22,11,15,58,4,60,293,46,542
UCL321041,39,9,58,10,4,126,112,66,27,5,55,39,14,34,68,10,64,367,31,683,0,4,0,0,0,0,0,0,0,0,0,18,87,108,164,86,46,10,75,65,22,58,105,22,127,394,117,914,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,5,12,0,6,6,0,5,5,0,20,6,3,0,0,5,12,0,6,3,0,3,5,0,24,157,73,45,8,71,52,14,50,98,14,113,286,21,663,0,0,0,0,0,0,3,4,5,3,3,11,69,94,164,76,46,10,75,65,22,58,101,22,120,305,91,783
UCL321042,18,3,26,0,0,59,62,53,18,0,25,15,0,10,62,0,53,333,25,572,0,0,0,0,0,0,0,0,0,0,0,0,34,33,80,67,26,4,36,26,0,19,87,6,76,333,59,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,6,6,0,4,5,0,29,6,3,0,0,0,3,0,6,9,0,4,10,0,31,66,51,27,0,34,25,5,9,70,6,54,236,20,483,3,0,0,0,0,0,0,3,0,0,0,0,24,28,80,58,26,4,36,26,0,19,79,6,63,243,45,538
UCL321043,6,0,12,3,0,31,60,52,15,0,20,21,4,6,37,3,43,449,31,669,0,0,0,0,0,0,0,0,0,0,0,0,23,24,72,57,22,0,25,21,5,12,41,4,56,451,49,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,7,0,3,3,0,7,14,0,27,8,5,0,0,7,7,0,3,3,0,7,17,0,32,61,41,23,0,19,16,5,10,36,0,46,344,21,553,0,0,0,0,0,0,0,0,0,0,0,3,17,22,72,45,22,0,25,21,5,12,41,4,52,366,42,603
UCL321044,131,20,146,10,3,283,256,152,72,6,90,106,19,80,225,16,134,740,60,1476,3,0,0,0,3,6,0,3,0,0,0,8,207,234,370,203,114,19,131,158,32,128,357,37,279,752,276,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,5,4,18,20,4,12,28,4,24,29,5,102,29,3,5,4,18,20,4,12,28,4,24,29,5,102,335,186,103,15,112,136,30,119,309,36,233,573,52,1468,0,0,3,0,0,4,0,3,4,0,0,7,177,198,370,192,114,19,131,158,32,128,341,37,254,604,232,1768
UCL321045,13,4,17,3,0,40,56,81,16,0,17,23,6,6,63,7,52,702,34,983,4,0,0,0,0,0,0,0,0,0,0,8,51,62,68,85,21,3,20,28,9,10,82,7,67,713,88,1085,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,5,0,0,0,0,0,0,3,0,3,16,0,31,6,5,0,0,0,0,0,0,3,0,3,25,0,36,58,65,17,3,20,23,11,10,70,4,50,480,24,744,0,0,0,0,0,0,0,0,0,0,0,0,40,43,68,69,21,3,20,28,11,10,76,4,56,506,64,826
UCL321046,7,0,18,3,0,35,78,52,24,0,31,31,3,9,52,5,45,278,11,514,0,0,0,0,0,0,0,0,0,0,0,0,5,7,89,56,28,5,29,39,4,11,58,3,59,287,23,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,3,0,5,3,0,21,8,0,0,0,0,5,0,0,3,0,5,3,0,20,84,48,23,7,30,34,0,7,53,3,52,232,14,461,0,0,0,0,0,0,0,0,0,0,0,0,5,4,89,48,28,5,29,39,4,12,57,3,55,233,16,493
UCL321047,34,6,15,0,5,67,70,96,29,0,43,43,6,22,68,5,44,389,28,681,0,0,0,0,0,0,0,0,0,0,0,3,36,41,102,110,39,10,60,57,13,34,102,10,68,391,65,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,9,0,7,11,0,0,11,3,8,7,0,34,18,10,9,0,7,11,0,0,11,3,6,7,0,41,82,83,34,11,51,44,6,27,81,8,50,250,27,542,0,0,0,0,0,0,0,0,0,0,0,4,37,38,100,93,40,10,60,53,13,34,95,10,58,260,60,619
UCL321048,16,3,23,5,0,58,51,41,23,0,26,29,4,12,40,8,29,247,12,409,0,7,0,0,0,0,0,7,4,0,0,0,50,59,78,55,26,5,43,41,8,23,61,13,47,247,64,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,8,0,4,4,3,4,6,3,0,26,7,3,4,0,8,0,4,4,3,4,6,3,0,26,61,43,26,5,34,32,6,23,57,15,35,179,12,372,0,0,0,0,0,0,0,0,0,0,0,3,34,35,78,44,26,5,43,41,8,21,59,13,44,192,45,434
UCL321049,12,3,20,4,0,39,52,65,12,0,20,13,3,14,65,0,30,293,8,471,0,0,0,0,0,0,0,0,0,0,0,0,46,48,68,76,16,0,28,22,4,17,79,9,50,291,54,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,3,0,0,8,5,5,0,0,0,0,0,0,7,0,3,0,0,11,66,58,12,0,28,20,4,16,64,9,36,186,3,369,0,0,0,0,0,0,0,0,0,0,0,3,39,45,68,59,16,0,28,22,4,17,73,9,38,195,44,420
UCL321050,20,0,20,4,0,43,60,68,27,0,38,29,0,14,78,4,39,402,19,673,3,5,3,0,0,0,0,0,5,0,0,7,97,115,75,83,31,0,45,36,10,19,98,3,59,409,116,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,3,9,0,7,6,0,22,4,0,0,0,3,8,0,3,9,0,7,6,0,22,63,62,23,0,38,23,8,21,87,3,44,268,20,531,0,0,0,0,0,0,0,0,0,0,0,0,75,86,75,62,29,0,45,29,10,19,96,3,55,274,94,638
UCL321051,25,6,43,8,0,106,76,53,25,0,41,37,3,14,60,4,49,467,26,742,0,0,0,0,0,0,0,0,0,0,0,9,123,136,108,72,30,34,59,46,13,26,91,10,90,481,149,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,8,8,0,0,5,0,5,15,3,36,12,0,4,0,8,8,0,0,5,0,5,13,3,39,89,60,27,11,46,41,9,24,82,13,67,326,23,630,8,3,0,19,0,0,0,0,6,0,17,5,84,129,108,68,30,34,59,45,13,26,83,10,88,350,107,801
UCL321052,0,0,9,3,0,27,13,28,4,0,74,24,8,4,14,0,16,608,42,804,0,0,0,0,5,0,0,0,0,0,0,9,54,70,15,30,4,6,88,29,13,9,14,8,27,617,98,895,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,12,14,20,4,6,89,30,11,0,15,8,23,394,6,558,0,0,0,0,4,0,0,0,0,0,0,8,41,51,15,20,4,6,87,29,11,3,15,8,29,409,47,624
UCL321053,3,0,5,3,0,14,10,25,4,0,25,10,6,0,4,0,13,357,49,488,0,0,0,0,0,0,0,0,0,0,0,0,32,36,15,28,4,0,26,10,6,0,6,0,12,362,83,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,13,3,0,0,0,0,6,0,0,0,0,0,10,0,15,10,17,4,0,25,6,6,0,7,0,9,261,16,352,0,0,0,0,0,0,0,0,0,0,0,4,28,33,15,19,4,0,26,10,6,0,6,0,12,271,40,397
UCL321054,9,0,15,0,0,26,68,24,27,0,19,26,7,11,54,6,38,330,22,545,0,0,0,0,0,0,0,0,0,0,0,0,35,41,80,25,24,5,22,36,6,13,61,6,55,336,64,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,5,0,3,8,0,28,4,0,0,0,3,8,0,0,5,0,3,13,0,26,77,20,23,5,19,30,6,13,51,6,43,263,20,478,0,0,0,0,0,0,0,0,0,0,0,7,33,38,80,20,24,5,22,36,6,13,59,6,50,282,62,544
UCL321055,16,5,10,4,0,52,73,97,24,0,59,50,9,16,44,11,46,509,47,849,0,0,0,0,0,0,0,0,0,0,0,5,100,104,89,100,36,5,71,70,18,23,60,15,61,514,150,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,6,0,0,0,0,5,6,0,25,9,0,0,0,3,6,0,0,0,0,5,6,0,25,78,85,34,0,63,59,14,22,49,15,46,370,37,685,0,0,0,0,0,0,0,0,0,0,0,8,85,94,89,82,31,5,71,65,16,25,57,15,48,381,120,810
UCL321056,27,9,26,0,0,64,95,69,23,0,43,36,9,16,68,11,37,341,21,612,0,0,0,0,0,0,0,0,3,0,0,18,59,77,123,85,26,4,67,55,12,27,94,21,69,358,84,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,0,6,9,0,4,9,0,0,8,0,26,9,7,8,0,6,9,0,4,9,0,0,8,0,26,113,79,19,4,65,48,7,25,81,21,60,234,17,534,0,0,0,0,0,0,0,0,0,0,0,0,47,53,123,81,26,4,66,55,12,27,94,21,68,244,68,617
UCL321057,46,15,20,4,0,109,111,77,13,3,54,39,4,20,64,7,45,267,24,546,9,0,0,0,0,0,0,0,8,0,0,11,66,82,159,96,30,20,70,74,15,32,115,16,68,283,87,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,0,3,5,0,0,10,0,6,10,0,42,17,4,4,0,3,5,0,0,10,0,6,10,0,42,136,79,30,18,60,66,9,27,103,15,56,172,18,503,9,4,0,0,4,3,0,0,0,0,0,3,59,68,159,79,30,20,70,74,15,32,111,16,65,195,74,612
UCL321058,24,9,31,0,0,53,90,111,27,0,48,36,5,15,78,3,52,509,28,844,3,0,0,0,0,0,0,0,0,0,0,0,75,83,115,126,33,3,58,47,3,19,98,16,86,507,101,980,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,9,0,0,3,3,4,11,4,24,3,0,3,3,3,9,0,0,3,3,4,7,4,25,104,93,28,4,54,39,6,22,92,8,72,362,17,688,3,0,5,0,3,7,0,0,0,0,0,4,60,70,110,97,37,3,58,46,6,19,88,16,75,378,82,787
UCL321059,15,7,26,10,0,64,74,94,27,0,21,23,3,9,78,4,53,723,33,1055,0,0,0,0,0,0,0,0,0,0,0,0,41,52,96,104,35,8,28,31,4,19,94,6,80,733,82,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,10,0,3,8,0,27,4,6,0,0,0,3,0,3,10,0,9,8,0,30,90,80,29,8,29,31,4,17,84,6,66,526,23,866,0,0,0,0,0,0,0,0,0,0,0,0,39,36,96,88,35,8,29,31,4,19,92,6,76,538,63,926
UCL321060,32,9,45,5,5,88,69,50,29,0,36,23,10,25,41,8,49,307,15,540,0,0,0,0,0,0,0,0,0,0,0,5,48,56,107,68,43,12,46,35,16,30,79,19,98,314,67,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,5,0,0,0,10,4,5,7,0,24,9,0,5,0,5,0,0,0,10,4,5,7,0,24,97,55,29,9,43,34,12,23,66,16,84,239,19,515,0,3,0,0,5,0,0,0,7,0,4,3,40,58,107,64,43,12,46,35,16,30,79,19,92,249,60,604
UCL321061,19,4,28,4,0,58,90,62,36,0,39,43,7,32,68,3,50,264,27,539,0,0,0,0,0,0,0,0,0,0,0,3,69,76,111,71,43,4,56,60,15,38,85,8,77,265,94,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,6,0,4,3,0,3,7,3,28,10,5,3,0,0,6,0,4,3,0,3,7,3,28,106,64,40,4,52,50,11,37,74,8,67,203,17,500,0,0,0,0,0,0,0,5,0,0,0,3,56,66,111,64,43,4,56,60,15,38,83,8,70,213,74,587
