UCL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
UCL222098,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,13,0,13,..,0,0,0,14,17,334,12,0,12,14,362
UCL222099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,9,0,10,0,10,..,0,0,0,15,15,190,9,0,10,15,217
UCL222100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,8,0,8,..,5,3,8,0,8,..,0,0,0,30,28,202,5,3,8,30,240
UCL222101,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,17,0,17,..,0,0,0,33,31,242,14,0,18,33,285
UCL222102,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,19,0,22,0,22,..,0,0,0,30,30,367,19,0,22,30,421
UCL222103,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,5,5,208,4,0,4,5,222
UCL222104,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,6,0,7,..,0,0,0,37,37,260,3,4,6,38,300
UCL222105,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,18,18,196,10,0,10,18,221
UCL231001,13,95,0,98,..,357,167,521,11,529,..,281,43,321,0,321,..,298,128,425,3,428,..,3316,424,3740,65,3800,..,15944,2318,18261,230,18488,..,839,81,921,34317,35235,375179,16786,2398,19180,34543,428903
UCL279997,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,27,27,13,5,0,5,27,38
UCL299994,0,6,0,6,..,7,0,7,0,7,..,25,13,32,0,35,..,32,14,42,0,42,..,187,40,227,6,229,..,794,171,962,15,977,..,37,7,45,3575,3624,4485,834,179,1012,3592,9089
UCL301001,324,5532,60,5595,..,4282,964,5251,48,5297,..,1460,219,1683,20,1702,..,18418,7543,25957,196,26156,..,58009,11148,69157,1412,70571,..,372230,59648,431879,4726,436611,..,9230,1540,10766,99095,109864,1741424,381457,61186,442649,103827,2287896
UCL302001,13,432,3,438,..,1509,238,1750,11,1757,..,591,91,685,7,687,..,1263,278,1538,13,1552,..,9943,1159,11098,223,11317,..,73788,9970,83759,820,84582,..,2340,277,2618,33946,36565,486524,76132,10247,86374,34764,607665
UCL302002,0,75,0,75,..,455,77,534,0,534,..,44,5,51,0,51,..,356,77,434,3,438,..,2800,265,3062,63,3124,..,17695,1447,19141,244,19383,..,776,86,861,13541,14400,250343,18472,1535,20001,13781,284131
UCL303001,3,103,3,105,..,434,81,522,0,522,..,49,4,61,0,62,..,330,81,414,3,423,..,5776,795,6569,148,6716,..,19482,2755,22232,312,22551,..,1172,179,1354,12715,14072,116561,20655,2933,23591,13024,153181
UCL303002,17,163,3,164,..,116,19,137,0,137,..,17,3,24,0,24,..,149,29,174,0,177,..,3050,1425,4475,69,4545,..,10914,2388,13306,166,13474,..,406,112,515,4965,5480,89444,11323,2497,13822,5130,108398
UCL303003,9,228,0,228,..,232,56,283,0,287,..,10,0,14,0,14,..,287,108,396,3,401,..,3811,656,4468,67,4532,..,12864,1576,14438,156,14595,..,797,91,888,13328,14216,144916,13667,1665,15332,13485,173724
UCL311001,0,24,0,25,..,73,59,138,0,138,..,41,17,66,0,66,..,122,50,172,0,176,..,468,88,553,10,567,..,2632,585,3221,45,3262,..,155,26,179,3005,3184,45927,2785,608,3398,3049,52370
UCL311002,0,33,0,35,..,95,18,115,0,114,..,17,0,21,0,21,..,30,9,43,0,43,..,584,65,647,16,660,..,2647,237,2887,44,2926,..,142,8,148,3193,3339,51450,2783,246,3032,3238,57722
UCL311003,0,62,0,62,..,152,36,179,0,186,..,7,0,7,0,7,..,74,23,97,3,100,..,1103,103,1211,23,1236,..,5556,497,6059,89,6150,..,343,37,378,6411,6782,67525,5897,533,6435,6497,80455
UCL311004,43,188,0,187,..,60,16,80,0,80,..,3,0,3,0,3,..,235,166,404,5,406,..,681,154,831,28,855,..,3903,753,4661,56,4718,..,219,49,270,4079,4353,54084,4123,803,4930,4135,63151
UCL312001,0,0,0,0,..,20,9,29,0,27,..,10,0,12,0,12,..,5,0,4,0,4,..,180,27,203,3,208,..,666,100,765,15,777,..,54,0,51,951,1003,18833,716,101,813,963,20612
UCL312002,8,105,0,105,..,55,15,67,0,67,..,8,0,4,0,4,..,33,17,51,0,51,..,352,41,396,14,404,..,2478,224,2692,36,2729,..,100,12,112,2054,2168,29803,2578,234,2809,2090,34703
UCL312003,0,10,0,10,..,35,6,39,0,39,..,0,0,0,0,0,..,6,5,12,0,12,..,124,25,150,6,157,..,509,63,571,12,581,..,55,0,63,1374,1432,20225,566,64,635,1383,22237
UCL312004,0,22,0,22,..,30,9,37,0,37,..,0,0,0,0,0,..,22,4,26,3,24,..,232,28,263,6,272,..,1013,78,1088,29,1117,..,62,6,73,959,1024,18774,1072,83,1163,983,20918
UCL313001,0,0,0,0,..,39,6,42,0,42,..,5,0,8,0,8,..,16,8,25,0,25,..,111,11,118,5,119,..,781,52,831,14,844,..,29,4,35,1058,1090,8706,802,57,864,1067,10646
UCL313002,0,9,0,9,..,7,7,13,0,13,..,4,0,6,0,6,..,11,7,20,0,20,..,115,11,128,3,129,..,624,59,685,11,698,..,30,3,38,516,548,11751,656,70,724,521,13000
UCL313003,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,12,0,12,..,79,3,87,3,90,..,545,40,589,8,597,..,35,3,39,763,805,10688,583,49,628,772,12082
UCL313004,0,13,0,13,..,29,10,34,0,34,..,6,0,8,0,8,..,23,8,29,0,29,..,229,26,251,12,265,..,999,142,1140,19,1158,..,45,4,54,1176,1227,11700,1046,146,1197,1193,14089
UCL313005,0,5,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,9,0,8,0,8,..,99,12,113,4,111,..,422,40,459,9,468,..,47,5,53,672,721,10340,467,38,509,680,11534
UCL313006,0,5,0,10,..,23,3,32,0,32,..,0,0,0,0,0,..,20,13,30,0,30,..,113,17,126,0,130,..,604,73,680,14,694,..,48,4,52,1034,1087,17650,653,77,730,1049,19435
UCL313007,0,10,0,10,..,9,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,78,12,90,3,93,..,333,26,363,9,371,..,12,0,12,275,288,9602,351,26,377,283,10259
UCL313008,0,4,0,4,..,12,0,13,0,13,..,0,0,0,0,0,..,12,4,20,0,20,..,99,11,109,5,112,..,450,76,531,12,539,..,38,0,43,628,667,8945,488,78,567,637,10147
UCL313009,0,26,0,26,..,18,3,27,0,27,..,0,3,7,0,7,..,12,4,21,0,21,..,528,31,557,11,568,..,1639,114,1756,17,1772,..,111,15,125,1623,1750,14419,1755,132,1878,1641,17936
UCL313010,0,3,0,3,..,18,0,21,0,21,..,0,0,0,0,0,..,13,4,13,0,15,..,78,4,85,6,90,..,500,69,572,8,578,..,33,5,39,880,915,12616,530,73,604,894,14110
UCL313011,0,6,0,4,..,8,6,10,0,10,..,0,0,0,0,0,..,15,3,16,0,16,..,356,47,405,11,409,..,1020,134,1149,16,1166,..,47,6,55,599,648,8417,1065,139,1204,613,10240
UCL313012,0,0,0,0,..,24,6,30,0,30,..,0,0,0,0,0,..,9,4,16,0,16,..,137,14,151,5,155,..,619,49,669,11,678,..,56,3,60,1192,1252,16859,674,55,728,1203,18789
UCL314001,0,9,0,9,..,4,0,6,0,6,..,0,0,0,0,0,..,0,3,3,0,3,..,133,11,146,4,151,..,403,40,443,4,452,..,41,0,41,659,698,6202,446,40,479,665,7348
UCL314002,0,0,0,0,..,6,6,5,0,5,..,4,0,4,0,4,..,13,4,23,0,23,..,151,49,192,15,206,..,494,113,609,22,631,..,37,0,38,709,751,6816,531,117,650,733,8200
UCL314003,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,51,7,63,8,69,..,250,14,269,11,277,..,22,3,26,564,591,7263,276,20,295,570,8127
UCL314004,0,0,0,0,..,15,4,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,58,7,60,0,60,..,259,25,282,7,294,..,30,5,32,319,352,5283,286,29,317,322,5924
UCL314005,9,12,0,12,..,8,0,10,0,10,..,0,0,0,0,0,..,14,12,21,0,21,..,43,10,55,0,51,..,372,141,508,3,513,..,4,0,13,747,760,4394,376,147,525,752,5667
UCL314006,4,9,0,9,..,14,4,22,0,22,..,11,0,12,0,12,..,33,21,58,0,58,..,229,27,260,10,271,..,658,165,822,13,831,..,44,3,44,928,973,7805,697,166,867,939,9612
UCL314007,0,6,0,6,..,0,0,4,0,4,..,0,0,0,0,0,..,14,3,12,0,12,..,64,0,62,0,62,..,230,10,244,4,243,..,25,0,25,1016,1047,6750,257,10,274,1017,8040
UCL314008,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,31,5,37,0,38,..,337,21,356,8,361,..,11,0,8,712,721,5209,340,19,368,711,6292
UCL314009,0,3,0,3,..,10,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,160,35,200,0,200,..,393,57,448,3,451,..,19,0,15,454,473,6908,411,61,468,455,7832
UCL314010,0,3,0,3,..,9,0,9,0,9,..,12,9,19,0,19,..,25,7,32,0,32,..,268,113,383,13,389,..,1234,508,1744,19,1765,..,28,8,35,424,457,4628,1260,515,1777,442,6852
UCL314011,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,17,0,17,0,21,..,207,17,227,0,226,..,10,0,15,478,489,4724,220,21,235,480,5439
UCL314012,0,0,0,0,..,8,0,6,0,6,..,0,0,0,0,0,..,6,0,4,0,4,..,116,14,128,0,130,..,310,31,342,3,343,..,27,4,30,453,477,5204,336,29,366,454,6035
UCL314013,0,4,0,4,..,25,3,30,0,30,..,0,0,0,0,0,..,8,4,9,0,9,..,260,68,323,9,333,..,1067,203,1267,19,1291,..,52,4,54,643,696,5184,1117,206,1327,665,7173
UCL314014,0,0,0,0,..,10,0,11,0,11,..,0,0,0,0,0,..,15,0,18,0,18,..,64,18,76,0,82,..,286,51,334,0,334,..,26,0,26,283,305,4945,308,51,355,285,5581
UCL314015,0,0,0,0,..,12,0,14,0,14,..,8,0,4,0,4,..,4,0,4,0,4,..,31,3,32,0,32,..,144,10,154,0,154,..,13,0,10,208,225,5138,156,8,164,208,5512
UCL314016,0,0,0,0,..,20,0,25,0,25,..,0,0,0,0,0,..,8,4,15,3,16,..,207,23,230,0,233,..,1010,202,1207,13,1224,..,44,3,49,903,948,6412,1049,203,1251,916,8585
UCL314017,0,3,0,3,..,16,4,22,0,22,..,0,0,0,0,0,..,4,0,7,0,7,..,74,11,88,0,85,..,534,47,583,3,587,..,40,3,40,1398,1439,6871,572,53,621,1404,8899
UCL314018,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,59,9,70,5,73,..,340,30,369,11,383,..,7,0,7,107,120,6303,347,34,380,119,6797
UCL314019,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,46,9,45,7,51,..,178,15,194,4,197,..,14,0,14,191,208,4636,192,15,208,196,5042
UCL314020,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,60,4,60,0,62,..,377,22,402,3,405,..,27,0,27,692,715,5398,407,22,427,696,6522
UCL314021,0,0,0,0,..,18,0,16,0,15,..,4,0,4,0,4,..,6,0,10,0,10,..,104,9,111,3,117,..,348,43,391,3,401,..,29,0,27,380,403,9127,375,42,422,384,9929
UCL314022,0,0,0,0,..,9,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,4,..,105,5,112,6,117,..,429,24,452,6,460,..,25,0,23,422,447,7096,449,25,477,430,8001
UCL314023,0,0,0,0,..,22,0,20,0,20,..,0,0,0,0,0,..,3,0,0,0,0,..,72,9,86,6,92,..,351,24,376,9,381,..,18,3,19,464,484,8854,373,23,392,467,9715
UCL315001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,6,..,59,3,62,0,65,..,0,0,0,162,167,980,63,3,63,164,1205
UCL315002,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,24,..,42,3,45,0,45,..,5,0,5,55,57,2488,44,3,51,55,2590
UCL315003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,22,3,25,0,25,..,3,0,3,94,102,1148,23,3,30,99,1277
UCL315004,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,682,218,895,17,914,..,683,221,900,17,916,..,12,0,13,66,76,102,695,220,913,80,1101
UCL315005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,19,0,19,0,19,..,58,0,62,0,62,..,10,0,10,92,102,946,72,0,74,92,1113
UCL315006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,719,88,804,21,824,..,726,88,819,21,836,..,22,0,28,126,155,193,749,93,840,145,1180
UCL315007,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,3,3,0,3,..,21,4,30,0,30,..,89,10,102,4,103,..,9,0,9,142,145,3058,98,10,105,141,3309
UCL315008,0,0,0,0,..,13,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,43,3,45,0,45,..,185,17,202,0,202,..,23,0,20,665,684,3685,206,18,224,665,4567
UCL315009,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,17,6,14,5,17,..,95,46,143,5,147,..,7,0,7,139,146,2428,105,46,149,141,2721
UCL315010,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,8,0,11,0,11,..,18,0,18,0,18,..,80,12,93,0,93,..,5,0,10,133,141,2674,86,15,104,133,2908
UCL315011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,5,0,5,..,13,0,15,0,15,..,4,0,4,100,98,1397,18,0,15,100,1508
UCL315012,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,33,0,30,0,34,..,126,3,134,3,137,..,13,0,16,220,226,4033,142,4,146,220,4396
UCL315013,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,48,4,48,0,48,..,3,0,3,127,134,1655,47,4,56,127,1839
UCL315014,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,16,0,16,..,63,0,66,0,66,..,12,0,12,112,118,1059,78,0,78,112,1245
UCL315015,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,47,12,56,0,56,..,11,0,11,78,82,1964,55,12,68,78,2107
UCL315016,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,8,40,0,40,..,103,17,120,0,116,..,10,0,10,99,107,2922,112,17,128,99,3148
UCL315017,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,49,78,125,0,127,..,28,0,32,0,32,..,117,80,200,0,201,..,3,5,7,300,301,2046,123,81,205,300,2551
UCL315018,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,25,..,24,0,24,0,28,..,0,0,0,38,39,1129,26,0,26,40,1194
UCL315019,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,6,28,0,28,..,60,29,85,3,90,..,24,5,25,149,175,1099,80,35,115,156,1361
UCL315020,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,4,20,0,20,..,80,8,85,4,88,..,4,0,7,168,176,1814,86,13,97,176,2079
UCL315021,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,9,0,9,..,40,3,41,0,45,..,0,0,0,70,77,1178,43,3,44,75,1299
UCL315022,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,0,5,7,0,7,..,30,6,25,0,25,..,118,5,128,0,127,..,14,0,14,291,304,2093,131,5,135,294,2524
UCL315023,0,0,0,0,..,0,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,49,4,57,0,56,..,0,0,0,163,164,1086,54,5,54,161,1301
UCL315024,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,141,6,143,7,149,..,197,3,207,3,207,..,15,5,21,232,254,1335,216,7,222,241,1797
UCL315025,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,61,6,59,0,59,..,9,0,9,196,206,2658,69,6,68,196,2921
UCL315026,0,0,0,0,..,8,0,7,0,7,..,0,0,0,0,0,..,4,0,6,0,6,..,22,0,26,0,28,..,137,15,152,0,154,..,4,0,4,180,182,3147,144,15,159,181,3485
UCL315027,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,0,7,..,32,9,38,3,40,..,6,0,12,274,284,1485,40,7,43,279,1808
UCL315028,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,6,8,0,8,..,24,7,24,0,24,..,4,0,4,45,49,1260,32,7,33,45,1341
UCL315029,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,22,0,28,..,78,8,76,0,79,..,6,0,6,103,112,2000,75,7,87,107,2193
UCL315030,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,40,0,45,0,45,..,4,0,5,47,53,1290,48,5,46,47,1387
UCL315031,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,4,4,0,4,..,27,4,31,0,33,..,109,8,120,0,120,..,5,0,5,588,593,2028,115,8,127,589,2738
UCL315032,0,0,0,0,..,0,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,30,0,30,..,101,8,112,0,114,..,18,0,17,389,411,4343,116,10,127,394,4860
UCL315033,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,28,0,28,..,0,0,0,43,45,1157,31,0,36,43,1230
UCL315034,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,3,17,0,17,..,39,3,44,0,44,..,3,0,3,71,74,1006,43,3,45,71,1119
UCL315035,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,9,0,9,..,23,3,28,0,23,..,78,16,95,5,100,..,10,0,12,106,121,2969,91,19,110,110,3193
UCL315036,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,17,8,23,0,23,..,62,21,82,0,85,..,8,0,8,222,230,1379,71,21,94,220,1695
UCL315037,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,6,0,4,..,34,6,36,0,36,..,137,8,141,0,147,..,10,0,17,138,154,3767,143,8,156,141,4065
UCL315038,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,15,0,15,..,40,0,43,0,43,..,0,0,0,68,73,1919,44,0,45,68,2030
UCL315039,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,329,0,330,8,336,..,344,0,347,6,355,..,0,0,0,95,98,568,343,0,348,108,1022
UCL315040,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,11,0,11,0,11,..,32,0,32,0,32,..,314,9,318,0,318,..,0,0,0,361,362,1071,315,9,321,361,1759
UCL315041,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,30,6,36,0,36,..,5,0,5,159,160,1112,34,6,38,159,1306
UCL315042,0,0,0,0,..,0,0,0,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,27,0,27,..,127,24,153,0,151,..,5,0,3,200,208,2352,129,22,156,202,2712
UCL315043,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,22,0,22,..,0,4,0,35,38,990,16,4,18,35,1042
UCL315044,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,4,3,3,0,3,..,37,7,39,0,40,..,249,47,294,7,294,..,16,0,12,365,373,3660,256,50,306,368,4334
UCL315045,0,0,0,0,..,0,0,0,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,40,3,43,0,41,..,118,13,127,0,123,..,10,0,10,102,113,2623,127,13,133,104,2862
UCL315046,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,16,43,3,48,..,532,67,598,12,610,..,8,0,9,255,269,1478,543,66,606,275,2351
UCL315047,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,17,0,17,..,36,8,41,0,41,..,0,0,0,104,104,1870,36,8,41,104,2012
UCL315048,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,3,24,0,24,..,72,4,74,0,75,..,3,0,3,100,105,1469,74,4,80,106,1649
UCL315049,0,0,0,0,..,7,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,58,4,66,0,66,..,168,10,174,0,179,..,10,0,6,289,301,1979,173,6,185,291,2456
UCL315050,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,9,0,9,..,30,4,35,0,36,..,125,22,142,0,144,..,7,0,7,283,292,3543,133,21,149,284,3976
UCL315051,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,23,0,22,..,138,8,143,0,145,..,15,0,16,154,174,4322,153,10,163,157,4635
UCL315052,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,75,15,78,0,84,..,164,23,187,4,190,..,10,0,9,161,175,3180,173,26,194,164,3542
UCL315053,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,42,4,52,0,52,..,105,10,118,0,120,..,10,0,10,306,318,2303,116,10,123,308,2738
UCL315054,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,6,11,0,11,..,41,5,46,0,46,..,104,22,124,3,132,..,13,4,15,261,276,3467,119,25,144,261,3873
UCL315055,0,0,0,0,..,11,5,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,29,3,34,0,34,..,121,17,137,6,136,..,8,0,8,236,246,2808,133,17,146,243,3193
UCL315056,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,19,0,19,..,62,13,71,0,71,..,11,0,11,136,150,1488,74,10,85,136,1707
UCL315057,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,18,0,18,..,38,0,43,0,43,..,175,8,184,0,189,..,10,0,10,123,136,2656,182,8,191,128,2976
UCL315058,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,4,19,0,19,..,37,4,46,0,46,..,3,0,7,259,262,3312,45,3,48,259,3615
UCL315059,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,15,0,15,..,62,7,66,0,62,..,0,0,0,55,55,1414,62,7,66,56,1533
UCL315060,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,12,3,11,..,34,0,41,3,39,..,6,0,8,41,46,2304,44,3,41,43,2392
UCL315061,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,15,..,67,8,73,0,81,..,7,0,7,630,635,1177,69,8,75,629,1884
UCL315062,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,74,4,84,6,82,..,7,0,7,191,198,1070,81,4,88,194,1349
UCL315063,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,21,11,30,0,30,..,121,31,158,0,155,..,0,0,0,114,117,1096,125,31,160,115,1371
UCL315064,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,5,0,5,..,35,0,35,0,35,..,3,0,3,249,249,1266,35,0,36,249,1554
UCL315065,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,33,0,36,0,36,..,0,0,0,72,72,913,33,0,36,72,1021
UCL315066,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,38,5,38,0,38,..,87,5,94,5,93,..,6,0,6,221,226,2867,96,5,102,220,3191
UCL315067,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,6,8,0,8,..,18,0,20,0,20,..,67,11,83,0,86,..,0,0,0,127,128,2079,76,11,90,125,2293
UCL315068,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,60,3,63,12,70,..,128,10,134,12,145,..,31,0,31,158,189,1414,162,10,170,165,1744
UCL315069,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,37,0,43,0,43,..,3,0,3,376,381,2068,45,0,43,376,2487
UCL315070,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,4,0,4,..,45,4,44,0,44,..,0,0,0,326,331,1464,46,4,43,326,1843
