UCL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL221082,0,7,5,0,8,0,0,0,0,17,0,0,12,6,5,0,0,0,0,34,19,50,113,117,123,69,13,4,0,510
UCL221083,0,0,0,0,3,10,0,0,0,9,0,0,0,0,3,0,0,0,0,5,29,15,64,106,103,124,41,6,0,482
UCL221084,0,3,8,0,0,4,0,0,0,15,0,4,0,0,4,0,3,0,0,15,15,30,108,77,64,70,25,0,0,399
UCL222001,5,0,0,0,5,0,0,0,0,10,0,6,0,0,0,0,0,0,0,5,12,11,11,9,55,36,10,0,0,153
UCL222002,0,0,0,6,0,3,0,0,0,7,0,0,0,6,0,0,0,0,0,3,11,9,18,48,60,48,21,0,0,218
UCL222003,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,10,7,12,53,35,23,27,5,0,0,163
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,7,3,0,3,0,0,0,19
UCL222005,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,21,16,25,25,7,0,0,103
UCL222006,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,3,3,0,0,13,12,7,24,48,33,37,10,0,0,173
UCL222007,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,11,9,25,34,6,0,0,93
UCL222008,0,0,4,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,11,7,19,41,71,35,4,0,0,186
UCL222009,0,0,4,0,0,3,0,0,0,10,0,0,0,4,4,0,0,0,0,9,6,3,37,24,17,40,13,6,0,147
UCL222010,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,7,19,17,27,34,51,32,12,3,0,192
UCL222011,0,0,0,0,0,4,0,0,0,8,6,0,0,5,4,0,0,0,0,9,22,18,17,48,57,27,8,0,0,200
UCL222012,0,0,0,4,0,5,0,0,0,12,0,0,0,5,7,0,3,0,0,15,14,13,15,37,51,55,10,0,0,190
UCL222013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,14,16,20,29,10,0,0,102
UCL222014,0,0,4,0,7,0,0,0,0,14,0,0,0,0,5,0,0,0,0,7,15,13,37,53,55,33,6,0,0,211
UCL222015,0,0,5,3,0,0,0,0,0,16,3,0,0,0,5,0,0,0,0,11,13,20,35,36,52,28,9,0,0,189
UCL222016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,8,25,24,16,27,11,0,0,111
UCL222017,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,7,4,5,9,22,9,3,0,59
UCL222018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,18,19,24,9,0,0,0,91
UCL222019,0,0,5,0,3,0,0,0,0,13,0,0,0,0,0,4,0,0,0,7,6,12,27,31,48,44,21,0,0,193
UCL222020,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,4,3,13,23,28,35,4,0,0,112
UCL222021,0,0,5,3,7,0,0,0,0,8,0,0,3,4,0,3,4,0,0,13,4,5,27,31,23,30,9,0,0,138
UCL222022,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,15,20,33,23,9,0,0,108
UCL222023,0,0,7,0,0,0,0,0,0,11,0,0,5,0,4,0,0,0,0,11,11,10,51,56,61,37,7,0,0,231
UCL222024,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,11,44,64,33,26,20,5,0,0,202
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,19,24,14,12,0,0,85
UCL222026,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,15,7,27,42,38,37,10,0,0,170
UCL222027,0,0,5,5,3,0,0,0,0,14,0,0,0,5,0,0,3,0,0,3,3,4,30,39,31,33,26,0,0,164
UCL222028,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,18,40,41,22,21,4,0,0,149
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,15,8,21,5,3,0,73
UCL222030,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,8,29,25,21,3,0,0,91
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,25,34,16,12,5,0,117
UCL222032,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,10,48,35,28,34,10,3,0,170
UCL222033,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,3,0,0,6,0,9,38,35,44,38,17,0,0,174
UCL222034,0,0,0,5,0,0,4,0,0,5,0,0,3,6,6,0,0,0,0,15,0,10,23,31,29,21,14,0,0,133
UCL222035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,16,11,14,29,5,0,0,86
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,12,15,24,22,6,3,0,95
UCL222037,0,3,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,11,3,11,30,17,34,25,5,0,0,128
UCL222038,0,0,3,0,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,7,7,9,13,20,29,26,5,0,0,116
UCL222039,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,7,8,28,27,45,42,3,0,0,159
UCL222040,0,0,0,0,3,0,0,0,0,3,0,0,6,0,4,0,0,0,0,7,7,5,16,31,60,50,15,0,0,187
UCL222041,0,0,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,10,22,31,33,25,3,0,0,144
UCL222042,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,11,4,8,10,10,24,34,6,0,0,97
UCL222043,0,0,0,0,0,3,3,0,0,7,0,0,7,0,0,0,0,0,0,14,6,10,38,22,44,28,13,0,0,158
UCL222044,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,4,8,18,16,28,36,11,0,0,118
UCL222045,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,12,10,12,23,35,29,3,0,0,123
UCL222046,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,8,0,0,0,11,14,9,23,21,22,35,16,0,0,135
UCL222047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,15,15,20,8,0,0,67
UCL222048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,5,0,9,5,21,33,11,4,0,87
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,10,24,31,26,25,0,0,125
UCL222050,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,12,6,42,36,48,63,11,5,0,221
UCL222051,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,13,29,25,34,42,16,7,0,175
UCL222052,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,4,8,7,41,35,40,32,12,0,0,179
UCL222053,0,0,4,5,0,0,0,0,0,12,0,0,3,0,7,3,0,0,0,15,7,10,33,34,30,42,8,0,0,166
UCL222054,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,3,14,31,21,34,14,0,0,125
UCL222055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,21,19,31,34,9,0,0,127
UCL222056,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,8,40,63,15,9,15,5,0,0,166
UCL222057,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,12,4,8,24,41,35,27,8,0,0,158
UCL222058,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,20,31,13,14,4,0,0,0,90
UCL222059,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,8,4,20,14,19,26,4,0,0,88
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,20,18,14,30,3,5,0,92
UCL222061,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,15,16,21,33,26,4,0,0,124
UCL222062,0,0,0,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,13,6,26,33,44,66,16,3,0,206
UCL222063,0,0,0,0,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,9,8,8,27,26,33,54,23,7,0,190
UCL222064,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,14,8,16,17,31,22,9,0,0,120
UCL222065,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,3,18,9,29,27,14,0,0,102
UCL222066,0,0,6,3,0,0,0,0,0,9,0,3,3,4,0,3,0,0,0,14,3,10,24,14,21,25,10,3,0,110
UCL222067,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,5,18,23,18,27,12,5,0,115
UCL222068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,12,32,30,3,0,0,111
UCL222069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,9,14,23,44,49,11,3,0,155
UCL222070,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,4,0,0,0,14,5,3,21,15,20,30,11,8,0,103
UCL222071,0,0,5,3,0,0,0,0,0,11,0,0,0,0,3,5,0,0,0,10,19,6,47,44,29,30,13,0,0,183
UCL222072,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,23,18,26,17,14,4,0,105
UCL222073,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,9,3,7,28,26,25,22,9,5,0,129
UCL222074,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,12,10,18,10,29,15,7,0,0,101
UCL222075,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8,12,16,32,38,64,33,13,0,0,213
UCL222076,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,9,4,5,19,40,39,33,16,0,0,169
UCL222077,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,12,4,3,35,34,29,36,22,4,0,164
UCL222078,0,3,0,0,5,3,0,0,0,9,0,0,3,5,0,0,0,0,0,8,0,8,21,16,25,6,4,0,0,84
UCL222079,0,0,0,0,4,0,0,0,0,4,0,0,3,4,0,3,0,0,0,11,18,14,25,43,64,55,30,4,0,246
UCL222080,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,9,4,12,25,19,18,31,6,0,0,117
UCL222081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,3,12,21,25,30,6,8,0,101
UCL222082,0,0,0,0,0,3,0,0,0,5,0,0,3,0,7,0,0,0,0,6,5,7,9,34,35,23,3,0,0,120
UCL222083,0,0,4,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,3,10,9,17,34,15,22,11,0,0,119
UCL222084,0,0,5,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,5,8,6,16,31,31,42,6,0,0,141
UCL222085,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,4,0,0,0,8,8,8,24,30,33,43,11,0,0,157
UCL222086,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,6,18,27,39,43,34,22,0,0,188
UCL222087,0,0,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,7,19,39,31,34,46,11,0,0,196
UCL222088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,11,24,36,5,0,0,90
UCL222089,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,4,5,6,15,9,25,28,3,0,0,93
UCL222090,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,4,0,0,13,7,6,14,28,18,22,11,0,0,110
UCL222091,4,0,3,0,0,0,0,0,0,9,0,0,0,5,3,0,0,0,0,9,16,15,30,42,43,40,5,4,0,197
UCL222092,0,0,4,3,5,0,0,4,0,11,0,0,0,0,0,4,0,0,0,10,11,9,22,45,40,22,4,4,0,171
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,18,17,32,38,7,0,0,138
UCL222094,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,10,29,12,22,34,5,0,0,124
UCL222095,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,5,23,9,16,22,10,0,0,98
UCL222096,0,0,5,0,0,0,0,0,0,9,0,5,0,3,5,0,0,0,0,11,4,10,34,55,60,31,25,0,0,220
UCL222097,0,3,7,0,10,4,0,0,0,14,0,0,0,0,0,0,0,0,0,6,14,20,36,21,43,31,6,0,0,172
UCL222098,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,6,25,45,42,38,9,0,0,172
UCL222099,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,3,7,26,17,11,19,0,0,0,87
UCL222100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,4,0,8,17,26,7,0,0,64
UCL222101,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,7,16,30,22,22,7,0,0,109
UCL222102,0,0,5,3,0,0,0,0,0,9,4,6,3,0,5,3,0,0,0,16,8,14,34,35,35,50,7,0,0,186
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,20,41,20,8,0,0,115
UCL222104,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,11,9,16,24,23,20,25,8,4,0,128
UCL222105,0,0,0,0,3,3,0,0,0,7,0,0,0,0,4,0,0,0,0,6,11,9,17,24,26,18,3,0,0,108
UCL231001,481,675,1286,1341,1673,1519,520,58,0,7549,647,684,1210,1457,2060,1897,919,427,71,9381,12922,14329,28255,36121,48723,47196,18600,4083,499,210724
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15
UCL299994,3,8,12,13,11,3,0,0,0,56,4,13,33,35,23,9,4,4,0,126,82,217,600,341,277,227,47,11,0,1797
UCL301001,1968,4841,10984,9334,8249,5647,1559,190,12,42790,2234,5566,12994,12027,9427,6082,1663,346,83,50425,64642,116953,270605,264870,232893,153042,36840,3927,271,1144039
UCL302001,504,1287,2999,2786,2396,1611,471,67,4,12128,681,1503,3565,3427,2969,2002,675,158,35,15020,17439,27770,64644,65080,62418,44018,13328,1675,129,296490
UCL302002,276,494,1147,1118,1107,762,213,27,0,5142,371,525,1192,1249,1192,756,240,74,17,5618,9415,10923,24390,28024,30228,22615,6149,683,40,132470
UCL303001,163,341,711,734,723,460,156,21,0,3309,160,250,628,556,541,368,118,36,3,2658,4541,5595,14706,15910,16663,12095,3256,368,32,73155
UCL303002,138,253,516,399,370,295,104,27,4,2087,125,211,413,359,302,216,81,31,6,1749,3335,5453,11459,9773,9323,7401,2067,287,32,49134
UCL303003,246,438,850,655,574,408,134,28,0,3323,228,372,697,588,545,397,118,13,0,2949,6017,9961,19360,17363,16652,12287,3027,283,11,84967
UCL311001,47,102,206,193,158,110,36,4,0,855,79,121,236,199,191,116,39,27,0,999,1534,2131,4499,4065,4108,3393,811,117,10,20659
UCL311002,31,82,180,189,200,132,34,4,0,840,67,62,131,150,170,128,41,18,9,769,1393,1438,3424,3988,4515,3797,940,86,12,19593
UCL311003,133,256,530,384,358,240,68,9,0,1978,106,205,395,328,328,211,66,18,0,1645,2736,3678,8372,8501,8212,6291,1549,142,9,39485
UCL311004,85,165,323,269,211,182,55,0,0,1289,93,116,259,171,154,114,37,12,4,948,2175,2998,6574,6063,5697,4515,1042,93,9,29163
UCL312001,12,22,43,41,58,50,22,0,0,249,18,23,35,34,69,77,22,5,0,280,385,345,610,969,1464,1671,529,60,3,6047
UCL312002,34,85,153,122,142,95,17,0,0,650,50,99,186,158,128,96,18,6,0,731,1107,1476,3583,3455,3365,2409,493,42,0,15928
UCL312003,17,32,81,52,69,49,13,5,0,313,21,41,61,76,72,49,25,15,0,363,507,658,1233,1331,1601,1460,317,40,5,7152
UCL312004,27,45,87,90,76,51,15,0,0,392,25,42,98,82,76,56,16,8,4,402,605,827,2048,2038,1983,1573,370,34,4,9481
UCL313001,9,18,59,62,50,27,13,0,0,244,9,13,46,52,51,23,8,0,0,217,291,483,1297,1324,1124,804,254,34,0,5598
UCL313002,9,13,25,33,44,47,13,0,0,180,3,15,30,22,35,20,11,7,4,139,356,306,868,1098,1259,974,300,48,6,5203
UCL313003,24,37,56,61,47,42,16,4,0,284,16,27,61,56,50,44,14,0,0,258,453,571,1141,1075,1156,846,247,47,3,5538
UCL313004,38,59,90,71,59,53,7,5,0,382,27,27,61,64,56,33,3,0,0,276,599,710,1725,1764,1425,1012,225,39,0,7505
UCL313005,16,32,73,56,22,22,3,0,0,232,19,21,51,49,31,19,0,4,0,192,378,498,1244,1242,869,719,135,9,0,5094
UCL313006,23,55,86,79,64,46,17,6,0,377,24,25,71,60,74,41,20,5,3,332,588,743,1522,1392,1517,1197,289,33,7,7283
UCL313007,21,8,19,34,42,20,9,0,0,155,11,16,19,32,25,23,9,0,0,133,471,277,711,1130,1236,865,207,13,4,4917
UCL313008,16,13,39,20,24,30,11,0,0,157,15,17,37,36,45,19,9,0,0,180,325,461,1023,830,750,667,167,22,0,4249
UCL313009,26,48,99,72,61,41,18,4,0,362,33,34,85,74,46,28,17,0,0,319,574,910,2393,1925,1604,1236,284,41,6,8965
UCL313010,17,29,54,47,36,32,13,3,0,232,19,24,63,39,46,42,26,8,4,269,466,544,1194,962,1089,1049,337,49,6,5688
UCL313011,7,31,76,35,21,7,0,0,0,176,7,40,101,63,33,6,0,0,0,257,198,518,1564,1047,522,244,44,0,0,4128
UCL313012,25,26,68,63,78,37,21,0,0,314,30,32,63,59,47,52,13,6,0,301,689,698,1606,1758,1899,1596,383,41,3,8667
UCL314001,4,14,32,22,23,18,6,0,0,119,10,5,43,12,22,20,15,4,0,139,236,231,605,463,621,532,173,27,3,2893
UCL314002,17,18,32,17,45,32,8,0,0,182,10,18,35,20,27,26,17,3,0,160,250,360,750,607,759,699,238,32,6,3696
UCL314003,3,18,26,32,19,26,3,0,0,128,16,19,35,35,45,37,6,0,0,193,204,252,549,595,639,517,142,17,0,2929
UCL314004,15,11,36,16,22,12,4,0,0,113,4,15,23,22,28,21,4,0,0,119,172,255,609,582,515,356,89,5,0,2581
UCL314005,11,17,20,32,11,17,9,0,0,119,11,4,21,24,13,10,6,0,0,90,200,257,590,634,531,399,76,10,0,2701
UCL314006,12,15,25,16,26,21,4,0,0,118,18,27,38,40,37,37,9,0,0,218,250,353,941,811,810,757,216,29,0,4171
UCL314007,12,9,24,24,16,16,6,3,0,114,18,9,24,25,17,22,9,5,0,132,259,267,565,553,650,554,172,20,0,3048
UCL314008,7,9,26,26,18,12,7,0,0,101,11,22,53,30,16,19,6,0,0,157,184,268,736,557,475,394,107,16,0,2741
UCL314009,16,15,44,43,30,24,6,0,0,179,13,7,62,40,54,14,0,0,0,193,288,342,879,871,849,435,63,3,0,3741
UCL314010,7,10,24,9,11,3,4,4,0,75,4,18,80,33,23,15,5,0,0,177,160,346,1115,551,455,356,82,10,0,3071
UCL314011,11,22,48,32,22,21,9,0,0,156,11,22,25,15,22,29,8,0,0,127,180,248,531,541,468,432,159,22,0,2574
UCL314012,8,13,45,35,26,16,12,0,0,152,11,14,28,33,28,13,7,0,0,133,195,242,565,594,607,473,123,17,0,2817
UCL314013,3,13,15,19,22,27,6,0,0,98,8,21,39,34,21,15,4,3,3,142,148,235,649,492,512,483,169,22,9,2715
UCL314014,5,12,21,37,31,16,8,0,0,130,13,18,34,35,35,27,5,0,0,166,204,223,528,702,633,359,66,9,0,2720
UCL314015,4,10,28,32,16,14,0,0,0,112,4,12,19,32,17,18,0,0,0,112,206,162,471,624,600,389,64,5,0,2522
UCL314016,7,13,37,28,21,20,11,4,0,139,9,16,50,23,23,23,8,0,0,158,192,275,822,590,650,569,172,31,0,3304
UCL314017,11,23,47,30,20,13,3,0,0,150,12,8,36,43,25,17,0,0,0,141,334,382,1134,1217,908,470,79,0,0,4529
UCL314018,12,17,32,29,39,19,7,0,0,159,6,9,42,56,43,21,0,0,0,171,261,266,805,1082,882,473,72,0,0,3843
UCL314019,9,12,18,16,12,9,4,0,0,73,13,6,28,32,22,24,5,0,0,126,172,167,415,529,549,430,96,11,0,2372
UCL314020,16,29,38,24,31,17,11,0,0,171,17,19,45,41,25,22,8,0,0,183,245,401,710,677,605,501,138,24,4,3304
UCL314021,9,20,32,29,37,26,12,0,0,177,10,20,32,32,50,25,4,0,0,187,252,283,529,753,923,701,208,18,3,3675
UCL314022,7,8,13,21,31,34,6,0,0,116,8,4,16,35,37,32,15,12,5,160,242,162,379,643,930,795,258,62,7,3464
UCL314023,10,16,18,36,34,18,0,0,0,134,14,24,48,53,42,40,8,0,0,222,340,324,819,995,1185,840,133,15,0,4648
UCL315001,0,0,0,0,3,5,0,0,0,17,5,0,0,9,8,4,0,0,0,22,18,24,63,98,117,108,13,4,0,454
UCL315002,0,11,18,14,10,6,0,0,0,66,3,3,4,12,11,7,5,0,0,46,111,106,273,343,326,242,52,0,0,1440
UCL315003,0,0,3,3,0,11,0,0,0,16,4,0,3,4,3,0,5,0,0,14,27,17,47,77,104,143,31,4,0,448
UCL315004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,5,14,36,28,35,31,7,0,0,152
UCL315005,0,0,3,3,0,0,0,0,0,12,0,0,0,5,0,8,0,0,0,19,21,22,55,82,85,93,35,5,0,396
UCL315006,0,0,0,4,5,0,0,0,0,8,4,0,5,5,0,4,0,0,0,18,22,40,106,103,81,62,14,0,0,438
UCL315007,3,0,12,6,10,11,8,0,0,41,10,8,13,23,23,14,5,0,0,89,80,87,164,250,270,285,69,3,0,1217
UCL315008,6,13,25,16,9,6,0,0,0,72,0,10,17,15,12,0,0,0,0,57,158,204,572,573,441,263,49,5,0,2266
UCL315009,0,5,8,9,7,9,0,0,0,47,0,5,14,6,6,8,9,0,4,49,88,70,216,168,183,204,70,7,4,1006
UCL315010,3,0,9,11,9,6,4,0,0,45,11,6,3,3,14,10,5,0,0,56,59,74,144,166,235,278,83,3,0,1048
UCL315011,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,4,3,0,0,22,10,10,23,22,76,113,28,5,0,283
UCL315012,6,10,27,19,5,5,0,0,0,79,4,9,38,21,24,11,0,0,0,102,137,143,461,479,359,213,39,0,0,1839
UCL315013,4,9,19,8,0,9,3,0,0,45,4,9,16,3,13,3,0,0,0,48,53,118,300,151,141,97,26,0,0,883
UCL315014,3,0,0,0,0,4,0,0,0,8,3,4,0,0,4,10,6,0,0,25,17,25,54,49,82,109,45,3,0,388
UCL315015,4,7,9,13,11,5,6,0,0,56,0,5,0,3,20,10,5,0,0,47,63,111,199,200,276,217,51,0,0,1101
UCL315016,13,10,18,20,14,11,0,0,0,87,3,3,11,27,22,11,3,0,0,82,146,121,326,412,392,192,45,3,0,1632
UCL315017,0,4,9,11,9,9,3,0,0,46,11,6,22,10,8,8,5,0,0,66,62,106,286,185,196,242,80,0,0,1157
UCL315018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,50,44,42,25,0,0,0,185
UCL315019,0,0,3,0,0,3,5,0,0,16,4,3,3,7,7,4,0,0,0,21,26,47,121,75,89,82,21,3,0,463
UCL315020,3,6,10,10,4,6,0,0,0,39,0,6,4,0,7,5,0,0,0,25,53,111,255,224,168,178,35,6,3,1036
UCL315021,0,0,6,0,0,0,0,0,0,18,0,0,4,3,7,5,3,0,0,26,28,32,77,70,81,74,30,0,0,391
UCL315022,0,3,10,6,13,9,0,0,0,53,6,6,12,14,13,8,0,0,0,62,49,127,321,242,186,191,59,13,0,1188
UCL315023,0,0,9,3,8,5,0,0,0,19,0,0,0,0,6,5,0,0,0,18,29,31,110,86,128,107,23,0,0,511
UCL315024,0,0,8,0,8,7,0,0,0,24,0,0,0,5,3,0,0,0,0,10,38,49,100,145,161,142,56,4,0,701
UCL315025,0,0,11,5,3,9,5,0,0,32,3,5,0,8,3,15,0,0,4,39,55,26,91,125,173,177,67,3,4,708
UCL315026,0,13,13,21,23,13,0,0,0,85,7,3,12,12,10,13,4,7,0,62,117,119,242,331,356,268,73,15,0,1512
UCL315027,0,3,0,4,0,4,3,0,0,20,4,0,11,4,4,10,3,6,0,33,32,36,92,74,101,111,35,6,0,492
UCL315028,0,4,11,4,3,4,0,0,0,24,6,0,0,10,7,4,0,0,0,38,48,41,158,133,152,75,23,4,0,628
UCL315029,3,12,11,7,10,7,0,0,0,45,0,6,9,11,10,0,0,0,0,31,83,63,193,257,276,181,38,5,0,1082
UCL315030,0,0,5,3,7,7,0,0,0,19,0,4,4,0,7,0,0,0,0,11,7,22,70,38,52,33,7,0,0,234
UCL315031,3,4,16,16,5,3,0,0,0,45,4,0,10,14,7,3,0,0,0,36,69,123,311,296,283,186,35,0,0,1304
UCL315032,0,3,16,14,15,19,3,0,0,79,11,11,14,18,9,13,0,0,0,72,113,93,319,371,386,412,119,15,4,1827
UCL315033,0,0,0,0,0,0,0,0,0,8,0,0,4,3,3,4,3,0,0,16,24,21,45,69,95,102,31,5,0,383
UCL315034,5,0,9,10,5,3,0,0,0,31,0,0,4,4,9,0,4,4,0,19,31,31,98,116,141,100,28,4,0,545
UCL315035,4,8,9,11,14,8,0,0,0,48,10,4,17,14,19,9,3,0,0,66,89,101,317,363,294,202,48,6,0,1416
UCL315036,3,9,8,4,3,3,0,0,0,26,0,3,3,0,9,3,0,3,0,24,38,59,122,96,136,133,40,19,0,653
UCL315037,3,6,16,17,18,7,3,0,0,68,3,4,13,14,18,21,6,0,0,84,144,142,335,440,428,308,83,9,0,1888
UCL315038,0,4,14,16,9,12,0,0,0,61,5,0,0,20,5,3,0,0,0,38,94,74,186,258,247,199,25,0,0,1090
UCL315039,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,9,10,47,57,42,37,8,3,0,213
UCL315040,0,5,8,0,0,0,0,0,0,12,0,6,11,3,5,0,6,0,0,31,70,265,545,153,101,72,29,5,0,1234
UCL315041,4,0,5,5,7,10,0,0,0,35,4,0,11,4,12,4,0,0,0,32,34,36,104,126,143,115,24,0,0,581
UCL315042,0,4,16,4,4,8,4,0,0,35,4,0,8,3,12,10,3,0,5,52,88,75,187,190,238,235,70,10,5,1100
