UCL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL112019,10,0,51,26,101,4,190,0,4,6,0,37,0,47,24,7,89,59,439,26,647,3,3,15,33,117,3,189,11,0,60,50,1093,20,1243,5,3,30,34,171,0,240,22,5,87,51,270,21,455,23,0,51,53,169,20,319,11,3,32,40,245,17,345,5,0,25,14,44,0,86,10,6,51,38,26,4,144,0,7,29,16,44,4,94,39,31,178,48,82,14,395,11,3,20,22,92,7,162,74,30,194,170,358,7,836,131,56,274,53,121,8,643,143,41,303,111,208,27,830,0,0,19,8,31,0,63,16,4,49,40,339,7,451,12,0,39,16,217,43,322,557,209,1601,886,4192,242,7696,4,4,25,21,15,3,73,0,0,0,0,0,0,9,4,4,65,40,68,7,188,0,0,10,8,16,0,38,4,3,20,30,86,14,163,4,0,10,18,42,4,76,19,8,91,74,292,27,515,19,4,67,50
UCL113001,3,0,12,7,29,0,51,0,0,0,3,11,3,20,0,0,14,11,82,5,114,0,0,4,3,21,0,30,6,0,40,36,396,16,490,0,0,7,13,26,3,52,6,0,31,22,82,4,143,8,0,28,32,90,10,176,5,0,16,14,56,9,91,0,0,7,6,11,0,19,13,0,22,9,8,0,49,0,0,5,4,30,0,39,18,9,82,30,14,0,148,5,0,4,13,51,8,78,13,4,37,34,74,9,171,28,20,89,22,29,6,194,46,10,82,48,101,12,294,0,0,7,7,14,0,26,0,3,18,9,80,4,108,0,0,9,11,40,18,77,145,56,513,325,1241,91,2377,0,0,12,4,8,3,31,0,0,0,0,3,0,3,0,3,17,16,26,3,54,0,0,4,0,3,0,9,0,0,14,11,26,4,48,0,0,4,0,13,0,20,6,3,28,48,120,12,223,0,0,28,30
UCL113002,0,0,3,0,12,0,20,0,0,5,0,5,0,3,0,0,0,3,47,5,57,0,0,4,6,14,3,26,5,0,14,12,264,10,304,0,0,0,4,15,0,25,0,0,6,12,86,6,106,6,0,16,16,65,4,104,0,0,0,0,32,3,41,0,0,0,3,8,3,10,0,0,7,5,0,0,8,0,0,8,3,14,0,23,9,0,28,9,19,4,65,0,0,4,18,33,4,57,12,9,15,30,57,4,122,7,8,25,6,11,0,60,21,5,36,11,48,5,121,0,0,5,0,4,0,3,0,0,3,4,52,0,60,0,0,7,0,46,15,60,58,32,173,151,826,65,1313,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,5,10,0,23,0,0,0,0,0,0,0,0,0,4,18,26,0,49,0,0,4,0,5,0,7,3,4,9,20,91,10,144,0,0,22,33
UCL113003,0,0,0,0,12,3,15,9,7,33,40,363,8,461,0,0,0,0,64,4,73,4,0,4,13,62,6,85,6,0,6,12,206,3,235,0,0,0,8,56,0,68,4,0,13,9,89,7,118,0,0,9,13,71,9,99,4,0,3,12,78,11,104,0,0,9,9,12,0,19,0,0,0,5,6,0,14,0,0,0,4,4,0,14,6,3,16,8,14,4,46,0,0,0,0,28,5,41,6,10,27,44,109,5,194,25,8,49,18,20,8,123,24,15,70,37,97,4,236,0,0,0,4,13,0,23,0,0,0,4,92,0,101,0,0,7,4,40,13,64,81,55,243,241,1435,69,2129,0,0,3,0,0,0,5,0,4,6,8,13,4,40,0,0,0,5,9,0,11,0,0,0,0,7,0,11,0,0,0,0,17,3,26,0,0,0,0,7,0,8,0,3,15,9,98,8,138,0,0,15,20
UCL113004,4,0,20,4,9,0,34,0,0,0,5,4,0,11,5,0,27,14,27,4,78,4,0,3,0,6,0,14,5,0,43,14,207,12,289,8,0,6,4,13,0,34,9,0,29,13,34,4,79,20,7,93,98,116,17,357,5,0,14,9,19,0,52,4,0,12,9,14,0,31,4,3,26,6,8,0,43,0,0,18,11,19,0,56,38,3,114,24,26,6,214,0,0,30,20,20,0,78,5,0,13,7,13,4,46,19,7,47,9,18,5,103,42,7,82,24,10,6,180,4,0,23,0,13,3,45,0,0,11,10,18,0,49,12,0,52,15,34,14,127,187,49,655,293,626,85,1905,5,0,11,3,0,0,20,0,0,0,0,0,0,0,4,0,21,12,13,0,45,0,0,4,0,0,0,0,3,0,13,3,13,0,37,0,0,11,5,0,0,20,0,5,76,47,43,5,172,26,3,157,94
UCL113005,0,0,7,0,35,4,47,0,0,0,0,16,0,16,0,0,0,8,100,4,107,0,0,0,7,29,0,39,0,0,6,10,235,10,256,0,0,3,0,31,3,34,0,5,15,4,99,7,125,3,3,9,8,57,6,81,0,0,4,9,73,6,87,0,0,7,0,3,0,11,0,0,4,6,4,0,20,0,0,3,5,16,0,21,4,3,25,8,34,3,77,0,0,0,3,37,3,50,12,3,53,66,156,0,296,15,11,50,15,25,8,121,35,9,48,36,105,12,241,0,0,11,0,19,4,34,3,0,8,4,94,3,114,3,0,6,3,54,13,84,75,37,262,200,1211,78,1860,0,0,6,0,11,0,24,0,0,0,0,0,0,0,0,0,5,4,25,0,36,0,0,0,0,7,0,13,0,0,7,12,22,0,40,0,0,5,0,5,0,14,0,0,9,25,129,7,175,0,4,6,20
UCL113006,0,0,5,5,17,0,24,0,0,0,5,0,0,4,0,0,9,0,61,10,72,0,0,3,0,9,0,15,0,0,0,3,100,0,107,0,0,0,0,14,0,19,0,0,11,11,60,10,84,0,0,5,7,21,0,31,0,0,0,0,42,0,47,0,0,0,0,0,0,0,0,0,0,4,8,0,7,0,0,3,0,4,0,3,0,0,14,3,8,0,28,0,0,3,4,16,4,30,4,0,3,7,70,3,90,4,0,15,5,17,4,58,7,3,30,27,57,7,124,0,0,0,0,9,0,9,0,0,3,4,40,0,50,0,0,3,0,33,19,51,17,14,101,91,579,54,852,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,4,4,6,0,14,0,0,0,0,6,0,6,0,0,0,0,12,0,16,0,0,0,0,4,0,0,0,0,9,15,71,15,104,0,0,3,13
UCL113007,0,0,10,3,10,0,23,5,0,12,15,62,0,90,12,3,40,30,101,0,185,8,0,8,10,25,0,50,7,4,35,37,400,15,497,0,3,10,14,23,0,51,0,0,25,12,49,0,90,3,3,25,16,50,8,96,6,0,17,20,71,7,117,0,0,9,13,7,3,41,10,3,34,17,4,3,67,0,3,12,13,17,0,40,26,11,93,39,18,5,187,5,3,16,10,26,0,53,49,9,106,69,79,4,318,52,23,99,16,19,3,209,48,13,98,29,47,0,233,0,0,9,3,10,0,19,3,3,3,11,38,0,61,5,0,16,16,35,6,76,241,85,664,380,1089,54,2507,0,0,3,3,8,0,13,0,0,0,0,6,0,6,5,0,14,14,21,5,58,0,0,4,0,4,0,6,0,0,13,14,25,3,60,0,0,6,4,6,0,17,0,0,42,35,66,11,155,0,4,29,50
UCL113008,0,0,0,0,4,0,7,3,0,8,22,185,4,224,8,0,3,7,83,5,108,0,0,11,19,54,0,85,0,4,7,11,120,9,145,3,0,0,0,21,0,29,3,5,12,10,52,0,85,7,0,9,10,55,0,75,0,0,10,10,61,3,81,0,0,0,0,3,0,11,0,0,6,3,7,0,12,0,0,0,0,11,0,17,8,0,15,6,14,0,41,4,0,3,0,23,0,30,12,6,21,28,77,0,150,7,7,19,8,8,0,48,11,4,34,14,23,4,85,0,0,4,0,19,0,22,0,0,11,0,58,4,67,0,0,0,4,39,8,53,59,22,173,160,911,56,1381,0,0,0,0,0,0,4,0,6,5,0,4,0,9,0,0,4,7,9,0,15,0,0,0,0,8,0,9,0,0,4,4,11,0,19,0,0,4,7,8,0,17,8,3,12,11,71,3,103,0,0,18,17
UCL113009,0,0,0,8,4,0,13,0,0,8,0,46,0,56,4,5,14,31,160,3,220,0,0,0,10,19,0,30,0,0,13,23,232,5,280,0,0,4,9,58,0,69,0,0,10,10,53,3,76,0,0,4,9,26,0,40,0,0,6,21,72,5,108,0,0,0,0,6,0,7,0,0,0,12,3,0,20,0,0,0,3,5,0,13,12,4,31,21,37,0,106,3,0,0,0,23,0,33,25,3,48,94,154,7,335,8,11,33,3,19,0,73,9,0,18,21,35,0,77,0,0,3,0,7,3,11,0,0,4,4,86,0,97,0,0,6,9,33,11,61,71,25,208,293,1079,49,1720,0,0,3,4,0,0,4,0,0,0,4,5,0,8,3,0,5,15,25,0,50,0,0,4,6,7,0,10,0,0,0,12,31,0,51,0,0,5,11,16,0,33,3,3,7,13,69,7,103,0,0,14,14
UCL113010,4,0,0,3,25,0,40,13,9,76,61,470,12,640,0,0,7,11,62,0,82,0,0,3,8,19,0,31,0,0,12,12,231,5,259,0,0,3,3,35,6,43,0,0,9,15,64,5,100,6,0,6,7,48,3,74,0,0,7,5,32,3,40,0,0,3,0,9,0,9,0,0,5,3,0,0,17,0,0,0,10,10,0,27,17,4,32,4,14,0,67,0,0,6,6,32,4,39,6,4,23,22,47,6,106,12,4,41,9,8,0,80,10,4,25,11,21,6,74,0,0,5,0,12,0,12,0,0,6,0,83,3,96,0,0,3,4,37,8,55,78,28,282,200,1256,56,1892,0,0,4,3,5,0,14,6,0,26,9,42,6,89,0,0,18,12,26,0,54,0,0,0,0,9,0,7,0,0,4,14,17,0,37,0,0,0,3,17,0,28,3,0,16,22,81,10,137,4,0,14,17
UCL113011,0,0,0,3,9,0,21,13,9,38,56,466,19,596,0,0,0,3,54,0,66,3,0,12,30,95,6,135,0,0,6,12,114,5,129,0,0,0,5,60,0,69,9,0,8,3,40,3,54,0,0,0,10,20,4,41,0,0,0,6,33,0,37,0,0,0,0,5,0,6,5,0,3,0,5,0,9,0,0,5,0,11,5,22,0,0,9,3,16,0,32,0,0,7,3,50,0,65,4,4,8,10,34,0,61,5,5,25,0,4,0,39,0,0,14,10,12,0,43,0,0,0,0,10,0,13,0,0,0,0,78,0,85,0,0,3,9,48,13,68,46,20,142,177,1162,58,1597,0,0,0,3,4,0,14,3,0,18,18,83,8,133,0,0,3,3,19,0,27,0,0,6,10,16,0,32,0,0,0,7,20,0,31,0,0,4,5,13,0,24,4,5,9,13,69,3,100,0,0,13,11
UCL113012,0,0,4,0,10,3,21,0,0,9,8,35,0,47,3,3,28,22,85,3,147,0,0,7,9,16,0,32,0,0,12,31,266,8,317,6,5,5,8,27,0,48,8,0,8,9,64,6,105,3,0,34,48,80,8,178,3,0,13,21,71,3,112,4,0,0,5,0,0,14,4,5,17,14,10,0,46,0,0,5,8,24,5,40,30,7,59,39,24,3,162,0,6,11,11,42,0,61,33,12,57,67,87,0,258,18,9,36,9,17,9,92,16,4,40,24,33,7,129,0,0,4,8,13,0,20,4,0,5,5,52,5,73,0,0,11,12,46,8,75,130,50,371,353,1013,69,1981,0,0,5,0,4,0,16,0,0,0,6,3,0,7,6,5,13,11,11,0,40,0,0,0,3,0,0,7,0,0,10,14,17,0,42,0,0,0,0,3,0,9,9,4,31,29,74,9,153,5,0,29,39
UCL113013,0,0,0,4,11,0,18,0,0,0,5,44,0,50,0,0,12,16,168,7,210,0,0,0,0,31,0,37,0,0,9,9,281,3,308,0,0,3,7,44,0,50,0,0,10,6,71,0,88,4,0,9,6,42,3,62,0,3,9,14,99,11,133,0,0,0,0,6,0,14,0,0,5,3,11,0,23,0,0,0,0,11,0,20,10,3,25,35,31,3,98,0,0,4,4,31,3,39,9,0,15,46,91,3,160,10,6,21,6,15,0,64,9,9,24,14,57,0,108,0,0,0,4,8,0,13,4,0,6,5,99,0,110,0,0,3,7,52,16,86,49,22,158,195,1201,64,1696,0,0,0,3,0,0,9,0,0,0,0,0,0,5,0,0,5,8,21,6,32,0,0,0,6,5,0,8,6,0,8,11,20,0,44,0,0,0,0,13,0,18,0,4,13,31,114,5,169,0,0,4,16
UCL113014,0,0,5,0,12,0,19,34,16,118,75,660,22,914,3,0,15,6,97,0,125,8,4,24,26,71,3,128,7,0,10,18,206,7,241,0,0,7,8,91,0,101,8,0,5,11,48,8,85,6,0,8,12,48,3,69,0,0,0,14,51,6,70,0,0,0,0,3,0,3,0,0,6,4,9,0,12,0,0,0,5,9,0,16,4,3,25,13,22,3,60,0,0,3,8,78,0,89,7,4,24,28,46,3,114,14,0,27,3,16,0,52,7,0,21,13,24,5,60,0,0,0,0,9,0,14,4,0,5,7,100,0,117,5,0,3,6,64,15,96,85,29,298,242,1656,77,2389,0,0,4,0,9,0,19,14,5,48,33,110,7,217,0,0,5,18,37,0,60,0,0,9,9,6,0,33,0,0,5,13,39,0,62,0,0,0,3,19,5,25,5,0,14,23,100,10,153,0,0,12,14
UCL113015,0,0,0,0,10,4,8,0,0,0,5,8,0,10,0,0,4,3,65,4,81,0,0,0,0,10,0,13,0,0,6,13,267,14,298,0,0,3,4,10,0,19,0,0,5,7,59,9,85,0,0,7,11,49,3,72,0,0,0,5,39,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,4,10,3,5,11,8,20,0,48,0,0,0,8,33,0,48,11,3,19,50,102,4,192,9,10,16,9,12,0,57,9,0,25,11,40,3,91,0,0,0,0,7,0,8,0,0,0,3,64,0,70,0,0,9,0,38,4,54,48,20,109,153,849,47,1218,0,0,4,0,6,0,6,0,0,0,0,0,0,0,0,0,9,8,8,0,25,0,0,0,0,4,0,5,0,0,5,13,25,5,40,0,0,4,0,7,0,10,0,0,4,26,87,11,126,0,0,9,13
UCL113016,0,0,0,4,26,0,33,0,0,0,0,9,0,9,0,0,7,10,125,8,142,0,0,0,6,16,0,21,0,0,5,7,244,9,260,0,0,0,3,49,0,52,3,0,7,23,127,8,169,3,0,6,16,63,5,97,0,0,3,4,49,6,72,0,0,0,4,3,0,8,4,0,7,9,7,0,27,0,0,4,3,16,0,24,5,4,24,15,11,0,65,0,0,4,10,45,4,62,3,0,11,11,51,0,84,7,5,33,7,29,5,87,43,11,86,37,121,12,304,0,0,0,0,5,0,15,5,0,14,5,96,0,124,3,0,6,12,43,18,72,75,33,225,184,1150,82,1742,0,0,4,0,13,0,15,0,0,0,0,0,0,3,0,0,3,6,14,5,30,0,0,0,0,3,0,5,0,0,0,9,20,0,26,0,0,4,3,10,0,15,0,0,11,28,127,12,178,0,0,5,10
UCL113017,0,0,5,3,24,3,35,0,0,0,0,13,0,13,0,0,6,8,52,4,70,0,0,4,7,19,0,28,5,0,21,22,440,15,509,0,5,3,4,17,0,30,4,0,26,13,90,0,129,6,4,21,17,97,3,152,0,0,0,3,33,4,50,0,0,0,3,10,0,17,3,4,16,6,0,0,33,0,0,4,7,24,0,38,13,10,38,20,25,6,99,4,0,3,9,37,0,66,10,0,33,39,67,0,156,26,15,58,8,18,0,126,16,3,42,22,36,0,124,0,0,6,6,14,0,19,0,0,13,0,61,3,81,0,0,8,5,50,10,71,96,41,305,195,1131,65,1837,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,7,5,8,4,28,0,0,0,0,0,0,3,0,5,5,3,27,0,39,3,0,3,5,7,0,13,5,3,37,39,112,16,214,4,4,34,47
UCL113018,0,0,0,0,7,0,13,0,0,0,0,0,0,0,4,0,0,10,28,0,50,0,0,0,0,6,0,6,0,0,0,5,89,3,99,0,0,0,0,8,0,8,0,0,3,0,11,0,15,0,0,0,0,6,0,13,0,0,0,0,9,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,0,9,0,0,0,6,17,0,22,0,0,9,0,0,0,9,0,0,7,0,4,0,17,0,0,0,0,0,0,9,0,0,0,0,14,0,19,0,0,0,0,9,0,13,5,3,32,26,224,12,306,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,3,7,7,0,17,0,0,0,0,0,0,0,0,0,0,5,5,0,15,0,0,0,0,0,0,0,0,0,0,4,20,4,28,0,0,6,5
UCL114001,0,3,10,6,20,0,39,0,0,4,0,3,0,6,3,0,0,8,28,0,40,0,0,3,4,5,0,14,0,0,4,7,94,5,110,0,0,0,3,7,0,13,0,0,6,5,35,0,48,0,0,7,3,17,0,28,0,0,0,0,10,0,19,0,0,0,4,0,0,4,0,0,6,3,3,0,16,0,0,0,0,0,0,11,5,0,14,3,4,0,36,0,0,7,0,16,0,18,7,0,11,15,16,0,50,5,3,29,10,9,0,58,7,3,32,23,27,0,98,0,0,3,4,3,0,9,0,0,0,5,33,5,41,0,0,3,0,20,5,25,38,16,146,102,351,20,661,0,0,7,0,6,0,12,0,0,3,0,0,0,3,0,0,5,3,5,0,14,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,3,4,4,0,13,0,3,7,15,27,0,48,0,0,5,9
UCL114002,0,0,4,0,9,0,15,0,0,0,0,6,0,9,0,0,0,7,37,0,41,0,0,0,0,16,0,22,0,0,3,13,145,4,166,0,0,6,0,15,0,16,0,0,0,3,34,4,48,0,0,3,3,30,0,36,0,0,0,0,25,0,31,0,0,0,3,0,0,3,0,0,3,0,7,0,11,0,0,0,5,5,0,12,5,0,11,8,8,0,37,0,0,0,5,22,0,31,0,5,6,4,24,0,47,6,5,16,4,19,0,46,0,3,19,9,32,0,68,0,0,0,4,3,0,6,0,0,0,5,26,0,30,0,0,0,3,25,6,31,19,17,85,73,479,26,704,0,0,3,0,3,6,7,0,0,0,0,0,0,0,0,0,0,4,10,0,15,4,0,0,4,0,0,8,0,0,0,0,11,0,12,0,0,0,5,3,0,8,0,0,4,7,50,3,63,0,0,13,0
UCL114003,0,0,7,0,26,4,40,0,0,0,0,11,0,11,0,0,9,7,136,11,164,0,0,0,0,11,0,14,0,0,3,4,102,4,111,0,0,3,0,24,3,33,3,0,7,0,49,6,64,0,0,0,0,22,0,33,0,0,3,10,42,7,58,0,0,0,0,8,0,10,0,0,0,0,7,0,8,0,0,5,0,5,4,14,0,0,11,0,11,0,25,0,0,0,0,17,0,24,3,0,8,11,34,0,59,7,9,19,0,6,0,40,8,3,16,8,31,6,64,0,0,0,0,8,0,8,5,0,0,7,44,0,52,3,0,0,3,34,13,48,17,14,95,54,632,54,877,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,11,11,51,6,76,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,11,0,9,0,0,4,14,58,3,85,0,0,8,4
UCL114004,0,0,4,4,12,5,23,0,0,0,0,5,0,9,0,0,0,0,25,0,23,13,0,47,17,22,0,110,20,0,34,12,142,3,214,0,0,0,5,7,0,16,0,0,9,9,54,0,76,0,0,4,8,26,3,48,0,0,3,3,42,5,52,0,0,6,3,4,0,17,0,0,4,5,0,0,9,0,0,3,3,9,4,16,7,3,22,6,9,0,48,0,0,3,4,16,0,23,10,6,18,20,61,3,117,8,8,22,4,9,3,48,7,3,18,8,18,0,54,0,0,3,0,3,0,7,0,0,3,0,37,0,44,0,0,7,9,26,8,47,73,30,207,121,528,41,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,13,9,3,16,3,19,0,45,4,0,8,8,8,0,28,0,0,0,0,5,0,3,5,0,19,20,52,0,103,4,0,5,10
UCL114005,0,3,5,3,20,0,37,0,0,0,0,3,0,3,0,0,3,7,38,4,47,0,0,5,4,13,0,19,0,0,0,9,77,0,84,0,0,0,3,17,0,20,0,0,8,8,31,9,45,0,0,4,0,9,0,14,0,0,0,4,58,3,65,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,4,3,0,6,0,0,8,4,7,0,18,0,0,0,5,14,0,15,0,0,9,11,26,0,56,5,0,13,3,14,3,38,3,0,11,3,15,0,40,0,0,0,5,0,0,5,0,0,0,0,26,0,32,0,0,0,3,17,11,33,11,13,61,70,399,40,594,0,0,3,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,4,7,0,13,0,0,0,0,3,0,4,0,0,6,10,33,3,56,0,0,7,3
UCL114006,0,0,5,3,43,0,57,0,0,0,0,0,0,0,3,0,20,16,109,6,157,0,0,0,0,5,0,4,0,0,0,4,105,0,109,0,0,0,5,19,0,24,0,0,5,9,30,0,39,0,0,0,4,18,0,24,0,0,0,4,20,0,28,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,5,0,18,0,0,0,4,11,3,15,0,3,0,10,22,3,46,5,9,12,7,7,0,34,3,0,4,5,17,0,31,0,0,0,6,7,0,10,0,0,3,0,38,0,49,0,0,5,4,22,7,35,14,19,75,82,480,26,685,0,0,6,0,20,0,25,0,0,0,0,0,0,0,0,0,13,12,36,5,63,0,0,0,0,5,0,3,0,0,3,0,6,0,6,0,0,0,0,0,0,7,0,0,4,14,29,4,52,0,0,6,3
UCL114007,0,0,6,6,50,7,75,0,0,0,0,10,0,13,5,0,3,5,67,11,92,0,0,3,0,19,3,29,0,0,7,3,119,8,134,0,0,7,0,34,3,52,0,0,4,4,49,9,62,0,0,4,4,29,6,46,0,0,0,0,37,4,41,0,0,4,0,9,0,5,0,0,5,3,0,0,12,0,0,0,3,6,0,9,0,0,9,7,8,0,24,0,0,4,0,8,0,17,5,3,16,18,37,3,80,11,3,24,6,10,0,52,3,0,25,12,34,7,80,0,0,0,0,4,0,10,0,0,7,0,52,6,59,0,0,0,0,26,14,42,28,14,124,85,616,75,934,0,0,9,3,4,4,20,0,0,0,0,0,0,0,0,0,3,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0,3,13,0,14,0,0,5,8,64,11,94,0,0,3,6
UCL114008,0,0,8,16,40,9,69,0,0,0,0,0,0,0,4,0,5,0,66,4,81,4,0,0,10,22,0,40,6,0,0,6,118,3,134,0,0,7,4,13,0,27,0,0,0,5,26,5,36,3,0,0,3,24,0,32,0,0,0,5,33,0,41,0,0,0,0,3,0,6,0,0,10,3,0,7,16,0,0,0,0,9,0,8,6,3,27,0,8,0,41,0,0,0,9,6,0,19,0,3,13,18,50,4,93,5,3,20,0,5,0,33,10,0,25,4,13,3,52,0,0,0,4,4,0,11,0,0,5,4,36,0,49,3,0,5,0,19,11,35,34,15,117,91,512,51,811,0,6,3,3,9,0,19,0,0,0,0,0,0,0,0,0,0,6,8,0,12,0,0,7,3,4,0,12,0,0,0,0,6,0,13,0,0,0,0,3,0,3,0,0,7,12,32,5,64,0,3,5,10
