UCL_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
UCL615008,22,0,0,0,22,15,0,33,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,4,61,8,0,8,75,20,0,97,12,4,0,0,14,0,0,0,14,0,0,14,15,10,0,0,22,0,0,0,24,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,25,9,0,0,40,0,0,0,36,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,40,5,0,4,41,4,0,43,10,0,0,0,15,0,0,0,15,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,34,13,5,0,48,5,0,4,47,9,0,64,14,0,0,0,18,0,0,0,16,4,0,24,16,5,0,0,24,0,0,0,24,5,0,28
UCL615009,4,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0,0,70,0,0,0,64,3,0,73,13,0,0,0,15,0,0,0,15,0,0,15,22,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,4,0,0,44,0,0,0,44,0,0,45,5,0,0,0,5,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,53,0,0,0,53,3,0,56,8,0,0,0,10,0,0,0,14,0,0,14,26,0,0,0,26,0,0,0,26,0,0,26
UCL615010,4,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,37,0,0,0,37,4,0,43,0,0,0,0,4,0,0,0,4,0,0,4,12,3,0,0,18,0,0,4,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,21,0,0,4,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,21,0,0,4,24,0,0,24,0,0,0,0,3,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,21,0,0,4,24,4,0,35,5,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,8
UCL615011,12,0,0,0,11,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,70,12,5,0,87,6,4,7,95,7,0,96,24,0,0,0,27,0,0,0,27,0,0,27,18,3,4,0,25,0,0,0,25,0,0,26,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,10,6,0,52,0,0,0,52,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,0,4,49,10,6,0,54,0,0,0,55,5,0,59,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,50,8,6,0,65,0,0,0,67,5,0,71,16,0,0,0,19,0,4,4,22,0,0,27,27,3,0,0,25,0,0,0,25,0,0,28
UCL615012,19,0,0,0,19,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,97,15,0,6,117,0,0,0,117,6,0,118,33,0,0,0,35,0,0,0,35,0,0,38,52,0,0,0,52,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,89,0,0,0,85,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,89,0,0,0,85,0,0,88,4,0,0,0,4,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,92,0,0,0,90,3,0,93,36,4,0,0,38,0,0,0,38,0,0,41,39,0,0,0,41,0,0,0,41,0,0,41
UCL615013,9,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,55,0,0,0,57,7,0,61,10,0,0,0,10,0,0,0,13,0,0,8,20,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,27,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,26,4,0,0,28,0,0,6,30,0,0,31,3,0,0,0,3,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,3,33,0,0,6,37,4,0,38,8,0,0,0,18,0,0,0,18,0,0,18,8,4,0,0,16,0,0,0,16,0,0,16
UCL615014,18,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,67,17,0,0,88,0,0,0,88,0,0,89,14,0,0,0,14,0,0,0,14,0,0,15,21,3,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,38,0,0,0,38,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,38,0,0,0,38,0,0,36,7,4,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,42,0,0,0,42,0,0,48,17,3,0,0,18,0,0,0,18,0,0,18,19,3,0,0,24,0,0,0,24,0,0,24
UCL615015,8,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,63,5,0,0,67,0,0,0,67,6,0,72,3,0,0,0,3,0,0,0,3,0,0,3,16,0,0,0,15,0,0,0,15,0,0,17,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,26,0,0,0,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,26,0,0,0,26,0,0,23,9,0,0,0,9,0,0,0,9,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,34,0,0,0,34,4,0,36,8,0,0,0,12,0,0,0,12,0,0,13,25,0,0,0,27,0,0,0,27,0,0,25
UCL615016,6,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,48,0,0,0,48,3,0,49,4,0,0,0,4,0,0,0,7,0,0,9,22,3,0,0,31,0,0,0,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,37,0,0,0,38,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,37,0,0,0,38,3,0,37,3,4,0,0,11,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,36,7,0,0,48,0,0,0,44,3,0,51,10,0,0,0,18,0,0,0,18,0,0,19,25,3,0,0,25,0,0,0,25,3,0,32
UCL615017,3,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,79,9,0,0,87,0,0,3,90,0,0,91,17,0,0,0,13,0,0,0,13,0,0,19,19,4,0,0,24,0,0,0,24,0,0,21,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,43,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,41,0,0,0,41,0,0,42,7,0,0,0,7,0,0,0,7,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,48,0,0,0,48,3,0,55,20,0,0,0,18,0,0,0,18,0,0,22,25,0,0,0,27,0,0,0,24,0,0,29
UCL615018,5,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,49,0,0,0,49,5,0,56,22,0,0,0,20,0,0,0,20,0,0,20,18,4,0,0,23,0,0,0,23,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,44,0,0,0,44,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,44,0,0,0,44,0,0,45,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,3,50,0,0,0,50,0,0,52,14,4,0,0,13,0,0,0,13,4,0,13,26,0,0,0,30,0,0,0,30,0,0,30
UCL615019,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,4,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,6
UCL615020,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,25,0,0,0,27,0,0,29,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,0,10,0,0,10
UCL615021,7,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,36,3,0,3,37,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,13,3,0,0,21,3,0,3,24,0,0,24,6,0,0,0,6,0,0,0,9,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,28,4,0,4,31,4,0,30,6,0,0,0,6,0,0,0,6,0,0,6,15,0,0,0,16,0,0,0,16,4,0,22
UCL615022,6,0,0,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,4,18,0,0,0,18,0,0,19,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,9,0,0,9,5,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,5,0,0,0,5,0,0,11
UCL615023,12,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,0,70,0,0,3,74,5,0,76,15,6,0,0,19,0,0,0,19,3,0,19,25,0,0,0,26,0,0,0,26,4,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,45,0,0,0,45,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,45,0,0,0,45,5,0,54,4,0,0,0,9,0,0,0,9,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,9,0,0,52,0,0,0,52,10,0,60,12,0,3,0,16,0,0,0,16,4,0,20,20,0,0,0,19,0,0,0,19,5,0,28
UCL615024,12,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,65,12,6,0,82,0,0,0,82,0,0,90,12,0,0,0,13,0,0,0,13,0,0,15,15,4,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,3,0,31,0,0,0,31,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,3,0,32,0,0,0,32,0,0,37,7,4,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,9,3,0,41,0,0,0,41,5,0,49,13,4,0,0,19,0,0,0,19,4,0,20,19,0,0,0,19,0,0,0,19,0,0,19
UCL615025,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,35,12,5,0,42,6,0,6,50,9,0,55,9,3,0,0,7,0,0,0,7,0,0,14,13,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,7,0,28,0,0,0,28,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,7,0,28,0,0,0,28,3,0,30,0,4,0,0,4,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,7,7,0,35,0,0,0,35,3,0,39,8,0,0,0,12,0,0,0,12,4,0,12,22,0,0,0,23,0,0,0,23,0,0,24
UCL615026,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,3,0,3,12,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,8,5,0,11,0,0,0,0,4,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,4,0,0,4
UCL615027,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,40,0,0,0,42,0,0,44,9,0,0,0,11,0,0,0,11,0,0,11,5,0,0,0,5,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,17,0,0,0,17,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,17,0,0,0,17,3,0,18,3,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,18,0,0,0,18,3,0,26,11,0,0,0,11,0,0,0,11,0,0,11,12,0,0,0,12,0,0,0,12,0,0,14
UCL621001,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3
UCL621002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,6,0,4
UCL621003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,17,0,0,0,17,0,0,17,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,0,10
UCL621004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,13,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,11,0,0,0,0,3,0,0,0,3,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3
UCL621005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,6,0,0,0,6,0,0,10,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4
