SED_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SED30019,742,744,1484,610,884,1490,34,28,65,0,5,6,105,125,225,8491,6879,15374,398,778,1177,57,0,58,262,42,306,330,92,428,135,51,189,363,470,832,11543,10104,21646,76,136,210,0,0,0,0,0,0,67,71,134,14,25,41,22,14,39,182,235,420,9,10,18,0,0,0,15,25,44,17,33,41,18,17,32,50,85,133,113,64,173,346,383,733,25,53,79,7,15,24,5,0,4,41,69,109,3933,4339,8274,1361,2259,3623,65,67,132,17285,17226,34513
SED30020,3,0,4,32,19,51,9,0,9,0,0,0,19,11,28,9687,8756,18444,594,621,1217,394,14,403,98,9,106,70,9,78,108,37,144,409,245,652,11418,9727,21142,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,8,0,3,3,0,0,0,8,6,14,105,49,154,120,51,171,0,0,0,4,0,5,3,0,4,7,4,8,1282,1505,2789,969,1603,2570,83,65,152,13880,12953,26830
SED30021,0,0,5,196,111,304,41,36,74,0,0,0,18,27,38,5820,5295,11111,625,898,1524,171,3,178,85,18,102,177,110,284,250,104,356,1107,1323,2425,8483,7919,16406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,36,0,0,0,8,4,11,7,4,7,5,0,5,45,15,67,131,75,208,182,97,279,0,0,0,29,18,49,17,6,22,43,19,68,707,902,1612,1018,1114,2127,208,176,385,10648,10234,20878
SED30022,203,198,403,55,32,87,4,0,3,5,17,26,28,25,53,15298,12801,28105,874,904,1783,418,11,428,208,18,225,39,10,56,148,67,214,170,134,305,17456,14229,31687,44,46,89,0,0,0,10,13,24,63,59,116,9,20,30,20,9,23,141,148,280,0,0,0,0,0,3,12,8,13,0,8,8,5,0,5,17,15,33,197,139,330,352,294,644,66,83,143,3,7,11,9,0,9,77,87,165,2146,3068,5220,1614,2780,4393,90,74,164,21738,20534,42272
SED30023,152,148,298,774,822,1600,7,12,17,7,0,0,68,74,147,6335,5809,12144,387,675,1067,62,5,65,228,29,261,381,113,497,84,56,139,512,511,1015,8978,8262,17242,43,61,104,0,0,0,0,0,0,16,9,23,0,3,4,7,6,9,69,82,149,6,3,5,0,0,0,16,36,50,12,33,43,24,15,41,54,86,145,81,55,133,198,223,422,19,11,31,10,7,16,11,0,13,35,23,58,4282,4267,8550,1325,2266,3590,44,40,84,14862,15070,29941
SED30024,27,28,53,74,93,165,0,3,9,0,5,5,20,12,30,7684,7004,14687,352,419,774,144,5,147,100,9,111,185,104,284,83,40,127,195,283,478,8877,7988,16869,4,4,6,0,0,0,0,0,0,19,10,30,0,0,0,0,0,0,30,18,43,0,0,0,0,7,7,6,5,3,4,10,16,4,7,9,12,27,41,92,44,135,131,89,217,10,7,13,0,6,10,3,0,3,19,11,30,1443,2017,3459,1041,1668,2706,63,68,129,11576,11839,23418
SED30025,340,397,738,177,211,389,0,0,4,3,0,3,25,29,54,8577,7635,16207,379,545,927,184,0,188,208,19,225,153,29,181,79,39,117,147,149,297,10278,9055,19338,27,33,64,0,0,0,0,0,0,125,114,240,6,19,29,15,5,16,181,168,349,0,0,0,0,0,0,14,26,48,5,20,21,0,6,8,24,50,73,67,43,116,274,259,535,15,16,32,6,3,7,5,0,5,23,24,48,2781,3165,5949,1329,2251,3577,42,25,71,14730,14791,29522
SED30026,600,573,1175,117,146,269,9,0,7,0,0,0,24,22,46,7141,6250,13387,389,571,963,105,0,111,220,25,244,218,51,273,94,40,135,368,191,553,9281,7877,17158,70,67,135,0,0,0,0,0,0,102,111,209,22,33,52,22,8,31,217,217,434,3,0,3,0,0,0,17,15,28,6,8,13,4,5,6,23,27,53,88,39,119,328,283,609,16,34,51,5,0,6,3,0,3,27,37,57,3088,3327,6414,1271,2128,3398,39,25,67,14030,13676,27708
SED30027,63,38,99,52,77,129,3,0,3,6,23,26,17,15,35,8814,7819,16633,461,516,973,185,9,195,113,13,124,57,5,60,93,36,122,131,134,259,9996,8677,18673,16,20,35,0,0,0,0,0,0,14,17,31,6,7,14,6,4,8,43,43,88,0,0,0,11,14,16,6,6,4,3,9,12,3,0,4,19,27,42,105,86,190,162,153,319,15,12,28,3,3,11,0,6,3,28,20,51,1121,1624,2745,1047,1735,2789,62,50,112,12419,12269,24688
SED30028,5,0,9,91,19,111,47,6,54,0,0,0,23,28,57,8754,7584,16334,554,625,1177,100,3,102,203,6,207,95,22,116,76,33,107,235,259,496,10182,8593,18771,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,8,3,11,59,9,63,0,0,0,18,9,20,3,5,8,0,0,0,74,21,101,315,100,410,399,125,519,0,0,0,150,19,171,9,0,5,155,23,175,310,692,997,1440,1338,2777,56,36,91,12535,10801,23335
SED30029,91,87,176,36,21,57,4,0,4,0,0,0,3,0,5,6869,6141,13003,386,429,811,400,13,412,81,14,92,33,10,46,124,34,158,287,218,508,8307,6970,15277,5,14,20,0,0,0,0,0,0,35,28,67,9,3,7,8,4,10,63,48,104,0,0,0,0,0,0,4,4,3,6,3,8,0,0,3,14,9,16,78,31,105,149,80,233,10,11,16,11,0,11,5,3,6,21,15,29,1576,1992,3564,1130,1594,2720,74,71,146,11260,10716,21972
SED30030,140,127,262,975,1379,2353,10,4,10,0,0,0,52,89,143,7934,6663,14593,353,700,1055,90,0,90,205,30,231,383,122,502,95,55,143,261,370,633,10494,9532,20028,40,49,84,0,0,0,0,0,0,29,18,45,3,4,9,11,4,8,75,80,158,3,0,0,0,0,0,25,69,96,16,44,65,40,23,61,88,137,224,84,68,153,245,285,529,30,22,52,19,19,31,6,5,5,47,44,90,3380,3684,7064,1268,2263,3529,52,33,83,15487,15839,31322
SED30031,0,0,0,498,103,607,5,0,5,3,0,3,12,15,29,6000,5399,11401,599,543,1139,159,5,173,77,13,93,96,58,151,146,71,216,761,752,1512,8365,6964,15328,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,64,12,81,5,0,3,6,0,6,73,16,88,85,50,137,158,74,229,0,0,4,0,0,0,17,4,20,18,6,20,1041,1180,2228,954,925,1874,93,77,162,10620,9218,19845
SED30032,4,4,9,73,29,102,3,5,4,0,0,0,19,20,32,6911,6475,13386,522,555,1081,286,11,298,78,9,87,35,8,37,104,35,133,278,244,523,8311,7386,15698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,6,0,3,4,0,0,0,9,3,12,70,39,100,81,39,117,5,0,7,8,0,8,5,3,7,11,3,19,870,1154,2024,1010,1301,2312,81,82,164,10365,9966,20340
SED30033,5,3,8,45,25,69,6,4,13,0,0,0,20,19,35,6002,6538,12536,445,626,1067,130,6,135,108,6,120,106,60,164,77,27,102,225,238,463,7162,7553,14711,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,3,6,7,4,5,10,0,0,0,13,7,23,83,62,146,99,74,172,0,0,0,5,3,6,9,3,9,8,4,18,511,750,1259,842,1209,2053,57,73,138,8682,9661,18348
SED30034,5,0,4,330,178,506,6,0,6,0,0,0,21,28,41,7362,6939,14303,761,768,1526,223,12,235,96,27,126,84,23,109,186,57,246,607,465,1070,9686,8494,18184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,26,8,10,17,9,5,8,31,23,52,94,48,142,124,68,196,0,0,0,17,0,19,3,0,5,19,0,21,994,1231,2227,1087,1308,2387,156,102,254,12065,11205,23274
SED30035,0,0,0,148,42,188,4,0,8,0,0,0,8,9,19,8945,8676,17625,511,602,1116,271,9,277,188,20,201,57,15,63,181,60,238,300,199,504,10615,9621,20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,22,3,5,9,8,0,8,26,15,37,130,41,170,153,59,208,0,0,0,7,0,7,6,0,10,15,0,13,595,889,1493,1164,1418,2582,90,61,156,12638,12052,24693
SED30036,272,343,609,178,319,494,0,0,0,3,0,3,52,60,115,9287,7038,16327,668,1160,1826,154,4,160,142,8,148,42,7,54,83,30,118,110,134,247,10999,9108,20109,56,65,124,0,0,0,0,0,0,101,96,194,9,19,30,12,7,13,174,184,359,0,0,0,0,0,0,27,24,44,11,29,46,0,5,5,39,59,101,130,85,216,349,327,671,36,52,86,11,16,27,7,0,7,49,70,120,1392,1699,3089,922,1435,2356,87,76,160,13791,12711,26498
SED30037,173,172,343,42,48,96,0,3,3,0,0,0,37,32,66,7937,6814,14750,488,616,1102,172,7,174,154,13,171,40,18,60,72,26,99,146,208,353,9264,7949,17219,21,31,55,0,0,0,0,0,0,50,60,115,5,19,25,18,7,24,100,121,216,0,0,0,0,0,0,6,3,9,8,4,8,0,4,8,12,17,30,92,37,128,203,170,379,18,18,41,0,0,3,4,4,11,21,24,43,942,1419,2366,977,1598,2581,66,53,116,11475,11220,22700
SED30038,96,118,220,42,35,83,0,0,0,0,0,0,14,18,35,8397,7430,15826,523,548,1069,296,9,301,149,12,160,47,13,57,70,36,103,135,135,271,9769,8359,18129,12,17,30,0,0,0,0,0,0,60,79,143,14,10,21,6,5,13,94,121,209,0,0,0,0,0,0,8,4,16,5,6,6,0,0,0,11,13,24,101,62,162,207,193,400,19,13,32,3,4,4,0,0,4,23,19,40,1061,1533,2598,1064,1663,2731,56,50,109,12181,11817,23998
SED30039,359,452,806,54,59,116,9,0,9,0,0,0,30,23,59,12367,10111,22479,611,788,1405,318,3,322,208,15,223,37,7,47,129,55,188,77,106,187,14209,11622,25832,47,68,110,0,0,0,0,0,0,126,125,247,14,41,52,17,9,27,209,236,447,0,0,0,0,0,0,12,19,33,7,18,17,3,4,10,23,42,61,116,70,179,346,344,687,29,40,71,0,3,7,9,0,13,40,49,84,2210,3007,5217,1462,2225,3682,80,61,136,18341,17301,35645
SED30040,27,10,37,100,75,169,3,0,9,0,0,0,13,14,28,7987,7470,15457,449,565,1018,139,4,146,83,8,90,232,160,392,108,43,152,210,306,521,9359,8656,18014,5,4,6,0,0,0,0,0,0,20,4,27,0,0,0,0,0,0,28,14,35,0,0,0,0,0,0,9,7,10,10,12,15,0,0,0,13,14,30,111,50,162,154,74,233,0,3,8,8,0,5,4,0,11,11,11,19,1342,1863,3203,1118,1770,2892,44,46,95,12031,12431,24459
SED30041,0,0,5,215,82,295,9,9,20,0,0,4,23,35,50,8557,8445,17007,636,762,1400,189,8,190,81,14,99,58,15,71,80,37,120,211,206,420,10062,9617,19676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,46,4,48,10,4,8,0,3,4,56,4,63,94,56,148,151,66,215,0,3,5,9,0,11,8,3,7,16,5,21,600,978,1579,1569,1662,3234,74,73,151,12466,12413,24879
SED30042,454,443,898,46,37,81,0,0,0,0,0,0,18,26,42,9217,8037,17255,558,607,1165,298,7,303,205,15,220,48,19,67,96,44,138,115,131,242,11057,9358,20414,49,60,107,0,0,0,0,0,0,103,92,194,17,36,52,41,10,46,201,199,399,0,0,0,0,0,0,3,8,12,3,6,8,0,0,0,10,15,20,110,51,161,320,262,583,26,42,68,5,0,4,3,0,9,34,44,79,1625,2269,3889,1321,2009,3328,49,51,100,14412,13990,28400
SED30043,7,12,19,69,68,141,0,0,0,0,0,0,0,0,5,8196,7013,15210,593,718,1307,364,11,376,103,13,113,18,9,29,91,42,133,217,179,401,9673,8072,17743,3,3,7,0,0,0,0,0,0,16,31,48,0,7,6,0,0,0,24,42,59,0,0,3,0,0,0,3,4,7,0,3,3,0,0,4,6,11,21,97,41,142,132,95,217,0,3,6,0,0,0,0,5,3,4,10,8,924,1312,2236,962,1470,2437,80,75,150,11771,11024,22798
SED30044,41,48,89,95,129,226,3,0,8,0,5,6,20,18,37,11266,9014,20283,592,688,1280,678,18,697,173,9,185,12,4,20,83,44,127,146,142,282,13113,10122,23236,7,12,21,0,0,0,0,0,0,46,42,91,5,12,11,4,3,4,62,74,130,3,0,3,0,0,0,31,58,88,8,11,19,3,4,6,38,68,112,147,82,233,253,225,480,11,23,29,4,3,13,12,0,12,21,28,52,1117,2125,3244,1141,1767,2905,77,61,141,15728,14321,30052
SED30045,478,502,986,66,94,159,7,8,15,0,0,0,23,24,48,8306,7055,15365,448,579,1023,158,12,166,162,18,178,92,26,118,92,31,129,185,196,378,10031,8544,18570,31,46,75,0,0,0,0,0,0,53,92,137,12,15,25,27,7,33,110,163,276,0,0,0,0,0,0,3,6,11,0,5,5,3,0,9,13,17,26,109,54,159,239,226,463,30,20,52,6,8,10,9,3,9,40,30,68,2292,2952,5239,1145,1873,3021,67,60,126,13805,13676,27485
SED30046,126,177,306,68,107,171,0,0,0,0,0,4,39,28,67,10100,8040,18139,616,670,1285,311,11,323,158,12,171,34,4,36,91,34,125,116,123,240,11648,9207,20858,6,46,60,0,0,0,7,10,21,31,42,71,13,18,29,15,10,29,82,127,206,0,0,0,0,0,0,21,26,45,3,14,17,3,0,6,23,44,70,117,73,193,222,246,470,18,31,44,3,3,11,4,0,5,22,39,58,1104,1784,2888,968,1682,2651,61,56,117,14031,13007,27045
SED30047,3,0,8,239,99,337,10,0,8,0,0,0,45,61,105,10068,9126,19194,748,846,1595,112,4,118,133,16,142,171,55,228,71,46,119,243,309,551,11846,10566,22412,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,25,4,24,5,11,14,0,0,7,32,14,50,107,65,177,148,80,227,3,5,3,9,3,10,10,5,18,16,13,33,375,703,1075,1371,1472,2849,67,58,122,13827,12885,26711
SED30048,745,640,1381,695,775,1466,93,66,157,0,0,0,63,55,122,6666,5620,12285,296,613,913,36,0,36,216,41,258,591,221,811,113,84,200,658,635,1299,10179,8758,18931,167,149,311,0,0,4,0,0,0,52,32,86,15,21,38,25,12,39,264,217,481,25,20,47,0,0,0,34,29,62,13,42,57,24,28,55,96,125,220,85,54,135,439,394,838,47,67,115,20,11,37,14,4,12,79,78,161,4847,4736,9580,1706,2864,4579,51,37,86,17308,16867,34169
SED30049,25,12,43,789,976,1765,0,0,5,0,0,0,39,32,71,8728,7240,15969,439,725,1168,103,3,106,136,12,154,117,18,134,77,28,111,204,226,428,10665,9290,19951,25,28,51,0,0,0,0,0,0,12,22,33,0,0,0,0,0,0,39,48,89,0,0,4,0,0,0,89,80,170,21,57,82,14,9,24,124,149,277,97,56,153,265,251,517,15,15,31,5,13,20,0,3,3,21,30,51,2611,2793,5402,1087,1892,2976,48,47,99,14695,14306,29003
SED30050,7,5,20,123,164,285,10,0,8,0,0,0,17,21,34,7698,7155,14851,375,533,907,126,7,129,100,16,122,182,95,272,112,59,175,320,415,735,9068,8471,17539,0,6,6,0,0,0,0,0,0,10,4,14,4,0,3,0,0,5,16,17,31,3,0,3,0,0,0,0,10,11,10,13,30,4,4,12,20,30,50,86,44,129,117,89,203,3,4,9,6,10,12,5,4,9,18,12,31,1651,2022,3676,1079,1642,2723,70,70,140,12005,12311,24314
SED30051,4,0,4,35,20,57,0,0,6,0,0,0,13,18,26,6233,6237,12467,447,521,969,235,6,244,122,10,139,101,21,119,61,30,93,238,239,472,7487,7104,14595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,10,0,0,0,8,5,16,66,42,110,76,46,128,0,0,0,6,0,5,3,0,3,7,4,8,570,794,1361,898,1188,2087,65,65,134,9107,9203,18307
SED30052,554,517,1075,1358,1907,3266,51,75,124,3,0,0,227,271,499,7139,5202,12346,425,899,1321,36,4,41,423,108,531,640,234,874,317,146,463,3802,3507,7310,14973,12874,27843,137,161,296,3,0,3,0,0,0,16,3,20,11,19,30,38,6,47,194,192,386,10,15,28,0,0,0,25,12,37,27,59,81,42,73,117,106,157,262,144,97,238,446,444,887,50,52,105,21,25,48,8,4,11,82,85,164,5088,4889,9981,1776,2447,4217,97,68,162,22453,20801,43258
SED30053,66,60,121,106,171,277,8,4,6,36,38,73,32,34,60,8877,8345,17219,427,567,994,120,0,120,122,16,144,228,100,328,101,53,152,311,341,652,10436,9720,20159,12,8,25,0,0,0,4,3,6,24,18,40,0,5,8,4,3,11,49,35,83,0,0,0,19,36,49,6,3,14,8,15,18,3,6,8,34,54,92,110,77,185,192,170,358,9,12,24,4,8,17,4,9,8,21,26,48,1936,2420,4355,1135,2003,3127,55,63,115,13775,14397,28173
SED30054,474,466,938,464,615,1081,5,4,12,0,0,0,47,55,98,6536,5631,12165,300,581,884,71,0,73,202,22,230,468,173,634,87,39,127,232,264,497,8891,7851,16741,78,95,170,0,0,0,0,0,0,33,28,66,8,18,28,24,5,25,146,150,294,0,0,0,0,0,0,23,25,44,15,25,42,21,13,33,56,63,118,72,44,118,271,252,526,29,21,53,12,15,31,6,0,9,48,34,87,3501,3602,7097,1263,2086,3347,37,33,67,14009,13854,27863
SED30055,0,0,0,201,68,269,5,0,5,0,0,0,9,5,18,8281,7469,15752,504,445,953,271,11,278,107,3,115,45,6,58,85,41,122,328,251,577,9837,8303,18143,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,24,0,28,8,0,12,0,4,4,35,7,44,62,43,109,104,53,156,0,0,0,7,0,7,10,0,10,13,0,13,752,1010,1765,1416,1415,2830,98,68,167,12216,10852,23065
SED30056,73,51,123,326,307,630,4,4,10,0,0,5,6,11,18,6315,5822,12140,276,414,688,113,3,115,146,5,155,179,57,229,60,32,96,107,120,230,7612,6834,14443,36,11,49,0,0,0,0,0,0,47,42,88,9,14,20,7,0,7,96,66,162,9,0,4,0,0,0,33,28,60,9,26,36,8,0,13,53,61,113,126,57,183,275,185,460,27,13,40,5,8,8,0,0,6,36,24,56,3840,3621,7462,1184,1792,2976,33,32,63,12974,12477,25454
SED30057,239,238,474,51,52,100,0,4,4,0,0,0,28,43,67,8238,7267,15504,680,875,1555,289,8,303,161,17,174,42,11,53,81,30,110,151,160,307,9958,8702,18660,45,34,75,0,0,0,0,0,0,52,58,106,20,14,34,20,6,29,133,117,248,4,0,4,0,0,0,4,0,4,4,8,13,0,3,3,8,10,19,128,57,180,263,183,451,24,23,47,0,0,4,4,0,6,27,32,57,841,1208,2053,1105,1697,2798,59,44,102,12258,11871,24124
SED30058,454,470,921,160,182,344,0,0,3,0,0,0,28,19,44,7418,6253,13668,317,566,878,101,0,104,133,8,139,150,35,180,57,36,96,143,154,296,8961,7719,16676,73,79,155,0,0,0,0,0,0,113,100,220,22,22,48,21,4,25,227,220,444,0,0,0,0,0,0,9,16,28,8,21,26,3,0,6,16,44,61,84,46,131,331,312,641,28,31,53,10,0,5,4,0,4,34,34,68,2947,2956,5899,1164,1935,3092,46,31,80,13486,12970,26454
SED30059,95,48,142,61,53,113,4,9,10,4,0,4,15,32,45,9660,9155,18818,451,655,1106,236,4,237,135,19,152,64,13,80,115,42,149,185,173,365,11022,10206,21226,15,3,24,0,0,0,4,5,5,36,13,49,4,0,7,0,6,9,68,25,96,0,0,0,8,0,7,9,5,13,4,14,16,0,4,6,14,22,38,101,75,180,189,126,311,7,20,24,10,5,13,3,0,4,22,22,37,1930,2498,4432,1239,1892,3132,48,58,111,14453,14797,29247
SED30060,0,3,4,136,122,256,8,4,7,0,0,3,21,17,39,8221,7587,15805,650,757,1403,189,0,191,120,7,128,95,31,124,183,54,236,194,177,367,9808,8756,18566,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,6,4,3,3,27,30,15,6,17,20,30,49,102,62,167,126,92,221,0,4,4,9,10,15,11,0,11,17,8,27,966,1597,2562,1644,2222,3863,71,70,146,12627,12755,25381
SED30061,3,0,6,115,109,225,10,5,12,0,0,0,35,43,81,8767,8368,17136,544,825,1370,119,3,125,240,21,263,279,94,377,151,38,189,417,238,653,10679,9762,20435,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,13,0,13,10,13,20,12,5,16,31,18,47,139,80,216,172,99,270,0,0,0,10,6,14,12,3,13,22,8,32,477,661,1143,1035,1480,2514,58,35,90,12438,12044,24481
SED30062,507,545,1052,53,67,118,0,0,4,3,0,3,50,44,92,10963,9526,20495,566,858,1424,245,3,248,270,18,285,37,17,54,125,63,187,116,156,272,12943,11300,24241,51,70,125,0,0,0,0,0,0,111,129,241,25,29,51,38,12,50,221,238,463,4,0,4,0,0,0,9,11,23,3,10,16,9,6,15,20,32,52,110,80,188,353,345,701,27,32,60,7,3,6,3,0,6,37,34,76,1889,2437,4330,1429,2387,3812,61,69,122,16716,16566,33281
SED30063,5,0,3,113,22,137,6,0,6,0,0,0,9,10,18,6341,5894,12235,500,620,1117,260,8,271,84,11,95,57,16,73,101,42,143,495,390,885,7964,7015,14976,0,0,4,0,0,0,0,0,0,4,12,21,0,0,0,0,0,0,8,18,25,0,0,0,0,0,0,10,0,8,7,0,10,5,3,10,19,7,23,82,35,112,106,59,161,3,0,4,4,4,5,8,0,3,11,3,15,1133,1149,2284,808,1080,1886,125,88,212,10148,9393,19539
SED30064,21,16,34,65,49,113,5,0,5,0,0,0,15,21,37,7606,7059,14668,432,465,896,255,3,258,112,10,125,33,6,38,98,38,130,232,254,489,8870,7931,16796,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,5,5,12,17,0,0,0,0,0,0,6,3,7,8,12,15,3,0,0,19,12,32,73,37,109,102,58,161,4,0,4,5,0,11,3,0,9,10,10,16,1144,1612,2754,1088,1574,2664,72,57,134,11284,11240,22526
SED30065,13,8,16,76,69,144,0,3,0,0,0,0,8,8,18,8684,7809,16493,448,499,942,240,4,242,99,9,105,89,36,125,141,31,170,192,219,414,9991,8686,18679,5,3,6,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,17,12,30,0,0,0,0,0,0,3,3,9,3,13,14,4,5,10,11,15,33,94,46,140,125,72,196,5,0,8,9,0,8,4,0,4,16,0,17,1887,2582,4473,1240,1891,3127,54,47,101,13311,13279,26594
SED30066,12,0,13,75,95,176,3,0,3,0,0,0,9,13,18,6212,5757,11966,348,475,828,138,4,136,157,35,192,122,67,199,96,50,150,286,281,569,7454,6788,14247,0,0,4,0,0,0,0,0,0,10,3,11,0,0,0,3,0,3,14,0,15,0,0,0,0,0,0,0,5,3,4,7,11,5,0,13,10,11,27,68,34,106,95,54,152,0,5,4,5,0,5,4,3,8,11,6,14,1916,2293,4207,1099,1428,2525,66,72,137,10641,10639,21279
SED30067,994,1127,2116,134,262,401,0,6,6,3,0,3,59,63,123,8505,6915,15423,372,698,1067,137,3,140,210,19,234,203,34,235,96,44,142,260,256,511,10968,9421,20394,108,132,244,0,0,0,0,0,0,112,135,245,25,39,65,28,16,49,278,325,598,3,0,10,0,0,0,7,17,28,6,21,26,5,10,12,27,53,75,113,47,156,416,419,836,30,62,86,6,0,5,5,0,5,39,56,100,2815,3194,6009,1368,2105,3467,62,44,103,15660,15240,30899
SED30068,205,204,406,61,50,108,7,9,16,0,0,0,10,10,23,6605,5922,12527,344,495,844,156,0,158,108,4,113,51,30,79,78,40,113,146,192,333,7770,6958,14730,9,17,24,0,0,0,0,0,0,39,41,78,9,10,14,17,4,19,68,71,142,4,4,8,0,0,0,3,18,21,0,11,12,0,0,4,11,33,46,107,70,176,188,170,360,9,12,20,5,3,10,7,4,8,22,19,44,1799,2065,3864,947,1439,2389,43,48,85,10764,10708,21469
SED30069,342,394,736,37,43,81,4,0,3,0,0,0,19,11,30,8811,7358,16171,417,555,976,235,9,244,221,20,239,49,12,54,79,43,119,149,153,306,10361,8602,18965,32,33,69,0,0,0,0,0,0,139,135,276,23,34,57,30,7,39,228,207,433,0,0,0,0,0,0,10,5,14,5,7,11,4,5,10,23,15,34,98,51,146,341,276,614,21,35,60,0,0,0,7,0,11,31,42,74,2356,2805,5156,1223,1976,3196,33,51,90,14341,13749,28097
SED30070,77,78,154,46,24,70,0,0,0,0,0,0,0,7,7,6169,5575,11744,399,504,899,274,11,289,114,11,123,41,27,71,91,39,124,137,160,296,7356,6436,13790,10,15,22,0,0,0,0,0,0,47,51,91,6,10,16,7,4,9,67,69,138,0,0,0,0,0,0,3,4,5,4,4,12,4,0,3,9,11,23,82,42,124,163,120,286,14,10,28,4,0,5,6,0,6,21,11,36,970,1423,2389,941,1314,2253,64,65,126,9510,9375,18888
