SED_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED30001,14286,14425,28710,1270,1336,2605,439,481,919,259,229,482,8524,8808,17331,107,98,200,103,102,199,27,37,65,46,66,110,61,57,116,0,0,0,9564,9862,19428,1717,1959,3678,320,297,622,12871,13454,26323,1447,1427,2871,28603,29305,57908
SED30002,13909,15080,28988,691,725,1418,459,480,940,250,249,493,7114,7563,14683,58,67,126,96,90,189,25,40,64,63,57,118,55,64,122,0,0,0,8119,8613,16729,1005,1119,2132,226,164,389,10047,10620,20667,916,932,1847,24870,26634,51503
SED30003,12638,13158,25797,2107,2381,4491,824,929,1750,374,431,806,7502,8540,16042,118,123,239,113,114,228,64,80,140,86,81,165,72,80,150,0,0,0,9149,10376,19525,955,1070,2029,370,394,769,12587,14223,26812,1453,1459,2918,26685,28838,55521
SED30004,12417,12607,25024,2161,2342,4504,853,909,1766,862,947,1812,5871,6495,12365,214,249,470,258,313,569,71,84,163,239,260,502,52,59,111,3,0,0,8433,9318,17750,927,1144,2068,291,278,573,11812,13087,24893,2029,1771,3796,26254,27464,53721
SED30005,10269,11109,21377,1272,1391,2665,1297,1516,2811,515,585,1095,7668,8570,16237,101,126,222,113,129,242,72,94,165,58,69,127,60,76,133,3,3,4,9875,11152,21028,1770,1927,3696,420,419,837,13338,14889,28230,2103,2262,4367,25707,28260,53972
SED30006,10234,11174,21404,1696,1793,3485,1321,1351,2674,482,524,1010,6026,6663,12687,85,93,176,78,73,152,41,53,96,37,34,71,67,66,135,0,0,0,8141,8867,17002,952,1087,2040,236,225,456,11018,11961,22982,1538,1636,3173,22788,24772,47557
SED30007,10850,12217,23064,1428,1583,3009,990,1218,2207,676,783,1456,7402,8689,16092,95,110,214,120,141,256,58,108,164,77,74,149,110,112,218,0,0,0,9520,11240,20758,1270,1404,2673,314,289,604,12532,14508,27040,1342,1482,2820,24727,28209,52930
SED30008,11498,12284,23780,1151,1219,2367,877,937,1808,476,509,985,8825,9595,18428,94,99,191,134,142,275,35,40,79,58,71,129,87,89,177,0,0,0,10589,11481,22061,1516,1626,3136,319,251,569,13572,14571,28140,1134,1125,2259,26201,27973,54182
SED30009,12087,12965,25050,931,1134,2064,342,364,704,170,197,374,6529,7329,13857,53,60,110,59,62,121,49,45,90,46,47,91,31,21,49,0,5,4,7283,8118,15403,619,702,1325,275,254,526,9100,10217,19319,1767,1772,3538,22955,24946,47902
SED30010,13617,13587,27210,2163,2249,4413,885,983,1866,325,338,662,10417,11369,21790,145,159,307,105,107,211,62,63,128,94,74,162,49,40,91,0,0,0,12075,13130,25204,1200,1314,2514,555,457,1012,15992,17147,33141,2460,2414,4874,32073,33147,65223
SED30011,13119,11821,24942,2847,3014,5861,431,386,816,206,190,396,4803,4856,9663,69,68,132,159,131,286,46,41,88,88,72,155,8,10,25,0,0,0,5807,5749,11553,727,732,1461,223,193,422,9604,9692,19294,5353,3036,8389,28082,24545,52623
SED30012,11001,12123,23122,1292,1394,2690,1422,1700,3127,496,645,1143,5112,5853,10964,56,94,150,90,105,198,40,48,87,52,52,106,58,71,131,0,0,0,7329,8577,15902,1059,1237,2294,304,312,616,9983,11514,21499,1498,1595,3089,22479,25239,47712
SED30013,12701,12168,24868,1843,1936,3786,793,808,1600,406,409,819,5385,5732,11114,54,72,123,120,107,232,51,49,105,130,133,271,30,20,53,0,0,0,6976,7340,14316,458,438,900,175,185,364,9450,9909,19353,2170,1797,3971,24323,23874,48196
SED30014,12049,12249,24297,1417,1541,2959,522,526,1046,478,452,928,6989,7345,14338,155,193,349,246,212,464,50,51,103,224,220,442,58,68,126,4,5,3,8727,9066,17794,1602,1830,3428,350,334,687,12100,12772,24866,3733,3176,6911,27888,28199,56079
SED30015,12997,12227,25222,2597,2718,5315,354,351,703,140,162,304,4093,4268,8365,58,50,112,89,97,185,23,25,49,75,60,139,6,15,15,0,0,0,4851,5019,9871,574,525,1095,215,175,389,8234,8438,16675,3254,2746,6006,24490,23412,47899
SED30016,10626,11632,22264,1637,1860,3495,1051,1159,2213,559,611,1174,8390,9315,17705,73,103,177,105,145,253,87,108,191,92,86,186,88,100,190,0,0,3,10444,11639,22085,959,1022,1980,282,306,589,13323,14823,28147,1443,1382,2823,25396,27836,53233
SED30017,14249,14496,28749,1095,1228,2330,333,382,712,153,190,337,6077,6439,12520,45,34,82,57,55,109,17,25,39,31,28,58,21,28,43,0,0,0,6735,7170,13903,455,580,1034,214,180,395,8508,9161,17665,992,1086,2074,23747,24739,48489
SED30018,13354,14221,27576,982,1016,1997,373,442,808,175,182,361,6573,7140,13716,54,60,112,79,79,157,17,19,35,45,38,86,31,37,74,0,0,0,7356,7995,15352,913,1011,1923,178,170,349,9430,10198,19623,692,718,1414,23472,25135,48608
SED30019,10844,11365,22212,1065,1035,2102,785,911,1690,408,476,882,9539,10349,19888,94,113,207,149,145,296,34,29,69,80,86,165,76,72,147,0,0,6,11165,12177,23345,2030,2305,4336,322,294,613,14586,15813,30398,1525,1269,2800,26955,28446,55405
SED30020,14667,14592,29259,1795,1929,3723,447,467,917,108,69,176,6174,6622,12794,45,39,74,53,56,114,38,31,65,62,44,110,13,10,26,0,0,0,6931,7341,14277,266,321,587,216,208,428,9210,9801,19009,1884,1715,3604,25768,26107,51878
SED30021,13199,12850,26048,2896,2942,5844,354,349,705,365,373,738,3269,3403,6671,99,110,208,201,194,399,37,33,74,144,122,267,25,26,53,4,0,4,4497,4613,9115,646,759,1404,198,121,319,8240,8436,16677,3354,2960,6318,24793,24247,49039
SED30022,13346,13470,26819,2255,2432,4689,2330,2556,4885,779,779,1559,14309,15200,29509,162,194,353,192,234,425,90,117,204,126,118,246,102,109,211,0,0,0,18086,19307,37392,1733,1783,3513,694,587,1282,22761,24110,46873,2537,2439,4974,38645,40026,78669
SED30023,12466,13037,25495,1451,1489,2936,708,751,1460,371,442,817,6566,6841,13404,96,102,195,142,142,283,29,29,62,71,60,137,111,90,201,0,0,0,8100,8460,16564,1474,1586,3059,201,183,384,11218,11724,22947,785,653,1442,24469,25408,49882
SED30024,11808,12280,24084,1129,1228,2356,1823,2024,3851,413,463,875,4212,4746,8954,37,52,100,98,93,188,33,47,76,43,44,85,45,55,97,0,0,0,6712,7520,14231,764,935,1697,262,258,525,8866,9937,18809,1341,1353,2695,22017,23573,45594
SED30025,14090,14746,28836,1010,1022,2032,462,508,969,288,299,590,6508,7056,13561,122,98,219,101,114,217,33,35,69,91,77,172,112,114,233,0,0,0,7720,8310,16027,699,760,1456,219,194,415,9642,10294,19934,611,539,1149,24344,25580,49923
SED30026,13101,13652,26747,1094,1181,2273,736,658,1392,368,340,707,6482,6750,13233,88,88,172,136,135,269,46,31,75,138,116,255,156,133,288,0,0,0,8148,8259,16404,769,829,1596,217,187,408,10229,10450,20682,929,720,1648,24255,24820,49078
SED30027,12760,13083,25846,1177,1309,2487,777,821,1596,274,315,593,5713,6122,11841,60,61,127,62,68,131,41,44,86,37,26,70,31,26,62,0,0,0,7007,7496,14505,688,781,1465,279,242,520,9154,9826,18975,1237,1156,2398,23148,24067,47219
SED30028,12069,11456,23526,1925,2071,4000,412,404,814,260,269,533,5924,6349,12270,76,89,167,164,144,309,63,58,130,108,115,222,21,12,31,0,0,0,7027,7451,14476,519,627,1139,323,280,595,9792,10426,20215,1840,1474,3311,23701,23352,47056
SED30029,12800,12858,25663,1237,1367,2599,453,548,1005,210,236,439,5623,6052,11676,55,64,119,77,80,163,38,41,80,53,49,96,35,37,68,0,0,0,6540,7098,13642,419,429,850,176,179,354,8369,9066,17438,2993,1429,4421,24165,23360,47524
SED30030,11489,12193,23684,961,961,1926,535,594,1130,303,294,596,8075,8784,16859,69,92,160,96,117,214,16,29,46,40,49,88,53,63,117,0,0,0,9193,10016,19207,1504,1693,3197,264,251,519,11924,12926,24849,995,1002,2002,24406,26127,50532
SED30031,8772,8176,16948,2524,2595,5118,347,322,671,108,129,235,3652,3814,7466,45,49,100,98,105,206,31,36,67,89,80,165,3,3,11,0,0,0,4375,4539,8917,408,425,833,191,161,350,7494,7720,15215,2663,1936,4597,18932,17831,36762
SED30032,13427,13165,26597,1939,2179,4119,531,580,1109,260,264,521,6550,6978,13528,81,85,166,84,98,179,54,55,112,100,92,190,25,31,56,0,4,4,7688,8178,15866,265,337,602,244,222,462,10130,10923,21058,2198,1944,4145,25761,26028,51789
SED30033,11659,12642,24302,1458,1675,3140,1065,1208,2273,668,766,1433,6730,7885,14624,127,138,265,107,147,252,113,122,230,102,103,206,71,80,151,4,0,5,8986,10443,19433,450,576,1025,327,390,715,11230,13086,24309,1938,2007,3947,24824,27739,52565
SED30034,14544,14261,28804,2693,2838,5533,308,320,627,245,260,507,4452,4702,9153,77,79,159,128,140,271,33,30,61,148,167,314,12,19,29,0,0,0,5404,5723,11127,730,584,1319,214,196,407,9039,9341,18387,4365,2882,7251,27948,26490,54440
SED30035,12838,12197,25031,1849,1968,3818,597,572,1171,380,371,752,5466,5906,11376,91,93,192,120,137,258,48,55,97,153,145,299,55,57,111,0,0,0,6917,7331,14251,248,286,535,269,234,504,9285,9820,19104,2018,1572,3582,24135,23585,47724
SED30036,14511,15517,30025,1762,1930,3688,443,479,920,215,218,435,6999,7251,14253,89,94,189,85,89,171,27,34,57,33,47,79,30,37,66,0,0,0,7914,8248,16171,1740,1994,3728,311,288,601,11723,12464,24184,4790,2004,6796,31027,29979,61003
SED30037,11053,11355,22404,1180,1345,2524,598,657,1251,266,247,510,7275,7908,15183,87,96,184,82,97,176,31,30,62,124,124,245,47,49,93,0,0,0,8509,9210,17717,470,538,1006,291,263,559,10447,11357,21809,1476,1545,3020,22973,24252,47228
SED30038,12574,12781,25358,1289,1524,2810,573,612,1182,221,214,433,7012,7756,14769,93,86,183,85,75,158,48,41,86,103,75,178,47,50,96,0,0,0,8180,8902,17084,287,317,611,346,309,659,10109,11054,21163,2443,1546,3995,25127,25392,50517
SED30039,13974,13998,27971,2054,2175,4234,1020,1121,2141,404,413,816,10306,10831,21141,186,170,357,142,148,292,52,65,126,141,125,269,127,124,251,0,0,5,12391,13003,25389,1236,1459,2698,366,317,678,16040,16956,33001,1304,1207,2515,31322,32155,63479
SED30040,11361,12345,23708,1181,1292,2472,783,877,1659,485,520,1004,7075,8170,15242,65,74,145,111,116,229,55,66,120,64,58,121,68,75,144,0,0,3,8705,9957,18672,774,886,1667,281,285,568,10948,12425,23376,1423,1484,2913,23728,26261,49989
SED30041,12782,12887,25666,2325,2557,4880,383,442,826,222,255,477,5955,6527,12479,75,88,170,89,88,179,34,39,70,84,85,166,32,28,60,0,0,0,6873,7555,14430,525,520,1051,233,204,435,9958,10838,20802,2355,1708,4054,25097,25425,50528
SED30042,14028,14229,28256,1398,1594,2994,479,546,1019,215,245,463,7773,8391,16166,68,73,149,61,80,141,32,44,75,65,62,127,43,57,99,0,4,4,8736,9497,18234,524,580,1106,318,297,619,10975,11965,22945,1206,1221,2422,26206,27420,53625
SED30043,13420,13003,26423,2129,2254,4379,538,595,1137,161,156,315,5438,5966,11406,47,64,110,50,50,100,32,38,73,52,63,113,21,32,52,0,0,0,6346,6960,13309,694,809,1506,253,244,497,9418,10266,19690,1863,1877,3745,24699,25148,49850
SED30044,14074,14124,28200,994,1107,2106,793,886,1680,319,337,657,9994,10939,20932,67,83,151,93,79,172,39,49,89,60,61,126,32,21,59,4,0,6,11402,12469,23874,843,892,1734,424,400,828,13668,14870,28534,1995,1939,3936,29738,30929,60673
SED30045,13420,14172,27593,1295,1364,2662,531,603,1133,298,305,599,6785,7353,14136,49,53,104,93,100,193,38,38,80,50,58,102,64,58,119,0,0,0,7920,8558,16473,829,879,1708,218,204,419,10254,11008,21258,1104,1173,2278,24782,26347,51129
SED30046,13017,13417,26434,1427,1551,2975,616,634,1251,236,252,489,8688,9270,17960,57,61,120,69,92,160,59,50,104,31,33,67,38,31,63,0,0,0,9801,10420,20215,860,978,1833,431,394,821,12515,13337,25849,2085,2062,4144,27620,28813,56428
SED30047,13168,13430,26593,1354,1459,2817,376,413,791,238,247,489,6826,7457,14284,68,67,130,127,124,255,39,43,75,86,100,188,23,16,39,0,0,0,7786,8467,16249,724,792,1512,300,245,548,10164,10960,21122,2769,2180,4947,26101,26569,52669
SED30048,10426,10926,21353,1275,1330,2601,932,996,1926,477,520,997,10134,10538,20676,162,150,310,192,188,380,80,78,160,86,108,193,141,110,243,6,6,6,12203,12698,24901,4105,4328,8440,239,200,439,17817,18560,36380,1136,1121,2253,29382,30607,59986
SED30049,13226,14240,27467,916,946,1864,411,443,855,246,237,489,7752,8200,15954,115,131,248,110,115,221,31,36,70,75,89,164,46,36,80,0,0,0,8796,9293,18088,2116,2295,4409,278,218,499,12109,12746,24853,1068,1018,2090,26409,28006,54414
SED30050,9668,10202,19872,1842,1968,3814,906,1025,1929,695,777,1468,6247,7160,13409,91,98,192,116,127,243,75,78,147,50,65,115,84,87,174,0,0,0,8261,9418,17681,1296,1505,2800,340,321,664,11740,13209,24951,1885,1930,3819,23297,25343,48643
SED30051,13023,13092,26118,1804,2065,3869,858,848,1704,508,507,1015,5806,6115,11918,85,70,155,95,94,185,88,108,200,104,97,201,30,35,60,0,0,0,7567,7877,15440,254,300,553,280,215,496,9906,10459,20366,2537,1693,4228,25466,25248,50708
SED30052,7332,6800,14130,1705,1647,3349,1349,1278,2624,722,696,1412,12502,12191,24693,174,168,345,227,231,460,75,70,150,121,116,233,122,118,246,0,0,0,15295,14871,30168,5926,6560,12492,554,409,962,23480,23486,46964,2819,2405,5220,33626,32697,66325
SED30053,10618,11488,22106,1379,1399,2775,1478,1706,3189,600,820,1421,6337,7142,13485,136,168,309,101,143,245,72,67,138,45,44,85,78,101,172,5,6,7,8857,10189,19045,1664,2026,3690,397,427,828,12299,14042,26341,1355,1343,2698,24269,26870,51143
SED30054,11815,12381,24199,1112,1229,2341,523,532,1052,314,307,618,6804,7010,13811,62,85,147,94,89,188,28,30,56,44,50,95,62,55,120,0,0,0,7934,8151,16087,1374,1455,2827,189,167,359,10614,11003,21614,893,801,1696,23325,24184,47514
SED30055,13686,12781,26465,1599,1672,3272,282,306,591,106,125,231,4423,4854,9271,38,46,83,73,65,134,37,28,68,55,62,114,6,8,11,0,0,0,5013,5491,10504,184,200,378,172,121,301,6968,7486,14459,3847,2361,6206,24504,22631,47132
SED30056,14424,14978,29398,1115,1174,2290,523,483,1006,278,300,580,5170,5251,10421,95,110,212,84,86,169,45,27,75,54,53,104,78,92,169,0,0,0,6323,6414,12736,1124,1229,2347,115,111,221,8676,8923,17600,571,621,1197,23666,24523,48189
SED30057,12179,12652,24825,1514,1738,3248,603,685,1282,250,272,517,8548,9462,18010,37,52,95,74,91,159,74,82,155,52,57,104,28,33,61,0,0,0,9664,10727,20388,720,943,1666,477,479,959,12377,13887,26258,2043,2116,4162,26592,28652,55252
SED30058,13881,14455,28337,927,963,1890,308,366,684,206,219,428,6330,6723,13052,77,97,171,73,70,148,27,39,68,41,54,89,53,52,105,0,0,0,7124,7623,14742,948,1130,2079,178,151,327,9169,9866,19034,766,701,1470,23822,25022,48840
SED30059,13774,14429,28205,1291,1501,2791,1376,1543,2913,429,450,885,6769,7743,14505,96,92,186,107,121,224,61,75,135,43,36,81,43,56,103,0,0,0,8915,10116,19028,955,1088,2048,278,266,543,11446,12965,24413,1408,1481,2887,26625,28881,55507
SED30060,13665,13906,27570,1475,1550,3026,314,369,683,233,247,476,6317,7059,13379,119,109,229,117,110,225,39,27,70,160,174,332,31,38,66,0,0,0,7337,8135,15468,381,468,851,298,254,548,9488,10403,19900,2412,2287,4702,25562,26601,52165
SED30061,11147,11458,22605,919,968,1888,648,521,1170,460,400,857,6248,6932,13181,116,123,236,214,182,395,53,56,114,136,138,274,103,81,184,0,0,0,7972,8434,16407,887,938,1819,276,239,522,10055,10578,20635,3519,2039,5557,24723,24075,48793
SED30062,13123,13760,26881,1936,2184,4121,871,949,1816,363,380,746,10541,11747,22281,118,119,232,103,117,222,61,73,133,94,118,207,87,99,186,0,7,8,12236,13601,25834,1200,1434,2633,446,416,856,15818,17634,33449,1531,1532,3062,30474,32921,63390
SED30063,13738,13515,27252,2412,2578,4992,362,339,698,135,146,280,4938,5199,10137,51,48,92,55,51,115,41,45,83,63,54,115,20,15,29,0,0,0,5661,5895,11561,473,412,887,190,177,360,8739,9058,17799,2601,2396,4997,25079,24970,50050
SED30064,11483,12057,23535,1814,1973,3784,577,667,1241,352,404,756,6036,6609,12647,76,82,160,94,89,182,43,59,102,74,79,155,36,41,74,5,3,8,7293,8040,15330,433,523,960,281,272,555,9831,10808,20633,1565,1466,3035,22878,24328,47198
SED30065,12209,12699,24906,1620,1789,3413,1301,1370,2677,960,958,1913,6904,7568,14469,111,141,248,125,140,267,71,85,150,94,104,201,69,76,146,6,6,7,9640,10443,20082,900,998,1900,276,285,560,12437,13520,25953,1273,1171,2443,25914,27388,53303
SED30066,11696,12283,23980,1595,1712,3303,1141,1264,2408,962,1041,2003,4541,4883,9427,87,98,190,120,135,257,51,46,98,57,80,134,45,56,97,0,0,4,7013,7604,14617,974,1057,2025,174,172,345,9752,10540,20295,1518,1568,3088,22972,24400,47365
SED30067,12401,12847,25252,1221,1288,2506,569,570,1136,269,301,565,8199,8257,16455,73,87,161,93,95,189,36,25,65,70,66,137,66,66,135,0,0,0,9373,9463,18841,1438,1698,3141,283,236,521,12323,12691,25007,1283,1123,2399,26010,26655,52664
SED30068,10917,11787,22706,1341,1546,2888,596,618,1212,217,243,458,5722,6208,11935,44,42,85,65,65,127,26,25,51,28,32,60,32,33,69,0,0,0,6732,7261,13993,646,724,1371,142,131,271,8857,9663,18525,904,1011,1913,20681,22458,43143
SED30069,15152,15223,30373,1290,1494,2784,470,504,975,222,229,459,6539,6748,13291,59,53,111,81,94,178,21,21,41,76,65,145,39,49,93,0,0,0,7511,7764,15276,721,755,1474,214,189,398,9730,10203,19929,1051,965,2018,25934,26388,52318
SED30070,11462,11989,23456,1959,2199,4153,802,889,1691,381,422,809,7015,7810,14820,57,65,128,68,68,136,69,69,141,58,62,125,61,70,133,0,0,0,8512,9462,17971,463,512,972,241,191,435,11173,12360,23535,1528,1524,3046,24166,25870,50035
SED30071,11909,12765,24675,1269,1363,2635,736,895,1634,363,409,765,7189,8134,15327,57,60,116,83,82,166,55,58,117,61,79,142,73,73,141,0,0,0,8622,9793,18410,632,759,1392,297,269,574,10818,12187,23008,1600,1604,3205,24334,26559,50892
SED30072,12439,12827,25261,2007,2115,4122,787,895,1681,299,318,619,7111,7806,14915,68,79,147,94,104,203,38,39,77,52,65,115,37,32,69,0,0,0,8487,9330,17821,502,556,1057,242,197,436,11239,12202,23443,1309,1216,2522,24986,26242,51231
SED30073,12636,12918,25552,1540,1739,3278,275,277,554,168,182,348,6715,7644,14366,42,47,89,63,73,135,23,25,52,50,67,114,17,20,40,0,0,0,7358,8331,15688,570,594,1164,358,335,689,9818,10998,20817,2297,1842,4144,24757,25759,50516
SED30074,13671,14553,28224,1422,1490,2913,369,406,776,194,224,419,6600,7255,13853,69,72,139,81,64,143,30,35,73,50,64,115,40,47,87,0,0,0,7440,8166,15603,976,1089,2065,227,185,410,10062,10933,20992,967,988,1958,24698,26477,51177
SED30075,14137,14257,28397,2296,2518,4819,632,716,1350,228,248,476,5368,5662,11029,65,67,130,75,79,153,25,33,62,47,49,94,33,37,69,0,0,0,6470,6884,13351,377,404,778,213,184,400,9353,9992,19346,2214,1886,4100,25704,26132,51839
SED30076,8207,7973,16182,1272,1278,2549,1115,1114,2229,631,737,1362,11652,11757,23408,177,179,359,205,213,414,82,90,173,104,92,197,142,171,313,0,0,0,14111,14347,28453,4939,5589,10528,477,402,879,20795,21612,42411,2392,2274,4667,31397,31860,63253
SED30077,13039,13095,26139,2754,2999,5757,754,856,1618,102,119,225,3749,4076,7820,37,43,75,39,49,86,18,21,36,44,57,103,10,5,14,0,0,0,4755,5227,9981,421,359,780,162,156,315,8095,8741,16841,2229,2091,4321,23365,23930,47293
SED30078,10956,11792,22747,1211,1284,2490,1211,1275,2489,488,516,1002,7363,7749,15103,95,127,226,110,105,216,85,103,191,74,83,154,66,62,133,0,0,0,9501,10018,19513,2257,2572,4824,381,328,714,13342,14202,27542,2072,2253,4320,26371,28242,54616
SED30079,14746,14821,29572,926,1008,1934,328,358,687,171,184,355,6400,6842,13244,62,64,124,66,61,130,23,25,50,21,22,44,30,29,57,0,0,0,7095,7589,14685,677,756,1427,234,172,405,8933,9523,18454,853,832,1691,24536,25179,49714
SED30080,12325,13163,25484,869,959,1825,608,626,1232,317,334,650,8366,8922,17289,62,78,142,132,133,265,39,29,68,84,68,152,76,92,169,0,0,0,9676,10288,19962,1489,1698,3181,265,213,481,12300,13150,25445,1314,1308,2620,25934,27621,53552
SED30081,15055,15962,31019,1339,1380,2716,359,363,724,201,211,408,6357,6405,12762,121,100,222,96,99,192,18,22,43,46,46,89,35,26,65,0,0,0,7232,7275,14503,2600,2606,5205,224,190,409,11391,11447,22842,1110,1153,2262,27554,28562,56117
SED30082,9856,9890,19750,1363,1327,2695,1735,1781,3513,843,865,1704,6473,6651,13126,128,123,251,120,113,231,74,75,148,41,48,93,84,80,161,0,4,5,9493,9728,19220,2984,3106,6089,324,270,596,14164,14431,28596,2966,2794,5763,26994,27121,54112
SED30083,13147,13399,26544,1611,1761,3373,1159,1232,2389,420,478,900,7751,8559,16310,124,133,258,94,110,209,92,79,170,51,56,109,76,77,154,0,0,0,9782,10716,20499,904,1001,1908,345,297,637,12645,13777,26426,1255,1285,2539,27050,28463,55507
SED30084,12369,13172,25541,1153,1244,2398,415,401,818,307,335,639,6277,7098,13379,99,111,207,126,135,261,39,40,79,149,148,298,53,48,103,0,0,0,7459,8316,15783,328,406,732,303,278,580,9244,10241,19489,1970,1769,3740,23584,25183,48772
SED30085,13070,13512,26586,1065,1016,2083,449,422,870,227,207,442,7278,7002,14275,136,120,255,91,82,173,47,47,94,51,57,103,39,55,96,0,0,0,8319,7984,16307,3256,3035,6296,334,246,572,12971,12282,25253,1325,1164,2483,27369,26965,54327
SED30086,12020,12764,24786,1534,1703,3234,610,664,1273,154,167,315,7419,8243,15659,53,61,114,73,80,149,36,34,71,78,68,143,55,56,115,0,0,0,8475,9361,17837,1089,1233,2325,256,223,481,11349,12526,23876,1510,1491,2997,24874,26783,51655
SED30087,11419,13187,24605,1332,1444,2781,509,593,1105,177,196,374,8159,9606,17764,64,79,134,87,81,165,37,40,76,63,69,128,32,48,82,0,0,0,9131,10703,19834,1707,1743,3455,240,251,490,12418,14145,26558,1386,1427,2819,25221,28761,53977
SED30088,11075,11086,22159,1091,1139,2232,606,559,1163,397,394,794,6504,7410,13906,92,100,190,137,138,283,55,47,106,151,156,307,113,95,213,0,0,0,8056,8906,16962,827,938,1766,293,282,572,10267,11263,21528,2269,1843,4112,23612,24184,47797
SED30089,10052,9335,19385,2547,2835,5386,306,285,591,162,124,290,3385,3443,6828,67,77,149,110,102,210,23,32,50,139,141,279,9,12,23,0,0,0,4202,4218,8424,462,516,976,238,188,422,7455,7754,15203,3104,2414,5523,20611,19504,40110
SED30090,10965,10352,21316,2794,3063,5857,360,365,730,89,102,188,3075,3438,6514,55,46,103,50,65,115,16,18,32,39,47,91,8,9,10,0,0,0,3694,4095,7788,288,349,641,187,173,362,6957,7685,14642,2186,2018,4204,20107,20058,40162
SED30091,13224,13740,26968,1091,1204,2298,487,475,957,198,218,419,8300,8918,17214,71,59,134,85,75,161,46,34,77,28,32,64,23,13,36,4,5,4,9242,9830,19069,1267,1445,2713,374,348,719,11977,12822,24801,2388,2454,4844,27594,29020,56611
SED30092,12056,11163,23217,2538,2625,5169,769,809,1580,458,535,992,5465,5893,11359,172,194,365,230,210,437,73,76,153,115,84,199,27,40,69,0,0,0,7306,7839,15150,729,895,1624,293,260,551,10863,11630,22494,3077,2342,5418,25997,25132,51128
SED30093,15576,15769,31346,1801,1882,3681,596,612,1202,240,254,495,8663,8852,17515,73,75,150,104,93,194,34,48,82,21,25,53,33,25,58,0,0,0,9771,9970,19737,1718,1865,3584,437,408,851,13724,14119,27848,3223,3039,6260,32521,32932,65453
SED39494,948,648,1590,339,239,577,521,521,1039,320,345,666,2315,2263,4581,97,84,184,146,147,288,52,58,111,58,59,121,30,19,48,0,0,0,3532,3503,7033,482,644,1125,75,58,135,4429,4444,8873,2215,1492,3704,7588,6582,14167
SED39797,17,3,20,0,0,0,4,0,4,0,0,0,8,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,18,4,17,0,0,0,26,3,30,111,24,135,149,28,183
SED40001,8201,8504,16704,1112,1120,2235,541,503,1052,509,545,1049,284,260,548,5217,5303,10519,133,121,248,49,44,95,90,105,193,67,72,144,0,0,0,6898,6957,13851,3610,3710,7329,185,111,295,11804,11901,23704,1615,1225,2841,21621,21629,43251
SED40002,9325,10029,19356,921,1004,1923,301,273,575,248,227,470,135,156,289,4625,5102,9730,64,70,133,24,21,42,57,70,126,27,34,61,0,0,0,5478,5948,11422,2099,2051,4150,142,119,266,8637,9121,17766,691,619,1304,18649,19775,38423
