SED_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED30018,337,8,0,8,343,40,4,388,3725,358,68,13,4157,50,5,54,4215,146,9,4369,3405,395,70,12,3879,37,4,37,3917,95,0,4014,624,105,73,11,805,11,0,11,813,20,0,836,38,0,0,24,67,0,0,0,67,0,3,69,7789,853,215,58,8913,88,12,99,9016,268,10,9292,55,0,0,0,54,14,0,14,67,6,0,69,124,13,0,0,134,0,3,7,146,7,0,152,179,13,0,0,187,14,3,19,209,11,0,217,7965,864,212,55,9102,110,17,120,9230,278,10,9513,1231,157,46,23,1465,18,4,21,1483,175,0,1654,14,4,0,13,33,0,0,0,33,0,14,47,9215,1027,259,99,10598,125,19,142,10743,449,24,11220
SED30019,232,4,0,4,234,23,0,259,2636,221,49,11,2908,47,6,51,2958,161,3,3120,2705,293,41,3,3044,24,4,33,3072,76,5,3154,486,68,74,0,632,3,4,11,642,14,0,655,21,4,0,29,51,0,0,0,46,0,0,54,5843,584,163,45,6633,73,16,94,6727,256,4,6980,43,10,0,0,55,6,0,6,61,0,0,61,58,10,5,0,69,0,3,3,71,7,0,78,106,15,0,0,123,6,3,7,137,7,0,140,5950,603,170,45,6760,80,15,98,6860,263,4,7127,1234,137,47,24,1444,24,10,33,1479,108,0,1584,3,4,0,7,13,0,0,0,13,0,15,25,7192,741,216,75,8212,111,25,136,8350,373,21,8734
SED30020,77,0,0,0,77,4,0,78,2715,262,53,17,3042,25,6,31,3071,141,6,3216,3652,358,78,35,4122,37,12,48,4171,89,3,4264,379,46,57,4,480,0,0,0,480,8,0,490,47,3,0,40,91,0,0,0,91,10,3,107,6790,665,187,94,7742,60,20,80,7822,247,14,8081,35,4,0,3,46,11,0,12,56,7,0,56,65,4,0,3,70,7,0,7,79,4,0,86,101,11,0,6,115,12,0,16,130,5,0,138,6893,676,187,100,7854,77,20,96,7948,255,14,8223,1398,181,44,48,1668,41,21,61,1731,211,8,1948,9,6,0,17,26,0,0,0,26,4,21,50,8295,861,235,164,9553,113,39,153,9705,470,48,10223
SED30021,13,0,0,0,13,5,0,16,1700,196,59,27,1971,33,17,43,2016,166,5,2184,1427,396,59,32,1918,16,13,29,1947,157,10,2108,191,32,47,5,274,7,0,7,278,12,0,291,14,0,0,50,70,0,0,0,72,13,4,82,3331,622,161,125,4235,52,30,81,4317,346,17,4677,34,16,0,6,59,75,6,79,134,27,0,159,32,9,4,4,42,7,18,31,70,24,0,92,66,16,5,6,100,83,20,109,203,45,0,255,3396,643,166,129,4334,134,52,182,4521,396,17,4930,915,235,57,79,1279,75,33,109,1388,902,17,2308,10,4,0,4,20,0,0,0,19,4,116,145,4320,881,218,215,5638,214,79,293,5929,1303,149,7383
SED30022,237,5,0,5,246,27,0,266,4728,472,142,29,5369,74,27,100,5468,279,19,5765,4745,825,177,48,5788,86,24,111,5901,270,20,6196,994,172,119,24,1301,15,3,20,1320,73,4,1395,95,7,0,78,181,3,0,3,183,0,18,205,10553,1477,436,177,12642,176,59,238,12872,631,57,13561,102,26,4,3,140,17,0,17,155,17,4,177,240,34,9,10,298,6,0,11,305,15,0,326,344,57,19,12,437,27,0,30,460,37,4,500,10898,1536,454,191,13076,198,61,264,13335,665,63,14063,2760,526,155,101,3540,123,30,153,3692,461,13,4163,29,6,0,41,75,0,0,0,75,3,73,150,13682,2071,607,330,16690,320,90,412,17104,1131,147,18377
SED30023,285,9,4,8,292,27,0,319,3535,437,110,6,4095,51,12,60,4153,163,0,4318,3504,409,76,5,3992,44,0,47,4038,96,0,4139,647,75,77,0,804,3,0,6,808,25,0,842,14,3,3,14,32,0,0,0,35,0,0,35,7702,924,264,27,8925,99,18,119,9041,286,7,9334,52,14,0,0,72,4,0,4,77,4,0,79,71,16,7,0,90,6,0,6,102,5,3,98,124,30,9,0,161,19,0,19,176,9,3,181,7825,954,273,27,9080,115,18,129,9211,293,9,9518,1170,120,34,12,1335,33,8,39,1372,95,0,1470,18,0,0,0,25,0,0,0,25,0,8,28,9017,1075,311,40,10439,145,20,170,10606,391,17,11015
SED30024,127,3,0,3,130,12,0,143,1666,252,80,3,1996,17,14,32,2034,109,4,2140,2660,511,92,15,3285,36,7,50,3334,101,0,3436,388,59,74,5,520,6,0,7,528,24,0,553,50,0,0,24,85,0,0,0,85,0,4,87,4764,828,241,52,5888,68,24,89,5978,236,8,6215,15,11,0,0,28,4,0,4,37,3,0,42,55,15,6,3,77,4,0,4,81,3,0,84,72,29,4,3,108,3,0,3,118,12,0,127,4837,852,248,57,5994,69,24,95,6092,244,8,6346,798,170,25,15,1010,25,7,40,1042,116,0,1157,16,6,0,3,28,0,0,0,28,0,28,57,5654,1028,275,74,7032,102,36,130,7158,361,37,7559
SED30025,256,5,0,5,267,26,0,290,3348,362,107,9,3828,57,22,76,3900,176,5,4078,3631,458,88,27,4193,27,5,31,4227,97,0,4325,687,101,100,3,891,0,0,0,896,33,0,924,24,10,0,23,66,0,0,0,66,0,7,76,7688,926,289,64,8976,81,27,104,9086,310,10,9402,32,14,0,0,42,3,0,7,49,0,0,47,107,8,3,0,119,0,0,0,119,0,0,120,137,22,3,0,162,3,0,7,170,4,0,168,7826,950,297,64,9139,83,26,110,9253,309,10,9573,1161,88,35,26,1308,14,0,14,1329,130,0,1455,5,0,0,16,20,0,0,0,20,0,17,38,8993,1035,335,107,10474,103,26,125,10602,443,23,11070
SED30026,176,9,0,8,185,23,0,215,3189,364,106,34,3691,40,3,42,3731,157,4,3895,3503,414,115,25,4060,26,3,27,4088,135,3,4229,713,79,71,5,869,8,0,5,876,14,0,895,10,4,0,19,39,0,0,0,39,5,0,41,7409,869,293,87,8652,70,7,81,8738,310,13,9062,55,6,0,0,63,8,0,8,72,6,0,77,110,9,0,0,118,0,0,0,123,7,0,128,161,20,0,0,181,6,0,5,190,11,0,199,7578,891,293,90,8842,79,14,92,8927,322,13,9262,1203,136,54,14,1400,23,10,36,1438,143,0,1587,8,0,0,10,19,0,0,0,19,0,3,22,8780,1020,338,111,10253,103,24,128,10384,466,22,10865
SED30027,169,3,0,3,169,15,0,190,2062,285,53,29,2424,19,12,29,2452,137,0,2590,2569,521,100,24,3213,21,10,32,3247,111,15,3366,439,117,71,8,641,16,0,16,652,47,0,707,31,7,5,28,68,0,0,0,68,8,11,91,5095,931,231,86,6344,53,22,75,6422,300,27,6750,37,0,0,0,38,6,0,6,44,12,0,57,90,6,0,0,106,4,5,7,109,15,0,121,128,13,3,0,143,8,5,17,157,25,0,186,5222,941,241,86,6490,65,28,94,6578,324,27,6937,972,198,54,30,1250,38,14,55,1300,205,11,1514,8,13,0,10,33,0,0,5,31,0,17,53,6196,1153,292,130,7763,104,40,154,7917,534,56,8506
SED30028,38,0,0,0,37,0,0,35,2113,128,80,24,2333,37,0,36,2367,63,0,2430,2790,227,84,23,3127,45,7,56,3183,76,0,3250,297,29,35,7,371,0,0,0,375,17,0,393,9,8,0,41,51,0,0,0,51,12,12,72,5208,385,201,91,5882,83,11,92,5973,157,14,6142,64,3,0,3,75,13,0,13,90,12,0,101,115,16,6,0,140,5,0,5,143,8,0,156,174,20,14,3,212,25,0,25,235,22,0,252,5381,403,209,96,6092,104,11,114,6211,179,14,6395,1543,208,89,34,1876,56,23,78,1949,251,8,2212,9,0,0,10,23,3,0,3,26,0,25,48,6930,618,300,138,7990,161,32,194,8184,430,44,8657
SED30029,77,0,0,4,79,5,0,86,1610,230,63,22,1921,17,12,26,1953,112,7,2072,2380,411,88,10,2892,20,5,24,2920,121,0,3044,397,89,74,0,563,7,0,6,569,30,0,599,35,7,0,55,90,4,0,4,91,0,4,96,4422,735,226,91,5469,45,19,65,5537,263,10,5811,17,5,0,0,28,0,0,0,28,10,4,39,46,8,0,0,58,10,0,10,60,0,0,64,65,11,0,0,82,10,0,10,87,10,4,99,4487,751,224,90,5554,50,19,71,5622,278,12,5912,963,204,80,51,1296,27,7,41,1336,204,0,1545,12,0,3,9,26,0,0,0,26,0,39,70,5463,946,311,145,6876,79,31,109,6982,484,57,7523
SED30030,248,3,0,4,254,26,0,284,2984,342,81,7,3408,36,4,38,3451,119,3,3570,3068,346,75,17,3506,10,4,20,3522,93,5,3623,551,77,81,0,715,0,0,0,716,18,3,737,21,0,0,21,49,0,0,0,49,6,0,48,6623,767,234,47,7673,51,12,62,7739,236,7,7983,41,5,0,0,55,3,0,8,61,0,0,61,77,3,0,0,80,3,3,5,85,5,0,93,120,14,0,0,131,10,7,11,150,9,0,155,6746,784,234,47,7807,57,14,71,7884,242,7,8139,1044,137,40,16,1236,34,3,40,1274,135,9,1418,8,0,0,9,17,0,0,0,17,3,18,35,7803,921,275,64,9064,91,21,114,9175,389,29,9586
SED30031,9,0,0,0,12,0,0,9,1835,74,28,25,1968,15,4,11,1980,56,0,2042,2199,157,57,31,2441,12,16,22,2464,59,10,2532,191,14,36,6,249,0,0,0,249,8,0,255,25,3,0,60,88,0,0,0,88,0,4,95,4255,249,124,122,4749,22,11,36,4786,121,15,4921,29,6,0,0,30,4,0,4,35,0,0,36,40,3,0,0,44,0,0,0,50,0,0,50,68,5,0,0,75,12,0,12,82,3,0,87,4326,251,127,122,4826,27,11,43,4867,125,15,5007,1062,75,41,28,1203,27,8,37,1236,155,6,1402,15,0,0,7,20,0,0,0,20,0,27,46,5400,327,167,158,6045,57,24,80,6126,280,46,6452
SED30032,27,0,0,0,31,4,0,35,1301,204,37,6,1549,20,6,24,1574,140,0,1712,1977,409,97,28,2510,21,9,33,2548,180,0,2731,156,40,37,0,231,0,0,0,234,33,0,273,26,4,0,48,79,0,0,0,79,17,0,99,3456,661,174,79,4373,43,18,62,4433,375,7,4809,19,10,0,0,26,14,5,19,46,5,0,51,60,12,0,0,78,5,8,10,85,17,0,102,81,21,0,3,101,18,7,23,134,18,0,149,3538,682,174,86,4477,57,23,88,4562,395,9,4963,939,224,47,42,1246,42,18,58,1306,524,3,1838,4,0,0,11,17,0,0,0,17,0,23,38,4478,903,222,135,5743,105,45,142,5887,914,34,6831
SED30033,23,0,0,5,27,12,0,40,1248,245,49,12,1555,22,27,45,1604,154,5,1761,1440,404,65,26,1933,46,19,66,1993,159,3,2157,137,32,35,0,209,0,0,0,209,18,0,226,11,3,0,38,58,4,0,9,60,7,7,75,2839,678,147,87,3751,69,51,118,3870,341,10,4223,27,0,0,0,29,21,0,21,43,15,0,60,50,9,14,0,69,11,0,13,84,10,0,92,73,10,14,0,95,32,0,35,130,26,0,154,2915,694,157,87,3850,96,48,154,3999,360,10,4371,709,185,42,34,970,48,15,58,1027,374,0,1404,7,0,0,5,15,0,0,0,18,0,12,36,3627,880,202,127,4842,149,68,206,5052,739,26,5813
SED30034,27,0,0,0,27,0,0,26,1740,202,40,15,1997,20,0,30,2023,126,3,2149,2106,369,61,36,2576,24,11,34,2610,125,3,2741,154,43,25,4,221,0,0,0,225,11,5,240,12,9,0,61,84,0,0,0,84,3,0,78,4012,617,135,117,4872,53,15,63,4943,265,15,5217,22,6,3,5,36,24,0,24,62,8,0,74,58,6,0,7,72,0,5,8,80,3,0,79,83,14,3,10,104,25,5,34,144,16,0,152,4086,629,137,131,4982,75,20,98,5079,276,15,5369,885,218,60,83,1246,65,21,84,1326,310,13,1645,9,0,0,18,28,0,5,5,31,4,45,79,4982,843,197,226,6252,144,43,183,6438,587,73,7091
SED30035,48,0,0,0,50,7,0,56,2851,159,46,30,3092,29,18,44,3133,190,10,3334,2643,280,88,41,3051,41,0,50,3096,114,0,3217,356,48,73,8,485,9,0,9,490,23,0,518,25,5,0,45,64,0,0,0,64,12,10,90,5871,487,208,124,6694,79,18,97,6790,347,21,7154,33,0,0,3,35,8,0,8,46,0,0,47,56,8,0,4,72,3,3,6,77,0,0,79,88,11,0,3,105,13,3,16,121,3,0,123,5958,501,212,132,6797,86,20,111,6904,350,18,7280,1008,80,62,18,1174,43,7,48,1218,214,0,1434,9,0,4,8,16,0,0,0,16,3,11,32,6975,580,269,156,7986,126,32,163,8141,572,31,8748
SED30036,259,8,0,17,272,73,0,347,2223,338,85,17,2655,67,13,79,2732,255,18,3008,1942,554,49,18,2565,63,19,78,2643,194,12,2851,429,114,109,11,665,11,3,14,678,44,3,725,20,4,7,33,62,3,0,3,66,21,12,99,4615,1009,243,82,5948,137,40,176,6118,518,45,6680,96,51,5,5,160,27,10,38,201,36,0,230,135,46,11,3,190,36,18,55,247,33,0,276,228,99,16,11,350,63,31,92,444,66,0,513,4846,1099,251,91,6296,200,70,269,6561,583,45,7193,1886,718,98,92,2795,161,73,234,3029,1084,18,4132,9,4,0,39,55,3,0,3,60,10,67,133,6747,1827,355,223,9147,368,140,501,9649,1670,132,11458
SED30037,98,0,0,0,99,9,0,110,2120,238,90,14,2458,29,12,42,2500,144,3,2648,1928,294,58,12,2298,33,9,43,2338,106,6,2447,459,54,74,11,600,3,0,6,605,39,0,644,19,9,4,36,64,0,4,5,67,3,0,74,4525,592,228,65,5413,71,25,98,5513,289,13,5813,53,7,0,4,68,7,0,7,73,21,0,96,89,12,0,0,107,5,0,5,107,16,7,127,146,21,0,7,172,10,0,10,184,40,7,222,4670,615,229,72,5586,79,25,103,5695,332,14,6035,1221,236,81,46,1579,44,16,55,1638,293,18,1950,9,0,0,12,21,0,0,0,21,0,7,31,5901,848,314,133,7192,121,38,162,7352,621,41,8017
SED30038,85,0,0,6,85,8,0,99,2379,253,79,14,2723,28,15,41,2764,168,4,2940,2227,272,71,37,2606,37,3,46,2648,144,10,2801,502,72,62,8,646,0,0,0,645,47,0,694,23,3,0,38,73,0,4,4,75,0,0,75,5142,604,211,92,6048,66,20,86,6133,360,11,6510,53,0,3,8,60,11,0,11,75,18,0,92,94,4,3,3,110,0,3,4,116,8,0,123,149,9,3,6,172,14,3,16,191,28,0,209,5291,609,214,107,6217,80,28,104,6324,392,11,6720,1214,228,91,37,1567,60,8,64,1626,357,5,1988,18,0,0,7,34,0,0,0,34,0,16,46,6523,836,308,149,7813,138,34,169,7982,743,34,8757
SED30039,236,7,0,6,245,21,3,271,4973,551,133,21,5670,69,19,91,5763,266,5,6036,4298,615,124,26,5062,45,15,60,5124,161,14,5296,841,119,120,6,1087,9,6,17,1105,51,0,1156,69,12,5,64,142,0,0,0,149,7,25,182,10179,1293,381,114,11969,131,38,171,12139,492,42,12677,128,5,7,5,149,14,0,14,154,14,0,165,183,37,3,12,237,21,3,28,257,15,0,276,315,39,11,13,377,29,3,37,413,22,0,439,10495,1333,398,127,12345,164,41,210,12555,516,42,13113,2336,366,100,64,2873,73,6,85,2947,387,7,3351,16,5,0,32,52,0,0,0,55,3,57,115,12848,1702,490,223,15264,241,52,288,15557,904,108,16571
SED30040,91,0,0,0,91,9,0,106,1935,349,66,13,2369,31,10,42,2408,109,3,2531,2713,533,128,20,3389,20,17,36,3432,141,8,3570,430,90,66,13,606,0,3,8,607,11,0,621,22,6,0,23,57,0,0,0,57,0,10,69,5109,978,264,70,6421,57,36,88,6511,262,26,6791,36,6,0,0,48,0,4,4,52,3,0,50,87,4,0,4,100,3,0,3,105,7,0,116,126,10,0,4,146,4,3,3,154,7,0,165,5231,990,266,79,6563,57,34,99,6662,272,26,6959,844,154,81,23,1105,17,6,25,1129,152,9,1288,8,0,0,4,16,0,0,0,16,0,33,53,6088,1144,345,109,7686,74,41,122,7812,431,60,8300
SED30041,65,0,0,0,70,13,0,78,2378,218,55,25,2670,23,0,23,2692,77,3,2777,2469,327,82,22,2908,15,9,21,2931,97,4,3035,373,36,74,3,486,0,0,0,486,13,0,497,30,0,0,46,80,0,0,0,80,6,3,90,5253,580,215,93,6145,40,9,47,6194,197,14,6405,28,4,0,0,35,0,3,3,38,0,0,41,83,5,6,0,101,4,0,3,100,8,0,111,110,13,6,0,132,4,8,9,139,8,0,150,5373,594,224,95,6276,40,13,50,6333,204,14,6546,902,109,43,30,1087,36,5,43,1133,166,4,1301,17,0,0,14,23,0,0,0,23,0,22,53,6287,704,261,139,7390,76,17,98,7493,374,44,7905
SED30042,142,0,0,0,148,18,0,166,2948,303,100,14,3367,49,25,71,3439,192,3,3634,3325,440,101,21,3897,36,10,45,3943,123,9,4078,612,94,101,12,813,3,0,3,817,61,0,874,35,9,0,36,72,0,0,0,72,5,9,92,6923,852,296,84,8151,89,26,116,8270,388,25,8685,53,11,0,0,68,3,0,3,77,6,0,74,130,5,0,5,144,4,0,8,148,3,0,151,185,19,0,4,210,10,0,11,221,7,0,228,7110,870,298,85,8366,94,33,124,8494,398,25,8915,1684,199,71,50,2003,38,3,44,2047,249,16,2314,24,0,0,4,35,0,0,0,35,0,20,57,8820,1065,373,141,10399,134,38,168,10576,651,60,11277
SED30043,45,0,0,0,45,9,0,56,1970,189,46,22,2227,27,8,29,2263,150,5,2412,2142,315,77,24,2557,22,12,32,2589,133,0,2725,456,89,65,10,610,5,4,9,618,29,0,656,29,8,0,59,87,0,0,0,87,3,10,99,4598,595,182,111,5486,50,20,75,5565,319,11,5893,50,13,6,0,72,0,0,0,76,10,0,84,94,10,3,6,109,7,0,7,116,0,0,120,143,26,11,6,182,5,0,5,192,14,0,202,4742,622,194,117,5667,66,20,83,5751,333,12,6097,1397,247,101,83,1832,81,16,92,1922,437,4,2369,8,0,0,13,20,0,0,0,20,0,44,69,6142,873,300,204,7519,141,38,173,7693,773,63,8527
SED30044,118,3,0,5,121,36,0,158,2944,383,95,27,3448,54,24,81,3531,205,7,3739,2877,521,63,19,3481,37,12,46,3526,143,4,3681,563,117,100,5,778,4,5,7,787,26,3,819,48,9,0,59,113,0,0,0,113,7,23,145,6422,1032,254,109,7824,99,37,133,7957,389,37,8379,87,6,6,4,101,19,0,19,120,6,0,129,141,29,12,6,189,14,3,19,206,3,0,212,227,36,16,7,290,35,3,39,325,11,0,337,6652,1075,269,117,8111,130,44,172,8281,397,37,8712,2065,456,107,91,2715,122,26,151,2869,439,14,3324,17,0,0,27,44,0,0,0,44,10,66,119,8729,1529,378,237,10872,257,68,320,11196,847,118,12154
SED30045,192,6,0,10,202,18,0,219,2993,329,59,11,3395,46,3,51,3447,140,0,3592,3066,351,87,19,3518,29,8,41,3561,111,0,3677,577,68,86,11,738,13,0,13,751,18,0,761,8,0,0,32,44,0,0,0,44,10,0,55,6645,749,230,67,7693,90,14,105,7798,281,9,8086,57,6,0,0,66,4,0,4,69,0,0,69,86,9,0,0,102,3,0,3,101,0,0,108,148,15,0,0,163,11,0,11,175,0,0,178,6792,763,232,67,7855,101,14,116,7971,285,9,8261,1118,150,50,24,1344,48,0,48,1389,110,0,1500,9,0,0,4,8,0,0,0,11,0,12,20,7917,910,287,91,9210,148,17,165,9372,397,16,9786
SED30046,121,4,3,3,121,19,0,137,2333,262,84,13,2681,29,7,33,2717,150,10,2876,2400,487,80,15,2982,40,0,44,3020,172,0,3191,516,91,72,12,683,10,0,12,695,26,0,723,42,3,5,38,80,0,0,3,85,8,18,107,5283,836,234,70,6429,82,12,92,6521,355,26,6902,65,23,0,3,90,9,0,9,100,12,0,116,110,41,6,3,159,5,8,14,175,0,0,175,178,61,7,7,250,14,8,24,276,15,0,290,5464,901,237,82,6680,92,24,113,6793,374,25,7192,1610,325,83,63,2079,94,22,116,2194,333,12,2534,7,5,0,21,26,3,0,3,31,0,61,94,7076,1229,320,164,8789,192,42,233,9021,707,94,9818
SED30047,47,0,0,0,47,4,0,47,1993,200,44,10,2242,24,0,30,2269,69,0,2344,2622,247,54,31,2955,29,8,38,2995,78,6,3077,231,16,52,0,296,5,0,5,297,6,0,301,20,0,0,29,60,0,0,0,58,7,8,71,4870,462,149,74,5551,54,12,67,5620,154,10,5789,22,5,0,0,30,7,0,7,36,5,0,49,59,11,0,3,74,3,0,11,83,3,0,88,86,17,0,3,103,19,0,18,122,12,0,130,4956,473,149,78,5654,72,9,83,5741,166,10,5920,1053,110,49,47,1266,26,17,45,1310,142,5,1454,4,3,0,14,18,0,0,0,18,0,22,40,6013,584,198,142,6940,100,26,127,7072,312,40,7418
SED30048,253,9,7,10,264,40,0,302,2765,275,84,10,3139,39,18,58,3195,160,0,3355,2592,401,74,15,3085,18,5,24,3113,104,4,3219,529,78,137,8,749,6,8,11,765,32,0,796,21,0,4,12,39,0,0,0,45,4,6,50,5911,758,295,56,7017,71,31,101,7113,301,9,7420,106,14,0,0,121,5,5,14,126,4,0,134,111,9,8,5,131,5,8,10,143,7,3,153,216,24,8,5,253,13,7,23,274,13,3,289,6123,783,302,55,7262,80,37,118,7388,313,12,7714,1470,194,70,16,1746,40,14,57,1799,256,4,2066,9,3,0,0,13,0,4,4,17,0,12,28,7598,981,370,76,9025,125,56,181,9208,571,32,9801
SED30049,269,0,4,7,274,39,0,316,3555,407,72,14,4050,59,16,74,4119,174,8,4293,3371,651,81,15,4121,39,10,53,4174,132,0,4308,480,66,71,6,624,12,0,12,631,29,0,660,27,10,6,37,83,0,0,0,83,0,7,87,7437,1133,234,73,8867,111,27,140,9005,332,13,9355,89,16,0,0,108,16,0,16,128,9,0,141,120,42,9,0,168,21,4,22,191,14,0,208,211,57,6,0,280,36,4,40,320,28,0,346,7643,1195,234,73,9144,150,30,176,9328,358,13,9701,1524,331,55,30,1945,46,4,47,1991,374,6,2376,9,0,4,14,25,0,0,0,25,3,39,65,9176,1516,296,118,11115,192,33,226,11342,739,57,12138
SED30050,74,0,0,3,74,10,0,86,1246,207,60,9,1525,18,9,24,1548,81,0,1635,1747,393,68,14,2224,12,7,18,2241,102,4,2347,310,56,57,6,427,3,0,3,427,17,0,447,16,0,0,16,29,0,0,0,29,3,5,42,3316,659,189,43,4211,31,14,46,4254,201,10,4467,19,3,0,0,21,0,0,0,25,4,0,26,72,13,3,0,90,0,0,0,93,7,0,98,87,19,3,0,112,0,0,4,118,10,0,129,3403,676,197,43,4316,35,17,49,4373,211,10,4594,651,159,33,22,857,17,3,23,880,113,0,994,10,0,0,12,23,0,0,0,23,0,22,42,4065,839,220,73,5196,50,19,69,5266,330,30,5628
SED30051,31,0,0,0,33,5,0,34,1455,233,40,10,1741,22,9,32,1765,144,10,1922,1665,340,64,13,2084,25,17,38,2121,160,0,2286,139,28,36,3,205,0,0,9,211,21,0,233,21,11,0,30,63,0,0,0,63,16,3,78,3280,605,144,66,4090,45,26,75,4162,343,18,4521,34,6,0,0,40,19,0,19,57,5,0,67,33,17,0,7,59,0,0,0,55,8,0,64,65,23,0,7,97,19,0,20,116,15,0,131,3347,631,141,70,4189,69,29,91,4277,359,18,4651,739,182,23,44,982,55,6,60,1043,508,4,1550,0,0,0,4,6,4,0,4,13,0,28,40,4084,814,162,117,5174,117,33,154,5332,870,46,6240
