SED_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED52205,64,322,9,38,34,9,0,4,0,483,18,96,0,4,13,0,0,0,0,135,448,2077,116,352,378,142,25,64,31,3626,3,3,0,5,4,0,0,0,0,14,66,154,43,102,91,25,6,24,3,514,101,105,59,202,150,44,5,35,10,719,108,98,204,395,221,89,34,76,11,1235,11,6,13,39,31,27,9,11,5,156,21,15,16,47,62,21,0,17,0,207,20,20,5,16,15,10,0,4,0,92,11,33,8,44,25,17,0,9,24,169,1078,3953,487,1312,1103,397,89,249,98,8766,4,42,0,0,6,0,0,0,0,53,71,516,11,5,10,0,0,0,3,616,386,1143,48,87,102,14,15,18,20,1826,12,59,0,4,3,0,0,0,7,86,120,469,26,48,42,14,6,9,0,734,34,119,7,14,20,3,4,0,0,199,928,3461,319,524,502,218,88,173,60,6268,3,3,3,8,4,0,0,3,0,24
SED52301,24,158,0,33,14,4,0,3,0,237,6,62,0,0,3,0,0,0,0,75,119,1062,27,123,103,38,7,40,14,1545,0,0,0,6,3,0,0,0,0,11,51,95,21,59,55,18,5,14,3,316,74,120,33,283,170,42,11,22,7,757,112,103,178,595,437,161,41,111,20,1755,18,10,15,72,89,80,10,38,5,325,15,12,11,59,56,24,0,24,0,196,7,11,3,8,9,3,0,3,0,50,7,26,11,36,31,19,3,13,15,163,477,1850,303,1288,983,390,81,257,62,5692,5,7,0,0,0,0,0,0,0,9,4,60,0,0,0,0,0,0,0,75,78,257,0,13,17,9,4,7,0,387,0,19,0,4,0,0,0,0,0,24,30,201,9,38,18,7,0,6,4,305,18,71,9,8,3,0,0,0,0,102,266,1473,77,179,144,50,27,59,17,2294,0,0,0,6,3,0,0,0,0,12
SED52404,41,263,11,45,34,0,0,0,0,393,18,84,3,11,11,0,0,0,0,123,363,1798,74,252,364,101,8,41,22,3020,4,0,0,9,0,0,0,0,0,9,63,181,31,125,140,34,3,18,3,596,90,133,43,231,249,64,4,19,13,846,104,100,193,414,365,138,33,69,8,1429,7,4,12,36,38,30,4,6,0,143,18,21,14,56,100,22,5,12,0,244,11,21,3,16,27,3,0,4,0,89,19,35,5,39,44,20,0,8,20,189,831,3128,402,1255,1431,434,54,179,81,7793,11,28,0,0,4,0,0,0,0,37,27,175,7,0,12,0,0,0,3,222,271,639,35,44,72,20,6,8,9,1101,13,33,0,0,4,0,0,0,0,57,84,382,15,56,44,0,6,4,0,594,37,110,5,15,13,0,0,0,0,180,887,2847,211,359,521,172,51,97,47,5192,4,0,7,9,0,0,0,0,0,20
SED52505,48,243,11,58,37,9,0,0,7,414,17,82,6,5,23,0,0,0,0,131,356,2513,158,496,591,181,43,122,28,4484,4,0,0,5,7,0,0,0,0,12,75,165,34,107,139,41,8,23,3,598,124,185,72,326,306,87,16,52,14,1187,145,91,211,562,464,157,41,79,22,1774,9,10,7,43,63,51,5,20,5,213,30,17,14,61,94,23,3,16,0,265,11,23,8,19,28,7,0,8,0,107,6,41,19,41,35,20,5,13,31,215,964,4166,585,1863,1975,637,118,376,119,10800,11,22,0,0,0,0,0,0,0,40,46,292,7,4,10,6,3,0,7,365,376,1293,131,178,281,94,75,62,23,2511,16,76,4,8,8,0,7,4,3,119,84,375,21,68,52,16,4,7,9,632,23,115,16,14,24,0,0,0,0,204,928,4400,516,681,880,327,275,244,73,8333,3,0,0,6,7,0,0,0,0,23
SED52604,27,202,11,49,35,3,0,0,0,332,17,66,0,4,10,0,0,0,0,109,293,1458,69,279,357,100,15,44,24,2635,0,0,0,3,0,0,0,0,0,10,66,150,40,105,160,42,3,14,3,578,96,127,54,270,230,71,12,48,9,908,98,96,201,482,370,143,19,68,23,1507,18,4,4,40,53,42,0,18,0,183,21,24,13,54,103,33,5,17,5,275,8,11,6,22,14,9,0,3,0,77,11,40,9,47,41,23,3,15,21,203,766,2627,424,1382,1418,493,55,230,90,7487,13,37,0,0,0,0,0,0,0,44,32,167,5,11,7,3,0,3,0,225,246,589,28,48,70,31,19,28,6,1071,10,41,3,0,9,0,0,0,0,62,65,306,13,45,41,7,0,3,0,485,40,105,4,15,13,4,0,0,0,179,771,2434,214,406,501,180,62,106,47,4708,0,0,0,3,0,0,0,0,0,14
SED52702,33,222,6,40,43,0,0,4,0,345,19,71,5,3,12,5,0,0,0,115,279,1437,71,183,281,71,8,30,21,2385,0,0,0,4,0,0,0,0,0,5,61,175,32,96,136,34,7,15,0,566,80,108,52,167,197,42,13,18,8,688,123,84,173,376,351,98,30,67,14,1323,15,5,14,41,45,25,0,19,0,167,18,16,10,57,97,20,3,11,0,222,11,11,4,11,24,8,0,0,0,64,21,24,11,22,45,20,6,10,20,170,769,2612,383,1030,1261,329,67,178,80,6703,11,26,0,0,5,0,0,0,0,48,48,190,5,4,5,0,0,0,5,253,219,542,22,24,35,7,3,11,6,871,7,32,0,3,5,0,0,0,0,50,83,327,10,46,55,0,6,4,9,546,52,97,9,16,17,5,0,0,5,193,698,2351,162,265,385,107,42,71,32,4099,0,0,0,4,0,0,0,0,0,9
SED52803,14,89,4,29,8,0,4,3,0,151,8,44,0,0,5,0,0,4,0,57,133,776,48,96,125,33,23,44,6,1275,4,0,0,3,0,0,6,0,0,12,31,48,10,34,57,9,7,16,0,214,63,75,24,153,142,34,42,35,6,580,103,100,164,327,348,102,138,88,13,1387,17,9,20,44,65,28,32,39,3,263,15,19,12,33,49,20,6,13,0,174,6,5,4,9,10,6,0,0,0,49,19,18,6,34,39,14,14,35,17,202,455,1362,303,794,875,268,270,277,58,4664,0,7,0,0,0,0,0,0,0,9,0,68,0,0,0,0,0,0,0,77,92,317,15,28,28,6,17,10,3,531,4,11,0,5,3,0,3,0,0,23,29,118,9,32,12,0,11,8,4,216,6,52,3,6,5,0,8,6,0,85,271,1217,160,138,149,49,105,73,15,2180,4,0,0,6,3,0,4,0,0,19
SED52903,33,158,0,43,18,3,0,3,0,255,13,58,0,6,4,0,0,0,0,81,211,948,41,208,192,57,3,80,21,1754,0,6,0,4,3,0,0,0,0,13,48,89,12,52,53,17,8,14,0,286,106,96,24,165,122,35,7,25,0,589,110,91,76,283,277,77,19,75,14,1011,18,35,5,57,54,16,0,16,6,202,15,18,4,40,40,8,3,11,3,136,12,11,0,6,7,3,0,4,0,40,15,46,3,47,44,21,4,25,32,231,675,1825,175,936,845,240,41,256,83,5065,4,13,0,0,0,0,0,0,0,16,17,62,0,0,4,0,0,0,0,90,136,315,14,45,32,11,4,11,10,582,0,15,0,3,0,0,0,0,0,26,49,223,0,55,21,3,0,6,0,360,16,72,0,7,4,0,0,0,0,107,403,1360,95,283,251,82,27,113,25,2632,5,6,0,6,3,0,0,0,0,12
SED53004,45,275,6,44,32,4,0,3,0,407,18,81,0,8,9,0,0,0,0,114,275,1698,65,228,364,75,13,33,17,2763,0,0,0,3,4,0,0,0,0,11,43,177,31,98,142,24,9,7,0,535,92,125,53,212,242,62,13,17,6,828,96,96,184,465,408,145,14,67,9,1483,12,6,11,34,49,40,0,20,3,171,13,3,9,67,124,35,0,3,8,266,5,13,6,11,10,14,0,0,0,66,16,35,4,36,34,16,3,8,11,160,703,2953,385,1231,1481,425,53,172,68,7474,5,34,4,0,3,0,0,0,0,42,20,181,0,5,3,0,0,0,0,217,207,589,38,30,83,12,7,7,14,987,7,29,0,0,7,0,0,0,0,45,79,374,14,53,38,12,0,4,7,591,41,104,5,13,18,0,0,0,0,179,688,2827,216,334,520,147,56,96,34,4922,0,0,0,3,4,0,0,0,0,13
SED53105,21,148,9,60,17,6,0,3,8,268,11,55,0,5,11,3,0,0,0,80,183,1276,100,287,355,101,22,90,18,2428,0,0,0,6,0,3,0,0,0,7,46,87,27,77,101,31,6,19,0,391,122,133,62,348,243,63,20,59,9,1060,118,135,263,695,474,192,63,136,19,2086,14,14,16,60,91,57,9,41,0,299,21,12,7,79,80,30,8,31,3,277,5,19,0,12,18,6,3,7,0,78,14,30,11,43,45,19,11,34,25,221,625,2238,512,1751,1482,521,144,425,90,7791,0,14,0,0,0,0,0,0,0,24,12,97,0,8,6,0,0,6,5,126,146,497,65,85,86,29,28,20,9,961,3,28,3,11,3,4,0,3,0,54,38,203,11,69,32,9,3,9,8,372,22,72,3,3,9,0,0,0,0,113,439,2087,319,379,485,159,145,160,39,4209,0,3,0,9,0,3,4,0,0,14
SED53204,27,176,3,62,34,6,0,0,8,315,16,60,0,3,8,4,0,3,0,89,311,1545,124,289,426,128,10,84,26,2947,0,0,0,0,3,0,0,0,0,10,55,120,23,106,157,34,8,26,5,533,119,138,64,340,280,93,14,46,12,1110,125,104,218,586,493,163,43,88,11,1839,20,7,18,58,76,45,10,22,7,262,18,22,13,70,96,42,0,27,3,295,3,22,4,12,25,9,0,8,0,89,16,34,12,53,40,27,3,23,24,242,794,2585,513,1640,1725,595,91,336,106,8394,4,24,0,3,3,0,0,0,0,37,14,91,0,0,9,0,0,0,0,121,231,565,61,65,117,63,30,24,11,1163,6,33,0,5,4,0,0,0,0,51,52,242,11,67,40,11,4,8,4,447,27,76,4,10,18,0,5,3,4,143,727,2606,334,413,587,227,139,163,54,5240,0,0,4,5,6,0,0,0,0,17
SED53306,14,102,0,41,8,3,0,3,0,170,7,57,0,4,8,0,0,0,0,79,132,844,48,172,138,63,11,44,6,1457,0,3,3,3,0,0,0,4,0,17,29,80,19,77,71,21,12,12,0,322,87,102,60,292,143,70,17,34,13,814,127,112,241,748,348,188,76,148,26,2019,19,7,22,60,39,49,9,48,3,253,14,11,8,68,62,26,3,14,4,222,10,7,8,13,14,13,3,8,4,74,17,15,13,49,32,21,6,25,12,192,485,1528,429,1551,884,475,141,344,69,5902,0,15,0,4,0,0,0,0,0,20,5,43,0,0,3,0,0,0,0,60,91,216,14,31,24,18,14,10,3,416,3,22,0,4,0,0,0,0,0,37,23,139,13,48,13,3,0,3,0,240,22,62,4,8,10,0,0,0,0,101,263,1190,131,226,178,99,66,80,14,2244,0,3,3,3,0,0,4,5,0,19
SED53402,63,352,7,40,40,8,5,0,0,515,29,89,3,8,18,0,0,3,0,150,541,2165,138,333,510,159,12,107,33,3999,4,0,0,6,0,0,0,0,0,11,63,145,48,110,102,32,7,16,0,518,107,140,84,220,189,61,13,47,4,862,88,101,179,385,271,110,22,74,15,1238,6,9,9,42,55,24,5,15,0,170,16,19,9,40,72,12,10,14,0,198,8,25,0,18,14,8,0,3,0,81,15,46,10,29,27,11,0,9,19,164,1181,3950,504,1302,1429,467,82,307,95,9319,9,29,5,5,5,0,0,0,0,50,44,306,6,4,9,0,3,0,0,370,426,1197,58,107,171,65,27,40,23,2112,17,49,0,5,6,6,0,0,0,82,127,529,18,49,52,12,6,5,5,805,64,146,9,16,27,0,0,6,4,262,1169,4046,352,523,767,255,131,234,71,7543,4,0,4,6,0,0,0,3,0,19
SED53502,31,176,0,57,24,3,0,0,4,287,11,50,0,0,9,0,0,0,4,85,190,1138,64,241,270,71,13,62,18,2075,0,4,4,11,0,0,0,0,0,21,49,120,20,85,117,27,11,9,6,437,114,145,66,314,222,80,9,55,13,1025,137,117,249,639,455,191,66,126,24,2015,15,16,20,55,84,53,4,30,3,271,28,18,14,72,83,37,4,29,0,283,13,10,10,17,28,10,0,3,0,89,14,29,14,49,31,22,5,17,25,202,689,2143,472,1571,1375,510,124,348,95,7329,0,16,0,0,4,0,0,0,0,22,13,116,3,0,0,0,0,0,0,130,158,426,24,64,72,23,22,25,9,822,8,29,0,6,8,0,0,0,0,48,44,251,9,58,33,10,7,4,5,427,29,71,0,16,14,0,0,0,4,138,424,1857,221,339,364,114,95,116,38,3582,0,3,7,10,0,0,0,0,0,28
SED53602,20,87,4,50,13,3,0,4,0,190,0,23,0,3,6,0,0,0,0,35,142,722,73,283,245,106,24,120,23,1731,0,0,0,4,3,0,0,0,0,17,28,59,22,79,52,23,5,36,3,313,66,89,64,305,159,58,20,48,6,814,73,70,162,662,279,130,40,157,26,1601,8,10,8,53,35,46,4,47,4,214,24,12,8,87,48,36,9,36,0,254,4,14,0,31,21,12,3,17,0,102,12,18,9,54,23,21,10,30,32,211,422,1345,371,1668,935,461,110,520,108,5940,0,12,0,4,0,0,0,0,0,11,3,60,0,0,4,0,0,0,0,78,91,347,51,105,80,51,48,49,9,823,3,20,5,0,7,0,0,0,0,37,27,129,11,52,17,3,4,10,0,257,4,34,3,0,5,6,0,4,0,59,287,1298,230,410,376,179,195,235,40,3252,3,4,0,4,5,0,0,0,0,25
SED53701,44,98,0,29,12,8,6,4,0,194,8,27,0,0,6,0,0,3,0,49,240,650,27,99,163,19,11,69,11,1287,0,0,0,3,5,0,0,0,0,12,93,63,20,68,91,16,21,20,6,387,111,58,28,142,147,32,14,39,9,577,157,71,150,355,337,102,66,124,12,1369,16,6,7,49,67,23,15,45,0,224,33,17,14,39,54,17,4,12,0,187,6,7,0,7,24,6,0,6,0,63,38,13,16,40,36,17,14,43,22,239,786,1134,257,837,959,252,145,380,53,4795,4,8,0,0,0,0,0,0,0,15,12,36,0,0,3,0,0,0,0,51,65,115,10,9,22,5,3,11,0,243,8,8,3,0,0,0,0,0,0,16,53,116,8,24,13,5,7,3,0,234,11,40,0,3,6,0,0,3,0,68,474,867,65,127,173,38,44,118,12,1907,3,0,4,3,5,0,0,0,0,14
SED53802,32,188,6,47,23,7,0,3,0,310,21,40,0,3,7,0,0,0,3,80,239,1400,110,344,432,157,25,97,36,2854,4,0,0,12,4,0,0,0,0,20,41,98,33,107,110,32,3,19,8,452,117,108,58,307,237,76,11,44,16,965,92,66,203,440,339,131,30,92,8,1416,16,12,3,34,52,43,4,17,0,188,20,13,12,75,67,29,8,19,6,237,9,14,4,20,19,9,0,10,0,82,10,27,8,48,53,12,7,21,32,220,689,2463,469,1526,1448,541,93,354,121,7697,6,17,3,0,6,5,0,0,0,29,24,127,6,3,11,0,0,0,3,176,223,709,83,119,138,75,56,62,19,1485,10,42,0,0,10,3,4,0,0,74,52,286,16,60,36,13,7,4,0,476,28,58,0,8,13,0,0,0,0,119,602,2533,349,489,647,272,178,224,67,5347,4,6,7,12,9,0,0,0,0,33
SED53902,49,295,9,37,50,9,0,0,4,459,17,75,0,7,11,4,0,0,0,113,448,2029,116,356,542,189,17,84,39,3813,0,5,0,4,0,4,0,3,0,9,62,133,33,96,108,33,9,17,3,496,94,110,40,244,178,74,10,43,16,809,84,92,151,289,268,73,21,49,15,1040,12,14,4,33,38,29,3,14,0,161,26,20,6,42,73,19,4,10,4,210,9,12,7,18,18,6,0,11,3,88,17,27,12,21,30,5,5,10,10,146,1001,3602,409,1204,1418,484,80,278,101,8585,10,26,0,4,0,0,0,0,0,50,47,333,5,6,14,5,0,4,0,402,371,1101,81,88,138,62,32,62,21,1961,17,44,0,6,4,8,0,0,4,77,106,456,16,48,75,16,7,9,7,743,41,102,5,12,17,6,0,0,0,180,1075,3894,333,556,776,315,122,191,77,7326,0,5,0,4,0,0,0,4,0,17
SED54006,15,116,4,31,13,4,0,0,0,186,5,30,0,0,3,0,0,0,0,44,142,716,39,120,128,27,10,70,12,1258,0,0,0,4,0,0,3,0,0,9,41,75,24,86,59,18,6,24,0,337,76,88,57,208,147,37,19,27,7,667,140,110,312,653,433,195,88,153,25,2102,26,7,27,51,85,52,18,50,3,328,14,16,13,63,56,13,10,28,0,221,8,5,8,8,3,3,3,10,0,56,20,16,6,46,29,27,10,35,18,202,527,1289,504,1293,967,381,167,398,71,5586,0,11,0,0,0,0,0,0,0,19,9,23,0,0,4,0,0,3,0,41,50,131,9,22,13,4,0,11,0,244,6,11,0,0,3,0,0,0,0,17,28,142,3,38,15,4,6,6,4,237,15,33,0,9,4,0,0,0,0,63,266,976,105,146,144,45,35,144,22,1871,0,3,0,4,0,0,4,0,0,11
SED54104,84,359,8,31,63,16,0,7,10,576,12,76,3,3,18,3,0,0,0,116,590,2839,91,393,620,202,14,89,47,4880,0,0,0,3,0,0,0,0,0,3,66,159,29,76,92,33,5,13,4,470,70,89,49,108,119,45,3,23,3,511,47,44,68,144,116,58,14,30,7,535,7,4,5,21,19,24,0,3,0,84,19,13,3,24,47,12,0,9,4,141,9,49,10,18,22,3,0,0,8,115,15,42,8,26,28,5,0,9,16,141,1261,5384,300,947,1291,449,44,200,121,10000,3,54,3,0,4,0,0,0,0,64,161,1245,22,12,31,3,0,4,14,1489,739,2315,67,121,217,74,26,64,35,3656,35,96,5,0,6,5,0,0,0,144,172,597,24,46,81,18,0,8,9,958,30,115,7,5,24,3,0,0,0,187,1554,5588,259,569,878,367,83,193,116,9604,0,0,0,3,0,0,0,0,0,10
SED54203,9,55,3,8,11,0,0,0,0,91,0,22,0,0,0,0,0,0,0,27,99,350,34,103,93,31,23,82,14,832,0,0,0,0,0,0,0,0,0,0,32,23,9,29,29,11,11,9,0,169,42,34,15,85,61,14,17,34,3,317,65,50,85,158,194,48,76,74,20,771,13,13,4,25,27,15,10,24,6,141,15,0,0,17,9,8,3,15,4,80,3,5,0,3,4,3,0,4,0,33,17,18,0,24,16,20,7,25,13,138,329,661,160,479,466,172,152,281,64,2764,0,3,0,0,0,0,0,0,0,5,3,19,0,0,0,0,5,0,0,29,50,123,23,18,16,6,4,15,0,253,4,10,0,0,0,0,0,0,0,14,20,70,5,8,7,0,0,0,0,120,5,21,4,0,4,0,0,0,0,45,211,558,86,147,107,45,50,133,21,1360,0,0,0,0,0,0,0,0,0,6
SED54304,82,393,10,44,72,10,0,9,6,623,35,107,5,6,14,4,0,7,0,178,761,3093,203,552,730,216,20,221,49,5846,4,0,0,9,0,0,0,0,0,18,97,175,63,97,129,46,0,22,7,626,130,162,103,289,186,84,21,65,15,1055,121,101,164,306,240,115,26,56,9,1141,19,10,7,39,48,24,5,11,0,150,18,22,9,48,64,20,0,12,6,204,20,38,13,21,23,9,0,8,0,129,17,52,4,27,35,16,0,21,28,201,1632,5730,637,1547,1755,592,81,461,130,12569,7,60,3,0,4,5,0,0,0,83,69,678,7,3,27,3,3,8,0,800,734,2419,126,167,313,77,30,73,31,3979,13,84,3,11,18,0,0,4,0,127,164,683,29,56,100,15,12,11,3,1070,67,176,10,17,23,8,0,8,0,309,1840,6419,539,850,1121,410,145,421,122,11875,7,4,7,9,0,4,0,0,0,31
SED54403,28,116,11,42,12,0,6,0,0,217,16,59,3,0,5,0,0,0,0,84,200,1021,107,177,222,64,39,104,22,1945,3,3,5,0,0,0,5,0,0,15,52,54,25,55,64,20,5,13,4,287,108,115,65,199,204,41,54,62,12,853,174,117,297,344,462,103,178,144,30,1850,22,10,49,42,97,38,40,36,5,351,16,9,17,46,48,24,21,16,3,207,6,3,5,4,15,10,3,10,0,57,12,27,11,30,42,18,17,36,31,231,705,1749,599,970,1204,343,373,419,108,6473,0,10,0,0,0,0,0,0,0,11,12,36,0,0,4,0,0,0,0,56,144,340,50,35,37,17,18,21,3,650,0,17,0,0,3,0,0,0,0,30,49,167,19,46,23,7,11,7,0,322,30,74,16,7,6,0,0,0,0,126,403,1513,327,219,272,91,107,161,35,3128,3,0,6,0,3,0,5,3,0,28
SED54505,42,258,12,45,27,10,0,8,3,394,11,74,4,6,11,0,0,0,0,101,324,1963,137,361,524,170,22,72,33,3600,0,0,0,0,0,0,0,0,0,0,61,139,24,85,105,31,9,32,5,497,55,94,34,167,184,53,7,25,3,629,50,54,82,284,167,79,30,44,7,807,4,3,7,33,38,28,4,13,0,126,20,13,8,44,56,16,4,11,0,171,7,35,7,15,14,8,0,5,4,95,16,31,0,29,22,14,0,8,14,139,752,3515,370,1161,1330,435,91,234,85,7977,11,23,4,3,8,0,0,0,0,48,72,542,15,10,13,3,3,7,3,663,413,1369,109,122,281,61,35,41,25,2449,19,60,4,8,6,0,0,0,0,98,96,412,23,47,46,6,3,8,8,652,25,101,5,9,17,0,0,0,0,161,928,3754,396,501,770,275,128,181,74,7012,0,0,0,0,0,0,0,0,0,7
