SED_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SED50702,274,41,6,0,325,9,3,10,329,21,0,351,586,90,14,11,701,11,0,11,710,11,0,730,171,19,16,0,206,0,0,0,203,9,0,210,12,0,0,12,26,0,0,0,26,0,0,26,1040,149,33,30,1254,21,0,22,1275,37,0,1317,13,6,0,0,18,0,0,0,27,0,0,25,37,5,5,0,48,4,0,4,50,0,0,52,53,14,5,0,66,7,0,7,73,0,0,76,1093,165,34,29,1322,26,0,30,1351,45,3,1398,534,113,21,14,685,18,9,30,711,81,0,795,0,0,0,3,6,0,0,0,6,0,15,21,1631,278,59,51,2010,44,15,58,2068,125,19,2215,406,50,12,6,470,6,3,9,475,31,0,500,569,93,8,13,684,5,5,13,702,12,0,718,31,6,0,0,36,0,0,0,39,3,0,42,6,0,0,9,8,0,0,0,8,0,4,13,1014,146,25,23,1206,16,11,24
SED50805,172,33,8,0,210,6,0,6,210,13,0,222,724,81,5,0,812,0,0,0,816,9,0,826,165,22,16,4,205,0,0,0,211,0,0,211,10,0,0,0,13,0,0,0,13,0,0,13,1066,139,32,10,1245,6,0,12,1251,22,0,1275,7,0,0,0,12,0,0,0,12,0,0,11,19,4,0,0,18,0,0,0,23,0,0,23,26,4,0,0,32,0,0,0,33,0,0,34,1094,141,30,10,1272,6,3,12,1287,24,0,1311,340,33,16,0,387,7,0,7,393,7,0,404,0,0,0,0,0,0,0,0,0,0,0,0,1434,171,46,11,1658,11,3,15,1675,30,0,1707,329,58,8,0,388,4,0,4,396,30,0,428,928,97,10,0,1040,5,3,4,1052,16,0,1066,33,3,0,0,34,0,0,0,34,0,0,34,9,0,0,3,10,0,0,0,10,0,0,10,1293,156,19,10,1479,7,3,13
SED50906,146,22,9,0,180,4,3,11,188,17,0,205,532,64,22,12,625,8,0,13,634,22,0,657,111,21,20,0,149,0,0,0,153,0,0,159,5,0,0,11,14,0,0,0,14,0,0,15,792,109,51,17,963,16,3,18,982,42,5,1026,3,0,0,0,3,0,0,0,4,0,0,4,15,0,0,0,20,3,0,3,23,3,0,25,18,0,0,0,27,3,0,3,29,3,0,31,814,108,55,21,994,16,3,20,1011,40,5,1054,434,49,27,11,515,10,3,14,531,35,0,570,0,3,0,0,7,0,0,0,7,0,0,7,1244,159,74,29,1515,27,12,33,1550,82,5,1634,265,43,7,0,320,5,0,11,327,16,0,345,685,70,27,5,786,0,0,0,785,24,0,813,23,5,8,0,39,0,0,0,39,3,0,42,3,0,0,5,7,0,0,0,7,0,7,11,982,117,44,8,1153,5,5,11
SED51004,252,31,8,0,288,0,3,4,291,12,0,299,631,87,15,0,734,0,3,5,742,16,0,754,192,24,22,0,240,0,0,5,245,0,0,245,15,0,0,8,19,0,0,0,19,0,8,18,1090,145,40,9,1286,6,5,9,1297,28,8,1321,11,6,0,0,9,3,0,3,11,4,0,14,31,0,4,0,38,0,0,0,41,0,0,41,40,5,4,0,47,6,0,6,51,4,0,57,1129,148,45,9,1335,4,5,12,1343,32,8,1379,447,55,29,12,544,16,0,19,559,39,3,607,3,0,0,0,8,0,0,0,8,0,7,13,1582,202,74,23,1880,21,3,29,1912,72,15,2001,439,59,11,0,508,0,0,5,512,38,0,548,787,96,21,3,904,6,3,14,916,26,0,938,48,6,7,0,60,6,0,6,60,0,0,64,6,0,0,13,20,0,0,0,20,0,4,24,1283,161,40,18,1496,13,4,16
SED51104,315,44,12,4,380,9,3,6,388,16,9,411,862,103,43,8,1012,3,3,9,1023,28,3,1051,260,23,27,7,317,3,0,3,323,3,4,329,10,3,0,19,33,0,0,0,33,0,7,36,1449,182,81,38,1743,10,5,22,1768,46,12,1828,15,3,0,0,19,0,0,0,22,6,0,26,60,11,0,0,76,3,4,5,81,0,0,81,75,14,5,0,99,0,4,4,100,4,0,108,1523,193,84,40,1844,15,9,24,1867,54,13,1941,773,126,52,39,988,31,3,33,1023,71,0,1095,3,0,0,4,8,0,0,0,8,3,13,19,2297,317,138,79,2842,49,14,61,2896,134,24,3062,463,64,15,8,549,10,4,11,555,20,0,575,1006,115,52,9,1184,13,4,16,1195,30,4,1230,76,10,14,0,99,4,0,4,97,0,0,100,13,4,0,20,38,0,0,0,38,0,0,39,1558,181,86,40,1866,21,3,30
SED51205,418,52,7,0,476,9,0,9,491,26,0,515,669,181,15,9,873,15,7,19,894,24,0,923,174,23,15,0,215,0,0,0,215,3,0,216,10,0,0,15,19,0,0,0,19,0,3,25,1272,256,34,27,1582,20,7,31,1615,56,10,1680,39,12,0,0,45,0,0,3,49,0,0,49,53,15,0,0,70,0,0,0,67,4,0,76,90,20,0,0,113,5,0,6,117,4,0,121,1364,274,34,27,1699,28,5,32,1734,58,10,1800,808,207,25,30,1071,45,13,58,1130,135,5,1271,5,0,0,14,20,0,0,0,20,0,11,28,2173,486,58,75,2793,74,23,89,2882,198,24,3102,426,65,11,4,506,9,0,8,517,25,0,543,672,134,15,0,822,11,13,21,841,29,4,874,32,3,5,0,48,0,0,0,48,0,0,48,8,0,0,5,19,0,0,0,19,0,3,21,1146,201,23,8,1390,23,12,29
SED51304,249,29,5,0,283,5,0,4,291,17,0,306,749,84,12,0,848,0,0,0,855,6,0,861,242,12,24,3,280,0,0,0,280,7,0,286,7,0,0,4,15,0,0,0,15,0,0,18,1254,131,44,4,1430,7,0,6,1435,31,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,16,0,0,0,16,0,0,16,15,0,5,0,22,0,0,0,22,0,0,22,1267,131,46,8,1449,7,0,6,1459,31,0,1491,354,30,24,3,407,10,0,10,425,17,0,436,6,0,0,0,3,0,0,0,3,0,0,7,1617,163,70,12,1865,20,0,16,1879,45,4,1929,545,48,4,0,605,3,0,3,609,20,0,633,1176,84,16,3,1285,7,0,8,1290,14,0,1307,71,4,0,0,74,0,0,0,74,0,0,80,11,0,0,5,12,0,0,0,12,0,0,17,1807,135,30,7,1977,11,0,9
SED51401,153,13,4,0,172,3,0,0,174,8,0,187,398,28,7,5,441,6,3,5,451,10,0,464,110,7,10,0,134,0,0,0,134,6,0,136,12,0,3,8,26,0,0,0,26,0,0,31,670,54,35,20,777,7,6,11,784,29,0,808,8,0,0,0,8,0,0,0,9,0,0,9,11,0,0,0,11,0,0,0,16,0,0,16,21,0,0,0,21,0,0,3,18,0,0,18,686,54,35,20,794,4,3,12,805,29,0,832,362,39,15,7,424,13,0,16,440,42,0,483,4,0,3,3,10,0,0,0,10,0,0,11,1050,90,50,32,1226,20,7,27,1254,69,3,1324,314,25,3,7,344,6,3,7,354,21,4,382,586,59,13,8,668,3,0,12,675,24,0,704,20,4,6,0,28,0,0,0,28,0,0,28,0,0,0,3,9,0,0,0,9,0,0,12,924,82,19,22,1052,14,5,19
SED51504,258,44,5,0,311,5,0,5,316,30,0,342,758,106,16,8,879,8,0,3,885,12,0,898,139,21,28,0,198,0,0,0,198,5,0,196,8,5,0,3,20,0,0,0,20,0,0,22,1161,186,48,10,1409,11,0,8,1420,38,0,1462,14,0,0,0,14,0,0,0,14,0,0,14,24,3,0,0,24,0,0,0,24,0,0,29,38,3,0,0,35,0,0,0,35,0,0,42,1200,183,48,10,1442,11,0,8,1457,45,0,1498,376,36,14,3,436,0,0,4,439,23,0,457,0,0,0,0,0,0,0,0,0,0,7,7,1574,226,66,14,1877,12,3,15,1895,64,10,1968,566,99,4,3,675,13,3,17,686,32,0,722,1087,88,16,11,1197,7,3,9,1212,15,0,1221,35,7,12,0,52,0,0,0,52,0,0,49,6,0,0,5,10,0,0,0,10,0,0,13,1688,192,37,17,1931,27,9,31
SED51605,340,52,5,5,401,3,3,6,406,13,0,415,908,88,29,3,1030,4,0,12,1038,18,0,1066,263,27,35,0,327,0,0,0,325,5,0,337,16,0,0,0,19,0,0,0,19,0,0,17,1525,164,68,13,1771,14,3,18,1793,38,0,1835,9,0,0,0,8,0,0,0,11,0,0,11,49,0,0,4,52,3,0,3,53,0,0,58,56,0,0,4,63,3,0,3,68,0,0,64,1587,169,69,15,1837,15,3,20,1856,41,0,1899,603,50,29,9,687,11,3,12,698,36,5,740,3,0,0,0,4,4,0,4,8,0,5,12,2191,219,94,19,2527,29,7,36,2562,77,8,2649,505,54,11,3,570,5,9,14,581,20,0,599,1112,103,28,8,1249,7,0,7,1255,26,4,1280,67,4,10,0,78,0,0,0,78,0,0,83,8,0,0,9,14,0,0,0,14,0,0,18,1681,164,46,14,1913,13,9,19
SED51706,168,23,4,4,194,0,0,3,200,8,0,208,615,68,31,6,717,3,0,4,723,11,0,734,146,15,22,4,183,4,0,4,186,0,0,186,7,0,0,6,9,0,0,0,9,0,3,16,933,96,63,18,1106,3,3,13,1117,21,4,1140,4,0,0,0,4,0,0,0,4,0,0,4,29,0,0,0,29,5,0,5,30,0,0,30,35,0,0,0,35,5,0,5,32,0,0,32,964,96,63,18,1140,15,3,17,1152,21,4,1174,551,57,32,17,666,12,6,19,682,37,3,719,0,0,0,10,9,0,0,0,9,0,3,15,1518,154,92,44,1808,24,8,34,1844,56,9,1912,323,38,8,3,372,4,0,7,375,18,0,396,884,67,29,8,992,3,4,7,1002,9,0,1015,44,5,13,0,58,0,0,0,58,0,0,58,3,0,0,8,14,0,0,0,14,0,3,17,1260,105,53,14,1435,7,3,12
SED51804,221,29,0,0,254,8,0,6,262,13,0,275,553,65,13,3,631,0,0,3,634,3,0,636,156,12,20,0,183,0,0,0,180,8,0,190,11,0,0,4,14,0,0,0,14,0,0,14,931,101,33,9,1082,4,3,13,1090,25,0,1112,4,0,0,0,4,0,0,0,4,0,0,4,20,6,0,0,17,0,0,0,17,0,0,17,19,6,0,0,22,0,0,0,22,0,0,22,953,105,33,9,1103,4,3,13,1111,25,0,1137,357,39,20,0,414,8,0,10,423,11,4,440,0,0,0,0,0,0,0,0,0,0,0,4,1308,147,51,7,1516,18,4,20,1532,39,4,1583,415,50,4,0,470,3,0,6,470,29,0,499,741,58,22,7,823,7,0,5,832,8,0,837,28,0,0,0,36,0,0,0,33,0,0,33,9,0,0,4,7,0,0,0,7,0,0,15,1192,112,28,4,1339,8,3,13
SED51902,363,42,12,0,419,3,0,3,426,24,0,444,852,61,27,4,945,5,0,6,948,6,0,963,185,12,35,3,237,0,0,0,238,7,0,247,7,0,0,8,17,0,0,0,17,0,4,22,1413,113,75,19,1617,8,0,8,1626,37,8,1674,4,3,0,0,5,0,0,0,12,0,0,14,42,3,4,0,52,0,0,0,52,4,0,54,49,7,4,0,57,0,0,0,63,5,0,63,1457,118,77,19,1674,8,4,11,1687,43,9,1741,710,65,44,30,854,16,6,19,872,36,10,919,0,0,0,7,9,0,0,0,9,0,4,14,2172,186,123,55,2536,20,12,31,2565,81,27,2669,541,55,16,0,621,4,0,4,631,19,0,650,1025,86,45,13,1159,8,0,8,1164,12,0,1179,51,8,15,0,67,0,0,0,67,3,0,74,11,3,0,9,26,0,0,0,26,0,0,26,1626,152,72,21,1874,14,0,14
SED52006,126,13,5,0,149,0,0,0,149,6,3,154,378,42,17,0,444,3,0,3,449,11,0,463,74,14,18,0,108,3,0,3,110,0,0,117,6,0,0,6,19,0,0,0,19,0,3,17,589,72,44,13,721,7,0,10,725,22,5,750,3,0,0,0,3,0,0,0,11,0,0,11,19,0,0,3,26,0,0,0,26,0,0,26,26,0,3,3,32,0,0,0,33,0,0,33,611,72,43,13,744,8,0,8,757,22,5,779,359,41,27,15,444,10,0,7,451,51,0,505,0,0,0,5,6,0,0,0,6,0,6,6,975,113,81,31,1195,17,7,14,1213,69,13,1296,225,22,14,3,265,0,0,0,274,11,0,282,506,44,25,5,581,5,0,5,587,24,0,609,23,7,4,0,33,0,0,0,34,0,0,33,7,0,0,11,15,0,0,0,18,0,0,22,763,73,41,21,902,7,0,11
SED52102,293,27,3,3,321,9,0,3,328,7,0,338,633,78,12,6,734,5,0,7,733,9,0,745,183,27,20,0,237,0,0,0,234,3,0,239,14,0,0,0,12,0,0,0,12,0,0,12,1123,135,36,12,1301,11,0,15,1309,19,0,1332,14,4,0,0,17,0,0,0,16,0,0,19,33,9,0,0,45,0,0,0,49,0,0,47,51,5,0,0,61,0,0,3,58,0,0,64,1168,139,37,12,1359,8,5,16,1375,22,0,1396,562,98,35,19,722,17,6,21,742,62,0,801,5,5,0,6,12,0,0,0,12,7,9,28,1739,245,81,37,2092,26,10,36,2132,80,6,2223,405,29,3,7,441,0,4,4,443,23,0,463,699,80,15,3,801,6,0,5,808,16,3,830,44,13,10,0,59,0,0,0,59,0,0,59,7,0,0,0,9,0,0,0,9,0,0,9,1152,122,25,13,1318,8,5,10
SED52205,195,30,8,0,236,0,0,3,237,20,0,262,616,123,18,4,760,11,0,8,769,24,0,795,195,24,41,0,254,0,0,0,254,3,3,265,7,0,0,4,12,0,0,0,12,0,0,12,1012,181,63,9,1262,11,3,8,1277,52,6,1330,5,0,4,0,4,0,0,0,3,0,0,3,13,0,0,0,16,0,0,0,18,0,0,21,18,0,0,0,23,0,0,0,25,0,0,28,1028,184,65,9,1281,7,3,15,1303,56,6,1358,348,50,18,4,422,4,0,4,428,39,3,469,0,0,0,0,0,0,0,0,0,5,6,12,1375,231,86,14,1710,14,3,19,1731,92,10,1836,264,45,8,4,318,0,4,0,324,37,6,367,556,84,11,3,662,7,4,14,671,26,0,697,29,6,0,0,34,0,0,0,34,4,0,40,6,0,0,0,7,0,0,0,7,0,0,7,852,137,20,14,1029,8,5,14
SED52301,144,19,9,0,175,6,0,6,184,8,0,192,451,71,19,8,548,5,0,5,555,13,0,571,99,17,19,0,135,0,0,0,135,3,0,136,4,0,0,0,12,0,0,0,12,0,0,6,702,105,41,11,862,12,0,16,874,31,0,908,0,0,0,0,6,6,0,6,3,0,0,7,18,0,0,0,25,0,0,0,25,0,0,25,19,3,0,0,25,4,0,4,28,0,0,33,724,109,39,15,888,12,0,18,903,32,0,941,365,61,20,13,461,20,7,26,486,58,4,541,0,0,0,0,0,0,0,0,0,0,5,5,1085,169,64,27,1346,32,7,45,1391,87,4,1487,322,42,10,0,373,9,0,8,381,32,0,410,595,83,14,3,693,12,0,8,706,26,0,724,33,7,12,0,51,0,0,0,51,0,0,50,0,0,3,3,12,0,0,0,12,5,0,13,949,126,36,15,1123,17,6,22
SED52404,242,27,7,6,276,5,0,7,285,16,0,298,797,81,19,10,900,3,0,6,907,5,0,922,231,19,36,0,293,0,0,0,293,0,0,299,18,0,0,5,26,0,0,0,26,0,0,27,1292,129,58,16,1497,10,3,16,1510,30,4,1542,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0,31,0,0,31,32,0,0,0,39,0,0,0,39,0,0,39,1322,130,59,16,1533,10,3,16,1548,30,4,1580,392,37,16,6,450,9,0,10,463,20,0,478,5,0,0,7,8,0,0,0,8,0,3,15,1723,164,78,35,1992,16,8,29,2022,46,3,2070,435,67,4,0,509,6,3,12,519,22,0,536,960,84,26,8,1075,6,0,6,1087,11,4,1099,47,9,9,0,59,0,0,0,59,4,0,64,9,0,0,7,13,0,0,0,13,0,5,16,1450,161,42,15,1661,10,3,14
SED52505,666,78,17,7,762,5,4,6,769,13,0,784,1289,159,28,5,1484,16,4,15,1497,18,3,1520,272,47,36,0,357,3,0,7,358,11,0,371,15,0,0,7,26,0,0,0,26,0,0,23,2238,283,84,21,2628,23,8,26,2648,46,3,2706,33,5,0,5,44,0,0,0,47,0,0,47,87,9,0,3,100,0,3,0,102,0,0,106,118,12,0,5,142,3,3,5,144,0,0,145,2354,295,86,31,2765,17,9,30,2796,49,3,2851,889,113,33,31,1057,17,3,18,1074,40,0,1117,4,0,0,3,13,0,0,0,13,0,7,19,3250,404,120,65,3833,40,11,51,3879,84,18,3987,929,111,9,15,1061,9,6,15,1072,21,0,1093,1406,148,13,6,1570,22,0,24,1593,24,0,1617,61,22,11,0,92,0,4,4,96,3,0,93,13,0,0,9,21,0,0,0,21,0,0,23,2405,279,30,31,2747,29,8,39
SED52604,196,26,3,0,225,8,0,8,231,9,0,239,584,70,13,0,668,4,0,4,676,11,0,684,140,11,20,0,170,0,0,0,174,0,6,179,13,0,0,4,15,0,0,0,15,0,0,15,934,111,36,9,1089,7,0,7,1100,19,6,1120,11,0,0,0,9,0,0,0,9,5,0,11,18,0,0,0,17,0,0,0,19,0,0,22,27,3,0,0,26,0,6,6,34,4,0,34,954,115,36,9,1114,7,6,12,1128,22,6,1152,298,41,22,6,363,9,0,12,371,27,3,397,4,0,0,6,6,0,0,0,6,0,3,13,1258,156,56,15,1493,16,3,22,1509,45,5,1564,357,30,5,5,395,0,0,4,397,10,0,412,745,77,10,0,840,10,0,10,849,14,0,864,36,5,3,0,47,0,0,0,47,0,0,49,8,0,0,3,17,0,0,0,17,0,0,17,1154,116,16,12,1293,11,0,13
SED52702,158,20,8,0,181,3,0,3,183,12,0,195,484,53,16,3,558,3,0,3,562,12,9,579,141,20,13,0,184,0,0,0,184,0,0,184,3,0,0,5,3,0,0,0,3,0,0,6,783,100,38,10,925,5,0,5,930,19,5,959,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,3,0,3,16,0,0,16,13,0,0,0,15,3,0,3,17,0,0,17,800,100,38,9,940,10,0,10,950,19,5,975,321,28,22,7,378,6,0,6,380,19,3,403,0,3,0,7,10,0,0,0,10,0,4,11,1116,129,61,17,1323,13,0,13,1343,40,7,1391,303,38,10,4,355,9,0,7,361,26,0,383,813,88,23,3,930,3,0,3,931,12,0,944,32,0,4,0,44,0,0,0,44,0,0,44,4,0,0,9,5,0,0,0,5,0,0,12,1152,133,40,15,1334,8,0,10
SED52803,260,21,10,0,295,3,0,3,298,14,0,309,545,44,18,3,607,0,0,0,605,6,0,611,121,10,15,11,162,0,0,0,162,6,0,164,3,4,0,4,15,0,0,0,15,0,0,19,928,80,46,20,1075,4,0,3,1082,23,4,1104,6,3,0,0,3,0,0,0,3,0,0,3,15,3,4,0,23,0,0,0,24,0,0,26,17,3,4,0,27,0,0,0,28,0,0,33,951,84,52,18,1108,3,0,9,1112,23,0,1138,545,36,24,20,632,14,0,14,645,46,0,688,9,0,0,0,9,0,0,0,9,0,16,23,1504,121,77,41,1741,19,8,25,1762,63,22,1852,430,39,17,0,486,0,0,0,487,6,0,497,583,41,19,5,645,4,0,5,650,15,4,664,31,6,9,0,47,0,0,0,47,4,0,49,14,0,0,4,11,0,0,0,13,0,0,19,1060,82,41,11,1189,8,0,10
SED52903,228,28,8,5,274,0,0,0,274,21,0,299,312,55,9,3,380,6,0,4,390,26,4,418,107,7,14,0,133,0,0,0,133,5,0,142,8,0,0,10,9,0,0,0,9,3,3,19,653,97,34,15,796,12,0,10,810,60,8,879,6,0,0,0,6,18,0,18,21,0,0,19,4,0,0,0,9,0,8,7,15,0,0,15,13,0,0,0,15,20,8,24,43,0,0,40,671,98,33,15,814,30,5,35,849,61,8,921,194,47,17,13,268,56,12,59,328,309,8,648,0,3,0,0,8,0,0,0,8,3,24,33,862,152,48,28,1091,85,11,95,1185,373,40,1598,368,55,10,5,438,4,9,6,450,39,0,486,363,61,7,8,433,8,0,11,447,30,0,476,23,7,13,0,36,0,0,0,36,3,0,39,4,3,0,11,19,0,0,0,16,9,3,25,752,119,29,27,933,8,5,18
SED53004,228,41,10,0,276,0,0,0,279,5,0,283,774,70,22,5,871,5,0,5,875,15,4,888,228,9,30,0,273,0,0,0,276,0,0,283,7,0,0,7,14,0,0,0,14,0,0,14,1240,126,68,10,1439,5,0,5,1446,16,4,1470,4,0,0,0,4,0,0,0,4,0,0,4,33,0,0,0,33,0,0,0,33,0,0,33,36,0,0,0,36,0,0,0,36,0,0,36,1275,126,68,10,1476,5,0,5,1481,16,4,1506,360,26,23,0,414,3,0,3,418,13,0,437,0,0,0,0,0,0,0,0,0,0,0,4,1635,147,93,15,1892,10,0,10,1907,36,7,1946,447,54,14,0,515,4,0,4,516,12,0,533,942,84,22,7,1050,11,0,11,1066,22,3,1090,40,9,7,0,58,0,0,0,60,5,0,58,5,0,0,0,7,0,0,0,7,0,8,10,1442,149,40,5,1634,18,0,18
