SOSR_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOSR514,0,0,3,10,0,0,0,0,0,21,0,0,0,3,10,5,0,0,0,20,0,25,33,96,46,21,8,0,0,241,0,0,0,4,9,6,4,9,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,22,22,28,34,19,8,138,0,5,4,11,5,9,7,0,0,38,4,14,17,80,58,20,30,14,7,241,0,3,3,10,3,0,0,0,5,27,6,0,0,42,0,0,0,0,0,50,3,5,9,19,11,8,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,4,34,14,18,12,7,0,102,0,5,0,22,3,10,0,0,0,31,0,0,0,16,6,24,9,14,0,64,0,0,0,14,10,9,13,9,0,59,3,21,26,184,55,57,48,27,18,437,127,306,236,648,360,269,216,152,86,2390,1715,4067,2766,7193,3760,3470,3298,1624,567,28471
SOSR515,0,10,9,24,0,5,0,0,0,54,0,3,7,18,17,8,8,0,0,65,9,142,153,550,212,107,33,15,0,1224,0,0,0,21,10,8,11,4,7,64,0,0,0,12,5,0,0,0,0,17,0,0,18,80,66,119,139,81,30,542,3,3,14,33,22,15,19,3,0,110,8,35,68,237,164,111,68,31,8,726,0,4,4,49,9,10,4,3,0,79,5,4,0,109,3,4,0,0,0,124,3,43,57,111,64,37,9,0,0,319,0,0,0,3,3,0,0,3,0,7,7,16,12,85,60,47,40,20,0,287,0,9,8,80,19,18,4,0,0,141,0,3,0,31,20,37,21,13,4,136,4,7,28,96,59,45,31,7,0,268,16,50,89,553,182,191,177,112,28,1388,555,1373,1140,2939,1422,1253,945,555,218,10396,5989,12788,9582,23772,11838,11810,9832,5083,1831,92523
SOSR521,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,7,0,0,0,17,9,68,68,221,95,36,14,0,0,510,0,0,0,5,0,3,9,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,48,47,29,8,188,0,0,0,4,9,6,5,0,0,24,4,26,27,96,70,49,24,8,4,309,0,0,0,9,0,3,0,0,0,16,0,0,0,57,0,0,0,0,0,60,4,8,6,40,19,9,3,3,0,95,0,0,0,0,0,0,0,0,0,0,0,5,3,19,13,16,22,5,0,78,0,4,6,23,9,3,0,0,0,43,0,0,0,10,14,14,15,5,0,62,0,0,3,25,22,16,13,6,0,84,6,6,29,194,67,74,73,42,8,497,212,483,396,1112,672,701,497,308,111,4494,2319,4806,3665,8818,4984,5562,4668,2347,754,37925
SOSR522,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,0,11,6,50,15,20,9,0,0,113,0,0,0,3,4,5,4,0,0,7,0,0,0,0,0,0,4,0,0,5,0,0,4,14,10,30,30,18,6,107,0,0,0,0,3,3,4,0,0,8,0,3,8,29,18,22,15,7,4,102,0,0,0,6,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,6,0,8,3,8,4,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,10,7,0,0,43,0,0,0,11,3,0,0,0,0,15,0,0,0,8,3,0,8,6,3,26,0,0,0,5,5,10,7,0,0,25,0,8,4,56,19,26,38,22,10,183,112,274,216,506,288,365,280,174,62,2280,1316,2865,2376,4982,2606,3061,2656,1336,375,21588
SOSR531,0,3,5,36,8,3,5,0,0,58,0,0,4,19,49,25,13,0,0,110,4,62,74,352,148,97,25,8,0,767,0,0,0,24,22,11,42,10,3,124,0,0,0,15,5,0,0,0,0,20,0,10,31,159,190,313,219,100,14,1028,0,5,13,45,53,56,36,14,0,223,14,85,165,497,439,301,168,56,14,1752,0,0,4,35,11,11,7,7,0,76,0,0,6,84,5,7,0,0,0,97,7,31,20,92,67,29,13,0,0,264,0,0,0,10,7,4,0,0,0,14,3,27,32,116,71,127,111,36,8,541,3,7,23,160,108,70,43,3,0,418,0,4,5,41,40,84,70,25,5,277,0,4,32,150,114,138,84,15,3,544,4,31,116,881,383,588,413,182,38,2643,462,1529,1841,5475,3100,2888,1990,867,164,18313,7220,19368,16650,38177,25420,27127,19970,8074,1649,163652
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,16,0,0,21,119,47,23,3,0,0,215,0,0,42,284,109,62,18,0,0,514
SOSR599,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,18,6,0,0,0,0,35,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,13,10,0,0,34,0,0,0,3,0,0,0,0,0,11,0,3,5,25,8,5,4,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,25,10,5,7,0,0,43,0,0,0,13,5,0,0,0,0,11,0,0,0,4,4,0,5,3,0,12,0,0,0,0,4,0,0,0,0,15,3,0,22,105,15,20,9,3,0,182,52,62,173,707,358,278,168,42,17,1851,300,473,820,3053,1313,1144,758,155,30,8055
SOSR603,24,39,55,654,22,8,8,0,0,808,0,0,8,23,57,21,8,3,0,124,7,81,106,496,158,105,80,16,3,1054,0,0,4,65,32,47,75,64,27,314,0,0,0,8,10,6,3,0,0,18,0,24,24,93,108,139,175,151,67,784,3,20,52,123,41,28,27,10,0,304,5,55,81,295,162,114,118,48,23,899,8,32,60,583,44,27,27,8,5,789,4,13,11,317,11,5,0,0,0,365,4,49,65,199,70,26,17,4,0,427,0,0,0,17,9,10,3,6,0,45,22,71,78,266,126,130,118,49,13,873,3,64,156,658,42,32,19,3,0,978,0,3,5,23,23,42,45,38,17,200,0,14,23,59,43,21,18,4,3,177,45,263,304,1665,515,454,385,267,132,4035,334,847,913,2409,909,973,995,792,411,8578,10218,22108,22907,59360,23007,22706,20305,11961,4881,197451
SOSR611,16,28,34,267,11,0,0,0,0,356,0,0,0,11,26,5,9,0,0,55,4,16,45,191,84,61,35,13,0,445,0,0,0,12,11,19,13,9,17,85,0,0,4,12,3,0,0,0,0,22,0,5,11,22,34,72,93,59,21,327,0,12,17,47,14,8,4,0,3,109,0,11,26,81,52,32,29,11,3,246,4,12,23,161,25,15,0,6,0,251,0,4,0,81,5,0,0,0,0,93,6,11,19,51,22,8,0,0,0,122,0,0,0,9,4,0,0,0,0,10,5,13,17,67,43,20,30,14,7,216,5,20,45,145,14,10,4,0,0,237,0,0,3,7,3,13,20,18,3,66,0,0,9,3,10,4,5,6,0,36,15,102,126,657,273,172,169,103,39,1654,152,308,522,1050,376,432,468,393,189,3899,4264,9378,10041,22095,9868,9428,8358,5299,2208,80943
SOSR612,0,0,0,58,0,0,0,0,0,59,0,0,0,6,0,0,0,0,0,13,0,12,18,90,30,34,31,9,0,226,0,0,0,6,3,9,11,8,5,32,0,0,0,3,0,3,5,4,0,12,0,0,0,10,11,36,41,48,14,160,0,6,0,3,3,5,5,3,0,22,0,5,7,33,16,27,17,8,0,113,0,16,18,70,30,3,0,3,0,135,0,0,4,98,0,0,0,0,0,110,0,11,4,22,16,13,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,3,7,23,22,20,23,14,3,110,0,3,6,33,6,9,3,0,0,62,0,0,4,0,3,5,11,13,0,38,0,0,0,8,7,0,3,4,0,19,8,21,37,179,47,60,63,55,25,487,91,228,211,535,282,341,327,290,117,2421,2401,5383,5108,10815,5504,5814,5288,3287,1254,44860
SOSR613,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,3,18,5,8,13,0,0,53,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,14,23,10,3,48,0,0,0,0,0,7,0,0,0,3,0,0,0,4,4,5,0,0,0,19,0,0,0,12,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,12,0,4,0,4,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,3,3,0,26,0,0,4,3,0,3,0,0,0,9,0,0,0,0,4,4,3,0,0,13,0,0,0,4,4,0,0,0,0,8,0,8,5,21,7,8,14,21,9,93,21,65,86,149,112,108,128,119,43,828,555,1373,1357,2523,1514,1898,1817,1218,471,12723
SOSR614,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,5,0,0,0,5,5,6,0,21,7,5,7,4,0,51,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,13,17,23,4,67,0,0,0,0,0,0,4,0,0,4,0,0,0,8,8,3,4,7,0,38,0,0,0,20,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,4,16,0,8,9,0,0,46,0,0,0,3,0,0,0,0,0,6,0,0,0,6,8,6,0,3,5,23,0,0,0,7,3,0,0,4,0,13,0,0,3,31,16,13,16,15,4,108,37,122,114,263,139,141,189,112,41,1162,910,2063,1739,3863,1967,2430,2200,1205,366,16757
SOSR615,5,7,6,74,7,4,0,0,0,91,0,0,0,18,19,8,6,0,0,42,0,29,14,98,39,32,26,9,0,239,0,0,0,9,3,10,8,0,0,32,0,0,0,0,3,3,0,0,0,3,0,4,4,24,20,58,85,75,29,302,0,4,0,8,4,5,3,0,0,25,0,13,23,72,46,18,25,12,12,216,0,4,0,41,4,0,6,0,0,55,0,0,4,27,3,0,0,0,0,31,0,5,5,31,24,10,4,0,0,78,0,0,0,0,3,0,0,0,0,4,0,11,15,51,25,24,30,15,0,163,0,0,0,11,3,0,0,0,0,20,0,0,0,4,6,14,22,25,4,75,0,3,0,7,8,6,9,4,0,40,5,39,33,168,80,82,141,89,23,661,169,360,302,780,488,537,620,466,178,3898,3416,7620,6437,14507,7584,8836,9113,5420,1944,64877
SOSR621,0,0,0,4,0,0,0,0,0,4,0,0,0,8,6,3,5,0,0,21,0,3,0,37,10,9,9,7,0,85,0,0,0,4,4,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,34,38,20,5,117,0,4,7,4,0,4,3,0,0,24,0,7,6,28,26,19,12,3,0,107,0,3,0,12,0,0,0,0,0,23,0,0,0,17,0,0,0,0,0,17,0,0,0,7,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,6,3,26,14,12,26,3,0,94,0,0,0,9,0,0,0,0,0,11,0,0,3,0,0,9,4,5,4,31,0,0,0,5,9,4,0,0,0,23,0,4,11,61,35,51,49,31,7,250,50,128,115,292,218,268,249,171,46,1541,1031,2486,1938,4670,2800,3538,3294,1735,478,21957
SOSR622,0,0,0,6,0,0,0,0,0,12,0,0,0,4,5,0,3,0,0,12,0,0,3,8,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,7,17,12,0,47,0,0,0,0,6,4,3,0,0,7,0,0,0,0,4,0,8,6,0,28,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,10,0,7,0,5,4,0,0,0,0,18,0,0,0,0,0,0,6,0,0,3,0,0,0,6,6,4,11,8,0,35,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,6,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,24,12,20,22,10,8,99,19,40,42,113,83,119,148,97,59,729,381,933,767,1707,1192,1662,1622,744,232,9236
SOSR631,0,0,7,118,0,0,3,0,0,126,0,0,0,8,35,28,6,4,0,79,0,24,25,102,47,36,26,12,0,262,0,0,0,17,7,15,29,8,0,83,0,0,0,9,0,5,0,0,0,10,0,5,9,36,52,115,117,69,14,418,0,8,3,16,23,11,13,0,0,78,4,15,22,104,92,98,71,17,3,423,3,3,8,37,4,10,7,0,4,73,0,5,0,45,0,0,0,0,0,55,3,12,4,47,24,12,8,0,0,110,0,0,0,3,4,5,0,0,0,13,3,24,29,109,65,108,104,42,4,491,0,3,3,48,7,0,3,0,0,62,0,5,0,20,19,37,40,24,4,149,0,0,0,7,27,18,19,5,0,78,9,31,47,346,168,228,223,112,26,1194,258,692,619,1668,1132,1466,1257,541,144,7773,5065,12915,10581,22635,15552,18867,14821,5751,1169,107361
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,7,0,0,0,0,19
SOSR699,0,0,0,6,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,25,0,12,34,49,29,49,66,6,0,242,42,92,215,426,203,199,163,31,3,1377
SOSR703,21,51,50,419,41,18,0,0,0,596,0,19,29,108,129,56,32,3,3,377,24,426,764,2165,923,494,273,73,19,5162,0,0,3,45,12,9,15,3,0,92,0,0,3,16,4,4,6,0,0,32,0,7,16,94,62,85,56,44,8,379,7,24,14,80,40,44,35,26,0,266,11,67,80,244,113,58,18,13,0,599,10,93,78,616,111,64,48,30,8,1056,14,28,7,332,13,11,4,0,0,405,9,64,107,332,147,99,40,17,4,814,0,0,0,14,6,9,3,3,0,37,12,41,31,153,54,44,33,13,5,381,7,77,121,534,130,91,57,11,7,1020,0,3,7,36,14,11,17,6,5,102,0,16,52,217,68,42,7,0,0,404,47,333,332,1541,707,560,439,238,76,4273,561,1268,1220,3684,1289,969,604,249,105,9942,8542,16217,14774,43607,15409,12042,7784,3088,749,122207
SOSR712,0,3,4,50,4,0,0,0,0,66,0,0,3,23,17,13,3,0,0,65,5,36,51,292,106,50,36,4,3,582,0,0,0,7,4,6,6,0,0,17,0,0,5,15,7,3,5,0,0,32,0,4,0,17,15,20,9,9,0,75,0,0,3,9,3,4,0,0,0,14,0,13,24,63,33,18,6,4,0,166,0,9,6,76,19,9,3,0,0,123,0,0,0,47,3,4,0,0,0,65,0,4,10,32,16,7,0,0,0,61,0,0,0,3,0,0,0,0,0,4,27,97,46,297,91,89,21,4,0,678,0,7,9,40,23,16,0,0,0,87,0,0,4,5,0,5,0,0,0,26,0,3,28,78,41,13,0,0,0,175,4,48,59,364,154,78,48,22,5,771,80,166,149,602,214,199,114,55,12,1596,1811,3407,2666,8673,3131,2837,1581,570,169,24855
SOSR714,0,0,0,11,0,0,0,0,0,11,0,0,0,0,4,3,0,0,0,12,0,20,28,79,35,35,7,0,0,208,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,8,3,0,0,31,0,4,0,27,0,0,4,0,0,35,0,0,0,13,0,0,0,0,0,10,0,0,0,5,8,6,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,17,0,0,8,14,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,20,0,0,5,60,12,7,3,3,0,93,48,95,93,283,81,74,51,24,3,752,448,921,743,2070,675,612,347,129,30,5980
SOSR715,0,0,0,6,0,0,0,0,0,6,0,0,0,10,10,5,0,0,0,25,0,14,12,49,20,21,3,5,0,122,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,4,10,9,7,0,0,0,38,0,0,0,4,3,0,4,0,0,10,0,0,0,3,0,0,0,0,0,3,0,5,3,14,7,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,13,0,0,3,7,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,9,0,3,3,16,12,11,4,0,0,44,5,0,7,54,31,14,11,3,0,128,81,175,162,517,174,155,63,16,0,1342,1357,3060,2954,5909,2090,1467,606,147,29,17625
SOSR721,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,6,0,0,0,23,0,5,4,44,9,4,0,0,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,0,0,5,0,0,0,0,0,8,0,0,5,8,6,11,0,0,0,25,0,0,0,15,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,4,0,0,3,8,12,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,6,40,28,9,13,3,0,104,46,67,67,292,124,115,56,8,0,775,985,1991,2094,4030,1515,1137,505,120,26,12403
SOSR722,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,0,0,13,0,4,0,16,12,4,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,6,3,25,7,3,9,6,0,52,46,71,79,211,102,99,73,20,0,693,914,2077,1901,3514,1381,1108,648,187,28,11762
SOSR731,0,0,0,8,0,0,0,0,0,8,0,0,9,11,34,15,9,0,0,69,5,6,11,60,44,41,24,6,0,203,0,0,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,20,16,8,0,70,0,0,0,0,7,3,0,0,0,9,0,3,5,23,17,15,12,0,0,80,0,0,0,3,0,4,0,0,0,11,0,5,3,4,0,4,0,0,0,15,0,16,16,47,22,21,11,5,0,147,0,0,0,0,0,0,0,0,0,0,0,4,7,25,3,18,19,6,4,82,0,6,21,73,43,37,15,0,0,193,0,0,6,7,0,6,3,0,0,24,0,0,6,18,10,12,8,0,0,60,3,3,20,180,43,52,52,26,3,382,148,393,563,1271,722,637,394,127,10,4263,1998,4716,4556,9635,5154,4426,2704,856,123,34172
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,3,0,0,0,21,0,0,15,44,19,17,0,0,0,99
SOSR799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,56,9,10,6,3,0,83,29,40,86,326,184,167,71,9,0,904,164,285,276,1232,591,579,318,49,7,3500
SOSR802,31,273,285,1841,292,119,47,10,0,2904,0,7,35,143,278,157,61,16,5,702,21,313,519,2417,837,540,303,82,16,5051,0,20,11,247,143,172,251,110,50,1009,0,19,48,83,50,58,16,9,0,294,5,30,78,261,240,381,376,316,123,1810,13,110,172,393,216,129,95,28,12,1166,19,144,351,746,522,252,198,71,28,2333,9,148,259,1337,534,488,344,139,37,3298,4,29,52,450,74,44,30,7,4,690,17,119,214,768,241,145,88,26,4,1616,3,15,13,117,66,37,34,6,0,293,111,405,483,1126,481,325,285,138,15,3365,19,143,335,1473,791,754,398,119,52,4077,0,12,17,97,57,84,85,75,24,447,0,27,88,278,155,86,35,12,0,685,130,1031,1388,6533,2423,1995,1685,1129,462,16777,727,1610,2767,5579,1754,1464,1327,962,520,16711,26592,56079,60266,146598,55949,45186,35529,19303,7174,452670
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,7,0,0,4,3,0,0,5,3,0,24,25,103,75,145,100,73,58,30,6,615
