SOSR_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SOSR579,5,12,51,82,53,23,3,0,0,221,0,0,0,5,5,0,0,0,0,14,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,12,60,92,55,30,5,0,0,246,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,12,60,91,55,34,5,0,0,252,0,0,0,0,4,0,4,0,0,12,7,13,44,70,43,20,4,0,0,195,7,25,99,157,103,55,14,0,0,455,0,4,10,5,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,9,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,8,49,188,129,116,67,14,0,0,572,9,40,50,47,19,32,11,0,0,210,0,6,27,36,18,8,3,0,0,95,0,7,3,7,3,0,0,0,0,18,19,101,268,211,156,115,28,0,0,899,5,18,41,47,35,23,5,0,0,179,3,6,7,10,11,3,3,0,0,45,9,28,51,54,45,27,7,0,0,227,28,123,316,268,206,141,39,3,0,1125,42,50,115,135,122,198,258,68,9,990,41,130,392,525,511,326,148,47,7,2132,118,295,822,926,842,667,444,118,14,4247,7,39,138,59,47,48,4,0,0,341,19,37,75,58,38,42,10,0,0,274,0,7,17,26,9,17,3,0,0,80,0,0,3,0,6,0,0,0,0,12,33,84,234,138,91,102,18,0,0,715,8,12,23,22,20,9,0,0,0,94,6,8,18,14,8,8,0,0,0,66,15,22,46,34,33,16,0,0,0,160
SOSR603,456,2053,8876,7523,6916,4728,884,59,0,31502,1349,1830,4002,2044,1474,1699,1125,203,8,13744,93,122,307,266,280,294,119,17,0,1500,32,93,291,138,103,54,30,3,7,746,1926,4101,13469,9972,8781,6780,2154,293,15,47489,156,389,732,364,227,193,30,0,0,2093,447,330,378,123,89,84,42,0,0,1491,603,720,1111,479,318,277,73,5,0,3581,2526,4823,14583,10449,9093,7056,2231,295,15,51073,2624,1176,1808,1372,1505,3189,6742,4652,1636,24703,208,251,751,509,451,412,393,327,145,3445,5357,6254,17136,12326,11047,10655,9363,5279,1795,79218,174,1529,5793,4436,4852,3191,436,20,0,20435,1923,2417,5644,4921,3992,3549,1195,116,10,23768,114,177,798,521,371,404,119,18,0,2520,43,75,229,91,73,58,23,8,5,605,2250,4201,12470,9969,9285,7211,1773,162,14,47332,89,205,555,222,133,94,12,0,0,1312,426,299,473,237,173,136,25,0,0,1777,515,505,1025,459,305,231,42,0,0,3093
SOSR611,247,1071,3409,2941,2826,2127,406,28,7,13058,632,661,1259,713,654,707,416,80,11,5123,50,53,130,84,114,140,36,8,0,610,11,52,107,39,34,33,12,4,5,296,938,1836,4900,3780,3627,3008,872,113,14,19086,62,193,280,154,118,86,15,0,0,898,161,121,112,46,46,36,10,0,0,533,217,304,391,196,167,120,19,0,0,1429,1158,2143,5289,3982,3793,3123,894,116,14,20511,1071,443,634,553,665,1154,2739,2097,709,10061,112,192,354,208,200,179,173,145,71,1646,2342,2776,6280,4738,4658,4467,3806,2358,794,32220,131,751,2020,1581,1932,1299,163,5,0,7880,959,915,1991,1936,1819,1500,497,30,3,9641,79,72,273,158,146,187,58,3,0,970,29,35,65,31,36,20,8,4,0,234,1189,1771,4350,3710,3929,3005,721,39,6,18725,51,83,139,66,73,46,7,0,0,469,141,101,133,82,78,83,13,0,0,631,192,189,270,146,152,131,26,0,0,1102
SOSR612,166,581,1638,1362,1464,1176,201,9,0,6596,369,262,451,288,302,356,211,36,0,2268,21,25,75,68,82,97,22,4,5,404,17,23,51,23,33,26,11,10,0,190,569,894,2221,1745,1876,1650,443,56,5,9460,52,92,135,91,84,60,11,0,0,522,63,33,40,23,26,30,6,0,0,226,116,126,173,121,115,90,17,0,0,751,681,1023,2391,1859,1992,1741,462,58,5,10207,541,192,338,325,512,823,1855,1372,406,6362,60,53,138,117,139,134,123,113,55,939,1283,1266,2870,2305,2642,2690,2439,1540,472,17512,77,427,894,803,956,647,82,3,0,3894,514,435,989,949,898,902,209,20,0,4921,17,36,162,77,82,97,21,5,0,495,9,14,24,17,26,18,15,3,0,126,625,916,2066,1847,1967,1664,325,27,3,9435,25,40,59,54,53,29,5,0,0,266,67,34,66,60,55,36,4,0,0,324,86,69,127,114,109,72,4,0,0,583
SOSR613,58,139,350,366,404,364,52,4,0,1728,95,60,96,71,79,119,65,19,0,606,5,5,22,10,20,43,9,0,0,125,0,12,7,5,11,8,7,4,0,52,158,220,471,458,511,532,134,23,4,2514,15,20,30,14,17,12,4,0,0,111,7,10,6,5,4,0,5,0,0,44,26,27,35,23,24,15,8,0,0,159,182,245,509,485,539,550,142,22,4,2672,154,46,71,70,117,283,663,481,166,2050,22,20,32,48,39,42,43,40,23,306,358,309,606,606,691,872,847,542,188,5030,21,99,190,187,268,171,28,0,0,969,144,113,239,249,302,316,63,5,0,1438,3,13,32,23,22,46,7,0,0,152,10,8,8,3,6,9,0,0,0,48,181,231,467,472,600,541,100,12,0,2605,4,5,17,10,13,10,0,0,0,50,21,10,10,9,15,14,0,0,0,84,24,14,24,21,29,23,3,0,0,138
SOSR614,75,209,598,531,496,499,89,0,0,2501,92,86,117,129,104,163,77,12,0,786,5,9,31,23,24,45,22,0,0,165,4,9,17,20,6,18,10,0,0,75,176,307,764,700,640,725,198,19,0,3529,16,37,37,31,24,21,3,0,0,172,17,9,11,4,12,17,3,0,0,79,34,45,42,39,33,41,6,0,0,249,210,355,808,739,673,769,203,23,0,3776,208,65,70,114,179,389,789,468,125,2415,30,31,59,62,53,67,72,40,14,422,449,451,938,912,912,1214,1059,527,144,6611,20,141,285,262,336,248,40,0,0,1329,168,140,331,388,351,330,85,4,0,1790,9,13,55,47,32,42,14,3,0,216,3,9,11,15,0,6,0,0,0,49,199,303,682,712,721,621,139,10,0,3387,13,13,23,16,14,9,0,0,0,89,23,10,18,16,9,25,4,0,0,108,34,21,38,32,25,32,5,0,0,194
SOSR615,262,814,2363,2132,2088,1752,311,23,3,9749,406,268,479,382,394,619,356,61,4,2970,27,32,114,90,125,151,48,5,0,601,15,38,64,36,60,34,20,5,0,265,717,1147,3022,2644,2665,2553,733,97,6,13584,62,124,125,87,101,92,6,0,0,605,77,37,47,35,35,40,14,0,0,282,143,160,174,119,134,135,23,0,0,889,861,1309,3192,2763,2797,2687,756,98,9,14475,802,204,316,327,566,1305,3354,2166,640,9674,85,65,178,204,183,202,266,187,116,1484,1746,1575,3688,3288,3552,4196,4374,2452,764,25639,90,548,1220,1003,1349,928,148,4,0,5296,567,539,1282,1435,1396,1350,388,41,0,7007,35,52,252,143,122,159,38,0,0,807,26,20,50,20,32,27,12,3,4,213,723,1162,2807,2610,2907,2460,597,60,4,13321,34,51,73,61,77,56,8,0,0,354,84,35,70,56,55,78,12,0,0,396,116,90,135,115,133,138,18,0,0,746
SOSR621,86,242,696,732,762,643,170,15,0,3345,101,91,173,174,200,283,172,40,0,1234,11,15,36,44,50,70,27,0,0,251,10,8,24,23,16,24,3,4,0,118,204,354,926,964,1030,1018,369,62,0,4943,16,26,35,27,40,36,7,0,0,183,13,11,6,10,10,20,6,0,0,77,34,36,43,36,49,58,11,0,0,261,241,390,971,1006,1080,1074,382,63,0,5198,262,61,93,108,214,543,1174,744,187,3380,34,47,71,58,80,106,113,74,19,600,540,493,1136,1168,1370,1718,1663,878,201,9179,26,129,325,348,471,351,52,3,0,1701,204,150,414,494,524,524,154,17,0,2491,11,10,91,47,49,71,28,3,0,309,6,6,12,9,24,11,3,4,0,77,248,295,843,899,1069,966,236,28,0,4583,3,9,10,16,20,21,0,0,0,87,22,7,20,23,18,28,14,0,0,130,29,22,32,38,34,43,13,0,0,216
SOSR622,35,93,229,257,325,306,65,11,0,1321,32,28,55,63,89,125,81,14,8,499,6,5,12,11,15,22,8,0,0,79,0,5,9,6,7,10,10,4,0,49,76,129,309,343,431,465,161,26,7,1945,6,11,17,8,18,14,0,0,0,70,13,9,4,0,9,10,6,0,0,43,20,12,21,15,18,22,3,4,0,118,94,143,330,353,453,491,165,30,9,2062,97,31,35,68,100,274,638,316,65,1627,9,15,22,18,34,46,66,49,28,293,205,191,396,441,593,807,866,388,98,3979,11,40,119,141,177,134,35,0,0,659,83,52,124,155,194,302,70,6,0,990,3,6,28,14,16,36,9,3,0,121,0,5,13,11,21,6,0,0,0,53,103,101,288,321,409,476,115,10,0,1815,0,9,9,5,8,9,0,0,0,41,9,7,11,8,12,14,0,0,0,60,3,15,19,16,20,19,4,0,0,100
SOSR631,593,1279,3134,3788,4516,3933,1028,167,16,18448,707,380,752,828,1076,1613,989,205,21,6578,68,50,129,197,287,370,116,20,8,1235,35,68,82,125,122,119,45,24,6,636,1399,1782,4099,4937,6002,6034,2172,412,50,26894,72,143,178,99,165,183,18,3,0,869,126,54,49,36,53,85,32,0,0,433,202,199,225,141,213,268,45,0,0,1300,1598,1982,4324,5081,6217,6301,2222,413,50,28197,1421,302,481,526,1044,2748,5373,2597,477,14973,177,126,373,400,480,585,540,237,69,2989,3202,2414,5182,6007,7739,9634,8133,3249,600,46159,210,673,1499,1974,2593,1941,365,42,0,9283,993,736,1730,2541,2867,2843,777,117,9,12616,63,79,331,246,266,346,85,20,0,1430,25,38,71,70,91,71,38,13,0,422,1298,1522,3623,4836,5815,5201,1262,187,10,23755,53,67,88,61,79,81,14,0,0,437,146,51,73,85,83,123,11,0,0,578,193,116,159,147,157,206,31,0,0,1010
SOSR679,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,6,11,28,26,22,8,0,0,0,101,0,10,11,12,12,4,3,0,0,53,0,0,4,5,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,6,5,18,46,36,42,20,3,0,0,174,7,12,7,9,14,4,0,0,0,60,0,5,4,3,6,3,0,0,0,18,5,21,16,7,18,3,0,0,0,81,13,34,61,46,60,25,4,0,0,249,16,24,36,28,45,39,45,10,0,242,9,10,37,27,25,32,46,4,0,197,43,71,135,99,130,104,90,18,0,689,0,8,12,13,11,7,0,0,0,53,6,9,14,17,13,10,0,0,0,69,0,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,18,33,36,22,20,5,0,0,133,5,3,10,3,6,0,0,0,0,35,6,0,7,3,0,7,0,0,0,29,12,11,19,10,7,8,0,0,0,60
SOSR703,409,2156,7184,6325,5024,3312,815,60,5,25288,930,839,1554,982,701,626,393,62,3,6090,60,84,297,271,262,222,68,4,0,1272,44,92,218,131,103,71,19,3,3,678,1444,3174,9251,7711,6087,4231,1301,127,14,33330,98,147,256,165,152,138,29,3,0,995,166,73,80,38,35,49,27,5,0,475,264,225,329,200,186,187,59,4,0,1468,1706,3397,9579,7908,6278,4414,1356,129,18,34793,1376,595,1016,841,800,1140,2285,1269,276,9606,253,455,1157,870,744,551,344,124,38,4533,3340,4451,11752,9620,7817,6100,3989,1528,336,48931,266,1514,5634,4868,4154,2553,472,23,0,19487,1134,1060,2775,2295,1460,1041,423,50,0,10234,54,120,640,418,222,242,74,9,0,1784,34,60,179,101,66,50,18,7,0,508,1495,2761,9222,7674,5899,3890,983,86,0,32019,65,90,199,138,85,81,10,0,0,666,182,74,169,110,75,46,8,3,0,668,247,165,366,246,159,119,18,0,0,1328
SOSR712,104,300,1407,1267,978,843,200,8,0,5110,197,78,218,198,119,145,81,17,0,1045,8,9,66,50,44,39,22,0,0,242,5,8,49,26,11,9,0,3,0,118,309,409,1740,1542,1152,1030,312,26,0,6514,17,28,39,34,33,18,0,0,0,175,24,9,23,10,8,7,4,3,0,89,40,42,63,47,35,28,6,3,0,261,344,448,1802,1587,1188,1062,321,29,0,6784,342,123,210,186,176,220,402,199,43,1904,49,37,175,137,100,97,57,25,3,677,739,606,2184,1906,1466,1382,780,252,48,9362,91,260,1298,907,902,684,148,14,0,4305,199,121,447,452,260,235,117,10,0,1832,17,14,138,88,59,46,16,0,0,384,0,13,36,22,20,15,6,0,0,113,308,415,1919,1462,1243,973,283,24,0,6630,11,17,41,22,16,14,0,0,0,119,18,12,19,18,16,12,6,0,0,105,24,26,59,40,34,29,8,0,0,226
SOSR714,26,109,330,243,171,138,34,4,0,1045,21,20,52,32,17,34,14,5,0,198,0,9,18,8,5,4,4,0,0,51,3,9,14,9,4,7,3,0,0,47,46,145,417,294,199,181,56,3,0,1343,0,3,16,16,8,3,0,0,0,51,9,0,8,0,0,0,0,0,0,24,8,8,20,17,9,7,0,0,0,76,55,154,436,308,211,187,56,3,0,1422,92,28,48,30,55,60,106,54,9,481,22,38,93,77,49,55,36,16,0,382,172,219,573,420,317,298,197,77,16,2280,14,89,327,197,158,130,26,0,0,937,38,32,75,67,44,41,13,0,0,309,0,8,29,12,16,10,8,0,0,85,0,5,6,7,6,4,0,0,0,26,55,126,435,281,216,191,41,0,0,1354,5,5,9,3,7,3,0,0,0,29,0,4,8,10,0,0,0,0,0,28,6,12,12,9,11,3,0,0,0,54
SOSR715,30,92,428,415,337,262,88,8,0,1658,40,32,76,89,64,57,26,3,0,391,0,9,23,30,25,25,6,0,0,122,14,12,23,18,20,13,3,0,0,110,89,148,556,549,445,354,120,11,0,2280,47,51,105,79,40,16,3,0,0,347,29,28,32,31,14,10,4,0,0,150,76,80,143,111,59,24,5,0,0,492,161,232,695,664,503,385,124,9,0,2766,610,414,652,543,413,274,164,54,10,3130,74,51,150,125,98,85,38,9,0,620,836,688,1498,1331,1013,739,327,77,10,6525,25,96,397,346,342,229,39,3,0,1476,54,44,144,184,103,65,28,5,0,634,6,12,48,36,21,18,8,0,0,145,18,11,21,17,18,6,0,0,0,92,100,174,616,581,485,312,80,10,0,2351,28,48,92,50,31,15,0,0,0,267,25,21,48,31,21,5,0,0,0,153,49,71,139,81,52,14,4,0,0,418
SOSR721,31,110,319,304,288,224,54,6,0,1336,27,28,74,80,58,40,20,3,0,328,4,7,24,16,26,14,8,0,0,100,7,6,14,13,12,6,0,0,0,59,65,157,431,420,378,288,78,8,0,1826,20,40,47,28,13,18,0,0,0,161,8,12,20,12,8,3,0,0,0,58,22,51,64,36,25,20,0,0,0,223,91,208,497,460,395,307,83,8,0,2047,394,294,486,324,279,170,146,51,11,2150,19,27,98,76,57,64,23,6,0,373,506,527,1074,855,735,538,247,67,11,4560,34,105,277,234,229,202,40,3,0,1130,40,35,125,153,96,64,26,4,0,542,4,9,35,20,18,16,3,0,0,109,3,5,15,7,11,7,5,0,0,50,87,156,449,422,354,288,69,6,0,1831,20,21,44,35,18,9,0,0,0,143,10,12,14,12,6,0,0,0,0,52,32,32,56,47,31,9,0,0,0,196
SOSR722,19,52,161,199,183,156,57,4,0,829,18,45,88,79,61,48,28,8,0,371,0,3,19,16,9,15,0,0,0,61,4,7,18,13,11,11,4,0,0,66,36,107,283,305,261,235,86,11,0,1326,35,55,85,52,24,10,0,0,0,258,16,12,22,19,5,8,0,0,0,82,46,66,106,74,27,19,0,0,0,339,82,175,387,376,293,249,86,12,0,1667,358,265,454,318,290,207,183,77,13,2170,35,32,85,58,54,57,38,13,0,370,481,473,926,750,642,508,314,99,17,4205,14,42,154,146,185,155,30,0,0,733,28,52,125,135,95,61,23,0,0,520,4,5,14,19,20,20,6,0,0,80,4,11,16,18,11,15,0,0,0,70,50,103,310,315,309,251,59,9,0,1398,27,41,55,39,21,15,0,0,0,195,14,24,20,23,3,9,0,0,0,90,35,62,79,62,28,25,3,0,0,289
SOSR731,238,487,1213,1209,1371,988,265,37,0,5809,164,108,163,152,219,237,107,25,0,1178,17,20,47,76,110,90,30,6,0,405,15,26,49,40,40,28,21,3,0,221,431,649,1473,1479,1749,1343,419,68,0,7609,43,43,86,47,75,42,11,0,0,351,23,8,25,13,17,15,13,0,0,114,62,46,110,64,96,58,21,0,0,465,495,699,1581,1543,1844,1403,438,70,0,8071,564,360,622,554,470,650,861,359,51,4483,159,216,406,350,423,358,211,86,8,2214,1218,1271,2607,2446,2733,2408,1516,512,63,14777,142,342,789,884,1093,686,130,9,0,4076,261,150,352,413,411,337,110,11,0,2048,15,19,119,75,78,67,19,0,0,396,13,23,28,22,31,22,12,0,0,148,429,532,1282,1396,1612,1115,273,20,4,6660,27,42,67,58,47,29,5,0,0,279,22,9,21,16,27,16,0,0,0,118,53,51,85,77,77,44,11,0,0,396
SOSR779,0,0,8,10,7,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,3,16,10,9,9,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,16,10,9,7,0,0,0,58,0,0,0,5,0,0,0,0,0,6,6,0,4,4,4,3,0,0,0,19,4,6,16,22,18,17,0,0,0,83,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,3,11,47,35,22,13,3,0,0,132,0,0,13,19,3,8,3,0,0,60,0,0,7,13,9,4,3,0,0,39,0,0,3,7,0,0,0,0,0,17,3,17,76,67,36,26,11,0,0,242,4,4,20,9,11,7,4,0,0,50,0,0,4,0,0,8,0,0,0,19,4,4,25,16,13,11,0,0,0,70,4,17,104,83,47,40,9,0,0,312,9,20,95,93,112,144,137,22,4,645,13,42,99,132,145,112,57,12,0,613,30,84,292,305,311,300,205,33,6,1567,3,16,47,23,19,9,0,0,0,121,6,3,23,13,17,9,8,0,0,73,0,0,17,9,16,0,0,0,0,53,0,0,8,6,0,0,0,0,0,11,13,18,96,54,46,16,5,0,0,259,0,4,10,5,8,3,0,0,0,34,0,0,7,6,3,3,0,0,0,22,3,7,17,16,9,7,0,0,0,58
SOSR802,1390,6952,25623,25259,20277,10919,2109,155,13,92690,4255,5193,5778,3839,2746,2821,1796,372,32,26829,309,376,848,886,715,694,242,25,4,4102,69,219,565,339,215,101,38,10,6,1557,6029,12732,32808,30317,23945,14537,4186,568,58,125176,208,469,812,550,453,356,62,3,0,2918,1065,524,340,150,119,163,96,12,0,2481,1274,998,1151,706,571,520,158,18,0,5396,7308,13729,33958,31021,24518,15052,4342,590,54,130564,5456,2280,2682,1823,2208,5954,11600,7705,2556,42257,563,974,1901,1355,975,793,615,470,250,7905,13327,16986,38546,34198,27701,21798,16561,8767,2861,180737,776,6184,20408,17636,15987,8200,1096,45,0,70331,5529,6605,8974,9699,6515,4865,1855,220,21,44286,399,505,2227,1768,905,804,215,23,5,6848,58,173,391,196,144,72,31,9,3,1076,6763,13468,32002,29288,23551,13943,3199,299,26,122535,119,265,580,369,257,175,14,0,0,1785,986,447,431,341,226,213,62,3,0,2712,1111,711,1017,708,485,387,76,3,0,4502
SOSR822,4,9,20,32,38,12,0,0,0,123,9,0,6,5,7,3,3,4,0,38,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,12,30,41,46,19,3,5,0,168,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,9,16,9,30,41,46,22,5,5,0,173,11,0,0,4,0,5,17,6,0,57,0,0,0,0,0,0,3,0,0,13,27,9,30,48,47,30,28,15,0,242,0,7,13,28,23,14,0,0,0,83,16,8,4,15,21,7,4,0,0,71,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,15,18,41,47,25,10,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR831,19,38,52,27,17,15,13,0,0,172,0,3,3,0,9,7,8,0,0,31,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,20,35,53,28,29,24,16,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,53,28,29,24,16,0,0,211,5,0,0,0,4,4,10,4,4,31,7,8,10,0,10,6,6,0,0,50,30,47,65,27,41,36,31,6,6,292,0,10,17,16,19,13,3,0,0,78,3,11,14,11,6,6,6,0,0,52,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,14,37,25,25,21,9,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
