SOSR_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SOSR513,0,0,0,0,0,0,6,5,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,10,5,9,0,0,5,0,0,25,0,0,5,10,3,14,47,16,6,7,0,6,3,0,3,123,0,0,0,3,4,0,47,26,10,10,25,76,20,5,10,233,0,5,11,4,0,6,9,0,0,0,0,0,0,0,0,37,0,0,0,0,0,4,0,3,6,0,0,0,3,0,3,30,0,0,0,0,3,11,24,5,0,6,0,5,0,7,0,60,18,29,14,22,31,22,61,34,3,4,5,7,5,0,4,271,0,0,6,5,0,0,5,6,0,0,0,0,0,0,0,22,0,0,8,6,3,6,18,4,0,0,5,3,0,0,0,59,3,3,16,13,8,13,209,125,46,45,29,47,17,8,6,593,0,0,0,0,11,14,59,56,13,5,9,23,14,5,5,211,0,0,0,0,5,0,5,6
SOSR514,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,17,5,10,21,14,4,0,0,0,0,0,4,90,0,0,0,0,6,0,12,14,0,0,0,0,0,0,4,41,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,52,25,13,11,31,12,35,17,3,0,4,8,0,0,7,228,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,9,5,0,14,4,3,0,25,35,6,4,6,4,0,0,3,116,0,6,0,0,0,4,9,11,8,8,0,0,9,0,4,56,0,0,0,0,0,0,0,4
SOSR515,0,0,0,0,0,6,35,44,9,8,3,26,4,5,8,149,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,15,0,0,8,15,24,15,37,29,8,5,5,12,0,0,6,154,0,0,0,0,5,3,36,19,4,5,20,70,10,3,6,185,0,3,17,7,4,3,0,4,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,3,0,0,3,3,0,0,0,18,0,0,0,4,10,6,5,6,0,0,0,3,12,13,0,66,50,47,31,33,59,17,62,30,5,6,4,8,7,0,17,366,0,7,3,7,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,3,0,5,9,9,0,0,0,3,0,0,0,36,10,3,24,17,7,15,98,63,12,9,26,24,18,0,13,341,4,3,0,0,9,21,42,36,9,15,6,9,11,5,6,181,0,0,0,0,7,0,3,10
SOSR521,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,6,9,15,6,0,3,3,0,0,0,0,56,0,0,0,0,0,0,12,5,0,0,3,4,0,0,0,39,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,0,0,3,0,29,27,35,14,10,18,14,27,9,0,0,0,3,0,0,4,165,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,15,4,0,9,8,5,0,16,36,9,3,8,7,8,0,4,128,0,0,5,0,4,5,10,8,9,0,3,3,0,0,0,45,0,0,0,0,0,0,0,4
SOSR522,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,3,4,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,17,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,16,6,11,12,5,0,6,9,7,0,0,0,3,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,7,4,4,10,18,4,0,3,7,6,0,3,70,0,3,0,0,0,3,0,3,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
SOSR531,0,0,0,0,0,4,10,14,0,0,0,0,0,3,19,56,0,0,0,0,6,3,7,3,0,0,0,0,0,0,6,33,0,0,39,47,53,44,59,37,8,0,9,20,7,0,11,339,0,0,0,5,9,15,84,67,9,17,9,29,3,0,24,261,0,25,55,18,6,15,8,0,0,0,0,0,0,0,7,137,5,4,10,3,0,3,4,0,0,0,0,0,0,0,3,31,0,0,4,4,6,9,4,6,0,0,3,12,9,6,14,90,74,68,70,67,144,80,131,67,15,4,26,24,16,0,24,823,0,12,8,9,5,0,4,0,0,0,0,0,0,0,4,40,0,0,6,3,5,14,19,10,0,0,0,0,0,0,14,76,21,9,61,44,26,23,81,44,9,12,13,9,4,0,45,390,5,12,6,5,12,22,38,30,11,12,17,11,12,0,10,193,0,0,0,0,9,4,7,6
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,3,0,0,0,0,0,8,9,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,0,0,0,4,4,0,0,3,30,0,0,0,0,0,3,3,0,0,5,0,4,0,0,5,15,0,0,0,0,0,0,0,0
SOSR603,0,0,0,0,0,0,8,49,26,6,7,4,3,0,0,107,0,0,0,3,0,0,81,162,30,47,53,49,13,0,13,453,6,5,22,66,50,68,87,38,12,12,17,20,0,0,0,404,3,15,17,13,45,85,817,1714,748,672,597,467,123,13,104,5421,0,31,66,18,6,13,0,6,0,0,0,0,0,0,3,154,3,3,8,0,10,0,17,8,5,8,12,15,6,0,0,98,0,7,18,13,33,24,10,10,5,4,7,8,0,0,4,138,107,189,110,59,100,51,90,42,11,11,10,20,3,0,24,818,5,77,157,40,18,7,5,18,0,0,5,3,0,0,9,351,0,3,16,24,42,33,91,133,39,45,41,76,46,8,0,591,23,4,43,27,26,63,507,1260,419,433,441,451,145,36,69,3943,3,17,3,9,15,27,77,82,20,23,16,19,10,0,10,324,0,0,0,0,18,19,24,64
SOSR611,0,0,0,0,0,4,6,73,31,20,3,25,0,3,0,171,0,0,0,0,0,0,11,27,9,11,11,12,5,0,0,87,0,0,12,21,28,16,31,26,6,7,10,3,6,0,0,156,4,4,8,4,12,20,106,204,87,99,92,82,20,0,17,758,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,6,0,0,0,3,10,0,0,0,5,0,0,0,35,0,0,0,5,7,7,6,5,0,0,0,0,0,0,0,29,14,60,35,21,24,7,22,16,0,0,0,5,0,0,15,205,0,7,15,3,6,0,0,0,0,0,0,0,0,0,0,31,0,0,0,6,14,10,20,33,3,7,7,8,6,0,0,104,5,0,7,8,10,29,185,312,131,130,164,167,76,11,18,1255,0,10,0,5,5,5,14,18,8,0,0,12,3,0,0,82,0,0,0,0,5,4,21,100
SOSR612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,0,0,0,0,24,0,0,4,4,0,4,6,4,3,0,0,10,0,0,0,35,0,0,0,0,8,9,44,51,29,21,13,23,4,0,0,198,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,3,0,3,0,6,4,11,0,0,0,30,0,0,0,6,8,14,5,0,0,0,0,0,0,0,4,35,14,33,18,6,18,6,20,0,0,3,0,0,0,0,7,116,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,3,3,4,7,0,0,3,3,3,4,0,47,3,3,4,4,6,13,68,81,30,39,60,28,13,7,12,369,5,0,0,0,4,0,8,7,0,0,0,7,0,0,0,40,0,0,0,0,3,0,3,0
SOSR613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,9,0,9,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,5,5,6,5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,4,0,0,0,8,8,6,0,6,4,3,0,4,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0
SOSR614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,4,0,0,0,0,0,22,0,0,0,0,0,0,9,4,3,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,17,9,3,10,11,0,3,0,0,0,0,0,0,0,57,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
SOSR615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,17,0,0,15,24,15,8,11,4,4,0,5,0,0,0,0,92,0,0,3,0,0,9,29,40,18,10,22,24,4,0,5,163,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,21,0,0,3,5,4,3,3,3,0,0,0,0,0,0,0,22,20,62,34,28,28,4,21,9,0,0,0,0,0,0,7,212,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,8,0,6,14,0,0,4,0,0,0,0,40,0,0,11,6,3,9,34,72,15,26,24,20,10,9,16,250,5,0,0,0,0,3,11,9,9,0,0,6,0,0,0,46,0,0,0,0,3,0,0,3
SOSR621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,0,3,10,6,5,0,0,0,0,0,0,42,0,0,0,0,6,0,7,10,9,4,9,8,0,0,4,53,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,6,8,14,15,7,12,5,14,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,0,10,11,0,5,5,0,0,0,0,49,0,3,0,0,0,4,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
SOSR622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,6,15,7,4,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
SOSR631,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,10,0,3,25,43,40,27,55,27,0,3,0,15,0,0,3,241,0,3,3,0,11,9,41,32,18,17,13,14,6,0,3,176,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,8,4,8,4,4,3,0,0,0,0,0,0,0,31,44,83,71,45,101,39,78,22,6,0,5,8,5,0,15,516,0,9,13,3,3,0,0,0,0,3,0,0,0,0,5,34,0,0,5,10,4,6,8,9,0,0,3,6,4,0,0,48,4,4,23,8,8,4,22,45,14,32,18,11,6,0,6,196,4,9,8,0,3,3,14,9,4,7,0,4,0,0,0,75,0,0,0,0,0,0,7,10
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SOSR703,0,0,0,0,0,0,18,8,0,0,0,0,3,0,5,27,0,0,0,5,12,19,116,192,43,87,72,59,23,3,3,635,0,7,14,25,22,22,50,50,9,9,4,7,4,0,7,230,0,13,13,7,48,53,367,350,120,123,110,96,40,0,41,1387,0,0,13,0,5,3,0,0,0,0,0,0,0,0,3,26,0,0,3,5,0,0,15,5,5,0,4,0,7,0,0,54,0,5,3,8,48,36,57,52,9,9,19,16,11,0,9,286,23,66,68,32,48,48,100,61,8,8,16,11,3,3,23,511,0,75,262,185,97,104,119,199,17,11,0,5,4,0,53,1134,0,7,9,29,47,41,34,47,15,3,7,20,8,0,8,271,9,13,32,38,68,89,891,1098,299,327,341,370,133,24,68,3788,7,9,6,78,98,193,257,210,62,75,85,75,43,7,24,1230,4,0,0,0,3,5,19,36
SOSR712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,17,5,5,3,0,0,0,0,35,0,0,6,6,7,0,12,11,0,0,4,0,0,4,0,56,0,0,0,0,3,3,25,16,9,19,37,63,8,0,7,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,3,12,8,34,17,5,11,4,5,0,0,0,100,0,15,12,4,7,15,17,19,0,4,0,0,0,3,3,103,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,5,4,11,4,8,8,0,0,0,0,36,0,0,6,5,4,14,298,232,90,81,84,92,34,20,15,961,0,0,0,0,0,4,12,9,6,0,7,13,6,0,0,65,0,0,0,0,0,0,7,3
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,5,0,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,5,0,5,0,0,9,31,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,26,29,12,11,9,6,6,0,0,111,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0
SOSR715,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,6,3,6,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,9,8,0,0,5,3,0,0,3,53,0,10,0,0,0,0,7,0,0,0,0,3,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,20,16,11,10,12,13,0,0,0,90,0,0,0,0,0,4,8,7,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
SOSR721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,6,0,0,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,4,4,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,7,6,3,0,0,0,0,0,30,0,0,0,0,0,0,3,9,4,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0
SOSR722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0
SOSR731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,5,4,6,4,0,0,0,4,0,0,0,35,0,0,0,0,0,0,6,6,0,0,0,8,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,3,4,5,0,0,0,5,27,10,18,11,10,16,11,31,21,0,0,0,6,3,0,0,126,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,4,0,8,12,0,0,0,0,0,0,5,49,0,0,0,7,3,9,17,14,3,4,4,3,0,0,6,76,0,0,0,0,0,0,0,4
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,6,0,0,0,0,0,8,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
