SOSR_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SOSR631,10,103,0,120,2801,281,3202,109,65,0,176,2088,148,2414,1531,142,43,1717,3073,389,5182,3240,132,115,3488,2100,412,6007,2117,259,50,2431,4811,502,7739,481,685,13,1178,7829,633,9634,90,728,0,820,6728,585,8133,16,136,0,154,2837,263,3249,0,3,0,3,527,72,600,7589,2258,236,10079,32795,3278,46159,12,218,0,237,2350,234,2821,191,163,11,370,1628,147,2146,2194,208,142,2545,2182,354,5084,3765,204,232,4203,1791,373,6364,1799,638,86,2524,4878,416,7815,177,1621,19,1807,6908,518,9227,31,1026,5,1065,5198,433,6690,4,130,0,138,2136,227,2497,0,4,0,7,497,63,571,8181,4209,495,12885,27570,2762,43220,19,326,6,357,5155,514,6019,307,229,11,545,3722,298,4564,3724,349,186,4260,5262,746,10269,7011,334,349,7686,3895,787,12366,3910,898,142,4953,9690,915,15552,653,2303,31,2983,14738,1148,18867,119,1754,9,1879,11922,1014,14821,26,266,0,286,4968,493,5751,0,5,0,10
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,4,0,4,25,10,43,3,3,0,11,47,10,71,28,7,0,35,62,40,135,27,5,3,29,45,27,99,13,3,0,13,87,29,130,0,0,0,4,68,32,104,0,0,0,0,44,45,90,0,0,0,0,13,4,18,0,0,0,0,0,0,0,71,17,3,90,397,204,689,3,3,0,4,33,10,48,4,6,4,14,33,7,53,28,0,0,31,47,12,92,32,0,0,33,42,21,97,7,6,0,10,49,17,78,3,4,0,4,72,27,98,0,0,0,0,41,30,72,0,0,0,0,8,4,13,0,0,0,0,4,0,4,76,25,5,99,336,122,561,3,8,0,6,66,18,95,10,6,4,20,86,19,119,55,8,0,62,113,50,228,57,5,3,66,88,52,198,20,11,0,28,134,46,203,3,3,0,5,140,55,199,0,0,0,0,84,71,163,0,0,0,0,22,10,31,0,0,0,0
SOSR703,7,172,0,185,2812,338,3340,117,146,7,273,3525,655,4451,2104,254,68,2427,7724,1604,11752,4008,188,130,4321,4096,1202,9620,2126,221,53,2398,4457,959,7817,450,391,13,848,4640,612,6100,111,431,0,538,3069,377,3989,13,88,3,102,1272,152,1528,0,11,0,10,277,46,336,8932,1900,274,11110,31874,5946,48931,26,315,5,355,2569,287,3204,296,236,13,548,2857,372,3779,3465,475,194,4133,6949,1158,12239,4878,337,302,5514,3616,861,9996,1913,490,106,2507,4458,627,7592,189,923,9,1121,4345,472,5936,38,782,10,832,2667,301,3797,10,148,0,158,1243,167,1566,5,9,0,11,335,74,414,10817,3707,646,15168,29029,4322,48524,32,494,5,536,5379,628,6547,418,381,26,824,6380,1028,8228,5574,727,259,6559,14669,2756,23991,8879,528,434,9841,7715,2063,19618,4034,714,157,4907,8912,1591,15409,637,1313,22,1969,8991,1090,12042,145,1213,14,1365,5739,675,7784,19,236,3,259,2513,318,3088,3,13,0,22
SOSR712,11,37,0,41,631,63,739,33,31,4,70,490,48,606,488,59,10,559,1430,195,2184,779,50,29,854,912,145,1906,366,56,13,434,930,106,1466,78,83,4,162,1106,110,1382,22,62,0,86,632,60,780,0,15,0,17,207,26,252,0,0,0,0,48,7,48,1775,385,66,2228,6382,751,9362,16,75,0,94,537,60,689,69,58,4,133,457,48,638,743,119,54,918,1461,197,2576,913,83,72,1060,794,152,2002,346,144,20,514,1022,128,1665,45,202,6,253,1106,107,1461,13,122,3,142,603,61,802,0,14,0,20,261,34,317,0,0,0,0,99,19,124,2151,825,157,3135,6346,798,10276,31,112,0,142,1170,126,1428,105,91,10,201,947,85,1235,1236,178,62,1478,2889,388,4759,1687,132,101,1921,1706,292,3916,714,201,34,954,1951,233,3131,116,286,10,412,2213,214,2837,35,190,3,228,1237,117,1581,3,28,0,32,472,62,570,0,0,0,0
SOSR714,0,15,0,16,118,33,172,9,10,3,16,165,35,219,84,11,7,98,368,102,573,150,3,3,166,174,82,420,55,13,0,74,190,49,317,13,14,0,29,210,60,298,5,13,0,21,142,36,197,0,5,0,5,62,11,77,0,0,0,0,12,4,16,311,96,16,433,1442,415,2280,7,17,0,29,81,37,147,24,15,6,44,134,33,208,160,26,19,200,345,87,637,178,19,12,210,163,70,440,50,20,4,79,221,60,365,11,40,0,53,225,37,316,0,24,0,28,109,17,150,0,0,0,0,40,11,50,0,0,0,0,16,0,17,436,164,45,640,1329,350,2327,9,31,5,42,202,71,320,34,26,8,64,295,66,424,244,34,22,307,717,191,1208,333,22,16,373,337,153,857,103,40,8,153,410,111,675,24,56,5,82,431,100,612,9,40,0,45,250,55,347,0,6,0,6,102,23,129,0,0,0,0
SOSR715,30,244,9,285,461,93,836,77,197,35,311,320,57,688,353,229,131,715,587,193,1498,434,180,109,725,468,133,1331,197,172,59,431,483,102,1013,41,125,16,190,460,90,739,9,55,4,69,218,41,327,3,10,0,11,56,9,77,0,5,0,6,3,0,10,1155,1218,362,2736,3063,731,6525,45,222,22,290,370,67,724,145,188,81,411,240,47,705,526,260,208,990,515,169,1687,513,234,159,906,351,142,1399,185,275,68,530,450,91,1072,30,189,34,255,410,64,728,10,68,3,84,162,34,282,0,10,4,17,58,4,77,0,3,0,8,13,0,16,1465,1447,568,3485,2577,622,6681,74,459,34,567,829,168,1560,220,388,112,723,561,103,1388,886,490,338,1711,1107,367,3181,949,421,264,1621,828,276,2730,385,452,129,964,935,196,2090,76,316,48,440,865,160,1467,22,119,10,152,379,74,606,3,23,4,28,111,15,147,3,6,0,8
SOSR721,11,144,9,165,305,35,506,74,120,28,223,273,32,527,244,167,90,498,478,98,1074,272,109,70,450,326,76,855,136,138,26,299,374,58,735,39,80,9,125,351,64,538,6,48,7,62,158,26,247,0,7,0,10,49,8,67,0,0,0,0,12,0,11,786,822,239,1842,2324,398,4560,31,167,16,210,262,39,511,105,134,42,288,226,35,546,378,178,132,689,401,88,1177,350,149,101,599,262,57,919,117,199,58,375,340,66,775,19,171,28,216,325,59,592,8,79,8,91,137,26,253,0,16,6,21,30,4,57,0,3,0,4,10,0,16,1006,1095,391,2492,1990,380,4858,44,312,26,379,571,75,1023,182,257,73,511,493,69,1071,623,341,230,1192,878,186,2255,619,260,168,1048,592,138,1775,253,342,80,677,712,131,1515,53,255,35,347,672,119,1137,20,122,19,153,294,59,505,0,21,6,31,84,11,120,0,7,0,5
SOSR722,16,114,10,139,284,52,481,64,90,28,185,245,42,473,266,132,59,457,388,89,926,241,86,50,381,302,63,750,99,113,21,233,348,61,642,27,73,6,114,338,58,508,11,29,0,42,223,44,314,5,10,0,17,71,13,99,0,3,0,0,14,0,17,732,653,179,1570,2223,416,4205,26,137,13,174,212,73,458,121,127,32,275,172,40,490,412,164,104,676,269,78,1028,299,136,87,516,225,67,807,114,193,32,337,335,68,739,19,168,12,197,342,62,599,7,74,8,84,212,41,341,0,10,0,10,69,10,91,0,3,0,3,9,0,11,987,1000,286,2275,1848,444,4563,37,249,22,311,498,122,935,183,214,64,460,422,82,961,676,291,162,1130,655,166,1957,541,224,135,896,531,129,1557,210,304,51,566,683,129,1381,45,238,27,314,681,116,1108,13,106,7,125,440,86,648,5,22,3,23,142,21,187,0,6,0,8
SOSR731,11,172,5,188,807,226,1218,75,136,23,232,729,302,1271,530,186,51,764,1226,618,2607,862,121,65,1044,834,574,2446,565,161,32,757,1436,538,2733,105,186,19,308,1698,403,2408,27,119,3,150,1138,228,1516,4,24,0,29,390,94,512,0,4,0,4,52,8,63,2177,1098,194,3477,8313,2985,14777,29,168,4,208,685,161,1050,124,161,27,306,551,154,1016,774,202,97,1086,846,327,2255,1078,195,112,1375,643,304,2329,466,310,50,829,1289,311,2425,48,362,16,421,1324,274,2021,18,217,3,241,786,162,1184,3,36,0,42,257,52,346,0,3,0,7,49,8,60,2537,1651,321,4504,6427,1756,12684,44,340,10,391,1490,388,2273,198,293,45,541,1285,465,2283,1311,388,151,1845,2072,945,4862,1936,311,175,2420,1475,881,4771,1026,473,83,1586,2728,847,5154,152,546,41,732,3022,670,4426,40,333,13,388,1924,388,2704,6,56,6,67,644,143,856,0,3,0,7
SOSR779,0,0,0,0,5,0,4,0,0,0,0,6,0,6,5,0,0,0,9,4,16,0,0,0,0,13,4,22,0,0,0,6,7,4,18,0,0,0,0,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,56,21,83,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,0,11,0,0,0,0,5,0,4,0,0,0,3,6,0,6,5,0,0,0,9,4,23,0,0,0,0,13,4,22,0,4,0,5,14,4,19,0,0,0,0,14,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
