SOSR_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SOSR731,18220,15958,34172,1048,949,1998,2394,2325,4716,1218,1050,2273,1271,1016,2283,2607,2255,4862,2446,2329,4771,2733,2425,5154,2408,2021,4426,1516,1184,2704,512,346,856,63,60,123,16959,15134,32091,1255,829,2082,5089,4585,9675,50,42,86,66,93,163,5210,4719,9928,14131,12381,26512,1641,1761,3405,11360,10051,21413,3835,4071,7906,14644,13535,28176,236,230,463,2041,2001,4043,526,523,1051,111,145,253,236,595,827,4285,5217,9502,1862,1504,3364,3792,2468,6262,1128,762,1893,999,702,1698,234,194,425,14570,14147,28714,10080,6990,17073
SOSR779,83,15,99,0,0,0,0,0,0,4,0,4,6,3,6,16,4,23,22,0,22,18,3,19,17,0,17,0,0,0,0,0,0,0,0,0,84,15,95,0,0,0,11,0,8,0,0,0,0,0,0,10,0,9,45,8,56,23,0,22,53,5,63,10,0,11,48,8,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,3,29,9,0,8,19,6,21,5,0,5,0,0,0,0,0,0,8,0,12,407,65,470
SOSR799,1826,1675,3500,89,69,164,166,122,285,30,64,95,84,99,183,292,364,661,305,268,573,311,280,591,300,279,579,205,114,318,33,17,49,6,4,7,0,0,0,1826,1675,3500,637,606,1247,14,8,18,8,3,7,658,617,1276,1102,1001,2106,243,250,492,861,745,1605,253,298,551,1180,1078,2256,4,8,11,104,72,180,12,12,20,6,7,13,19,41,56,368,442,805,123,127,255,266,208,473,108,67,173,74,55,127,9,12,28,0,0,0,0,0,0
SOSR802,223365,229301,452670,13709,12884,26592,28925,27153,56079,13327,12864,26191,16986,17090,34073,38546,38922,77465,34198,34934,69135,27701,28257,55949,21798,23389,45186,16561,18971,35529,8767,10542,19303,2861,4313,7174,215424,221647,437076,7943,7652,15596,4246,4110,8354,114,106,223,137,159,298,4501,4371,8874,151860,153704,305563,62879,67513,130394,159670,162739,322409,53953,57563,111522,191400,197126,388528,4008,3850,7856,27684,25966,53653,10815,10719,21531,8252,8965,17216,12430,15718,28144,134297,140304,274599,8503,7959,16460,19732,21939,41669,5292,5776,11067,3551,4224,7767,818,1022,1839,208458,214945,423401,14063,13581,27643
SOSR822,307,304,615,12,12,25,54,51,103,27,22,45,9,17,25,30,20,49,48,49,96,47,50,100,30,42,73,28,29,58,15,13,30,0,3,6,302,296,596,8,9,15,6,6,15,0,0,0,0,0,0,6,6,15,270,256,524,27,29,62,289,281,570,11,6,19,291,284,580,5,5,9,55,49,104,24,10,39,0,6,5,5,16,24,151,166,318,8,15,22,50,43,92,12,3,18,10,0,6,0,0,0,299,295,591,12,13,22
SOSR831,348,264,605,29,15,41,26,23,49,30,15,51,47,27,75,65,48,115,27,29,61,41,33,75,36,38,72,31,19,52,6,3,9,6,5,5,328,250,576,18,12,35,8,8,15,0,3,4,0,0,0,8,13,17,243,192,439,48,35,85,265,209,481,26,14,41,276,214,493,7,4,16,22,23,47,22,13,35,20,11,31,19,16,37,171,141,322,8,3,13,39,27,74,8,9,13,7,4,8,0,0,0,213,211,421,145,77,225
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,336,273,605,18,9,19,13,13,25,23,37,58,44,40,82,60,53,108,62,33,104,53,30,77,38,35,78,21,10,34,6,8,10,0,0,4,0,0,0,336,273,605,20,20,41,0,0,0,0,0,0,26,20,44,201,176,384,56,62,121,201,196,400,35,43,81,219,199,417,3,0,7,4,10,19,12,28,42,16,14,29,7,12,21,106,143,253,20,19,44,58,41,94,13,7,23,7,6,11,0,0,0,0,0,0,0,0,0
SOSR915,730,620,1355,43,37,81,104,92,199,23,34,51,27,19,45,116,88,202,90,112,206,115,98,209,97,84,181,107,42,150,15,9,26,4,0,4,678,583,1263,51,35,88,4,6,9,0,0,0,0,0,0,4,4,10,363,301,668,222,205,431,267,198,461,338,321,661,500,412,914,13,8,22,89,80,170,8,23,36,5,5,12,18,23,36,248,243,490,38,36,71,91,70,162,19,7,32,41,23,71,12,18,21,549,493,1046,319,237,558
SOSR921,822,917,1739,47,32,75,98,91,193,40,40,83,30,35,67,56,70,126,98,115,209,109,122,228,160,179,344,110,148,258,57,67,129,17,20,38,778,859,1638,42,60,106,3,9,16,5,0,0,0,0,0,8,13,19,520,550,1064,203,264,469,420,492,919,306,326,636,647,740,1383,17,13,27,84,81,161,30,26,52,9,9,21,4,32,40,280,402,679,59,65,128,199,197,396,34,26,62,13,13,27,3,0,4,689,777,1473,181,188,362
SOSR922,359,349,707,25,24,48,58,53,117,7,18,25,21,25,49,35,43,76,54,46,102,38,33,69,65,59,129,32,28,57,19,13,40,3,0,11,339,341,676,22,11,32,13,18,34,0,0,0,0,0,0,13,23,34,260,261,520,35,25,65,108,99,211,189,188,371,295,288,583,4,3,10,51,42,93,0,0,4,0,5,0,15,9,20,98,126,230,16,16,26,37,22,59,9,5,14,10,11,22,35,37,74,293,294,588,234,166,399
SOSR931,599,371,976,21,16,41,49,30,78,17,20,31,38,17,52,137,40,173,94,33,125,87,70,158,58,60,119,71,47,119,32,39,66,6,4,15,584,348,934,18,24,49,75,83,152,0,0,0,0,0,0,75,81,159,215,202,415,318,105,420,176,187,363,148,124,276,275,269,544,12,4,10,35,26,63,9,13,20,0,7,5,9,8,12,109,146,248,22,23,43,84,63,144,15,16,35,26,17,40,6,8,19,276,271,549,341,111,453
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,3,0,4,0,0,0,3,0,4,10,4,12,0,0,0,5,0,5,3,3,5,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
