SOSR_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
SOSR603,0,115,0,115,..,102,3,109,4,109,..,154,6,157,0,157,..,59,0,59,0,61,..,425,9,435,3,441,..,407,22,423,5,426,..,147,7,153,3,152,..,79,9,86,0,86,..,25,3,26,0,29,..,397,55,448,11,460,..,1234,236,1469,64,1527,..,13313,1321,14629,192,14816,..,297,37,335,4360,4696,76333,13604,1359,14959,4550,95846,82189,..,..,..,..,82189,..,134,5,136,0,136,..,256,53,308,5,308,..,39,0,43,0,43,..,510,78,593,4,601,..,3004,344,3351,28,3374,..,51,9,65,0,65,..,3572,435,4006,36,4040,..,83,14,93,0,93,..,209,6,211,3,214,..,332,0,335,3,335,..,410,52,461,8,465,..,182,14,198,3,198,..,174,10,186,3,184,..,395,18,413,0,412,..,1783,224,2004,15,2023,..,691,41,730,5,736,..,292,20,315,7,316,..,267,35,303,3,305,..,52,0,57
SOSR611,0,32,0,32,..,31,0,29,0,29,..,53,0,57,0,57,..,21,0,19,0,19,..,133,0,139,0,139,..,86,4,95,0,95,..,44,0,46,0,46,..,27,3,29,0,29,..,6,0,6,0,6,..,97,12,109,3,114,..,573,189,765,16,786,..,3812,586,4405,42,4451,..,118,22,137,1771,1909,32809,3928,616,4543,1817,39168,35628,..,..,..,..,35628,..,31,0,31,0,31,..,76,9,85,0,85,..,18,0,18,0,18,..,87,14,101,0,101,..,503,50,553,6,557,..,15,7,19,0,19,..,607,71,674,6,676,..,5,0,6,0,6,..,41,5,44,0,44,..,53,3,60,3,62,..,33,3,35,0,35,..,51,7,60,0,60,..,78,10,87,0,87,..,68,3,70,0,71,..,672,258,928,13,944,..,179,13,190,4,193,..,88,4,96,0,98,..,77,10,89,4,90,..,12,0,12
SOSR612,0,17,0,17,..,9,0,9,0,9,..,22,0,22,0,22,..,3,0,5,0,5,..,46,0,50,0,54,..,53,6,53,0,53,..,14,0,18,0,18,..,10,0,9,0,9,..,0,0,0,0,0,..,30,10,37,0,40,..,119,43,166,9,176,..,1008,119,1124,21,1140,..,65,0,70,1026,1091,19197,1072,121,1193,1038,21432,21063,..,..,..,..,21063,..,27,0,28,0,28,..,25,7,29,0,29,..,0,0,0,0,0,..,26,8,38,0,38,..,152,28,182,0,179,..,0,0,6,0,6,..,185,37,223,0,220,..,4,0,4,0,4,..,7,0,13,0,13,..,34,0,34,0,33,..,21,0,18,0,18,..,9,0,9,0,9,..,12,0,12,0,12,..,46,0,46,0,48,..,111,10,118,0,122,..,49,4,56,0,56,..,57,4,60,0,61,..,12,0,16,0,11,..,4,0,4
SOSR613,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,6,0,6,0,6,..,5,0,5,0,4,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,41,6,49,0,49,..,138,12,147,4,153,..,14,0,14,348,364,5521,154,12,171,352,6037,6169,..,..,..,..,6169,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,0,4,3,0,3,..,16,6,27,0,27,..,0,0,0,0,0,..,16,7,29,0,29,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,3,0,3,0,3,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0
SOSR614,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,8,0,6,0,6,..,10,0,13,0,13,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,44,0,48,0,52,..,162,13,175,6,178,..,19,0,21,474,499,7470,184,14,197,475,8144,7892,..,..,..,..,7892,..,5,0,5,0,5,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,16,0,15,0,18,..,5,0,5,0,5,..,17,0,22,0,22,..,0,0,0,0,0,..,11,0,11,0,11,..,25,0,25,0,25,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,15,0,15,..,4,0,4,0,4,..,8,0,12,0,12,..,0,0,0,0,0,..,0,0,0
SOSR615,0,8,0,8,..,9,0,10,0,10,..,15,0,15,0,15,..,14,0,14,0,14,..,52,0,49,0,49,..,38,5,46,3,46,..,15,0,16,0,16,..,16,0,16,0,16,..,0,0,0,0,0,..,9,3,8,0,8,..,204,19,221,12,233,..,1067,80,1143,16,1157,..,89,5,93,1625,1723,28441,1153,86,1235,1642,31321,30612,..,..,..,..,30612,..,55,0,55,0,55,..,31,6,34,0,33,..,17,0,17,0,17,..,23,4,30,0,26,..,96,17,111,0,119,..,0,0,0,0,0,..,122,19,143,0,143,..,3,0,3,0,3,..,31,0,35,0,35,..,67,0,67,0,63,..,15,0,15,0,15,..,14,0,14,0,14,..,6,3,7,0,7,..,23,0,23,0,23,..,99,3,106,0,111,..,26,7,38,3,33,..,19,0,22,0,22,..,27,5,31,0,31,..,4,0,4
SOSR621,0,11,0,11,..,3,0,3,0,3,..,6,0,7,0,7,..,10,0,10,0,10,..,25,0,27,0,27,..,15,3,13,0,13,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,71,6,82,4,86,..,335,22,361,6,362,..,29,3,26,671,698,9903,366,20,391,669,10961,9937,..,..,..,..,9937,..,16,0,16,0,16,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,43,9,49,0,44,..,0,0,0,0,0,..,46,9,55,0,56,..,0,0,0,0,0,..,25,0,28,0,26,..,25,3,32,0,32,..,4,0,4,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,33,0,37,0,37,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0
SOSR622,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,3,0,3,..,0,0,0,0,0,..,24,0,27,0,27,..,107,10,120,0,128,..,15,0,15,310,323,4213,126,10,134,313,4659,4134,..,..,..,..,4134,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,10,0,10,..,0,0,0,0,0,..,16,4,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,19,3,23,0,26,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
SOSR631,0,17,0,17,..,16,0,16,0,13,..,8,0,9,0,9,..,48,34,76,0,76,..,89,32,124,0,123,..,83,7,82,7,92,..,19,0,18,0,18,..,20,0,20,0,20,..,5,0,4,0,4,..,15,5,15,0,15,..,301,44,345,6,351,..,1486,150,1629,24,1656,..,96,3,94,3430,3524,50242,1579,151,1730,3447,55419,47127,..,..,..,..,47127,..,51,0,58,0,58,..,0,0,6,0,6,..,16,0,16,0,16,..,29,5,33,0,33,..,130,24,155,0,155,..,7,0,7,0,7,..,160,22,189,0,189,..,9,0,9,0,9,..,77,0,79,0,79,..,192,6,196,3,201,..,28,5,30,0,34,..,10,0,10,0,10,..,6,0,6,0,6,..,8,0,13,0,13,..,66,5,69,0,72,..,14,4,11,0,11,..,11,0,11,0,11,..,21,3,24,0,24,..,9,0,9
SOSR679,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,12,0,0,0,3,13,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR699,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,13,0,13,..,24,8,38,0,33,..,4,0,4,201,202,525,33,8,41,198,758,459,..,..,..,..,459,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR703,25,752,15,763,..,418,40,457,11,465,..,1039,33,1073,13,1091,..,332,17,348,5,355,..,2514,115,2634,41,2676,..,204,20,222,5,230,..,239,17,251,4,256,..,175,51,225,0,225,..,26,5,26,0,26,..,401,99,501,4,503,..,1808,283,2090,66,2157,..,13604,1415,15015,206,15229,..,419,56,470,6261,6734,39627,14025,1469,15485,6471,61583,38672,..,..,..,..,38672,..,95,0,97,5,98,..,86,11,96,0,96,..,683,51,732,25,752,..,304,80,391,4,393,..,946,191,1142,5,1144,..,225,88,314,0,314,..,1481,363,1845,9,1850,..,9,0,11,0,11,..,194,14,204,8,209,..,227,11,237,8,242,..,1288,218,1503,11,1514,..,245,9,258,0,263,..,177,8,187,0,191,..,311,9,322,3,325,..,1169,66,1240,6,1247,..,445,47,490,10,500,..,376,19,393,4,395,..,265,23,285,3,287,..,63,0,65
SOSR712,0,81,0,81,..,22,0,21,0,21,..,127,0,135,0,135,..,24,0,25,0,25,..,252,10,264,0,264,..,54,4,53,0,53,..,12,3,14,0,14,..,17,4,26,0,26,..,0,3,3,0,3,..,32,6,40,0,40,..,1086,109,1196,30,1227,..,2660,245,2900,49,2954,..,101,11,113,749,863,8261,2761,251,3014,799,12075,8546,..,..,..,..,8546,..,37,0,37,0,37,..,42,0,47,0,47,..,901,95,992,28,1018,..,35,8,43,0,43,..,140,22,160,0,160,..,3,0,9,0,9,..,183,33,213,0,213,..,4,0,4,0,4,..,56,4,63,3,65,..,50,3,50,0,50,..,11,0,11,0,9,..,13,0,13,0,13,..,20,0,16,0,16,..,80,4,82,0,82,..,95,11,105,0,104,..,161,21,183,5,188,..,36,0,39,0,39,..,37,0,34,4,41,..,5,0,10
SOSR714,0,12,0,15,..,4,0,4,0,4,..,47,0,47,0,49,..,0,0,0,0,0,..,68,0,68,0,64,..,3,0,3,0,3,..,4,0,4,0,4,..,7,3,11,0,11,..,0,0,0,0,0,..,11,9,12,0,12,..,227,23,245,10,257,..,540,49,583,13,603,..,54,5,67,433,501,1903,596,55,649,452,3009,1850,..,..,..,..,1850,..,3,0,3,0,3,..,4,0,4,0,4,..,200,26,230,9,232,..,0,0,0,0,0,..,24,6,32,0,32,..,0,0,4,0,4,..,25,7,27,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,10,0,10,0,10,..,6,0,6,0,6,..,3,0,3,0,3,..,9,0,7,0,7,..,58,0,59,0,59,..,21,0,21,0,23,..,16,4,18,0,18,..,5,0,5,0,5,..,0,0,0
SOSR715,0,8,5,12,..,12,0,12,0,12,..,9,0,9,0,9,..,4,0,4,0,4,..,32,0,36,5,35,..,10,0,11,0,11,..,7,0,7,0,7,..,8,0,12,0,12,..,4,0,4,0,4,..,4,0,4,0,4,..,4229,966,5194,114,5306,..,4539,997,5537,125,5661,..,61,29,92,738,831,2327,4605,1026,5634,865,8819,2291,..,..,..,..,2291,..,3,0,3,0,3,..,5,0,8,0,8,..,4456,818,5277,133,5410,..,13,0,13,0,13,..,21,3,27,0,27,..,0,0,0,0,0,..,31,3,37,0,37,..,0,0,0,0,0,..,6,0,6,0,6,..,13,0,13,0,13,..,10,0,10,0,10,..,3,0,3,0,3,..,5,0,5,0,5,..,8,0,8,0,8,..,18,0,17,0,17,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
SOSR721,0,11,0,11,..,7,0,7,0,7,..,16,0,16,0,16,..,0,0,0,0,0,..,33,0,33,0,33,..,4,0,4,0,4,..,6,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,10,..,3085,400,3488,61,3548,..,3259,417,3673,67,3743,..,33,8,43,383,422,1942,3295,422,3716,447,6106,1892,..,..,..,..,1892,..,5,0,5,0,5,..,0,0,0,0,0,..,3347,386,3734,49,3782,..,4,0,4,0,4,..,20,6,21,0,21,..,0,0,0,0,0,..,18,6,25,0,26,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0
SOSR722,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3323,422,3740,96,3837,..,3421,430,3853,98,3952,..,65,16,81,322,401,1452,3481,448,3933,424,5813,1420,..,..,..,..,1420,..,4,0,4,0,4,..,0,0,0,0,0,..,3543,353,3897,93,3990,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
SOSR731,0,17,0,17,..,21,0,21,0,21,..,16,0,20,0,18,..,11,5,12,0,12,..,67,7,71,0,68,..,26,5,33,0,33,..,0,0,0,0,0,..,26,7,32,0,32,..,0,0,0,0,0,..,69,57,128,0,128,..,2572,571,3136,102,3240,..,3034,696,3727,106,3835,..,79,13,89,2934,3025,11360,3109,714,3817,3036,18220,10051,..,..,..,..,10051,..,15,0,15,0,15,..,5,0,5,0,10,..,2592,589,3177,113,3294,..,6,3,10,0,10,..,32,11,40,0,44,..,4,0,6,0,6,..,41,15,56,0,54,..,0,0,0,0,0,..,36,0,36,0,36,..,62,0,58,0,57,..,19,6,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,4,0,4,..,5,0,5,0,5,..,0,0,0
SOSR779,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,10,0,10,..,0,0,0,22,22,53,7,0,10,22,83,5,..,..,..,..,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,133,24,158,20,174,..,202,32,236,21,253,..,52,13,65,643,708,861,254,45,294,668,1826,745,..,..,..,..,745,..,0,0,0,0,0,..,0,0,0,0,0,..,137,13,149,13,162,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,13,5,17,0,17,..,5,0,5,0,5,..,0,0,0,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR802,16,697,9,697,..,494,20,520,9,529,..,901,17,925,14,938,..,273,18,295,3,297,..,2350,79,2428,29,2459,..,1765,173,1943,19,1957,..,1162,38,1200,14,1215,..,355,71,428,6,432,..,179,15,199,7,202,..,1807,362,2174,12,2188,..,7051,823,7872,143,8017,..,48321,5102,53420,535,53953,..,833,116,950,8791,9742,159670,49155,5220,54374,9325,223365,162739,..,..,..,..,162739,..,346,7,350,4,355,..,1585,264,1841,12,1857,..,167,3,167,0,167,..,1915,351,2262,12,2274,..,6426,1214,7644,60,7706,..,271,36,302,0,305,..,8606,1603,10211,76,10289,..,1056,115,1167,3,1170,..,1215,20,1235,11,1242,..,948,17,959,14,976,..,1154,144,1295,8,1305,..,1224,81,1300,8,1317,..,783,61,841,4,844,..,2224,117,2342,14,2354,..,2542,122,2661,25,2688,..,2100,208,2311,20,2328,..,1056,41,1094,5,1104,..,1517,111,1623,19,1641,..,456,18,474
SOSR822,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,11,11,289,11,0,11,11,307,281,..,..,..,..,281,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR831,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,8,0,8,..,21,0,26,0,26,..,0,0,0,54,54,265,23,0,22,54,348,209,..,..,..,..,209,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR879,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
