SOSR_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
SOSR613,28,13,17,18,13,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,13,11,33,14,23,16,17,5,0,3,129,35,0,10,0,7,0,0,0,0,0,54,0,4,7,7,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,37,9,18,7,3,0,4,0,0,5,83,63,11,5,0,0,0,5,0,0,0,78,7,10,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,72,11,11,0,0,0,5,0,0,0,99,143,0,0,3,0,0,0,0,0,6,151,13,6,0,0
SOSR614,27,13,6,10,3,0,0,4,85,0,0,0,0,0,0,0,0,0,0,0,32,22,45,22,10,14,11,0,0,10,155,50,9,17,8,0,0,0,0,0,5,91,11,18,23,3,4,7,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,23,4,4,7,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,62,25,32,11,4,5,9,0,0,5,156,101,16,4,0,0,0,0,0,0,8,134,14,0,7,5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,116,21,9,5,0,0,0,0,0,8,162,209,18,8,0,0,5,4,0,0,4,239,10,4,0,0
SOSR615,224,85,105,87,73,28,12,16,698,0,0,0,0,0,0,0,0,0,0,0,89,86,285,104,124,104,95,38,14,23,976,202,87,57,13,11,9,12,0,0,9,397,37,99,115,22,25,27,24,12,4,4,364,0,0,3,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,37,97,120,22,25,32,26,12,5,4,377,0,0,0,0,0,0,0,0,0,0,0,234,185,174,32,34,35,40,15,4,16,775,447,71,40,3,4,3,3,0,0,21,591,61,43,27,0,4,0,4,0,0,3,158,0,0,0,0,4,5,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,61,48,30,0,4,11,4,0,0,9,169,3,0,0,0,0,0,0,0,0,0,3,512,116,68,6,12,9,11,0,0,29,767,885,47,21,3,3,4,3,0,0,38,1000,100,16,5,0
SOSR621,61,31,34,22,19,11,4,4,206,0,0,0,0,0,0,0,0,0,0,0,28,33,79,36,46,24,22,13,4,10,297,75,39,28,7,3,8,0,0,0,5,157,22,18,35,12,3,3,5,0,0,3,114,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,20,35,12,3,3,5,0,0,5,115,0,0,0,0,0,0,0,0,0,0,0,94,56,61,23,3,8,8,0,4,8,275,212,39,8,3,0,0,0,5,0,9,275,40,19,8,0,0,4,3,0,0,0,74,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,21,8,0,0,4,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,252,57,18,0,5,4,5,5,0,9,348,405,18,4,0,0,0,0,0,0,8,447,37,11,3,0
SOSR622,10,3,3,0,4,4,0,5,45,0,0,0,0,0,0,0,0,0,0,0,15,13,15,5,3,5,15,4,0,5,75,40,13,10,0,0,0,0,0,0,4,67,7,10,9,0,0,6,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,10,9,0,0,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,43,21,19,5,0,3,4,0,0,3,97,69,8,5,0,0,0,0,0,0,0,86,18,8,9,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,5,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,91,9,12,0,0,0,0,0,0,4,115,199,15,3,0,0,0,0,0,0,9,229,12,3,0,0
SOSR631,196,81,92,86,117,67,4,12,738,0,0,0,0,0,0,0,0,0,0,0,168,127,295,102,109,115,157,94,5,22,1191,461,203,137,12,16,12,16,11,4,24,889,84,114,122,21,20,20,24,11,4,11,434,0,4,12,0,0,0,4,0,0,5,23,0,0,0,0,0,0,0,0,0,4,3,84,125,131,21,20,24,27,11,4,15,460,0,0,0,0,0,0,0,0,0,0,0,548,329,266,37,33,37,40,25,5,37,1355,1126,227,75,15,7,16,13,5,0,57,1533,146,75,26,3,3,0,7,3,0,5,275,4,5,9,0,0,0,5,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,152,79,30,3,3,0,12,3,0,3,296,0,0,0,0,0,0,0,0,0,0,0,1280,304,103,19,11,18,25,7,6,61,1829,2307,134,34,4,8,8,7,3,0,91,2604,213,35,7,3
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,3,0,0,6,7,0,0,6,26,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,6,7,0,0,12,35,4,3,4,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,5,7,3,0,0,0,0,0,0,3,20,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,32,4,0,0,0,0,0,0,0,0,34,0,0,0,0
SOSR703,2389,980,944,849,687,230,35,122,7304,3,0,4,7,0,7,0,0,0,26,47,750,1094,2974,1107,1050,981,845,293,57,199,9347,789,512,439,62,50,51,52,25,14,37,2031,655,1641,1595,360,337,256,276,71,15,61,5262,30,115,112,21,17,19,30,14,0,4,367,3,6,6,0,0,0,0,0,0,0,12,681,1763,1712,380,356,274,304,87,21,65,5641,0,0,0,0,0,0,0,0,0,23,30,1477,2272,2145,440,407,323,360,106,33,126,7704,1319,266,195,26,28,19,29,7,6,48,1948,1001,836,553,80,66,49,70,12,6,39,2715,117,111,56,13,13,5,27,14,0,7,362,0,8,0,0,0,0,0,0,0,0,13,1119,952,614,88,76,57,94,32,6,50,3085,0,0,3,0,0,0,0,0,0,13,14,2437,1219,811,114,106,77,123,37,13,108,5048,1674,153,68,12,16,9,25,12,0,34,1997,1079,264,83,17
SOSR712,306,152,136,150,186,49,18,25,1248,0,0,0,0,0,0,0,0,0,9,9,200,206,419,185,176,209,230,102,53,42,1822,154,111,111,20,15,25,36,20,24,7,528,99,359,235,67,39,51,44,12,10,10,929,0,6,6,0,0,3,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,3,99,362,246,66,39,57,45,9,10,12,958,0,0,0,0,0,0,0,0,0,0,0,251,478,361,85,61,77,85,33,38,25,1481,250,53,54,4,12,22,24,12,3,21,455,146,161,79,18,10,10,6,4,8,12,442,3,13,7,0,0,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,142,179,85,23,9,10,10,3,8,10,475,0,0,0,0,0,0,0,0,0,0,0,403,232,144,27,18,22,32,20,11,26,936,392,28,40,8,7,11,13,13,6,11,530,139,53,16,4
SOSR714,95,44,39,24,21,8,0,6,286,0,0,0,0,0,0,0,0,0,0,0,30,41,109,47,46,30,29,13,0,6,355,30,15,7,3,0,0,0,0,0,5,67,15,45,66,14,12,6,8,3,0,9,177,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,42,68,18,12,6,8,3,0,9,184,0,0,0,0,0,0,0,0,0,0,0,47,52,81,17,12,5,8,7,0,14,252,37,6,11,0,0,0,4,0,0,3,63,16,21,20,6,0,0,5,0,0,0,64,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,24,20,3,0,0,5,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,52,30,33,3,0,4,8,0,0,10,129,54,4,0,4,0,0,0,4,0,0,69,17,15,5,3
SOSR715,54,16,11,29,37,8,0,3,189,0,0,0,0,0,0,0,0,0,0,0,32,34,84,26,17,32,42,11,3,6,296,36,36,20,0,7,0,0,0,0,5,115,23,42,34,10,9,13,7,0,0,8,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,34,10,5,13,7,0,0,8,140,0,0,0,0,0,0,0,0,0,0,0,54,78,52,14,12,9,12,0,0,13,254,81,14,9,0,0,5,5,0,0,4,118,40,21,17,0,0,4,0,0,0,5,89,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36,25,14,0,0,4,3,0,0,5,99,0,0,0,0,0,0,0,0,0,0,0,124,41,28,0,0,3,5,0,0,5,213,88,11,16,0,0,0,3,0,0,0,122,24,8,10,5
SOSR721,44,14,12,13,16,10,0,4,128,0,0,0,0,0,0,3,0,0,0,3,20,26,62,16,14,25,23,10,4,9,217,34,19,8,3,0,0,3,0,0,5,73,12,23,24,13,10,4,3,6,0,3,91,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,10,23,24,11,10,4,3,4,0,3,90,0,0,0,0,0,0,0,0,0,0,0,46,41,34,14,8,9,9,3,0,7,166,54,11,4,0,4,0,4,3,0,0,85,19,9,0,0,0,4,0,0,0,0,48,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,11,8,0,0,4,6,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,76,27,13,0,3,5,11,5,0,4,139,81,11,4,0,0,0,0,0,0,4,106,13,5,0,0
SOSR722,13,11,3,5,9,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,8,13,19,16,3,10,11,12,0,4,97,13,16,13,0,0,0,3,3,0,0,47,5,8,6,0,6,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,6,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,19,25,17,0,3,3,4,0,0,4,77,44,10,4,0,0,5,0,0,0,3,61,13,5,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,53,11,8,0,0,5,0,0,0,3,83,55,8,3,0,0,0,0,0,0,4,71,13,5,0,0
SOSR731,54,16,13,29,78,30,0,9,261,0,0,0,0,0,0,4,0,0,4,3,87,65,116,25,20,53,107,50,7,31,546,96,53,49,4,7,6,9,0,0,11,231,35,60,58,3,10,7,10,15,3,6,200,7,10,11,0,0,0,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,0,38,64,69,3,10,9,7,21,5,14,237,0,0,0,0,0,0,0,0,0,0,3,134,122,115,8,17,11,18,19,5,25,469,317,49,15,3,0,0,0,0,0,16,418,56,34,11,8,0,0,6,0,0,5,119,22,11,6,0,0,0,4,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,80,49,15,8,0,0,4,3,0,5,161,0,0,0,0,0,0,0,0,0,0,0,397,95,31,11,3,0,9,6,0,27,580,484,36,9,4,0,0,0,0,3,34,570,82,10,0,0
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SOSR799,0,0,3,10,36,21,0,0,90,0,0,0,0,0,0,0,0,0,0,0,7,0,12,3,8,16,60,37,5,6,154,19,11,5,0,0,0,3,0,5,0,42,12,7,3,0,3,0,0,4,10,0,38,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,7,3,0,3,0,4,7,10,0,45,0,0,0,0,0,0,0,0,0,0,0,24,20,13,0,5,3,3,7,9,4,90,25,12,6,0,0,0,0,0,0,3,45,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,27,18,6,0,0,0,0,0,0,3,59,43,8,4,0,0,0,0,0,0,3,60,8,0,0,0
SOSR802,6871,2323,2961,2780,1982,662,114,349,22848,0,3,0,7,3,8,5,0,0,48,80,4119,3837,7879,2607,3189,3058,2247,788,181,536,28442,3609,1121,864,136,106,111,126,80,47,117,6316,4665,6200,4867,769,758,671,516,257,84,137,18911,121,291,342,76,103,91,89,33,5,35,1183,5,8,10,0,0,0,0,0,0,0,23,4788,6497,5211,845,863,759,601,283,94,173,20120,0,0,4,3,4,0,0,0,0,26,44,8398,7622,6086,983,973,873,726,360,139,319,26478,5353,690,533,52,49,60,53,38,21,127,6969,5284,2214,1266,163,132,113,123,83,32,82,9493,254,283,204,36,93,63,92,42,0,27,1102,5,5,3,0,0,0,0,0,0,3,18,5543,2497,1471,203,232,173,215,122,36,113,10611,5,0,0,0,6,0,0,0,0,15,24,10901,3191,2002,255,286,233,268,164,54,254,17603,6907,301,173,19,22,22,20,25,8,92,7591,5110,566,245,27
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0
SOSR831,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,5,0,22,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,9,4,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,4,10,4,0,4,5,3,0,5,32,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,3,0,3,4,17,5,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,13,4,0,0,0
SOSR915,10,0,3,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,12,11,10,0,3,3,0,0,0,8,40,3,0,0,0,0,0,0,0,0,0,13,27,18,10,5,0,0,0,0,0,3,57,5,6,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,25,23,13,9,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,32,22,14,9,0,0,0,0,0,0,81,14,5,0,0,0,0,0,0,0,0,23,37,8,5,0,0,0,0,0,0,3,51,6,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,46,9,12,0,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,63,13,11,0,0,0,0,0,0,3,91,24,0,0,0,0,0,0,0,0,0,27,17,4,4,0
SOSR921,9,0,0,0,0,4,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,4,3,0,10,43,4,3,5,8,0,0,0,0,0,0,21,10,6,3,4,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,4,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,19,14,10,6,0,0,0,0,0,3,58,25,4,0,0,0,0,0,0,0,0,33,18,4,4,4,0,0,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,4,0,0,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,40,4,7,4,0,0,0,0,0,10,73,56,3,8,0,0,0,0,0,0,9,86,16,4,6,0
SOSR922,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0
SOSR931,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,103,103,7,0,0,0,0,0,0,4,0,107,119,4,6,3,0,0,0,0,0,0,0,12,6,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,56,56,10,5,8,0,0,0,0,0,0,53,73,10,3,0,0,0,0,0,0,0,0,14,16,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,24,24,31,0,8,3,0,0,0,0,0,27,69,12,0,3,0,0,0,0,0,0,0,15,9,0,0,0
