SOSR_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SOSR599,7,6,0,0,0,0,0,3,0,22,0,3,0,0,0,0,0,0,0,4,15,63,11,32,20,9,5,25,3,182,0,0,0,0,0,0,0,0,0,4,3,4,3,9,7,0,0,5,0,27,6,8,6,18,9,4,0,12,0,63,3,10,9,44,18,9,4,19,0,122,0,0,0,7,0,3,0,5,0,26,0,0,0,3,4,3,0,5,0,11,0,0,0,0,4,0,0,0,0,7,0,0,5,0,6,0,0,0,4,9,39,129,29,126,71,28,15,88,10,532,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,11,4,34,7,10,3,3,0,10,0,65,0,3,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,3,0,31,4,3,0,0,0,0,0,0,0,9,27,116,18,50,27,10,7,44,4,305,0,0,0,0,0,0,0,0,0,4
SOSR603,198,939,30,201,133,24,0,11,9,1547,128,450,3,41,81,11,0,0,7,721,1380,6718,358,1517,1321,505,49,343,118,12302,5,3,0,19,7,0,0,0,0,43,214,368,86,341,365,68,4,36,20,1497,399,463,178,960,776,203,26,95,50,3144,485,474,747,2147,1733,533,85,372,92,6668,55,34,48,203,200,160,13,85,13,805,65,51,35,220,231,78,6,52,9,741,20,65,14,63,39,22,0,26,9,253,48,128,27,153,94,73,7,86,72,687,3760,13206,1672,6795,5636,2004,214,1393,478,35159,15,108,9,11,7,9,0,3,0,154,247,1706,35,26,62,12,8,14,17,2125,1364,4126,529,1370,903,602,334,821,149,10199,49,139,11,25,26,12,11,18,3,298,349,1415,61,247,176,42,13,33,14,2349,243,625,20,73,102,10,4,4,5,1093,3051,11360,1307,2400,2024,963,440,974,260,22786,9,7,12,23,7,4,3,0,0,64
SOSR611,34,265,12,53,30,7,0,0,4,389,24,135,0,11,14,7,0,0,0,190,367,2682,116,484,342,150,16,133,31,4318,0,0,0,4,0,0,0,0,0,15,64,129,25,140,117,24,4,11,4,519,161,197,65,495,314,69,11,59,10,1372,243,179,381,1181,791,309,48,237,33,3399,22,11,30,98,109,91,11,68,5,442,31,27,19,114,101,42,4,35,4,380,7,33,3,23,29,12,0,10,0,112,14,45,9,55,52,33,8,37,38,292,1094,4560,694,2862,1999,786,98,672,145,12921,5,37,0,0,4,0,0,0,0,48,41,368,6,13,17,0,0,10,0,459,279,1033,139,326,132,116,150,221,28,2432,12,41,0,9,8,4,0,6,0,82,58,394,21,63,31,14,0,8,4,598,57,182,3,31,21,5,0,5,0,306,840,4174,337,766,505,261,183,324,69,7466,0,9,3,4,0,0,0,0,0,17
SOSR612,17,83,3,53,5,0,0,0,0,163,4,57,0,3,3,0,0,0,0,74,88,945,24,158,96,32,5,85,12,1434,0,0,0,4,0,0,0,0,0,5,35,65,10,59,41,8,5,17,5,239,74,119,36,294,159,47,6,37,6,787,161,101,238,780,465,237,32,180,25,2221,25,10,20,74,57,72,4,49,0,313,18,12,5,81,57,23,3,23,3,224,6,12,0,21,18,4,0,0,0,68,11,15,6,42,27,24,0,37,22,192,479,1675,358,1630,956,451,60,441,75,6133,4,13,0,0,0,0,0,0,0,19,11,72,0,3,0,0,0,0,0,93,68,313,35,86,34,14,14,55,0,639,0,26,0,5,6,0,0,0,0,36,32,134,6,58,10,0,0,0,0,237,14,76,6,5,6,5,0,0,0,104,209,1422,101,247,133,54,29,161,24,2380,0,0,0,4,3,0,0,0,0,9
SOSR613,6,33,0,6,3,3,0,0,0,49,0,16,0,3,3,0,0,0,0,23,42,305,3,36,29,9,3,18,6,449,0,0,0,0,0,0,0,0,0,0,10,19,5,34,21,6,5,0,0,95,24,22,4,73,49,10,0,3,0,189,37,33,77,217,122,57,12,48,3,600,3,3,3,27,18,13,0,6,0,70,3,0,0,27,19,7,0,5,5,70,0,0,0,3,3,0,0,4,0,15,3,3,5,14,0,6,0,7,4,45,141,494,103,442,270,110,25,109,12,1707,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,23,71,5,12,5,0,0,14,4,143,0,3,0,0,0,0,0,0,0,3,10,47,0,8,8,3,0,0,0,78,8,21,3,3,8,0,0,0,0,43,82,445,19,58,37,10,7,28,6,693,0,0,0,0,0,0,0,0,0,0
SOSR614,13,36,0,11,0,0,0,0,0,62,0,17,0,4,4,0,0,0,0,22,57,285,14,43,50,12,0,9,5,479,0,0,0,0,3,0,0,0,0,6,18,22,5,25,12,4,0,0,0,95,21,45,14,105,51,18,0,5,0,265,60,42,81,296,168,78,7,51,11,797,5,0,9,23,23,13,0,12,4,96,5,5,0,23,16,8,0,3,0,59,0,8,3,5,0,8,0,7,0,20,7,11,9,18,8,7,0,6,5,74,204,558,142,567,358,149,10,99,35,2127,0,0,0,0,0,0,0,0,0,3,7,41,0,0,3,0,0,0,0,51,42,98,6,5,9,3,4,7,0,182,3,7,0,0,0,0,0,0,0,10,10,47,0,12,4,0,0,0,0,85,0,21,0,4,4,0,0,0,0,34,122,417,56,68,58,19,12,21,10,782,0,0,0,0,3,0,0,0,0,6
SOSR615,22,135,0,52,37,9,0,0,4,260,15,58,0,5,13,0,0,0,0,91,194,1337,60,230,170,63,5,62,21,2149,3,0,0,5,6,0,0,0,0,14,48,89,20,111,74,27,4,17,7,387,101,136,48,351,243,70,13,42,12,1033,215,167,319,1067,670,253,34,245,33,3009,18,11,17,88,105,70,14,69,3,390,26,17,22,80,84,32,0,33,0,292,5,7,6,19,16,13,3,10,0,79,19,31,7,71,48,26,5,58,28,294,727,2370,520,2133,1511,572,79,555,123,8594,4,21,0,0,0,0,0,0,0,30,20,117,5,0,3,0,0,0,6,158,121,466,45,74,53,21,14,69,7,869,10,22,0,0,4,0,0,0,0,39,40,185,9,57,45,14,0,3,8,355,28,79,3,20,13,0,0,0,0,146,417,1961,150,341,246,92,38,136,35,3419,3,0,0,7,6,0,0,0,0,13
SOSR621,13,67,4,18,4,0,0,4,0,112,6,29,0,3,5,0,0,0,0,46,96,502,24,69,92,20,0,16,9,832,0,0,0,0,0,0,0,0,0,6,26,34,6,28,45,12,0,5,0,152,37,48,7,97,80,22,0,23,0,325,65,45,116,250,192,78,13,78,16,854,10,3,5,20,34,16,4,14,0,109,3,5,3,29,29,12,0,9,0,97,3,3,0,0,3,3,0,3,0,19,12,4,6,25,22,21,0,21,7,122,322,936,175,568,526,190,23,185,37,2955,0,6,0,0,0,0,0,0,0,5,20,68,7,0,3,0,0,4,4,98,59,237,13,40,24,15,3,27,7,419,0,9,0,3,0,0,0,0,0,14,24,99,6,15,13,0,0,6,0,161,9,40,3,7,3,0,0,0,0,65,193,779,65,124,124,26,0,44,14,1379,0,0,0,0,0,0,0,0,0,7
SOSR622,4,21,0,0,3,0,0,0,0,30,0,8,0,3,5,0,0,0,0,16,40,176,16,31,28,7,6,6,0,307,0,0,0,0,0,0,0,0,0,0,8,27,0,12,15,0,0,3,0,75,19,12,12,48,28,14,0,7,0,137,27,24,42,129,92,32,6,33,0,385,3,5,3,12,11,16,3,9,0,56,0,3,4,7,11,3,0,7,0,45,0,3,0,3,0,0,0,0,0,10,4,9,5,3,7,5,4,6,9,44,131,343,78,259,195,78,18,82,20,1202,0,4,0,0,0,0,0,0,0,3,8,19,0,0,0,0,0,0,0,37,26,68,11,8,5,3,0,8,0,131,0,5,0,0,0,0,0,0,0,6,6,28,0,3,5,0,0,0,0,52,0,9,0,3,5,0,0,0,0,18,71,281,33,45,38,9,8,19,3,508,0,0,0,0,0,0,0,0,0,0
SOSR631,84,292,23,88,43,3,0,9,3,536,47,140,0,15,19,4,0,6,0,232,695,2609,152,392,428,96,20,159,40,4590,5,3,0,10,0,0,0,5,0,17,212,247,47,182,221,49,14,42,16,1025,293,290,110,508,395,112,20,75,25,1829,434,282,573,1385,1021,376,74,365,68,4583,65,17,41,132,144,103,23,90,7,627,81,31,31,154,134,51,9,59,3,543,21,31,7,26,25,7,0,10,4,130,82,69,24,108,89,60,5,77,29,551,2236,4881,1048,3067,2621,874,170,914,204,16024,7,36,0,3,0,0,0,0,0,50,103,404,16,18,30,0,0,6,13,592,371,902,55,102,107,19,6,90,18,1680,13,41,0,4,3,0,4,4,0,72,129,436,36,98,47,5,10,12,9,790,66,169,10,19,31,9,0,4,0,318,1430,3877,366,558,553,162,62,365,80,7453,10,3,0,10,0,0,0,5,0,28
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,19,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,4,0,0,6,0,0,0,0,10,5,4,4,3,10,4,0,6,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,10,11,16,3,0,8,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,5,6,20,0,0,8,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0
SOSR703,154,624,7,183,84,15,3,7,8,1082,90,291,9,23,54,4,0,0,0,480,997,4388,249,1081,968,350,32,279,69,8405,8,10,0,15,5,0,0,0,0,40,138,212,55,194,210,46,5,34,10,908,424,430,126,742,638,163,20,92,35,2682,439,432,417,1210,1411,311,96,193,68,4573,48,28,21,103,189,91,18,53,3,555,45,44,30,93,165,55,9,33,10,493,20,68,11,59,32,17,0,16,0,228,55,93,18,108,94,50,7,55,73,552,2941,8553,1012,4188,4249,1267,201,836,322,23569,11,49,0,4,3,0,0,0,5,78,107,652,19,9,33,3,3,6,11,831,902,2505,209,655,613,307,123,208,84,5616,34,102,7,25,19,7,0,3,3,209,267,890,29,226,112,15,8,10,12,1564,162,372,16,54,68,11,0,5,3,689,1975,6849,833,1749,1445,568,296,542,152,14399,3,8,7,22,11,0,0,0,4,61
SOSR712,37,133,5,49,14,3,0,0,0,241,8,70,0,13,4,0,0,0,0,108,196,1029,34,231,168,51,8,50,33,1804,0,3,0,0,0,0,0,0,0,9,24,53,9,37,45,10,0,7,4,193,92,76,29,152,122,27,0,6,3,516,73,103,81,242,295,70,13,35,16,932,3,10,11,23,36,15,0,9,0,107,11,12,0,38,28,7,0,11,0,105,8,12,0,6,6,4,0,5,4,44,8,27,0,30,18,6,0,14,32,127,583,2032,181,886,798,215,19,153,107,4969,3,9,0,0,0,0,0,0,0,17,22,135,3,7,0,0,0,0,6,178,182,601,29,111,105,28,5,16,21,1106,5,21,0,0,6,0,0,0,0,33,49,185,10,58,21,3,6,5,0,333,26,89,0,24,6,0,0,0,0,149,372,1515,137,422,234,82,33,101,55,2952,0,3,0,4,0,0,0,0,0,15
SOSR714,11,13,0,10,0,0,0,0,0,33,3,10,0,5,0,0,0,0,0,20,36,192,5,63,34,16,0,7,7,354,0,3,0,0,0,0,0,0,0,0,5,14,0,12,7,0,0,0,0,45,21,20,0,44,30,0,0,3,0,127,15,18,20,76,57,7,0,6,4,208,0,5,0,6,9,0,0,0,0,23,4,0,0,3,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,8,0,10,6,3,4,3,7,39,108,343,28,248,171,45,0,30,28,1001,0,4,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,6,33,78,6,28,36,9,0,8,0,200,0,3,0,0,0,0,0,0,0,6,11,21,0,9,4,0,0,0,0,42,7,9,0,7,0,0,0,0,0,26,54,264,23,87,51,21,7,19,9,543,0,0,0,0,0,0,0,0,0,0
SOSR715,10,47,0,11,4,0,0,0,0,78,9,24,0,5,0,0,0,0,0,37,51,277,7,55,44,13,5,6,0,456,0,0,0,0,0,0,0,0,0,5,8,19,0,14,9,0,0,0,3,63,34,29,5,45,34,10,0,0,0,156,25,50,23,103,87,13,5,12,0,324,0,13,6,24,13,9,0,10,0,73,5,13,0,27,12,6,0,3,3,68,0,0,0,0,4,0,0,0,0,9,0,14,4,20,13,3,3,4,16,95,177,616,47,310,244,53,12,44,28,1528,4,10,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,15,60,135,6,12,33,3,4,5,0,258,0,8,0,0,0,0,0,0,0,9,20,69,0,20,3,0,0,0,0,114,11,33,0,8,0,0,0,0,0,51,106,408,14,83,60,22,12,20,4,723,0,0,0,0,0,0,0,0,0,0
SOSR721,10,30,0,6,0,0,0,0,0,50,0,11,0,3,6,0,0,0,0,20,46,174,7,41,32,14,0,6,0,324,3,0,0,0,0,0,0,0,0,3,11,14,6,20,7,5,0,3,0,65,23,21,6,31,36,0,5,8,0,127,34,35,22,100,67,14,0,19,3,301,5,8,0,27,13,5,0,8,0,75,3,12,0,14,4,3,4,0,0,48,0,0,0,0,0,0,0,0,0,3,4,13,0,22,8,4,3,0,4,66,173,374,40,281,177,50,17,55,16,1179,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,39,73,7,15,13,8,0,0,0,150,0,0,0,0,0,0,0,0,0,0,9,45,0,9,0,0,3,0,0,67,8,11,5,6,6,0,0,0,0,23,99,250,26,81,37,18,4,12,0,523,3,4,0,0,3,0,0,0,0,7
SOSR722,7,22,0,5,0,0,0,0,0,38,0,3,0,0,0,0,0,0,0,3,29,124,0,25,18,3,0,3,0,208,0,0,0,0,0,0,0,0,0,0,4,23,0,5,5,0,0,0,0,52,10,14,0,18,12,0,0,3,0,54,28,30,13,50,31,10,4,11,3,170,5,17,0,23,14,0,0,4,0,67,3,8,5,17,13,0,0,4,0,52,0,0,0,0,0,0,0,0,0,0,0,10,3,24,6,5,6,3,11,64,105,303,27,176,107,23,10,28,18,790,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,25,52,3,5,7,9,0,0,0,107,0,5,0,0,0,0,0,0,0,0,10,37,0,7,0,0,0,0,0,50,0,7,0,0,0,0,0,0,0,9,54,172,9,33,28,5,0,4,3,318,0,0,0,0,0,0,0,0,0,0
SOSR731,31,107,0,18,10,3,0,6,0,177,21,42,9,5,12,0,0,0,0,90,176,548,32,90,142,29,5,38,12,1067,5,0,0,5,4,0,0,0,0,17,54,59,10,43,57,3,0,12,5,239,115,98,26,124,151,29,10,35,4,595,140,115,124,270,413,102,24,116,17,1323,10,15,17,44,52,27,6,20,7,194,20,12,13,28,46,11,0,14,0,139,10,9,0,3,11,0,0,6,0,41,20,28,9,33,31,7,6,22,15,183,661,1193,257,675,936,212,56,272,68,4332,4,3,0,0,0,0,0,0,0,7,10,46,0,0,0,0,0,0,0,59,75,150,11,19,19,3,0,12,3,300,4,9,0,0,0,0,0,0,3,24,49,125,5,20,12,3,0,0,0,209,35,53,9,4,15,0,0,0,0,120,302,737,73,135,161,43,14,78,24,1561,9,0,0,5,4,0,0,0,0,20
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0
SOSR799,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,33,0,14,8,4,0,10,0,82,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,12,4,9,0,0,4,0,0,3,0,17,0,5,0,3,8,0,0,3,0,24,0,6,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,8,0,16,22,67,6,30,28,6,6,36,5,196,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,5,20,0,0,6,0,0,5,0,37,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,5,0,18,0,3,0,0,0,0,0,0,0,5,14,43,5,18,8,4,0,21,0,118,0,0,0,0,0,0,0,0,0,0
SOSR802,1215,2759,41,584,539,50,5,30,64,5291,700,985,18,67,291,10,0,7,29,2117,6865,18715,907,3300,5868,1122,71,579,667,38090,8,13,0,30,22,10,0,3,8,98,763,998,200,660,1151,225,16,95,73,4176,1558,1441,412,2076,2514,448,27,227,145,8857,1206,1226,1202,2664,3324,699,78,340,187,10924,144,125,73,201,396,185,8,70,13,1222,224,168,74,335,658,141,15,91,25,1735,60,174,45,92,128,33,0,25,10,590,125,262,56,200,282,86,9,71,200,1294,17737,37930,3361,11562,17476,3610,268,1840,1816,95599,80,281,3,13,31,6,6,7,7,434,1504,5496,118,89,345,26,13,20,92,7702,8855,16177,967,1996,3467,1191,480,914,702,34765,211,480,22,62,109,33,9,26,17,961,2048,4439,141,717,822,81,30,59,111,8448,1164,1488,62,148,431,24,7,16,44,3382,13745,34105,2857,5113,8746,2067,716,1525,1297,70167,13,19,15,41,25,14,4,0,8,142
SOSR822,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,10,19,0,3,11,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,4,0,0,0,0,18,4,0,3,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,51,3,12,27,0,0,0,6,127,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,12,7,15,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,21,38,0,7,11,5,0,4,0,90,0,0,0,0,0,0,0,0,0,0
SOSR831,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,15,5,8,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,3,0,0,0,15,0,0,0,0,5,0,0,0,0,15,0,0,4,3,8,0,0,5,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,27,30,7,12,22,0,0,9,0,108,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,37,23,4,7,3,0,0,8,0,80,0,0,0,0,0,0,0,0,0,0
