SOSR_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SOSR611,16,9,4,0,27,0,0,0,27,0,0,27,8,0,0,9,14,0,0,0,14,0,0,14,961,161,17,12,1148,8,3,13,1163,54,0,1222,4,0,0,0,8,0,0,0,3,0,0,8,5,7,0,0,16,0,0,3,12,0,0,12,10,7,0,0,18,6,0,5,26,0,0,24,970,165,17,12,1168,10,5,19,1187,56,0,1244,144,34,0,7,189,5,0,10,193,59,0,255,0,0,0,0,5,0,0,0,5,0,0,5,1120,201,16,21,1357,16,6,26,1383,115,0,1500,163,16,4,0,180,0,0,3,185,15,0,200,139,27,3,0,165,3,0,3,174,11,0,183,8,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,303,46,8,0,360,3,4,6,362,28,0,388,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,3
SOSR612,6,0,5,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,420,74,27,11,533,10,3,10,542,25,0,572,7,0,3,0,14,0,0,0,14,0,0,12,3,0,0,0,3,5,0,5,11,0,0,11,13,0,3,0,15,5,0,5,21,0,0,20,434,76,27,11,550,10,3,16,566,28,0,598,63,21,7,3,92,6,0,5,96,49,0,150,0,0,0,0,0,0,0,0,0,0,0,0,499,95,32,13,642,15,3,22,667,77,0,741,57,7,0,0,63,0,0,0,60,0,0,61,62,4,5,0,68,0,0,0,73,5,0,72,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,119,10,9,0,137,5,0,5,137,6,0,142,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0
SOSR613,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,26,7,4,168,0,0,3,173,12,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,138,26,7,4,172,0,4,3,176,12,0,188,22,6,0,0,32,0,0,0,31,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0,160,30,9,3,204,0,3,3,210,27,0,234,7,0,0,0,7,0,0,0,7,4,0,11,12,7,0,0,21,0,0,0,21,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,31,0,0,0,31,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR614,11,5,0,0,10,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,133,41,10,0,182,4,0,3,187,17,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,133,41,10,3,183,4,4,3,186,17,0,210,24,4,3,5,41,0,0,0,41,10,0,52,0,0,0,0,0,0,0,0,0,0,0,0,161,44,13,3,224,5,4,10,230,25,3,261,10,3,0,0,17,0,0,0,17,3,0,21,13,0,0,0,10,0,0,0,10,4,0,11,3,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,31,0,0,0,35,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR615,12,0,5,3,23,0,0,0,23,0,0,24,0,0,0,8,10,0,0,0,10,0,0,11,636,82,29,30,773,4,4,8,780,51,0,827,0,0,0,0,6,7,0,5,14,0,0,14,14,6,0,0,11,3,0,5,18,0,0,22,17,3,0,0,23,6,0,9,29,0,0,34,655,86,29,31,792,15,6,14,811,52,0,866,112,12,5,3,133,6,5,12,149,59,0,205,0,0,0,0,0,0,0,0,0,0,0,0,763,100,33,32,929,21,12,28,958,111,0,1067,79,8,0,0,88,4,0,4,95,5,0,102,86,17,4,0,104,6,0,6,107,6,0,114,3,0,3,0,5,0,0,0,5,0,0,5,0,0,0,4,4,0,0,0,4,0,0,4,167,20,14,7,208,6,0,6,212,5,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR621,3,0,0,0,8,0,0,0,8,0,0,9,0,0,0,5,8,0,0,0,8,0,0,8,230,44,7,5,288,4,0,3,287,27,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,231,45,7,5,288,4,0,3,292,25,0,318,32,4,0,0,33,0,0,0,34,21,0,54,0,0,0,0,0,0,0,0,0,0,0,0,261,48,7,5,323,7,0,3,333,42,0,374,23,4,0,0,27,0,0,0,25,5,0,33,34,3,0,0,37,0,0,0,37,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,0,0,67,0,0,0,72,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR622,8,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,77,24,4,0,102,0,0,0,102,7,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,78,24,4,0,111,0,0,0,111,7,0,114,11,0,0,0,16,0,0,0,16,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,93,28,4,0,124,0,0,0,124,22,0,145,5,0,0,0,5,0,0,0,5,5,0,11,11,0,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,17,0,0,0,17,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR631,46,18,6,0,68,0,0,0,68,3,0,73,12,0,0,12,28,0,0,0,28,0,0,30,1416,278,52,30,1777,18,10,21,1799,117,0,1915,16,0,0,0,18,9,0,4,23,0,0,22,12,3,0,3,18,0,0,0,17,6,0,24,25,7,0,3,33,9,3,11,39,7,0,46,1438,281,52,30,1805,23,11,31,1837,123,0,1961,181,53,17,7,256,4,0,7,267,104,0,370,3,0,0,0,3,0,0,0,3,0,4,9,1630,331,66,35,2067,30,13,40,2104,230,9,2340,169,27,4,0,200,0,0,0,202,14,0,209,157,40,12,4,219,0,3,3,218,25,0,251,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,5,3,0,0,0,3,0,0,8,339,69,15,7,438,0,3,3,438,38,0,478,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,25,3,11,0,44,0,0,0,44,0,0,44,3,0,0,9,7,0,0,0,7,0,0,9,1459,168,61,15,1706,22,4,33,1738,83,5,1823,8,4,0,0,10,0,0,0,11,0,0,11,14,3,0,0,18,0,0,0,23,4,0,22,23,8,0,0,26,0,0,3,29,4,0,29,1479,174,61,15,1730,29,3,31,1763,86,5,1855,141,31,4,9,182,7,4,10,189,56,0,247,3,0,0,0,0,0,0,0,0,0,0,8,1621,207,64,25,1915,34,11,45,1961,142,4,2104,253,23,6,0,281,8,0,8,289,22,0,310,85,17,7,0,108,0,0,0,109,4,0,111,11,0,0,0,11,0,0,0,11,0,0,12,0,0,0,3,4,0,0,0,4,0,0,10,351,36,15,9,403,12,0,12,420,25,4,446,3,0,0,0,3,0,0,0,7,0,0,7,5,4,0,0,9,0,0,0
SOSR712,5,0,0,0,5,0,0,0,9,0,0,13,3,0,0,0,4,3,0,3,4,0,0,7,274,21,5,0,308,7,0,7,312,12,0,328,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,277,21,5,0,309,7,4,9,319,12,0,338,20,12,0,0,30,0,0,0,30,19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,303,36,5,4,340,7,4,9,352,35,0,390,32,4,0,0,37,0,0,0,37,0,0,37,5,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,9,0,0,43,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,43,0,0,0,43,3,0,45,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,35,0,3,0,43,3,0,0,45,3,0,54,6,0,0,0,8,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,3,4,56,0,0,5,59,11,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR715,3,0,0,0,6,0,0,0,6,0,0,3,0,0,0,4,4,0,0,0,4,0,0,4,88,7,0,5,105,4,4,5,110,20,0,132,0,0,0,0,5,20,0,20,20,4,0,24,0,0,0,0,0,0,4,3,3,6,0,8,0,0,0,0,5,21,4,22,25,5,0,30,91,6,0,5,106,21,3,24,131,29,0,162,7,9,0,9,25,14,0,14,39,90,5,130,0,0,0,0,0,0,0,0,0,0,0,3,97,21,0,10,132,36,3,37,168,118,5,298,4,0,0,0,4,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0
SOSR721,0,0,6,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,47,12,5,0,63,0,0,0,64,13,0,75,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,6,0,0,4,50,10,5,0,70,0,0,3,69,13,0,82,9,6,0,0,20,3,0,3,23,56,0,72,0,0,0,0,0,0,0,0,0,0,0,0,64,17,9,0,85,6,0,5,89,64,0,157,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR722,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,35,0,0,0,35,17,0,52,5,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,4,5,0,0,5,23,11,0,0,38,3,0,4,41,17,0,62,7,4,0,0,12,0,5,4,16,32,0,53,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,0,54,9,0,9,60,47,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR731,0,0,3,0,3,0,0,0,3,0,0,9,4,0,0,0,6,0,0,0,8,0,0,8,327,35,18,0,386,0,0,0,386,23,0,412,3,4,0,0,10,7,0,7,17,0,0,17,0,0,0,0,3,0,0,0,3,0,0,0,6,5,0,0,13,7,0,7,19,0,0,17,332,42,18,0,392,7,0,5,403,24,0,433,30,12,0,4,45,3,0,3,52,34,0,90,0,0,0,0,0,0,0,0,0,0,3,4,364,49,23,7,446,11,0,17,458,65,3,520,31,0,0,0,30,0,0,0,30,0,0,31,15,0,0,0,20,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,46,0,0,0,48,0,0,47,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,154,25,34,0,215,0,0,0,215,12,0,228,12,6,0,20,38,0,0,0,38,3,0,37,7020,761,180,43,8008,69,22,87,8099,400,8,8496,43,3,3,0,54,5,3,3,54,9,0,63,51,3,0,0,58,5,0,3,67,3,0,69,98,11,4,0,108,9,3,9,118,9,0,132,7114,770,183,43,8117,76,24,99,8215,410,8,8629,683,114,19,10,832,15,0,16,851,166,0,1019,7,3,0,4,18,0,0,0,18,0,3,24,7811,891,209,56,8965,92,25,120,9086,581,10,9672,1869,208,40,5,2118,26,6,30,2153,153,0,2300,894,136,12,3,1046,6,4,6,1055,50,3,1104,76,12,12,0,104,0,0,0,104,14,0,121,6,0,0,6,11,0,0,0,11,0,0,15,2847,348,67,15,3284,33,6,40,3321,215,3,3545,19,4,0,0,22,0,3,3,27,0,0,30,20,0,0,0,20,0,0,0
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,21,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,21,0,0,0,19,0,0,19,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,25,0,0,0,22,0,0,22,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,18,0,0,0,17,0,0,0,17,0,0,17,6,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,24,0,0,0,24,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
