SOSR_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
SOSR612,..,8,27,0,9,18,4,7,0,0,69,..,8,22,11,9,8,33,0,0,0,101,..,0,0,0,4,0,7,0,5,0,13,..,0,0,0,0,0,0,0,0,0,0,..,8,22,11,16,11,37,0,10,4,113,..,0,0,0,0,0,0,0,0,0,0,..,12,51,10,16,26,41,12,11,4,178,19,29,15,0,8,6,6,4,0,5,99,5,11,37,14,17,20,17,3,8,3,130,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,14,37,14,17,20,21,6,6,5,141,0,0,0,0,0,0,0,0,0,0,0,28,39,52,14,20,26,30,6,16,11,239,57,22,25,14,3,15,16,5,3,8,172,24,45,191,107,133,121,104,41,16,22,807,0,7,5,9,8,13,12,5,4,0,56,0,0,0,0,0,0,0,0,0,0,3,25,51
SOSR613,..,3,16,3,5,0,3,0,0,3,27,..,0,8,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,3,20,3,4,0,9,0,0,3,41,8,8,6,0,0,0,3,0,0,0,24,0,0,6,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,8,7,4,3,0,8,0,0,0,36,11,4,8,0,3,0,0,0,0,0,35,0,3,21,14,13,18,13,0,0,0,90,0,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
SOSR614,..,3,10,3,5,0,0,7,0,4,25,..,0,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,3,11,8,5,0,3,7,0,3,37,3,14,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,13,5,5,0,4,0,0,3,0,34,29,15,14,8,3,0,4,0,0,0,65,3,8,32,11,6,10,3,0,0,4,80,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8
SOSR615,..,17,51,15,15,7,15,10,0,11,134,..,6,13,5,11,20,13,5,3,7,84,..,0,0,0,0,0,7,3,3,0,17,..,0,0,0,0,0,0,0,0,0,0,..,6,13,5,11,23,22,7,3,7,97,..,0,0,0,0,0,0,0,0,0,0,..,17,64,20,33,30,33,13,3,13,230,31,71,28,0,0,6,9,0,0,6,143,4,22,15,15,17,12,16,5,0,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,15,15,17,12,17,6,0,3,114,0,0,0,0,0,0,0,0,0,4,4,30,87,45,19,21,15,19,4,0,9,261,70,40,63,23,16,15,28,13,4,5,272,20,48,222,79,100,80,69,19,12,15,673,0,4,5,0,4,7,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,5,22,51
SOSR621,..,4,17,10,4,0,3,4,5,6,47,..,3,8,5,3,5,6,3,0,3,29,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,8,6,3,5,6,3,0,4,35,..,0,0,0,0,0,0,0,0,0,0,..,8,24,18,9,7,5,8,5,8,81,12,28,6,0,3,0,0,0,0,0,48,0,3,7,3,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,8,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12,33,10,4,8,5,3,0,0,0,78,24,16,24,6,8,4,0,3,4,5,93,9,13,61,29,37,21,18,3,0,9,191,0,0,0,4,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,12
SOSR622,..,0,5,7,0,0,0,0,0,4,14,..,0,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,0,5,0,0,0,0,0,0,5,11,..,0,0,0,0,0,0,0,0,0,0,..,0,13,7,0,0,0,0,0,5,25,7,9,0,0,0,0,0,0,0,7,17,0,4,0,0,3,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,5,0,0,7,23,11,4,8,0,0,0,9,0,0,0,28,0,11,10,3,3,0,4,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SOSR631,..,43,83,27,17,27,31,12,10,9,251,..,3,21,4,7,16,7,7,0,8,74,..,0,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,5,..,7,21,4,10,18,14,5,0,8,84,..,0,0,0,0,0,0,0,0,0,0,..,51,103,33,27,44,37,18,10,16,337,50,137,30,6,9,7,9,6,0,14,264,10,30,36,5,16,15,17,11,3,4,143,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,30,36,5,16,15,19,17,3,4,155,0,0,0,0,0,0,0,0,0,0,0,58,164,59,17,17,20,28,20,5,19,415,142,76,101,18,18,29,37,25,0,10,454,23,52,190,76,85,78,99,49,4,11,672,0,0,3,4,3,8,19,17,0,4,63,0,0,0,0,0,0,0,0,0,0,6,26,53
SOSR679,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,..,115,343,89,80,84,103,36,20,36,896,..,108,494,162,207,176,243,70,12,32,1508,..,0,13,3,12,18,38,33,12,10,129,..,0,0,0,0,0,4,9,0,3,18,..,108,502,162,217,196,289,107,27,44,1650,..,0,0,0,0,0,0,0,0,0,9,..,218,851,250,295,283,385,141,46,79,2554,152,306,200,41,28,39,66,40,11,27,912,66,508,611,213,249,323,344,116,3,52,2497,4,7,3,3,3,11,11,7,0,4,53,0,0,0,0,0,0,0,0,0,0,5,73,517,618,222,255,333,356,120,4,56,2550,0,3,6,0,0,0,0,0,0,6,17,229,826,823,263,286,372,425,160,16,91,3482,459,320,577,125,106,123,153,60,21,54,1995,280,756,2327,959,929,818,650,215,36,112,7081,4,20,67,23,17,29,38,13,3,15,218,0,0,0,0,0,0,0,0,0,0,4,288,769
SOSR712,..,10,97,24,8,30,47,26,32,9,296,..,4,59,17,43,22,35,14,15,7,218,..,0,0,0,0,0,3,0,3,3,16,..,0,0,0,0,0,0,0,0,0,8,..,4,59,21,43,24,41,9,24,11,237,..,0,0,0,0,0,0,0,0,0,3,..,18,157,43,54,54,88,43,56,20,539,19,54,60,5,10,14,17,12,7,5,204,17,77,51,22,20,26,23,9,3,4,250,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,79,52,22,26,26,22,10,3,8,257,0,0,0,0,0,0,0,0,0,0,0,33,133,113,27,32,35,35,19,10,12,465,113,66,113,36,36,60,49,48,32,15,568,82,138,299,149,134,144,165,51,15,25,1200,0,0,11,5,5,0,17,0,3,0,47,5,0,0,0,0,0,0,0,0,0,3,84,138
SOSR714,..,0,12,0,0,3,6,0,0,5,27,..,0,10,0,0,7,0,3,0,3,28,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,7,0,3,0,3,28,..,0,0,0,0,0,0,0,0,0,0,..,0,21,8,5,10,5,4,0,4,60,0,4,4,0,0,0,3,0,0,4,18,0,6,25,11,3,19,6,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,11,3,19,6,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,4,7,30,11,9,19,9,4,0,6,97,25,7,12,4,4,5,3,0,0,3,71,8,36,95,44,35,24,21,8,0,9,277,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,8,36
SOSR715,..,4,5,3,3,10,0,4,0,6,37,..,0,8,3,0,8,6,8,0,0,34,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,8,3,0,7,8,8,0,6,32,..,0,0,0,0,0,0,0,0,0,0,..,3,16,9,5,16,5,8,0,11,69,11,4,0,0,0,3,0,0,0,0,16,0,0,5,8,0,0,4,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,4,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,11,11,8,8,3,6,3,6,3,0,53,25,11,28,9,9,4,8,6,0,3,102,14,19,50,16,11,25,35,8,0,4,180,0,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,14,20
SOSR721,..,3,6,0,0,0,0,5,0,0,17,..,0,0,9,4,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,9,4,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,3,4,9,4,3,0,5,0,0,29,8,0,4,0,0,6,4,0,0,0,23,0,0,6,3,0,3,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,4,0,10,3,0,5,44,16,11,17,4,7,11,3,0,4,6,89,4,15,40,9,12,13,12,10,0,4,122,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,15
SOSR722,..,0,3,3,0,0,4,0,0,0,13,..,0,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,9,3,0,7,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,5,0,0,0,20,9,3,5,8,5,0,3,8,0,0,42,0,3,13,11,3,6,9,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SOSR731,..,9,22,7,6,4,5,6,0,5,55,..,4,10,9,0,0,0,0,5,4,40,..,0,0,0,0,0,0,0,0,3,4,..,0,0,0,0,0,0,0,0,0,0,..,4,10,9,0,0,0,0,5,8,47,..,0,0,0,0,0,0,0,0,0,0,..,13,36,15,7,3,8,3,5,12,103,16,30,17,0,0,4,5,4,0,8,89,3,16,10,5,7,12,10,5,3,4,74,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,16,15,8,7,12,16,5,3,4,86,0,0,0,0,0,0,0,0,0,5,7,18,46,26,9,7,16,28,14,3,16,175,68,44,68,6,8,20,25,17,8,19,277,20,19,47,13,13,25,67,26,0,6,228,0,0,8,0,4,0,15,4,0,0,30,0,0,0,0,0,0,0,0,0,0,3,20,24
SOSR779,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,..,0,3,0,0,0,3,0,3,0,8,..,0,0,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,6,3,7,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,8,3,15,0,6,0,0,0,0,5,5,0,0,17,0,0,0,0,0,0,6,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,6,0,5,33,4,0,11,3,3,3,19,16,4,0,64,4,0,0,0,3,10,36,16,0,0,82,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0
SOSR802,..,372,1026,214,225,233,208,186,90,89,2644,..,375,1504,405,464,469,462,216,69,161,4128,..,0,20,8,18,37,92,62,44,34,308,..,0,3,0,6,0,9,7,5,4,41,..,378,1527,414,484,505,571,283,121,196,4482,..,0,0,0,0,0,0,0,0,9,13,..,750,2551,631,717,740,782,469,209,297,7136,1175,1316,706,91,123,94,145,82,39,76,3850,712,1712,1621,665,981,1046,921,422,62,127,8269,9,10,20,10,34,47,74,28,9,18,258,0,0,0,0,5,0,0,0,0,0,4,717,1725,1649,671,1017,1098,994,452,65,146,8536,0,4,0,0,0,0,0,0,0,26,40,1893,3046,2359,770,1137,1188,1143,544,104,248,12422,2329,833,1010,271,226,270,262,130,64,132,5520,1765,2902,6590,2241,2818,2620,1827,613,104,297,21786,25,100,264,81,142,158,148,47,12,51,1027,0,11,9,5,3,4,0,0,0,0,32,1794,3007
SOSR822,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR831,..,0,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,21,0,5,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SOSR879,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,..,0,0,0,0,0,0,0,5,0,4,..,0,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,5,0,5,5,6,3,0,0,0,0,0,0,0,12,0,5,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,3,0,0,0,23,5,0,0,0,0,4,0,0,0,0,13,0,0,9,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4
SOSR915,..,0,0,0,0,0,0,0,0,0,3,..,5,4,4,0,0,0,0,0,0,11,..,0,3,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,5,7,4,3,3,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,3,7,5,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,8,6,0,0,0,0,0,0,0,0,11,6,3,7,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3
SOSR921,..,0,0,0,6,0,0,3,0,7,13,..,0,5,3,0,0,0,0,0,3,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,5,3,0,0,0,0,0,3,16,..,0,0,0,0,0,0,0,0,0,0,..,0,0,9,9,0,0,3,0,6,28,0,0,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,6,19,0,0,4,0,0,0,0,0,0,3,17,0,0,8,0,0,0,0,4,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR922,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
