SOSR_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
SOSR613,48,318,253,4832,63,5522,0,16,11,955,9,997,47,0,0,15,0,73,4,4,0,6,0,15,201,50,29,153,0,433,604,299,237,4637,96,5870,52,0,17,0,0,69,19,4,7,19,0,42,52,23,12,236,4,316,9,9,0,11,0,26,10,4,0,3,0,23,32,0,0,6,0,44,102,55,33,1004,12,1197,27,21,10,62,0,117,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,8,3,0,3,0,15,13,3,3,0,0,25,21,18,10,13,0,66,15,7,6,9,0,39,3,0,0,0,0,5,3,0,0,0,0,5,139,69,58,891,14,1173,4,0,0,0,0,7,8,0,0,4,0,11,8,3,3,14,0,30,10,0,5,0,0,14,3,0,6,0,0,9,23,5,5,25,0,60,221,51,37,145,5,465,15,0,0,98,578,696,1404,560,431,9572,764,12723
SOSR614,48,474,324,6504,91,7447,3,30,13,1065,14,1118,38,0,0,25,0,65,14,3,0,11,0,35,104,41,25,55,0,223,815,446,324,6119,135,7840,42,6,24,0,0,72,27,6,0,27,0,65,120,46,27,429,0,628,12,6,0,25,0,50,9,9,0,12,0,27,16,7,10,9,0,43,163,76,51,1304,18,1609,35,17,12,103,5,166,5,0,0,0,0,7,0,9,0,3,0,9,0,4,0,0,0,5,7,0,6,10,0,22,19,5,0,10,0,33,39,18,13,13,0,81,26,11,7,32,0,79,10,7,0,6,0,21,0,0,0,0,0,0,232,115,83,1047,13,1487,10,0,0,5,0,15,18,3,3,0,0,28,17,3,9,13,0,30,0,0,0,0,0,3,7,0,0,0,0,5,42,11,4,18,0,76,277,90,60,213,8,649,16,11,7,147,868,1040,1724,821,575,12549,1092,16757
SOSR615,252,1823,1284,24665,386,28404,4,95,43,3514,33,3696,293,21,28,97,6,435,34,21,10,41,0,104,656,213,129,540,3,1550,4013,1735,1294,22318,453,29815,245,7,65,12,0,331,108,12,9,118,0,245,472,186,91,1447,28,2224,60,15,9,54,0,136,56,23,10,20,3,104,213,12,36,16,5,280,677,324,200,5097,71,6365,223,124,38,443,4,834,42,0,6,6,0,56,17,5,7,19,0,48,0,3,0,4,0,13,38,13,8,44,3,99,75,27,27,19,0,155,137,66,45,49,0,298,140,39,29,126,0,331,51,3,5,26,0,87,10,3,3,4,0,16,915,408,283,4272,40,5913,26,3,4,21,0,56,129,16,17,11,4,170,61,10,3,35,4,111,14,7,0,3,0,24,16,4,11,4,0,32,151,45,17,131,7,350,1730,311,214,678,22,2964,83,27,16,630,2939,3702,8767,3242,2279,46765,3828,64877
SOSR621,75,657,503,7779,133,9142,4,24,12,1157,23,1214,98,7,17,23,0,147,20,6,0,23,3,49,237,55,33,137,5,468,1488,649,474,7340,175,10128,83,0,15,3,0,95,56,9,8,24,0,99,193,65,45,506,11,815,14,8,4,21,5,42,35,4,0,5,0,50,55,7,5,8,0,68,261,116,86,1897,41,2395,86,30,13,133,3,262,20,0,0,0,0,18,3,0,0,3,0,10,6,0,0,0,0,6,10,0,0,3,3,23,18,9,4,10,0,45,52,24,20,13,0,103,47,23,7,39,0,126,23,0,6,14,0,38,0,0,0,3,0,3,391,154,111,1549,28,2235,6,0,0,0,0,8,66,11,11,0,0,86,24,7,0,9,0,40,9,0,0,3,0,19,10,0,0,0,0,8,86,15,17,75,0,182,628,125,101,277,16,1138,29,11,3,162,1120,1320,3206,1156,851,15277,1463,21957
SOSR622,31,253,185,3420,69,3952,4,13,5,442,4,465,26,4,4,11,0,40,5,3,0,3,0,13,85,20,17,37,0,159,681,252,151,3064,61,4222,18,0,10,3,0,30,25,4,0,20,0,48,111,34,17,231,3,392,3,0,3,0,0,19,11,3,0,5,0,16,9,3,0,4,0,19,131,39,41,770,6,995,29,21,4,54,0,102,3,0,8,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,5,6,0,0,12,12,4,3,4,0,25,18,5,0,15,0,37,17,9,0,11,0,30,17,0,0,0,0,20,0,0,0,0,0,0,161,57,40,635,17,909,0,0,0,0,0,0,20,0,0,0,0,21,9,0,0,4,0,8,4,0,0,0,0,4,5,0,4,0,0,6,29,4,0,22,0,59,215,52,45,126,9,443,13,0,4,87,540,641,1317,440,321,6480,678,9236
SOSR631,410,3147,2589,39548,556,46256,20,128,67,5033,105,5353,374,21,53,148,9,599,65,34,16,52,3,167,1105,366,289,785,15,2563,7529,3050,2374,35029,659,48648,264,6,106,35,3,408,253,43,21,181,3,498,1145,350,243,2527,44,4304,101,49,26,107,5,292,116,45,15,64,0,236,192,23,19,39,0,270,1365,606,393,8605,114,11083,403,214,57,650,19,1335,58,4,10,5,0,77,19,3,6,28,0,58,4,0,0,0,0,10,89,29,19,91,0,228,167,37,23,44,0,277,323,140,99,68,0,633,310,84,41,225,5,663,116,21,14,44,0,201,20,5,4,3,0,38,1765,763,543,7686,96,10846,19,13,0,7,0,46,199,30,45,8,0,283,119,14,12,51,0,199,30,3,4,7,0,45,66,5,14,0,0,77,337,59,51,230,5,681,2787,571,533,1311,60,5265,96,38,44,899,5883,6961,15380,5648,4414,74714,7208,107361
SOSR679,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,9,3,19
SOSR699,8,28,22,380,11,438,0,0,3,113,0,121,12,0,0,0,0,13,0,0,0,5,0,5,9,0,0,6,0,16,70,27,23,313,9,443,0,0,0,0,0,3,0,0,0,3,0,11,7,4,0,38,3,57,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,4,14,5,0,81,0,110,6,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,3,0,0,0,0,3,4,0,0,11,0,14,0,0,0,0,0,3,0,0,0,0,0,0,24,0,6,57,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,6,57,15,0,18,4,90,0,3,0,18,317,333,187,53,37,756,337,1377
SOSR703,1374,3650,3827,23865,228,32937,61,625,333,9883,277,11179,4443,193,323,717,42,5712,96,41,21,89,0,248,581,265,177,538,6,1565,7136,2882,2719,19223,278,32234,5750,123,557,211,21,6663,381,50,72,188,0,691,1104,389,347,2948,28,4822,1977,606,281,999,36,3899,135,33,18,48,0,236,3705,79,50,48,9,3895,1935,724,653,6835,51,10206,960,336,152,1419,18,2881,321,6,27,7,3,363,61,7,11,45,3,121,29,6,3,19,0,57,68,40,18,155,0,287,569,110,124,94,3,898,433,222,131,88,11,885,291,79,47,224,0,645,145,23,29,66,0,257,120,23,12,31,3,198,1715,692,620,5693,43,8761,64,14,3,19,0,97,350,63,39,31,3,482,484,33,29,85,9,634,526,23,20,23,4,595,1196,37,83,26,3,1345,240,59,63,253,0,622,16507,1163,1475,2930,163,22235,658,50,42,450,10783,11985,44898,7266,6974,51277,11795,122207
SOSR712,226,656,609,4828,35,6348,12,143,84,4793,65,5098,422,19,30,64,0,538,10,3,6,11,0,35,187,39,40,105,3,381,1645,621,511,3753,55,6584,621,13,61,11,0,711,99,9,17,38,0,156,396,78,76,710,5,1262,27,24,3,30,0,88,19,9,0,12,0,37,897,11,15,16,0,939,477,194,123,1455,21,2266,209,67,42,261,4,585,72,5,4,0,0,77,11,3,0,8,0,24,0,0,0,0,0,3,4,13,4,18,0,40,318,50,53,30,10,456,158,43,26,21,0,240,71,10,16,54,0,141,32,0,7,3,0,49,153,6,7,5,3,178,406,153,130,1152,16,1863,4,5,0,4,0,17,84,10,4,4,0,108,82,3,0,10,0,101,70,3,0,9,0,83,89,6,0,7,0,98,43,10,13,56,0,126,3000,243,221,400,34,3901,169,8,4,85,1460,1726,8068,1363,1171,12578,1677,24855
SOSR714,46,115,139,1304,29,1627,0,30,16,1512,68,1622,49,3,8,32,5,89,0,0,0,0,0,7,15,5,7,14,0,47,190,93,99,810,37,1219,210,0,27,12,3,252,9,0,0,0,0,10,39,26,20,145,0,222,10,0,0,7,0,22,4,4,0,3,0,12,113,0,0,3,0,122,59,33,19,316,6,426,17,9,0,50,0,77,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,11,23,5,3,5,0,38,21,5,3,3,0,35,9,3,0,5,0,11,0,0,0,4,0,7,10,3,0,0,0,16,56,24,20,268,5,375,0,0,0,0,0,0,12,0,0,0,0,14,13,0,0,0,0,17,20,0,0,0,0,26,16,0,0,0,0,21,3,5,0,3,0,15,550,27,37,137,8,765,27,6,3,55,739,827,1312,231,231,3339,869,5980
SOSR715,67,159,167,1378,28,1802,9,40,21,11783,147,11997,80,6,0,33,0,118,12,0,0,7,0,20,19,10,13,15,0,58,341,141,126,1114,22,1756,132,5,26,6,0,169,18,5,0,9,0,27,46,21,14,172,0,252,14,16,0,21,0,50,0,0,5,3,0,12,107,0,0,0,0,110,108,40,41,390,5,582,24,11,5,48,7,92,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,0,14,76,11,3,14,0,106,44,13,4,4,4,60,13,4,4,19,0,40,3,0,0,4,0,8,11,0,0,0,0,11,108,38,30,321,10,501,5,0,0,0,0,5,21,0,0,0,0,29,11,0,3,0,0,21,5,0,0,0,0,5,13,0,0,0,0,19,7,8,0,13,0,31,488,44,51,235,5,824,18,6,3,83,1262,1366,1415,329,303,14111,1458,17625
SOSR721,34,143,141,1243,24,1586,9,39,18,8187,85,8329,59,0,0,19,0,77,5,0,0,3,0,14,42,13,3,20,0,81,221,133,83,851,10,1301,68,3,19,3,0,96,15,0,3,7,0,26,38,14,13,115,0,185,0,0,0,21,0,19,4,3,0,5,0,12,35,3,0,4,0,48,63,23,25,301,0,419,34,13,0,27,0,75,10,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,0,7,0,6,0,12,36,5,7,5,0,53,27,5,8,4,0,39,11,4,0,5,0,14,8,0,0,0,0,9,5,0,0,0,0,3,86,29,20,220,0,356,7,0,0,0,0,8,16,3,4,0,0,26,8,0,0,5,0,15,11,0,0,0,0,10,8,0,0,0,0,8,8,5,4,7,0,20,314,49,42,133,3,538,22,4,0,49,685,764,976,293,227,10098,807,12403
SOSR722,18,91,78,714,14,919,0,17,10,8873,131,9031,26,0,7,32,0,65,3,0,0,0,0,4,18,5,3,11,0,44,187,75,74,582,20,941,37,0,3,0,0,40,14,0,0,7,0,23,36,10,12,89,0,149,5,3,0,5,0,12,5,4,0,5,0,10,9,0,0,0,0,11,53,7,15,248,5,330,14,5,0,17,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21,17,8,8,0,0,33,6,0,3,6,0,15,0,0,0,0,0,0,0,0,0,4,0,6,42,26,17,190,0,272,3,0,0,0,0,3,6,0,0,0,0,9,3,0,0,0,0,10,3,5,0,0,0,14,4,0,0,0,0,4,3,0,0,7,0,18,144,26,20,137,4,336,4,0,0,81,596,682,546,168,136,10144,768,11762
SOSR731,138,848,837,8216,131,10166,15,113,69,8661,140,8991,159,14,22,93,14,298,10,6,3,13,0,38,165,70,45,126,0,413,1556,717,653,6028,138,9091,214,3,60,27,4,301,65,13,0,27,3,116,255,91,81,918,9,1356,51,28,14,72,3,163,16,5,0,9,0,33,42,3,0,6,0,61,337,148,136,1828,32,2481,130,68,38,327,9,576,12,0,6,3,0,23,0,0,0,6,0,16,6,3,0,3,0,8,16,12,3,34,5,66,88,24,23,20,0,157,102,39,27,20,9,197,32,13,10,37,0,95,17,0,9,19,0,46,0,0,0,4,0,7,379,189,137,1590,22,2321,5,0,0,9,0,18,45,4,7,4,0,59,44,6,0,33,0,85,4,3,0,8,0,15,191,0,19,0,9,227,58,11,15,67,0,147,957,138,202,470,56,1826,65,6,14,207,4577,4878,4098,1509,1397,22119,5049,34172
SOSR779,0,0,3,16,0,24,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,9,3,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,12,0,0,0,0,21,27,24,8,4,34,24,99
SOSR799,16,40,51,518,10,636,0,8,9,675,133,822,17,0,4,0,0,29,0,0,0,10,0,8,26,6,7,6,0,47,199,51,49,361,12,674,3,0,4,0,0,7,34,6,0,4,0,39,45,4,0,52,0,101,11,4,0,6,0,18,7,0,0,0,0,8,13,3,0,0,0,16,54,13,8,129,5,209,42,7,4,14,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,14,4,4,5,0,27,4,0,4,0,0,13,0,3,0,0,0,4,6,0,0,0,0,11,40,15,14,102,3,168,0,0,0,0,0,0,6,0,0,0,0,3,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,19,128,8,16,41,5,200,8,0,0,42,1026,1080,561,99,94,1565,1185,3500
SOSR802,4903,18128,15272,103720,616,142643,130,512,304,7544,68,8560,22713,669,1360,1169,108,26015,3175,545,282,1573,33,5610,2819,1274,832,2823,24,7777,25838,15583,12252,90359,647,144684,6054,181,788,227,26,7282,1472,351,276,992,10,3107,4987,1830,1419,10690,81,19009,2547,631,342,1980,23,5524,931,279,193,593,5,2011,19314,396,347,277,26,20365,5848,3960,3035,39409,202,52455,5404,1865,977,6876,68,15187,3098,58,255,62,3,3480,815,263,109,426,0,1612,904,176,85,289,8,1458,628,263,206,850,14,1963,755,245,185,199,8,1388,1265,698,521,372,11,2865,2553,527,490,1433,17,5022,1210,166,189,422,13,1998,767,169,71,39,13,1053,6990,4241,3402,30451,163,45247,1493,246,136,295,12,2180,1374,244,234,123,6,1986,2115,265,215,487,27,3102,1908,141,153,126,8,2331,5301,152,330,141,26,5949,1178,473,312,1656,5,3629,57672,5473,5440,7158,315,76069,2261,171,130,1327,16704,20591,167292,33707,27751,205232,18682,452670
SOSR822,0,26,14,237,3,279,0,0,0,11,0,13,0,0,0,0,0,5,5,0,0,0,0,3,4,0,0,8,0,14,32,18,21,176,0,251,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,22,0,28,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,3,4,62,0,76,4,7,0,9,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,11,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,54,0,80,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,5,6,0,42,0,0,0,0,23,21,87,40,39,418,24,615
SOSR831,3,19,22,202,0,247,0,0,0,14,0,17,6,0,3,0,0,7,0,3,0,5,0,5,7,0,0,18,0,25,34,22,15,130,4,196,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,13,0,26,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,0,0,4,9,9,8,56,5,73,5,4,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,60,0,82,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,28,0,5,7,6,44,0,0,0,3,88,88,95,42,33,346,93,605
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,24,7,143,0,181,0,0,0,28,0,35,12,3,4,0,0,18,0,0,0,0,0,4,4,0,0,3,0,11,34,13,13,87,0,153,3,4,0,0,0,10,5,0,0,0,0,5,4,4,0,25,0,32,0,0,0,0,0,0,3,0,0,0,0,4,17,0,0,0,0,19,15,0,4,35,0,51,3,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,32,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,10,5,12,4,79,5,0,0,4,132,141,143,42,27,262,137,605
SOSR915,16,39,40,185,0,286,0,0,0,7,0,8,250,13,10,15,0,295,0,0,0,3,0,5,9,3,4,9,0,19,53,19,23,99,3,196,14,0,3,0,0,19,0,0,0,0,0,0,8,0,3,14,0,25,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,15,11,3,5,29,0,51,0,4,0,8,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,11,3,0,5,6,0,9,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,3,5,30,0,42,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,4,0,4,233,61,61,52,4,397,8,0,0,0,228,236,580,99,115,316,241,1355
SOSR921,18,66,46,356,5,483,0,0,0,14,0,14,13,0,0,0,0,8,4,0,0,0,0,4,15,0,4,5,0,25,174,44,35,203,13,465,32,0,0,0,4,36,5,4,4,0,0,15,13,6,3,20,0,43,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,8,34,11,3,57,0,111,12,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,22,5,3,0,0,34,65,15,19,0,0,101,4,5,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,4,54,9,8,82,4,150,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,129,106,102,311,17,667,5,0,0,11,173,191,455,176,156,755,203,1739
SOSR922,0,20,10,163,0,196,0,0,0,32,0,33,3,0,0,7,0,9,0,0,0,0,0,0,4,0,0,0,0,4,21,7,0,54,3,89,0,0,4,0,0,4,0,0,0,0,0,0,3,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,8,0,6,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,22,255,0,332,0,6,0,10,111,124,52,60,24,461,114,707
SOSR931,3,13,18,109,4,152,0,0,0,97,0,98,83,0,0,0,0,86,0,0,0,0,0,0,5,0,0,0,0,6,60,21,28,53,0,162,8,0,0,0,0,10,0,0,0,4,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,3,0,23,0,35,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,5,15,0,17,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,3,5,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,25,40,85,0,183,5,0,0,0,340,347,219,42,79,293,340,976
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
