SOSR_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SOSR579,0,0,0,3,0,0,8,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,8,0,0,0,0,20,13,12,6,7,3,5,0,0,48,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,18,46,27,15,5,0,0,113,0,7,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,0,11,0,4,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,4,3,4,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,22,51,75,48,21,3,0,0,228,38,97,145,92
SOSR599,52,43,46,17,0,0,269,23,56,35,29,49,17,0,0,209,6,34,14,4,6,0,0,0,62,11,27,20,16,12,7,0,0,91,5,0,0,0,5,0,0,0,5,3,0,0,0,0,0,0,0,10,167,265,278,228,156,95,21,9,1217,269,590,509,363,340,179,25,7,2290,10,29,17,12,15,9,0,0,80,3,10,9,7,4,6,0,0,39,20,122,98,82,90,71,19,0,508,6,41,40,28,21,23,0,0,165,9,17,17,8,10,11,0,0,67,18,74,58,24,37,31,6,0,238,12,29,25,22,25,16,0,0,135,36,116,86,61,67,40,5,0,413,33,77,60,38,63,26,6,0,297,16,40,18,9,8,4,0,0,95,20,40,39,24,29,11,0,0,167,5,0,0,0,5,0,0,0,5,15,9,5,9,11,0,0,0,39,338,666,815,753,496,247,70,22,3408,529,1270,1293,1073
SOSR603,2806,1850,1399,848,276,121,12538,635,2211,2050,1898,1583,1091,348,76,9884,183,669,490,378,292,210,100,29,2363,345,868,603,514,344,206,109,25,3016,32,13,0,12,9,14,7,0,97,63,183,188,173,115,84,45,14,860,603,960,681,542,592,713,748,477,5316,3870,14133,10558,8573,7511,5867,2882,1197,54581,342,1061,880,818,609,505,204,70,4495,362,2002,1068,483,280,131,25,0,4355,447,2308,1695,1713,1773,1562,988,326,10808,346,1200,962,867,831,575,353,103,5233,128,405,378,388,308,205,76,30,1911,789,2864,2083,1762,1824,1488,674,243,11735,193,1240,1440,1392,1626,1665,805,252,8619,1281,8222,4721,3203,2520,1692,651,212,22497,917,3310,2948,2790,2320,1769,592,128,14775,337,1137,870,658,490,354,169,57,4064,571,1513,1109,861,582,352,162,31,5184,52,45,10,16,15,22,14,3,174,110,376,350,320,229,178,94,25,1683,1239,2069,1483,1227,1209,1335,1282,735,10563,7117,27752,19996,16491
SOSR611,847,782,570,338,129,44,4043,276,728,671,689,584,378,93,16,3424,52,186,157,126,94,77,34,8,734,223,403,292,269,133,106,41,12,1478,12,9,8,0,3,3,3,3,45,10,54,47,42,23,23,14,3,230,300,351,240,251,265,318,338,191,2256,1615,4619,3787,3522,2934,2233,1160,443,20316,56,187,182,141,140,104,46,4,866,115,458,241,138,81,41,7,0,1086,274,1029,727,780,823,702,408,143,4889,187,562,382,347,315,204,133,43,2168,64,195,182,183,137,85,45,15,907,320,1216,912,834,794,562,272,94,5002,116,494,705,707,641,606,331,100,3702,407,2065,1433,1233,968,611,259,77,7060,361,1014,918,929,798,550,164,35,4765,109,343,280,230,162,132,62,19,1330,325,641,488,417,248,166,63,13,2361,17,13,6,0,3,3,8,3,68,29,121,118,98,80,57,38,11,556,676,825,552,541,553,558,607,302,4610,3063,9181,7136,6585
SOSR612,424,349,348,177,37,10,1973,163,456,403,441,411,223,43,4,2144,20,64,35,30,62,25,3,3,244,127,293,195,151,92,68,22,9,953,4,9,0,0,3,0,0,0,16,12,16,20,18,14,12,4,4,97,171,202,154,177,184,265,249,155,1557,854,2205,1847,1706,1674,1256,612,276,10419,16,76,50,48,43,38,24,9,302,26,142,103,59,46,26,9,0,408,149,541,455,511,564,459,264,65,3011,127,255,156,173,221,170,82,26,1202,25,79,76,73,76,42,13,7,386,142,451,348,347,333,287,135,33,2077,54,253,303,264,289,280,161,57,1665,230,780,642,564,510,296,92,16,3117,224,588,500,551,504,302,77,12,2761,27,96,66,50,84,40,10,3,383,174,414,280,242,165,101,44,11,1436,4,14,0,3,3,10,3,0,31,20,37,54,57,27,27,13,8,233,339,419,308,382,397,456,464,245,3011,1543,4130,3335,3328
SOSR613,106,121,136,66,28,12,594,45,103,111,109,122,73,11,0,579,3,11,7,8,9,10,3,0,58,27,60,46,38,33,20,5,0,229,0,0,0,0,0,0,0,5,5,0,0,4,9,4,7,0,0,26,56,39,45,49,58,85,83,26,435,238,481,487,526,561,424,235,76,3025,3,16,3,18,14,7,8,0,70,9,32,20,14,8,6,0,0,82,40,114,108,143,181,146,78,32,831,36,81,56,57,77,50,45,9,416,7,25,31,30,27,13,10,0,150,48,103,74,76,115,98,43,20,576,25,63,109,117,110,127,82,15,655,43,154,142,170,185,107,40,12,848,54,132,141,137,148,97,21,3,744,16,25,17,18,14,11,4,0,108,36,76,64,69,42,32,8,0,340,0,4,0,0,0,0,0,5,10,3,6,16,19,12,19,7,5,75,113,75,104,102,122,163,142,54,873,426,906,894,960
SOSR614,159,123,117,58,22,8,666,52,123,135,142,192,95,18,0,757,3,33,20,26,21,6,8,0,129,33,100,66,50,43,18,15,0,324,0,0,0,0,0,0,0,0,11,0,4,8,10,8,7,0,0,41,75,83,89,79,75,114,80,37,642,277,722,705,632,663,482,237,71,3786,3,32,31,26,23,18,9,0,144,4,20,24,16,16,10,0,0,97,49,189,185,162,204,171,92,14,1066,53,146,78,71,102,60,39,0,553,17,26,50,53,34,23,5,0,218,37,143,108,93,137,114,59,18,704,15,74,108,91,107,94,47,11,553,60,182,223,176,180,112,33,9,988,61,175,174,186,244,142,27,0,1008,15,52,38,39,32,28,12,0,214,45,142,88,82,71,42,18,0,489,0,0,0,0,4,0,5,0,17,4,12,19,22,21,9,5,0,101,159,164,178,170,202,217,150,60,1295,537,1359,1311,1187
SOSR615,587,502,483,324,105,29,2911,191,524,510,538,538,335,80,17,2736,25,85,81,61,79,70,26,10,444,170,358,263,219,140,110,38,6,1306,3,5,0,0,3,0,0,3,20,5,24,25,26,23,32,15,7,157,215,242,235,289,302,418,443,215,2356,1100,2871,2606,2482,2490,2118,1139,394,15200,13,94,123,123,96,86,44,11,590,45,163,139,71,69,49,6,0,545,207,715,646,670,876,791,429,82,4418,175,455,276,303,301,261,118,28,1924,74,184,170,173,138,92,36,9,881,158,570,460,462,558,541,244,60,3053,74,383,451,382,421,425,257,69,2459,281,1006,870,764,733,553,196,45,4443,247,688,640,675,700,469,127,30,3578,60,132,130,96,116,117,52,11,712,226,494,400,332,257,193,75,14,1987,7,4,0,0,5,0,0,5,26,18,60,55,64,62,66,31,15,374,452,499,508,568,613,811,766,362,4581,2049,5441,4867,4674
SOSR621,180,179,173,125,36,9,938,39,122,158,174,219,128,35,4,874,10,27,42,41,33,32,11,3,202,35,99,107,67,59,48,14,0,434,0,0,0,0,0,0,6,0,7,3,8,10,13,13,10,3,0,60,64,89,80,94,129,138,137,49,783,243,822,913,951,1045,814,390,103,5294,10,31,53,66,57,49,20,4,288,7,44,30,29,33,23,0,0,170,68,237,232,286,353,322,130,30,1653,32,132,121,135,146,105,65,10,743,27,71,86,82,51,45,22,3,394,31,136,162,200,239,187,76,23,1043,15,128,176,165,201,218,97,26,1022,59,285,271,275,290,224,70,18,1494,53,150,202,226,290,197,60,8,1194,13,48,67,55,51,58,25,5,319,47,148,159,122,118,77,20,0,702,0,0,0,0,0,3,6,0,14,10,23,29,28,31,19,10,3,145,183,180,168,210,278,303,245,74,1640,555,1608,1748,1884
SOSR622,70,91,87,44,21,0,383,17,69,61,90,102,77,16,0,427,4,13,21,12,15,17,3,0,94,15,37,32,25,17,18,7,3,162,0,0,3,0,0,0,0,0,6,3,6,0,6,12,8,0,0,30,34,34,38,49,72,69,53,35,391,118,309,343,390,514,402,152,58,2284,0,12,16,23,22,20,10,0,106,0,12,15,12,7,10,0,0,58,17,85,104,130,181,166,75,8,758,26,46,33,36,74,54,16,0,284,5,38,40,32,34,27,12,0,179,12,45,64,62,115,97,39,9,452,11,33,44,50,96,107,36,8,388,26,71,101,138,142,84,33,7,601,22,84,78,110,127,109,22,3,551,14,22,28,24,27,42,7,0,159,22,47,49,49,38,23,5,7,238,0,0,3,0,0,0,0,0,7,3,11,5,13,16,24,6,0,84,81,77,66,106,134,160,113,67,805,237,574,653,778
SOSR631,1082,990,978,477,104,15,4682,225,640,843,971,1037,569,87,14,4379,49,154,199,207,224,152,37,8,1031,177,405,385,365,270,145,38,0,1783,8,8,3,3,0,5,0,0,33,11,28,75,71,91,46,17,0,342,418,416,479,555,669,607,339,101,3588,1499,3875,4972,5235,5731,3635,1175,220,26352,43,205,326,326,364,255,93,10,1613,43,145,168,143,162,69,17,0,750,375,1150,1423,1765,2035,1479,534,97,8853,221,673,591,662,798,533,180,25,3682,223,543,709,729,628,335,99,13,3296,208,701,868,1065,1447,957,299,52,5596,71,409,747,821,1016,980,362,39,4456,306,1173,1479,1497,1495,893,204,27,7074,296,819,1076,1270,1357,906,180,24,5924,96,245,313,308,363,278,85,7,1697,233,547,567,565,469,250,65,6,2690,12,9,3,10,10,13,0,0,47,31,72,138,166,176,121,42,5,742,925,883,1024,1240,1491,1399,721,199,7889,3081,7568,9425,10560
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3
SOSR699,12,3,8,0,0,0,39,3,8,4,10,12,9,0,0,44,3,6,0,3,3,0,0,0,15,3,8,3,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,9,21,11,18,19,19,25,7,4,130,39,68,68,56,63,47,8,4,347,0,0,5,0,0,0,0,0,10,5,0,3,3,4,5,0,0,19,6,17,8,12,21,7,6,0,73,0,3,3,0,8,0,0,0,26,0,0,3,7,5,0,0,0,18,3,15,11,7,12,0,0,0,45,0,3,8,12,9,6,0,0,28,3,12,15,9,10,3,0,0,53,9,13,12,17,12,13,0,0,59,4,6,5,5,6,0,0,0,32,7,9,6,3,6,0,0,0,39,3,0,0,0,0,0,0,0,3,0,9,0,3,9,0,0,0,16,41,52,53,46,53,77,8,3,342,70,148,130,130
SOSR703,1993,1351,861,346,85,18,7651,360,1415,1304,970,711,342,81,7,5180,79,314,250,143,83,52,11,5,934,226,596,454,281,151,69,16,6,1792,12,9,13,9,3,0,0,0,41,26,125,104,88,52,28,12,0,433,695,1212,946,716,557,360,206,90,4791,2701,9879,8087,5539,3862,2017,712,173,32967,98,403,431,300,206,137,32,5,1620,264,777,594,280,141,65,4,0,2127,700,2317,1922,1612,1288,766,297,58,8957,178,642,564,426,372,218,90,18,2505,113,282,320,260,165,87,19,6,1244,473,2523,1805,1127,847,428,160,37,7393,199,1062,1129,945,804,541,217,25,4916,823,4272,3235,2227,1406,645,164,21,12806,608,2152,2038,1525,1083,584,154,23,8166,134,466,399,247,152,87,25,3,1516,389,1001,820,498,260,135,32,6,3141,16,19,18,17,5,3,4,0,82,62,266,257,221,135,74,24,0,1038,1556,2595,2029,1651,1247,799,398,157,10431,5610,18774,15566,11336
SOSR712,285,267,155,64,10,5,1202,58,334,317,204,172,59,18,0,1156,16,80,43,38,27,18,5,0,223,75,109,80,51,31,12,6,0,370,0,0,0,0,6,0,0,0,11,8,30,22,14,15,7,0,0,97,108,238,182,151,136,82,42,21,958,445,1966,1530,1195,949,455,143,52,6733,10,61,80,48,34,20,12,0,261,16,88,76,32,21,5,0,0,241,64,360,311,240,245,131,46,4,1393,26,139,127,100,83,36,14,5,525,16,60,51,48,43,8,9,0,233,93,683,490,296,267,131,28,14,2012,29,205,201,222,208,124,47,3,1046,85,577,462,395,259,124,16,5,1921,85,523,514,378,272,111,26,3,1915,30,120,97,58,59,23,3,0,397,115,205,161,95,66,25,5,0,678,0,0,0,4,12,5,0,0,21,13,52,55,32,34,15,4,0,201,230,481,369,296,266,163,63,36,1903,825,3562,2993,2235
SOSR714,59,38,35,8,0,0,263,27,84,53,42,22,13,3,0,239,0,8,0,0,0,0,0,0,17,10,18,17,7,8,4,0,0,64,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,71,108,76,74,45,27,7,4,413,170,499,319,257,186,85,17,5,1539,0,13,17,4,9,3,0,0,44,0,25,19,0,0,5,0,0,51,39,107,58,47,42,28,6,4,334,5,37,33,20,16,4,5,0,114,17,23,13,11,6,0,0,0,80,24,108,62,49,46,11,3,0,305,9,65,49,44,45,22,9,0,250,30,161,90,67,46,15,0,0,420,37,119,88,55,38,25,3,0,367,4,19,4,0,3,9,0,0,44,15,28,38,20,13,4,0,0,117,6,0,0,0,0,0,0,0,6,3,7,15,3,5,0,0,0,28,153,219,165,136,111,69,20,3,894,358,938,648,463
SOSR715,91,82,43,7,0,0,329,21,104,92,84,54,17,3,0,380,0,23,13,10,3,0,0,0,53,12,40,32,21,8,3,0,0,106,0,0,0,0,0,0,0,0,3,4,10,3,0,0,0,0,0,21,189,247,176,150,94,46,11,4,909,306,738,622,525,353,114,19,3,2677,3,8,7,13,10,6,0,0,44,3,12,3,4,0,0,0,0,31,39,130,114,108,86,35,3,0,527,12,72,75,53,39,15,0,0,260,24,34,44,25,16,3,0,0,142,18,137,151,110,90,18,4,0,529,29,109,124,109,106,33,3,0,525,28,129,154,116,62,23,4,0,509,35,155,132,122,86,32,6,0,578,3,31,23,12,11,0,0,0,85,18,48,44,30,17,9,0,0,170,3,0,0,0,0,0,0,0,8,8,21,16,14,8,3,0,0,63,401,473,352,301,217,94,17,3,1854,631,1364,1247,1014
SOSR721,82,62,41,14,0,0,314,14,75,60,53,50,17,0,0,286,9,13,6,13,8,0,0,0,44,30,36,20,18,4,0,0,0,113,0,0,0,6,0,0,0,0,3,0,7,7,0,0,0,0,0,13,112,121,105,79,89,44,6,0,554,228,484,420,357,315,119,12,0,1939,4,10,12,12,13,4,5,0,49,0,5,5,4,3,0,0,0,24,32,75,98,108,89,48,6,0,456,21,45,48,28,29,12,0,0,183,19,48,42,28,14,8,0,0,152,17,58,59,50,66,20,0,0,268,17,86,82,82,75,36,3,0,380,33,129,120,97,77,15,5,0,478,22,117,102,83,70,32,9,0,425,11,28,12,14,8,4,0,0,77,48,80,39,25,16,0,0,0,214,0,0,0,6,0,0,0,0,10,10,12,15,8,6,3,0,0,49,220,259,217,167,171,78,14,0,1137,452,949,858,716
SOSR722,38,43,31,12,4,0,187,15,59,43,50,34,10,0,0,213,4,8,4,6,7,0,4,0,34,5,7,16,17,8,7,0,0,63,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,0,0,14,139,122,95,93,84,52,17,0,604,196,338,286,311,295,136,29,0,1604,0,4,6,5,4,3,0,0,27,3,7,3,0,7,0,0,0,17,10,61,60,57,66,38,15,0,295,13,23,27,26,22,11,5,4,134,23,33,40,35,31,7,6,0,168,4,32,33,44,67,26,0,0,209,14,63,60,70,75,40,9,0,329,14,56,48,66,45,21,0,0,255,15,83,65,77,53,26,0,0,326,4,11,8,9,14,0,6,0,53,4,18,22,22,13,9,0,0,93,0,0,0,3,0,0,0,0,5,3,4,11,10,3,5,0,0,34,260,255,172,167,159,101,28,9,1149,370,654,560,595
SOSR731,306,318,222,79,16,0,1305,57,181,192,212,164,65,11,0,889,8,33,32,30,27,11,11,0,141,53,110,87,79,50,10,6,0,395,0,6,0,0,0,0,0,0,12,0,12,18,20,12,6,0,0,74,340,368,361,355,306,196,61,14,2002,763,1449,1513,1537,1191,596,146,14,7210,5,48,44,63,43,27,4,0,238,14,21,25,29,29,3,0,0,121,215,563,528,637,512,300,84,11,2847,78,181,165,174,167,87,28,3,881,164,167,181,178,114,57,16,0,867,68,225,204,209,207,132,36,3,1086,29,144,198,244,201,130,30,0,983,151,328,401,443,304,142,30,0,1801,84,244,267,283,234,98,31,0,1237,8,52,43,36,36,20,13,0,202,78,149,131,136,99,32,15,0,627,3,7,8,0,0,0,0,0,14,8,32,38,55,30,15,6,0,190,807,872,798,875,735,456,168,28,4738,1716,3026,3029,3356
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,7,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,6,7,0,0,0,26,9,19,16,10
SOSR799,26,17,24,7,0,0,113,6,35,21,13,20,8,0,0,103,3,16,3,0,3,5,0,0,25,0,8,3,7,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,75,147,117,155,127,39,6,0,662,101,307,214,229,210,76,9,0,1144,6,13,8,3,5,7,0,0,35,0,0,8,4,4,0,0,0,19,4,41,29,17,33,39,10,0,171,0,19,15,8,15,8,0,0,70,3,11,6,7,5,0,0,0,30,8,49,20,14,28,9,0,0,123,0,11,13,17,18,13,4,0,78,9,47,46,25,33,19,0,0,179,6,43,29,19,20,16,0,0,141,0,21,6,10,3,8,0,0,43,0,7,8,11,14,5,0,0,43,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,19,149,269,265,327,266,101,22,0,1396,183,547,451,471
SOSR802,7712,5953,4047,2409,882,264,30416,2476,7985,7342,5475,4125,2877,1145,249,31673,652,1920,1726,1135,654,377,167,60,6694,825,1393,1132,842,464,281,146,45,5119,33,22,16,17,19,20,10,6,141,157,486,602,457,345,214,125,53,2438,1645,2083,1535,1158,882,957,814,561,9625,10548,33618,30822,23076,17073,12215,5781,1995,135122,1062,3388,2965,2566,2122,1721,851,232,14904,1608,5711,5854,3437,2279,919,156,11,19976,937,5079,4668,3794,3276,2581,1377,526,22240,892,2740,2077,1677,1289,892,553,173,10287,258,948,903,864,637,398,210,62,4281,1532,6239,4899,3529,3035,2201,1107,405,22939,653,3397,3696,3125,2743,2743,1577,397,18325,2729,13194,13335,10374,7062,4292,1610,430,53024,3884,12885,11772,9223,6973,5394,2361,553,53038,1153,3217,2918,1855,1076,653,268,78,11224,1218,2484,2052,1501,827,442,235,60,8819,75,48,25,28,24,34,15,7,254,312,948,1114,876,640,455,273,118,4740,3440,4579,3482,2539,1964,1775,1456,886,20119,19760,64847,59754,45396
SOSR822,14,8,10,3,0,0,38,3,3,9,10,4,4,0,0,34,0,0,0,0,0,0,0,0,9,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,15,12,21,43,42,34,18,6,0,172,0,3,0,0,3,0,0,0,12,0,4,7,0,4,0,0,0,10,0,0,7,6,8,0,5,0,31,0,4,5,8,5,7,0,0,25,0,0,0,8,0,3,0,0,10,0,0,6,12,4,6,4,0,31,0,6,4,3,9,11,0,0,31,3,5,21,11,10,7,4,0,63,3,11,18,18,12,8,0,0,64,0,0,4,8,0,0,0,0,11,0,3,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,9,5,0,0,27,15,37,80,84
SOSR831,9,7,6,3,0,0,26,4,5,8,3,8,0,0,0,29,0,5,0,6,0,0,0,0,13,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,11,0,9,3,0,0,0,37,24,48,27,32,24,15,0,0,170,6,8,0,4,0,7,0,0,20,0,0,0,0,0,0,0,0,3,0,4,5,9,7,3,0,0,30,5,15,5,10,8,4,0,0,35,4,6,3,0,0,0,0,0,15,5,13,0,8,0,4,3,0,31,0,5,6,4,0,0,0,0,19,6,8,7,6,12,3,0,0,43,8,11,12,4,6,5,0,0,58,3,5,0,6,0,0,0,0,13,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,27,17,6,16,13,7,0,0,86,59,100,52,59
