SOSR_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOSR514,445,386,1155,1627,1505,1055,280,26,0,6478,244,90,366,349,298,633,1268,713,284,4237,58,54,119,149,134,113,98,106,65,885,744,533,1637,2123,1933,1797,1645,849,346,11600,190,487,1358,1721,1694,1093,228,16,0,6782,548,269,751,1072,972,807,351,52,0,4817,45,29,152,186,150,163,56,5,0,792,26,22,50,53,41,19,8,3,0,221,805,807,2308,3036,2856,2080,641,74,5,12611,44,36,103,73,66,56,8,0,0,385,59,22,29,43,43,41,14,0,0,254,105,60,132,113,106,101,21,0,0,637,905,867,2443,3146,2963,2181,657,77,5,13248,581,163,492,492,471,1040,2434,1360,459,7496,139,117,288,327,332,250,209,189,99,1946,1625,1148,3227,3973,3760,3470,3298,1624,567,22690
SOSR515,1248,1498,4210,4401,4301,3511,897,98,6,20171,932,407,1273,1033,955,1881,3601,2145,866,13098,259,286,686,661,581,468,400,292,197,3842,2441,2191,6169,6095,5835,5868,4901,2538,1077,37107,707,1989,5537,5518,5712,4315,952,90,0,24825,1386,769,2102,2414,2250,2294,971,165,12,12366,96,145,581,476,452,522,169,16,0,2466,81,100,193,186,148,120,40,29,7,906,2276,3003,8421,8599,8561,7250,2135,302,16,40565,99,167,249,189,239,195,27,3,0,1157,188,65,109,139,99,134,39,5,5,776,289,229,359,324,338,327,59,7,5,1938,2570,3234,8775,8921,8904,7582,2199,309,18,42501,1955,676,1698,1532,1602,3135,6778,4219,1488,23072,576,578,1449,1397,1334,1091,857,551,326,8168,5095,4481,11923,11851,11838,11810,9832,5083,1831,73743
SOSR521,410,469,1356,1504,1679,1519,408,59,3,7400,446,266,648,566,540,929,1632,966,360,6356,93,110,265,266,257,260,205,149,69,1674,953,847,2271,2332,2473,2706,2245,1169,436,15431,261,629,1740,1820,2103,1892,475,39,3,8965,386,265,682,851,880,990,416,79,3,4555,44,46,187,143,190,248,88,6,4,961,44,42,90,76,81,76,22,13,5,442,727,991,2698,2886,3253,3205,998,146,17,14926,50,72,121,106,109,101,20,0,0,569,51,30,48,46,56,49,24,4,0,307,106,94,168,154,158,148,41,4,0,875,834,1086,2865,3042,3416,3355,1038,148,17,15802,909,435,932,884,944,1594,3200,1896,625,11415,182,223,544,552,629,613,427,306,112,3587,1926,1740,4346,4477,4984,5562,4668,2347,754,30808
SOSR522,198,309,740,763,801,814,238,32,4,3885,328,246,443,344,345,552,866,522,151,3790,48,59,121,118,116,155,121,88,45,880,577,612,1292,1218,1262,1517,1225,648,201,8560,125,337,935,866,1060,997,269,37,0,4635,168,182,372,441,416,511,250,45,0,2399,6,21,83,79,101,120,48,15,0,477,10,26,52,32,31,43,13,0,9,216,320,561,1446,1426,1605,1669,583,95,5,7723,32,61,83,83,71,60,9,0,0,400,34,20,53,54,31,38,11,0,0,241,66,81,139,136,108,92,20,0,0,644,386,649,1585,1557,1713,1768,606,97,7,8369,712,411,714,597,611,954,1760,1069,290,7112,115,110,262,271,288,336,289,171,80,1924,1206,1168,2556,2419,2606,3061,2656,1336,375,17404
SOSR531,2245,2240,4933,6880,8890,8114,2583,433,27,36343,1601,477,1528,1526,1775,3556,5614,2773,705,19560,342,366,845,908,1016,993,723,362,76,5627,4187,3081,7309,9310,11683,12660,8919,3563,805,61530,1387,3313,7520,9249,12429,10784,3212,568,55,48517,2491,1446,2597,4255,4983,5523,2879,671,74,24913,192,233,740,747,976,1197,450,68,5,4595,148,151,264,294,336,290,165,97,21,1763,4212,5141,11122,14540,18726,17795,6706,1400,147,79789,145,175,268,275,312,308,54,0,0,1533,320,101,119,141,162,193,74,4,0,1119,469,280,388,412,471,502,129,8,0,2649,4679,5420,11505,14951,19195,18296,6830,1407,153,82437,3488,1192,3180,3119,3289,6201,11429,5862,1330,39083,760,1113,2685,2736,2932,2634,1706,800,164,15541,8927,7726,17368,20805,25420,27127,19970,8074,1649,137066
SOSR579,0,5,8,9,5,0,0,0,0,29,0,0,0,0,0,0,5,0,0,9,0,5,3,3,8,0,0,0,0,19,3,11,14,11,9,3,4,0,0,61,0,20,62,85,56,25,3,0,0,243,0,0,0,3,5,0,0,0,0,18,0,0,4,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,5,17,62,95,59,33,5,0,0,277,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,17,62,96,59,34,5,0,0,277,0,0,0,0,4,3,7,0,0,18,3,15,46,73,50,21,3,0,0,220,6,31,116,170,109,62,18,0,0,516
SOSR599,43,111,281,177,122,123,23,0,0,875,44,47,155,157,127,200,207,27,5,967,57,104,259,276,224,154,93,16,12,1193,147,256,692,613,468,477,316,38,16,3030,16,90,328,188,158,117,16,0,0,915,33,73,118,102,56,75,26,0,0,484,0,17,45,60,28,25,6,0,0,181,3,4,11,4,5,0,0,0,0,33,53,185,501,355,248,216,45,0,0,1614,13,31,69,68,57,33,5,0,0,274,13,18,24,28,21,16,3,0,0,117,24,48,92,89,75,48,7,0,0,392,72,235,596,442,332,265,57,3,0,2000,89,93,265,290,249,396,465,89,10,1955,98,230,647,802,737,481,235,67,18,3326,261,562,1512,1543,1313,1144,758,155,30,7285
SOSR603,2764,4704,13498,10433,9593,7442,1814,164,15,50424,2163,1208,2686,2074,1980,4217,8661,6091,2776,31861,196,260,717,494,389,386,469,430,292,3633,5121,6173,16898,12997,11958,12048,10946,6683,3084,85913,635,3583,14667,11959,11768,7921,1315,85,3,51942,3273,4243,9651,6966,5471,5249,2322,319,15,37508,204,304,1102,790,648,698,231,36,4,4015,71,170,521,224,178,119,53,16,7,1357,4176,8301,25942,19936,18066,13991,3925,449,32,94821,245,598,1286,579,365,284,38,0,0,3405,872,626,853,359,264,221,75,0,0,3269,1117,1225,2139,942,625,508,114,4,0,6673,5296,9527,28084,20878,18690,14501,4039,459,32,101497,4788,2384,4489,3441,3486,7407,15409,10744,4417,56557,401,513,1464,1001,838,799,865,757,432,7073,10486,12423,34039,25323,23007,22706,20305,11961,4881,165131
SOSR611,1385,1962,4625,3853,4078,3134,742,41,6,19826,842,505,1153,993,979,1657,3600,2696,1271,13694,76,162,275,177,159,173,208,206,134,1561,2302,2625,6050,5027,5211,4964,4552,2943,1412,35084,377,1826,5424,4520,4754,3427,569,31,5,20932,1590,1575,3249,2645,2469,2206,912,109,9,14767,127,126,403,238,255,330,89,9,0,1584,43,83,174,77,67,50,17,5,5,524,2129,3608,9250,7486,7556,6012,1593,155,20,37810,110,278,419,224,189,127,21,0,0,1371,300,219,246,122,123,122,23,5,0,1157,413,492,666,346,315,253,45,5,0,2531,2544,4102,9912,7832,7870,6260,1639,159,20,40342,1909,948,1790,1543,1642,2809,6339,4792,1978,23751,188,349,625,393,358,360,380,348,208,3210,4638,5399,12328,9767,9868,9428,8358,5299,2208,67303
SOSR612,710,991,2195,1961,2073,1732,330,27,3,10023,472,272,659,568,689,1263,2380,1565,698,8562,58,54,147,116,103,124,138,155,80,979,1241,1318,3007,2639,2866,3119,2846,1743,785,19567,241,1012,2529,2163,2418,1822,280,10,0,10485,886,697,1437,1234,1201,1254,426,56,4,7189,37,61,240,148,165,196,41,9,5,901,31,36,77,44,55,37,21,9,3,317,1188,1810,4289,3587,3843,3313,771,85,10,18895,76,130,193,143,141,86,13,0,0,789,124,63,103,87,88,72,11,0,0,550,206,197,297,232,229,156,23,0,0,1338,1392,2008,4586,3822,4065,3474,791,89,10,20231,1012,461,997,892,1196,2086,4231,2937,1102,14923,119,111,295,232,240,247,261,267,139,1920,2524,2582,5878,4941,5504,5814,5288,3287,1254,37076
SOSR613,206,253,491,493,624,561,101,14,0,2741,132,62,136,136,161,425,818,612,258,2738,12,26,23,36,30,42,52,47,19,287,351,332,651,663,820,1027,973,672,278,5771,77,242,533,555,674,533,81,4,0,2701,241,174,337,327,377,439,129,21,0,2042,8,23,52,40,47,86,18,0,0,273,9,16,21,16,15,13,9,9,0,100,339,449,940,931,1110,1073,238,30,4,5122,17,24,41,26,33,19,0,0,0,162,30,19,17,16,17,17,4,4,0,131,49,44,58,45,53,39,5,4,0,297,388,495,1002,978,1163,1110,246,33,4,5415,282,103,207,210,279,706,1481,1097,421,4789,38,38,53,79,75,83,92,87,44,594,713,643,1259,1264,1514,1898,1817,1218,471,10800
SOSR614,237,324,723,740,742,656,144,10,0,3576,163,55,235,202,257,515,922,615,198,3166,33,25,60,52,63,46,77,51,27,433,437,406,1016,991,1061,1216,1142,683,222,7173,91,349,882,791,834,749,131,0,0,3828,258,231,445,515,452,498,165,23,0,2577,14,21,86,76,62,85,36,8,0,381,6,17,32,32,13,21,7,0,0,129,375,609,1449,1410,1352,1345,335,28,0,6913,28,45,57,54,37,37,3,0,0,261,46,19,32,22,23,40,7,0,0,187,69,67,81,73,59,77,8,0,0,442,448,681,1533,1478,1417,1424,351,30,0,7360,379,121,308,312,440,905,1713,1087,324,5570,65,58,119,117,115,105,144,88,42,855,890,854,1954,1907,1967,2430,2200,1205,366,13783
SOSR615,841,1254,2947,2720,3033,2598,613,61,5,14074,609,268,808,722,808,1834,3875,2633,1023,12583,78,63,172,158,189,216,255,271,154,1546,1527,1591,3927,3599,4031,4646,4744,2967,1180,28202,355,1360,3584,3137,3435,2679,462,34,3,15050,973,806,1760,1818,1795,1971,743,106,4,9978,60,81,371,238,250,303,93,11,0,1405,49,58,121,58,91,64,25,11,5,480,1442,2313,5827,5249,5569,5013,1331,158,13,26908,96,176,198,146,178,148,16,0,0,956,167,74,113,87,89,120,28,0,0,677,259,252,309,235,264,270,38,0,3,1638,1698,2561,6140,5484,5833,5287,1367,162,19,28547,1407,473,1120,1044,1377,3138,7232,4805,1663,22260,162,135,352,357,372,418,517,453,265,3030,3270,3169,7612,6894,7584,8836,9113,5420,1944,53837
SOSR621,273,315,878,937,1109,1009,251,28,0,4796,185,83,209,215,245,717,1283,735,244,3914,22,22,68,64,75,89,89,89,26,549,479,420,1150,1216,1430,1818,1625,857,270,9263,108,371,1020,1082,1234,996,218,20,0,5044,306,237,591,668,728,813,327,60,0,3722,26,32,126,86,101,142,53,7,0,563,17,18,34,34,40,40,8,5,0,192,454,650,1765,1866,2098,1987,604,86,0,9520,25,37,45,45,54,58,10,0,0,271,36,13,33,32,27,41,19,0,0,208,61,54,77,74,86,97,30,0,0,478,508,703,1843,1946,2189,2083,633,88,0,9995,451,146,300,318,456,1259,2456,1482,426,7296,57,67,138,122,154,195,205,161,48,1147,1022,916,2286,2385,2800,3538,3294,1735,478,18445
SOSR622,103,111,305,335,433,500,119,10,0,1918,96,32,93,100,142,298,586,309,93,1752,8,15,21,27,27,53,48,38,33,275,214,160,418,458,602,857,757,357,134,3945,47,130,350,403,499,441,100,11,0,1977,117,82,183,225,288,428,146,17,8,1484,10,9,39,27,34,58,21,4,0,199,3,11,21,11,22,14,10,3,0,98,176,228,594,661,844,942,271,29,6,3760,7,16,20,12,26,23,3,0,0,111,18,13,18,10,13,27,7,0,0,105,21,30,41,27,41,46,13,4,0,216,201,257,632,688,883,992,280,32,11,3975,192,63,133,163,248,575,1225,626,160,3384,19,28,44,47,66,100,121,85,60,567,418,347,810,897,1192,1662,1622,744,232,7925
SOSR631,1491,1639,3782,4979,5974,5403,1290,187,10,24764,1185,366,961,1015,1439,3309,4998,2094,496,15865,146,131,343,372,396,514,403,223,63,2593,2821,2146,5084,6364,7815,9227,6690,2497,571,43220,797,1948,4626,5769,7105,5871,1390,204,13,27731,1703,1123,2477,3368,3944,4458,1764,317,33,19193,133,127,463,441,555,714,194,35,10,2667,65,104,158,192,219,191,81,34,12,1060,2695,3310,7720,9770,11818,11234,3434,599,65,50648,129,208,269,161,238,263,30,3,0,1301,269,110,119,124,136,213,42,0,0,1009,391,316,382,290,371,473,74,0,0,2304,3091,3626,8103,10062,12191,11709,3508,601,65,52957,2608,668,1440,1543,2488,6058,10377,4690,976,30840,322,259,718,766,877,1108,937,457,132,5582,6019,4564,10269,12366,15552,18867,14821,5751,1169,89376
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,0,0,19
SOSR699,20,20,49,44,29,30,5,0,0,194,24,22,29,37,31,49,36,10,0,244,10,7,11,24,17,22,26,5,0,122,48,53,92,97,78,98,72,13,4,561,3,17,43,35,30,15,3,0,0,149,7,21,22,29,29,16,4,0,0,126,3,3,11,5,0,10,0,0,0,26,0,0,0,0,3,0,0,0,0,10,12,33,79,69,63,42,9,0,0,309,12,21,17,12,22,4,0,4,0,94,9,7,12,9,3,12,0,0,0,46,18,27,32,17,25,14,0,4,0,139,31,58,109,85,90,54,13,4,0,445,42,43,64,65,75,93,77,22,3,485,19,16,49,54,41,50,71,11,0,314,95,119,228,198,203,199,163,31,3,1248
SOSR703,1741,2925,9595,7924,6056,4010,1002,94,0,33348,1219,515,1604,1285,952,1485,2518,1317,350,11242,250,337,1040,787,587,442,275,150,63,3934,3204,3779,12239,9996,7592,5936,3797,1566,414,48524,674,3671,12818,11190,9178,5868,1290,86,12,44780,2069,1895,4328,3277,2159,1662,818,110,6,16323,114,207,939,687,479,467,143,12,0,3052,78,155,392,228,167,125,34,9,7,1183,2939,5931,18475,15382,11984,8119,2280,213,20,65347,169,242,451,305,241,216,45,6,0,1655,348,149,247,150,107,91,37,9,0,1141,512,387,699,451,340,308,79,9,0,2797,3451,6322,19173,15829,12326,8431,2365,222,17,68141,2591,1116,2621,2127,1747,2623,4804,2587,622,20845,502,790,2192,1662,1331,993,619,280,105,8466,6547,8228,23991,19618,15409,12042,7784,3088,749,97454
SOSR712,333,441,1981,1500,1280,1004,290,25,0,6855,316,157,415,372,273,355,461,255,109,2715,42,31,181,126,120,97,58,38,12,702,689,638,2576,2002,1665,1461,802,317,124,10276,192,565,2699,2175,1884,1524,354,17,0,9413,394,198,670,649,371,379,194,25,0,2880,23,26,204,134,107,83,43,0,0,624,8,26,85,49,34,24,8,3,0,227,616,819,3658,2998,2395,2007,593,51,0,13148,25,46,79,56,49,38,4,0,0,296,38,19,39,28,23,22,12,4,0,193,63,67,122,84,74,58,13,4,0,492,684,890,3780,3092,2465,2070,605,58,0,13642,661,275,625,559,449,577,860,456,155,4622,87,72,359,268,220,199,116,58,17,1379,1428,1235,4759,3916,3131,2837,1581,570,169,19635
SOSR714,63,139,448,295,227,194,41,0,0,1406,50,43,98,75,75,84,89,40,18,574,26,30,87,72,63,38,21,7,0,347,147,208,637,440,365,316,150,50,17,2327,41,199,654,442,326,262,57,8,0,1986,59,49,126,97,63,74,22,6,0,504,0,15,43,27,17,14,10,0,0,132,7,11,23,12,7,9,4,0,0,76,108,273,847,579,421,368,95,9,0,2698,4,10,26,17,15,8,0,0,0,81,12,9,12,7,9,0,0,0,0,48,17,17,32,26,17,13,0,0,0,131,124,297,879,600,438,379,100,9,0,2827,145,67,146,106,123,144,199,94,26,1054,49,67,178,150,118,90,49,21,5,728,320,424,1208,857,675,612,347,129,30,4610
SOSR715,148,243,755,662,544,330,81,10,0,2767,528,412,771,604,450,333,165,61,18,3349,45,45,161,130,81,59,37,9,0,565,724,705,1687,1399,1072,728,282,77,16,6681,51,194,832,756,677,490,126,10,0,3135,90,82,224,277,169,123,51,5,0,1026,5,22,66,63,46,41,12,0,0,261,24,26,50,37,41,18,3,0,0,204,180,327,1166,1132,940,667,197,22,0,4632,76,104,196,133,76,30,9,0,0,611,52,48,85,62,36,14,9,0,0,296,124,145,278,196,111,45,13,0,0,912,306,471,1442,1328,1042,715,204,24,6,5538,1138,826,1428,1146,864,605,327,119,24,6479,120,94,312,254,184,150,66,11,0,1189,1560,1388,3181,2730,2090,1467,606,147,29,13205
SOSR721,118,184,504,465,382,293,69,6,0,2023,376,329,592,385,332,246,161,48,16,2483,21,33,86,67,63,58,27,4,0,352,511,546,1177,919,775,592,253,57,16,4858,65,219,596,547,514,426,91,6,0,2466,69,60,198,232,148,107,44,6,0,866,14,21,60,36,42,32,11,0,0,208,11,13,30,24,27,10,5,3,0,106,155,314,877,837,733,576,145,17,0,3650,42,54,89,61,38,23,0,0,0,307,16,24,33,18,10,3,0,0,0,109,57,80,119,83,50,21,0,0,0,416,209,394,995,922,785,598,154,17,0,4070,768,626,1071,712,611,417,302,94,26,4633,42,53,182,140,120,116,49,10,0,719,1023,1071,2255,1775,1515,1137,505,120,26,9427
SOSR722,87,173,385,368,336,275,63,9,0,1687,334,284,557,381,344,273,243,79,12,2501,37,33,81,56,60,54,41,6,0,371,458,490,1028,807,739,599,341,91,11,4563,36,94,317,344,368,313,84,7,0,1559,47,94,213,210,157,113,47,11,0,895,4,5,33,30,26,35,8,0,0,148,7,13,29,31,16,25,6,0,0,132,88,217,588,616,568,490,149,12,0,2728,61,94,142,87,49,28,0,0,0,452,26,34,47,41,14,11,0,0,0,178,84,125,184,135,60,38,3,0,0,628,173,348,775,751,629,527,147,14,0,3356,691,551,1009,697,630,474,421,154,24,4668,69,71,166,114,120,108,74,16,3,740,935,961,1957,1557,1381,1108,648,187,28,8767
SOSR731,482,580,1370,1480,1687,1160,279,20,3,7057,456,285,582,548,449,597,752,279,57,4006,120,150,305,299,284,263,149,50,3,1620,1050,1016,2255,2329,2425,2021,1184,346,60,12684,381,835,2000,2094,2462,1671,391,49,0,9884,427,266,516,567,631,574,213,32,5,3226,29,41,166,153,188,166,51,3,0,798,28,48,70,66,73,47,32,3,0,363,861,1184,2756,2877,3360,2459,694,86,8,14269,66,84,149,108,123,72,19,0,0,628,49,11,41,37,44,35,13,0,0,226,122,96,193,143,175,102,28,0,0,860,981,1275,2949,3015,3528,2565,720,86,5,15130,1016,640,1209,1102,921,1245,1617,636,106,8491,276,366,709,651,713,623,368,134,11,3839,2273,2283,4862,4771,5154,4426,2704,856,123,27458
SOSR779,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11,0,5,13,10,10,9,0,0,0,46,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,5,16,10,10,9,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,16,10,10,7,0,0,0,63,0,0,0,5,5,0,0,0,0,8,6,0,6,4,4,3,0,0,0,21,4,6,23,22,19,17,0,0,0,94
SOSR799,17,29,115,69,60,25,5,0,0,320,24,36,119,99,91,145,79,13,4,605,27,39,130,96,128,107,28,0,0,558,64,99,364,268,280,279,114,17,4,1486,9,21,97,58,34,24,4,0,0,252,8,7,40,31,20,17,9,0,0,132,0,0,25,24,23,5,5,0,0,92,0,0,10,11,0,3,0,0,0,27,13,34,175,126,84,53,22,0,0,500,3,13,33,18,16,12,4,0,0,85,0,0,10,10,7,10,0,0,0,37,7,14,36,26,19,17,0,0,0,127,15,50,213,153,112,67,21,0,0,633,35,55,216,195,209,290,216,32,3,1251,43,81,228,227,277,225,82,14,0,1174,95,183,661,573,591,579,318,49,7,3052
SOSR802,7872,14179,33017,29997,24039,14332,3274,298,26,127033,4438,2049,4253,3781,3388,8422,14993,9701,3861,54898,555,863,1656,1147,830,634,696,537,419,7337,12864,17090,38922,34934,28257,23389,18971,10542,4313,189264,2169,13130,46023,42895,36263,19118,3208,197,16,163017,9786,11795,14755,13536,9258,7685,3651,597,48,71113,711,877,3072,2649,1616,1501,460,49,14,10950,129,394,953,532,353,174,69,22,5,2631,12793,26200,64804,59610,47494,28482,7381,863,80,247706,326,740,1390,920,707,530,83,3,0,4701,2055,970,775,491,350,376,155,15,0,5195,2383,1707,2163,1409,1055,906,239,19,0,9893,15180,27909,66972,61019,48552,29387,7619,884,82,257601,9894,4334,6937,5604,5592,14373,26594,17408,6414,97159,1122,1834,3557,2509,1805,1426,1316,1003,671,15247,26191,34073,77465,69135,55949,45186,35529,19303,7174,370000
SOSR822,14,15,18,41,47,25,10,0,0,167,0,0,6,3,4,12,25,13,3,65,0,0,0,3,0,0,0,0,0,8,22,17,20,49,50,42,29,13,3,240,4,12,37,55,65,30,0,0,0,203,20,9,8,23,26,12,5,4,0,105,0,0,3,3,3,0,0,0,0,20,0,0,0,0,0,5,0,0,0,7,25,23,45,84,92,45,12,5,0,335,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,9,32,29,45,84,92,45,11,5,0,343,14,0,6,9,4,22,42,25,6,121,4,0,0,3,0,0,5,0,0,19,45,25,49,96,100,73,58,30,6,481
SOSR831,4,14,37,26,26,21,9,0,0,144,10,5,6,0,3,13,9,5,5,44,3,3,5,0,10,3,0,0,0,36,15,27,48,29,33,38,19,3,5,221,18,40,66,44,36,25,15,0,0,249,7,12,17,11,9,15,10,3,0,83,0,0,7,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,27,56,94,50,50,51,23,3,0,352,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,29,59,94,52,52,49,23,3,0,355,6,5,10,0,6,15,22,9,4,81,8,14,18,6,17,12,7,0,0,82,51,75,115,61,75,72,52,9,5,519
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,22,23,32,19,16,17,0,0,0,129,21,14,8,13,5,14,7,4,0,88,0,4,7,7,7,8,7,0,0,35,37,40,53,33,30,35,10,8,0,249,8,17,35,20,18,9,0,0,0,108,13,20,17,8,7,10,0,0,0,83,6,0,7,4,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,22,36,59,38,32,23,3,0,0,216,4,4,10,9,0,0,0,0,0,32,7,7,4,0,3,0,0,0,0,17,8,14,7,9,6,0,0,0,0,48,34,50,71,47,36,26,3,0,0,264,25,26,24,21,15,32,21,8,0,169,0,9,21,35,29,22,16,5,0,129,58,82,108,104,77,78,34,10,4,560
