SOSR_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SOSR603,0,57,..,3845,358,4202,34,4239,..,270,23,286,0,291,..,174,14,184,0,187,..,30,0,30,0,30,..,179,44,218,0,218,..,6,0,6,0,6,..,182,12,193,0,194,..,96,19,119,5,119,..,203,28,227,0,229,..,168,9,175,0,175,..,93,5,103,3,99,..,3,0,3,0,3,..,43,3,54,0,50,..,181,4,184,4,188,..,129,8,138,0,137,..,236,12,247,0,244,..,81,0,84,0,84,..,631,22,653,4,659,..,431,36,470,0,468,..,124,4,128,0,128,..,174,21,195,3,201,..,27,3,32,0,32,..,493,68,559,6,563,..,1212,284,1493,55,1544,..,13352,1522,14873,163,15039,..,336,54,393,3981,4376,82189,13688,1578,15265,4149,101610,158519,..,..,..,..,158519,..,265,5,267,0,264,..,533,84,619,5,626,..,76,0,77,0,77,..,979,149,1127,8,1139,..,5401,701,6107,47,6158
SOSR611,0,12,..,1229,299,1527,23,1549,..,73,12,84,3,83,..,35,4,44,0,44,..,8,0,12,0,12,..,51,3,59,0,59,..,3,0,6,0,6,..,69,3,73,0,73,..,67,27,90,0,90,..,40,3,40,0,40,..,24,0,28,0,28,..,27,0,29,0,29,..,3,0,3,0,3,..,9,0,9,0,9,..,77,0,79,5,83,..,22,0,22,0,24,..,102,4,103,0,104,..,35,0,43,0,43,..,242,10,252,0,252,..,101,9,108,0,105,..,38,3,37,0,37,..,62,7,72,0,72,..,3,0,3,0,3,..,114,22,130,0,130,..,547,167,711,16,731,..,3594,656,4246,61,4309,..,130,28,158,1688,1842,35628,3719,681,4405,1747,41778,68436,..,..,..,..,68436,..,61,0,62,0,62,..,156,17,172,5,179,..,40,6,46,0,46,..,173,30,200,0,199,..,923,98,1021,6,1025
SOSR612,0,4,..,305,24,330,3,332,..,11,0,11,0,11,..,13,0,13,0,13,..,0,0,0,0,0,..,8,6,9,0,9,..,0,0,0,0,0,..,22,0,27,0,29,..,3,0,3,0,3,..,17,0,17,0,17,..,8,0,7,0,7,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,39,0,39,0,39,..,14,0,14,0,14,..,59,0,59,0,59,..,35,0,35,0,35,..,141,0,143,0,143,..,44,6,47,0,47,..,12,0,12,0,12,..,41,0,41,0,41,..,0,0,0,0,0,..,33,12,43,0,43,..,159,22,183,3,188,..,1125,125,1248,17,1270,..,54,7,61,1035,1099,21063,1181,133,1313,1056,23428,40260,..,..,..,..,40260,..,38,0,44,0,44,..,53,9,62,0,61,..,5,0,0,0,0,..,49,18,73,0,71,..,249,57,312,0,309
SOSR613,0,0,..,35,0,36,0,36,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,8,0,8,0,10,..,4,0,4,0,4,..,21,0,21,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,52,11,60,0,58,..,174,15,188,6,197,..,11,0,11,313,324,6169,190,15,207,313,6688,11686,..,..,..,..,11686,..,3,0,3,0,3,..,3,0,5,0,8,..,5,0,5,0,5,..,6,4,7,0,7,..,28,9,38,0,38
SOSR614,0,0,..,25,4,28,0,28,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,9,0,13,0,13,..,3,0,3,0,3,..,26,0,28,0,28,..,10,0,10,0,12,..,0,0,0,0,0,..,7,5,7,0,7,..,0,0,0,0,0,..,6,0,4,0,4,..,48,5,50,0,53,..,204,16,220,3,225,..,16,0,16,482,496,7892,221,16,238,484,8610,15364,..,..,..,..,15364,..,10,0,10,0,10,..,5,0,5,0,5,..,6,0,6,0,6,..,7,0,7,0,7,..,22,4,26,0,28
SOSR615,0,4,..,217,20,236,7,235,..,25,3,29,0,29,..,18,6,18,0,18,..,5,0,5,0,5,..,20,0,25,0,25,..,0,0,0,0,0,..,16,0,15,0,15,..,8,0,13,0,13,..,11,0,11,0,11,..,9,0,9,0,9,..,13,4,22,0,22,..,4,0,4,0,4,..,4,0,0,0,7,..,29,0,32,0,32,..,12,0,13,0,13,..,56,0,56,0,56,..,20,0,20,0,20,..,120,3,116,0,117,..,48,8,56,0,53,..,14,0,14,0,14,..,33,7,38,0,43,..,3,0,3,0,3,..,14,3,13,0,13,..,216,22,241,8,249,..,1106,105,1212,22,1238,..,99,0,104,1600,1704,30612,1204,105,1310,1629,33552,59057,..,..,..,..,59057,..,101,0,101,0,101,..,55,6,65,0,67,..,22,0,22,0,22,..,41,6,43,6,50,..,170,42,211,5,212
SOSR621,0,0,..,54,0,55,0,55,..,6,0,6,4,5,..,8,0,8,0,8,..,0,0,0,0,0,..,7,0,8,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,8,0,8,0,8,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,18,0,18,0,18,..,0,0,0,0,0,..,13,0,13,0,13,..,9,0,11,0,11,..,41,0,44,0,44,..,12,0,16,0,16,..,0,0,0,0,0,..,12,0,15,0,15,..,3,0,3,0,3,..,6,0,8,0,3,..,70,7,79,3,82,..,388,26,409,11,418,..,26,0,30,610,641,9937,413,24,434,628,10997,19838,..,..,..,..,19838,..,30,0,30,0,30,..,7,0,7,0,7,..,11,0,11,0,11,..,5,0,5,0,5,..,73,7,79,0,80
SOSR622,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,10,0,10,0,12,..,3,4,9,0,9,..,0,0,0,0,0,..,4,3,6,0,6,..,3,3,6,0,6,..,3,0,7,0,7,..,23,0,25,0,25,..,125,14,141,3,144,..,6,0,5,293,300,4134,131,14,149,298,4578,8345,..,..,..,..,8345,..,9,0,9,0,9,..,4,0,5,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,22,4,23
SOSR631,0,9,..,140,11,147,0,149,..,41,0,44,0,44,..,56,0,59,6,57,..,0,0,0,0,0,..,25,8,31,0,31,..,0,0,0,0,0,..,4,0,4,0,4,..,3,4,7,0,7,..,40,0,39,0,39,..,22,0,26,0,26,..,42,4,44,0,44,..,0,0,0,0,5,..,4,0,4,0,4,..,35,0,36,0,41,..,25,0,25,0,25,..,46,0,44,0,44,..,28,5,34,0,37,..,135,8,146,0,149,..,93,5,97,4,102,..,11,0,8,0,8,..,41,16,52,0,52,..,0,0,0,0,0,..,36,5,47,0,46,..,372,27,400,8,404,..,1599,128,1727,24,1746,..,84,0,90,2982,3066,47127,1685,127,1812,3004,51943,97368,..,..,..,..,97368,..,113,3,116,0,116,..,19,3,17,0,17,..,25,0,25,0,25,..,47,9,52,0,52,..,210,38,244,0,244
SOSR679,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,11,..,..,..,..,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR699,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,10,0,15,..,37,3,37,0,41,..,0,0,0,115,122,459,35,3,44,118,616,978,..,..,..,..,978,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3
SOSR703,0,67,..,3057,190,3243,29,3273,..,237,14,250,8,257,..,89,7,94,0,94,..,76,24,105,0,101,..,125,28,149,0,153,..,8,0,8,0,8,..,481,37,516,0,516,..,25,5,28,0,31,..,47,0,47,0,47,..,256,33,290,3,292,..,61,0,61,0,61,..,23,0,22,0,22,..,20,0,20,0,20,..,948,42,991,3,998,..,586,87,663,7,672,..,1363,44,1405,17,1425,..,450,49,496,4,503,..,3341,225,3561,34,3593,..,262,15,279,0,279,..,208,22,238,0,241,..,425,110,535,5,537,..,13,0,13,0,13,..,528,153,684,0,682,..,2153,274,2421,69,2486,..,14854,1751,16600,182,16788,..,393,73,470,4701,5169,38672,15249,1827,17072,4886,60623,78290,..,..,..,..,78290,..,191,3,192,5,198,..,238,22,259,4,258,..,1182,100,1282,41,1326,..,539,148,689,4,693,..,1676,348,2019,14,2033
SOSR712,0,10,..,437,47,488,9,495,..,39,5,38,4,43,..,18,0,18,0,18,..,0,4,5,0,5,..,23,0,26,0,26,..,0,0,0,0,0,..,200,21,221,4,228,..,6,0,6,0,6,..,4,0,4,0,4,..,21,4,25,0,27,..,14,0,14,0,14,..,39,8,46,0,43,..,0,0,0,0,0,..,91,6,91,0,91,..,28,0,24,0,28,..,146,6,148,0,148,..,31,0,34,0,34,..,290,12,304,0,303,..,62,0,63,0,63,..,11,0,12,0,12,..,39,5,44,0,44,..,4,0,4,0,4,..,37,13,46,0,46,..,1288,139,1426,34,1464,..,2941,305,3240,64,3303,..,107,21,130,801,930,8546,3045,327,3369,864,12776,16803,..,..,..,..,16803,..,66,0,66,0,66,..,96,6,106,0,106,..,1584,165,1749,55,1802,..,58,13,69,0,69,..,225,37,262,0,262
SOSR714,0,0,..,115,4,123,0,119,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,30,0,28,..,6,0,6,0,6,..,67,0,67,0,67,..,13,0,13,0,13,..,110,0,113,0,113,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,17,0,17,..,0,0,0,0,0,..,11,0,15,0,15,..,265,39,299,6,306,..,613,52,665,7,675,..,63,3,67,379,447,1850,672,64,733,388,2971,3755,..,..,..,..,3755,..,6,0,6,0,6,..,22,0,22,0,24,..,349,41,393,9,398,..,4,0,4,0,4,..,33,6,39,0,39
SOSR715,0,0,..,41,0,40,0,40,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,8,0,8,..,0,0,0,0,0,..,17,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,18,5,26,0,22,..,10,0,9,0,9,..,35,0,35,0,35,..,4,0,9,0,9,..,75,4,80,0,81,..,9,0,9,0,9,..,3,0,3,0,3,..,10,3,13,0,13,..,3,0,3,0,3,..,8,0,5,0,5,..,4496,824,5322,127,5447,..,4832,863,5689,135,5828,..,66,14,83,605,691,2291,4892,878,5770,744,8804,4614,..,..,..,..,4614,..,11,0,11,0,11,..,15,0,18,0,18,..,8648,1782,10426,249,10670,..,8,0,8,0,8,..,46,10,52,0,52
SOSR721,0,0,..,26,0,26,0,26,..,3,0,3,0,3,..,6,0,5,0,5,..,4,0,4,0,4,..,0,4,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,9,0,12,0,12,..,19,0,19,0,19,..,5,0,5,0,5,..,49,0,53,0,53,..,9,0,9,0,9,..,0,0,0,0,0,..,15,4,12,0,12,..,0,0,0,0,0,..,3,0,6,0,6,..,3369,386,3750,52,3810,..,3555,398,3963,59,4019,..,36,3,38,349,386,1892,3595,410,4001,405,6298,3828,..,..,..,..,3828,..,9,0,9,0,9,..,5,0,5,0,5,..,6402,789,7196,118,7314,..,9,0,10,0,10,..,29,9,40,0,42
SOSR722,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,12,0,12,0,12,..,3,0,3,0,3,..,21,0,21,0,21,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,3562,353,3915,90,4008,..,3671,363,4034,97,4129,..,68,16,82,323,399,1420,3739,373,4112,418,5954,2875,..,..,..,..,2875,..,6,0,6,0,6,..,3,0,3,0,3,..,6862,767,7634,192,7824,..,0,0,0,0,0,..,6,0,6,0,6
SOSR731,0,0,..,21,0,20,0,20,..,10,0,18,0,17,..,0,0,9,0,9,..,12,8,24,0,24,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,9,0,9,0,9,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,36,0,34,..,21,10,31,0,31,..,35,0,37,0,37,..,27,0,32,0,30,..,120,9,127,0,128,..,17,0,17,0,17,..,0,0,0,0,0,..,75,21,91,0,91,..,0,0,0,0,0,..,52,54,105,0,105,..,2665,583,3247,117,3363,..,3218,729,3948,120,4071,..,83,21,96,1737,1836,10051,3298,746,4044,1864,15958,21413,..,..,..,..,21413,..,32,0,32,0,32,..,9,0,7,0,11,..,5085,1149,6237,211,6449,..,9,3,12,0,12,..,56,21,79,0,75
SOSR779,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,15,63,..,..,..,..,63,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR799,0,0,..,8,4,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,0,0,0,..,11,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,176,14,193,19,216,..,253,23,279,22,298,..,60,0,66,572,636,745,316,24,341,590,1675,1605,..,..,..,..,1605,..,0,0,0,0,0,..,5,0,9,0,9,..,236,28,261,33,293,..,0,0,0,0,0,..,12,0,12,0,12
SOSR802,8,478,..,11898,752,12648,108,12756,..,1327,157,1483,13,1490,..,630,47,677,7,682,..,170,47,215,0,223,..,1119,349,1468,13,1482,..,360,39,403,0,403,..,1281,87,1371,15,1390,..,519,74,594,0,601,..,522,40,556,0,558,..,449,28,480,3,486,..,463,53,512,5,522,..,263,15,274,5,277,..,548,68,612,3,618,..,957,12,971,14,989,..,640,35,669,0,669,..,1306,24,1331,12,1343,..,379,14,389,3,394,..,3277,86,3367,21,3388,..,1895,243,2134,22,2158,..,1122,66,1187,15,1201,..,703,144,856,3,859,..,163,20,180,3,186,..,2225,586,2809,31,2835,..,7161,923,8079,158,8241,..,51016,5975,56995,573,57563,..,932,144,1073,7923,8997,162739,51952,6118,58072,8495,229301,322409,..,..,..,..,322409,..,702,9,705,8,717,..,3336,501,3836,26,3865,..,280,8,290,0,292,..,3528,670,4192,26,4225,..,11791,2485,14271,111,14388
SOSR822,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,0,15,11,281,7,0,12,15,304,570,..,..,..,..,570,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR831,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,15,0,14,0,14,..,0,0,0,34,36,209,17,0,20,34,264,481,..,..,..,..,481,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR879,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR899,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,37,5,43,0,43,..,0,0,0,34,34,196,37,5,43,34,273,400,..,..,..,..,400,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8
